"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3272	4249	"Hobbs Lot March"	52.58592	0.07036	99	"AWI"	99	1834	2287	2104	0	24	60	0	1	0	3	0	12	0	0	0	0	0	28	0	25	0	0	0	1	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	0	0	0	4	0	0	0	0	0	0	2	3	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	101	"AWI"	101	1886	2295	2120	0	43	32	0	3	0	0	0	7	0	0	0	0	0	29	0	20	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	35	0	0	0	1	0	11	0	0	1	0	0	0	1	1	1	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	103	"AWI"	103	1929	2302	2139	0	27	16	0	4	0	0	0	5	0	0	0	0	0	22	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	18	0	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	104	"AWI"	104	1951	2309	2148	0	177	2	0	7	0	0	0	3	0	0	0	0	0	19	0	17	0	3	0	2	0	1	0	0	0	0	0	0	2	0	0	31	0	0	0	0	16	0	0	0	1	0	27	1	0	0	0	0	0	0	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	105	"AWI"	105	1970	2314	2158	0	127	10	0	7	0	2	0	4	0	0	0	0	0	17	0	24	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	1	0	0	1	0	35	0	0	0	0	1	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	106	"AWI"	106	1986	2318	2168	0	200	13	0	4	0	0	0	6	0	0	0	0	0	19	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	17	0	0	0	0	0	37	0	0	0	1	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	107	"AWI"	107	2000	2324	2178	0	192	13	0	7	0	1	0	5	0	0	0	0	0	16	0	10	0	1	0	0	0	2	0	0	0	0	0	0	3	0	0	48	0	0	0	0	22	0	0	0	1	0	27	1	0	0	0	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	109	"AWI"	109	2024	2339	2197	0	65	3	0	3	0	0	0	8	0	0	0	0	0	21	0	7	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	23	0	0	0	0	17	1	0	0	1	0	24	0	0	0	0	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	111	"AWI"	111	2057	2355	2216	0	181	0	0	4	2	1	0	7	0	0	0	0	0	25	1	35	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	1	0	47	0	0	0	0	0	0	1	5	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	113	"AWI"	113	2085	2369	2235	0	160	3	0	13	0	0	0	8	0	0	0	0	0	20	0	44	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	22	0	0	0	6	0	44	0	0	0	1	0	0	0	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	115	"AWI"	115	2112	2393	2254	0	174	3	0	8	0	2	0	8	0	0	0	0	0	29	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	43	0	0	0	0	27	2	0	0	11	0	34	0	0	0	0	0	0	0	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	117	"AWI"	117	2135	2420	2274	0	211	1	0	1	0	1	0	4	0	0	0	0	0	28	0	21	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	25	0	0	0	0	35	0	0	0	0	0	27	0	0	0	0	0	0	1	2	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	119	"AWI"	119	2150	2451	2294	0	137	2	0	2	0	0	0	3	0	0	0	0	0	11	0	50	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	37	0	0	0	0	29	0	0	0	0	0	58	1	0	0	0	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	120	"AWI"	120	2167	2463	2304	0	19	0	0	1	1	0	0	6	0	0	0	0	0	8	0	237	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	27	0	0	0	3	0	24	0	0	1	0	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	121	"AWI"	121	2185	2474	2315	0	12	4	0	1	0	2	0	1	0	0	0	0	0	9	0	173	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	49	0	0	0	0	39	0	0	0	14	0	21	0	0	0	0	0	0	0	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	123	"AWI"	123	2212	2504	2338	0	10	3	0	0	1	0	0	0	0	0	0	0	0	6	0	53	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	2	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	125	"AWI"	125	2235	2544	2358	0	5	3	0	0	1	0	0	1	0	0	0	0	0	8	0	61	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	205	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	127	"AWI"	127	2251	2591	2378	0	39	3	0	3	0	2	0	7	0	0	0	0	0	13	1	47	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	22	0	0	0	3	0	4	0	0	0	0	0	0	0	1	1	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	129	"AWI"	129	2264	2644	2399	0	20	3	0	2	0	1	0	1	0	0	0	0	0	20	0	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	131	"AWI"	131	2311	2671	2434	0	24	9	0	3	0	2	0	5	0	0	0	0	0	26	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	0	0	3	0	2	1	0	0	0	0	0	1	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	133	"AWI"	133	2337	2716	2467	0	32	7	0	1	0	3	0	2	0	0	0	0	0	50	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	134	"AWI"	134	2346	2742	2483	0	22	86	0	0	1	0	0	5	0	0	0	0	0	21	0	8	0	0	0	0	0	3	0	0	0	0	0	1	9	0	1	0	0	0	0	0	93	0	0	0	0	0	4	0	0	0	0	0	0	3	5	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	135	"AWI"	135	2353	2774	2499	0	18	40	0	0	0	3	0	9	0	0	0	0	0	46	0	20	0	0	0	0	0	4	0	0	0	0	0	0	12	0	1	55	0	0	0	0	74	0	0	0	0	0	2	0	0	0	0	0	1	7	3	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	139	"AWI"	139	2374	2945	2563	1	25	49	0	0	0	3	0	1	0	0	0	0	0	27	0	13	0	0	0	0	0	5	0	0	0	0	0	2	6	0	1	0	0	0	0	0	87	0	0	0	1	0	1	0	1	0	0	0	0	3	8	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	146	"AWI"	146	2451	3102	2707	0	52	33	0	2	0	5	0	8	0	0	0	0	0	31	0	27	0	0	0	2	0	3	0	0	0	0	1	0	5	0	0	56	0	0	0	0	64	0	0	0	0	0	10	0	0	0	0	0	1	3	6	1	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	162	"AWI"	162	2655	3488	3022	0	45	45	0	1	0	3	0	8	0	0	0	0	0	40	0	15	0	1	0	1	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	86	0	0	0	0	0	5	0	0	0	0	0	0	8	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	178	"AWI"	178	2896	3798	3347	0	55	26	0	0	0	6	0	3	0	0	0	0	0	80	0	10	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	62	0	0	0	0	0	7	0	0	0	0	0	0	3	2	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	194	"AWI"	194	3213	4056	3673	0	69	65	0	1	0	2	0	7	0	0	0	0	0	43	0	8	0	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0	0	0	1	0	35	0	0	0	0	0	16	0	0	0	0	0	0	5	5	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	210	"AWI"	210	3588	4284	3989	0	44	68	0	0	0	2	0	4	0	0	0	0	0	47	0	11	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	3	0	0	0	0	0	0	4	9	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	215	"AWI"	215	3783	4326	4077	0	33	28	0	0	1	2	0	7	0	0	0	0	0	60	0	2	0	0	0	0	0	2	0	0	0	0	0	0	5	0	1	0	0	0	0	0	83	0	0	0	0	0	6	0	0	0	0	0	0	3	8	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	216	"AWI"	216	3810	4337	4096	0	28	48	0	0	1	1	0	8	0	0	0	0	0	47	0	6	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	77	0	0	0	0	0	3	0	0	0	0	0	0	5	3	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	218	"AWI"	218	3858	4368	4139	0	44	21	0	0	3	1	0	7	0	0	0	0	0	44	0	23	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	2	0	65	0	0	0	0	0	3	0	0	0	0	0	0	7	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	222	"AWI"	222	3922	4416	4195	0	71	2	0	1	5	0	0	13	0	0	0	0	0	51	0	36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	7	2	0	0	0	6	0	6	2	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	226	"AWI"	226	3969	4466	4242	0	126	3	0	1	5	0	0	23	0	0	0	0	0	25	0	31	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	1	0	2	0	0	0	0	10	0	8	2	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	230	"AWI"	230	4014	4528	4287	0	118	6	0	3	5	0	0	19	0	0	0	0	0	50	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	9	1	0	0	0	6	0	13	5	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	234	"AWI"	234	4068	4564	4335	0	75	2	0	0	5	0	0	21	0	0	1	0	0	63	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	7	0	0	0	0	1	0	16	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	238	"AWI"	238	4105	4621	4384	0	114	3	0	0	4	1	0	16	0	0	0	0	0	12	0	16	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	46	0	0	0	0	0	7	1	0	0	0	3	0	11	7	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	242	"AWI"	242	4168	4659	4429	0	154	1	0	1	6	0	0	2	0	0	0	0	0	54	0	8	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	0	20	0	0	0	0	1	0	11	3	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	246	"AWI"	246	4222	4700	4476	0	101	2	0	0	0	1	0	4	0	0	0	0	0	61	0	47	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	33	0	0	0	0	0	6	0	0	0	0	0	0	29	2	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	250	"AWI"	250	4266	4741	4521	0	220	2	0	2	5	1	0	3	0	0	0	0	0	45	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	1	0	14	0	0	0	0	2	0	14	1	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	252	"AWI"	252	4301	4756	4541	0	109	3	0	0	0	1	0	4	0	0	0	0	0	50	0	5	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	0	1	0	18	0	0	0	0	2	1	21	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	254	"AWI"	254	4334	4772	4563	0	53	4	0	1	2	1	0	8	0	0	0	0	0	59	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	2	0	4	1	0	0	0	3	0	15	6	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	258	"AWI"	258	4371	4825	4607	0	26	3	0	9	0	0	0	3	0	0	0	0	0	45	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	107	0	0	0	0	0	1	0	0	0	0	0	0	32	11	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	260	"AWI"	260	4389	4848	4626	0	56	1	1	1	3	0	0	1	0	0	0	0	0	54	0	3	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	99	1	0	0	0	0	4	0	0	0	0	0	0	11	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	261	"AWI"	261	4402	4856	4636	0	30	10	0	30	2	0	0	2	0	0	0	0	0	50	0	7	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	111	0	0	0	0	0	2	0	0	0	0	0	0	10	6	1	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	262	"AWI"	262	4412	4866	4644	0	34	12	0	12	0	0	0	4	0	0	0	0	0	39	0	12	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	118	0	0	0	0	0	3	0	0	0	0	0	0	5	11	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	264	"AWI"	264	4431	4887	4664	0	27	12	0	11	0	1	0	5	0	0	0	0	0	41	0	36	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	93	0	0	0	0	0	4	0	0	0	0	0	0	10	16	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	268	"AWI"	268	4458	4940	4697	0	0	19	0	0	2	0	0	2	0	0	0	0	0	53	0	9	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	93	0	0	0	0	0	2	0	0	0	0	0	0	10	8	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	284	"AWI"	284	4589	5099	4838	0	31	10	0	0	4	0	0	2	0	0	0	0	0	71	0	13	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	1	0	0	0	0	0	0	7	8	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	300	"AWI"	300	4729	5249	4977	0	66	19	0	5	1	1	0	21	0	0	0	0	0	47	0	35	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0	0	0	0	10	1	0	0	0	1	0	5	0	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	304	"AWI"	304	4770	5278	5016	0	66	12	0	2	0	0	0	19	0	0	0	0	0	78	1	30	0	0	0	0	0	9	0	0	0	1	0	0	2	0	0	0	0	0	0	0	66	1	0	0	0	0	5	0	0	0	0	2	0	9	12	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	308	"AWI"	308	4801	5323	5054	0	57	17	0	0	0	1	0	10	0	0	0	0	0	67	0	26	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	4	0	0	0	0	2	0	5	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	310	"AWI"	310	4821	5344	5072	0	36	17	0	0	0	0	0	6	0	0	0	0	0	124	0	5	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	70	2	0	0	0	0	5	0	0	0	0	0	0	4	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	312	"AWI"	312	4842	5366	5092	0	52	15	0	0	0	0	0	1	0	0	0	0	0	110	0	7	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	48	0	0	0	0	0	2	2	0	0	0	1	0	2	4	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	314	"AWI"	314	4860	5388	5111	0	79	14	0	0	2	0	0	2	0	0	0	0	0	82	0	3	0	1	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	61	0	0	0	1	0	0	1	0	0	0	0	0	10	3	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	316	"AWI"	316	4878	5410	5129	0	82	8	0	1	1	0	0	5	0	0	0	0	0	91	0	6	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	63	0	0	0	0	0	2	0	0	0	0	0	0	9	6	0	0
3272	4249	"Hobbs Lot March"	52.58592	0.07036	318	"AWI"	318	4892	5434	5147	0	66	4	0	1	0	0	0	2	0	0	0	0	0	88	0	4	0	0	0	0	0	6	1	0	0	0	0	0	7	0	0	0	0	0	0	0	49	0	0	0	0	0	1	0	0	0	0	0	0	8	1	0	0
