"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15806	24305	"Aletschwald"	46.38972	8.02556	1.5	"AWI"	1.5	-47.5	-44.5	-46.5	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	15	0	17.5	0	0	0	0	0	0	0	0	0	0	0	2.5	0	12.5	0	0	0	0	0	0	0	30	0	0	0	0	0	0	2.5	0	0	0	0	0	2.5	0	0	0	0	0	0	0	2.5	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	2.5	"AWI"	2.5	-46.5	-43.5	-45.5	0	0	0	14.2857142857143	1.42857142857143	0	0	1.42857142857143	0	17.1428571428571	0	0	0	0	0	0	0	0	0	0	4.28571428571429	0	8.57142857142857	0	0	0	0	0	1.42857142857143	0	0	0	0	0	0	0	8.57142857142857	0	0	0	0	0	0	0	37.1428571428571	0	0	1.42857142857143	0	0	0	4.28571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	3.5	"AWI"	3.5	-45.5	-42.5	-44	0	0	0	11.4754098360656	1.63934426229508	0	0	1.63934426229508	0	13.1147540983607	0	0	0	0	0	0	0	0	0	0	3.27868852459016	0	14.7540983606557	0	0	0	0	0	0	0	0	0	0	0	1.63934426229508	0	6.55737704918033	0	0	0	0	0	0	0	39.344262295082	0	0	0	0	0	0	4.91803278688525	0	0	0	0	0	0	0	0	0	0	0	1.63934426229508	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4	"AWI"	4	-45	-42	-43	0	0	0	3.37078651685393	0.280898876404494	0	0	0	0	2.24719101123596	0	0.280898876404494	0	0	0	0	0	0	0	0	0.280898876404494	0	3.65168539325843	0	0	0	0.280898876404494	0	0.561797752808989	0	0	0	0.280898876404494	0	0	0	1.68539325842697	0	0	0	0	0	0	0	11.5168539325843	74.1573033707865	0	0	0	0	0	0.842696629213483	0	0	0	0	0	0.280898876404494	0	0	0	0	0	0	0	0.280898876404494	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4.4	"AWI"	4.4	-44.6	-41.2	-42.6	4.34782608695652	0	0	13.0434782608696	4.34782608695652	0	0	0	0	13.0434782608696	0	0	0	0	0	0	0	4.34782608695652	0	0	0	0	8.69565217391304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.4782608695652	0	0	0	0	0	0	4.34782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34782608695652	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4.8	"AWI"	4.8	-44.2	-40.4	-42.2	0	0	0	15.1515151515152	0	0	0	1.51515151515152	0	10.6060606060606	0	0	0	0	0	0	0	0	0	0	6.06060606060606	0	7.57575757575758	0	0	0	0	0	0	0	0	0	0	0	0	0	7.57575757575758	0	0	0	0	0	0	0	46.969696969697	0	0	0	0	0	0	1.51515151515152	0	0	0	0	0	3.03030303030303	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	5.2	"AWI"	5.2	-43.6	-39.6	-41.6	0	0	0	3.72670807453416	0	0	0	0.31055900621118	0	4.34782608695652	0	0.31055900621118	0	0	0	0	0	0.31055900621118	0	0	0	0	2.48447204968944	0	0	0	0	0	2.17391304347826	0	0	0	0	0.31055900621118	0	0	6.2111801242236	0	0	0	0	0	0	0	20.8074534161491	56.832298136646	0	0	0	0	0	2.17391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	5.6	"AWI"	5.6	-42.8	-38.8	-40.8	0.602409638554217	0	0	5.42168674698795	0	0	0	0.301204819277108	0	6.02409638554217	0	0	0	0	0	0	0	0.301204819277108	0	0	2.71084337349398	0	3.6144578313253	0	0	0	0	0	0.602409638554217	0	0	0	0	0	0	0	1.20481927710843	0	0	0	0	0	0	0	1.50602409638554	76.5060240963855	0	0	0	0	0	0.602409638554217	0	0	0	0	0	0.301204819277108	0	0	0	0	0	0	0.301204819277108	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	6	"AWI"	6	-42	-38	-40	0	0	0	11.4285714285714	0	0	0	1.42857142857143	0	17.1428571428571	0	0	0	0	0	0	0	0	0	0	8.57142857142857	0	10	0	0	0	0	0	4.28571428571429	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	17.1428571428571	0	0	0	0	0	0	4.28571428571429	0	0	0	0	0	2.85714285714286	0	0	0	0	1.42857142857143	0	0	1.42857142857143	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	6.4	"AWI"	6.4	-41.6	-36.8	-39.2	0	0	0	13.5135135135135	1.8018018018018	0	0	3.6036036036036	0	19.8198198198198	0	0	0	0	0	0	0	0	0	0	8.10810810810811	0	20.7207207207207	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10810810810811	1.8018018018018	0	0	0	0	0	0	14.4144144144144	0	0	0	0	0	0	5.40540540540541	0	1.8018018018018	0	0	0	0.900900900900901	0	0	0	0	0	0	0	0	0	0
