"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Genista"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
3382	4385	"Little Loch Roag"	58.13333	-6.88333	0	"AWI"	0	-106	56	-23	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	25	"AWI"	25	179	862	497	8	0	0	0	24	0	0	10	196	0	0	0	0	0	0	28	0	0	78	6	0	0	0	0	0	2	0	0	0	4	0	1	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	30	"AWI"	30	226	988	611	15	0	0	0	30	0	0	49	223	0	0	0	0	0	0	37	0	0	74	4	0	0	0	0	1	2	0	0	0	7	0	0	0	0	4	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	40	"AWI"	40	408	1158	833	13	0	2	0	68	0	0	34	138	0	0	0	0	0	0	38	0	0	56	14	0	0	0	0	0	4	0	0	0	11	0	0	0	0	4	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	50	"AWI"	50	653	1270	1053	10	0	0	0	12	0	0	26	143	0	0	0	0	1	0	27	0	0	44	5	0	0	0	130	2	1	0	11	0	1	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	60	"AWI"	60	1087	1366	1251	8	0	0	0	17	0	0	16	160	0	0	0	0	0	0	17	0	0	103	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	70	"AWI"	70	1223	1874	1455	9	0	2	0	19	0	0	14	258	0	0	0	1	0	0	2	0	0	58	3	0	0	0	103	0	1	0	0	0	0	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	80	"AWI"	80	1359	2151	1715	12	0	1	0	0	0	0	12	258	0	0	0	1	0	0	3	0	0	58	2	0	0	0	136	0	2	0	0	0	0	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	90	"AWI"	90	1535	2380	1965	12	1	0	0	23	0	0	34	253	0	0	0	1	0	0	20	0	0	48	9	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	100	"AWI"	100	1791	2554	2200	9	0	0	0	27	0	0	24	214	0	0	0	2	0	0	3	0	0	42	4	0	0	0	0	1	6	0	0	0	4	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	110	"AWI"	110	2184	2688	2407	4	0	0	0	11	0	0	16	239	0	0	0	0	0	0	7	0	0	49	4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	120	"AWI"	120	2348	3157	2677	9	0	0	0	37	0	0	20	169	0	0	0	0	0	0	18	0	0	32	6	0	0	0	0	1	8	0	0	0	1	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	130	"AWI"	130	2515	3480	2971	4	0	0	0	16	0	0	25	165	0	0	0	1	0	0	16	0	0	35	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	140	"AWI"	140	2739	3708	3264	10	0	0	0	17	0	0	17	175	0	0	0	0	0	0	12	0	0	50	3	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	150	"AWI"	150	3036	3902	3549	18	0	0	0	22	0	0	21	146	0	0	0	0	0	0	27	0	0	62	2	0	0	2	0	0	1	0	0	0	2	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	160	"AWI"	160	3562	4073	3796	20	0	0	0	28	0	0	33	299	0	0	0	0	0	0	18	0	0	48	7	0	0	0	0	2	13	0	0	0	2	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	170	"AWI"	170	3720	4560	4060	9	0	0	0	23	0	0	35	256	0	0	0	1	0	0	26	0	0	99	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	180	"AWI"	180	3921	4883	4358	15	0	0	0	23	0	0	25	286	0	0	0	0	0	0	22	0	0	116	6	0	0	0	0	0	5	0	0	0	2	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	190	"AWI"	190	4152	5132	4653	3	0	0	0	21	0	0	16	263	0	0	0	0	0	0	50	0	0	59	5	0	0	0	0	0	1	2	11	0	4	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	200	"AWI"	200	4428	5346	4936	8	0	0	0	16	0	0	11	290	0	0	0	0	0	0	3	0	0	67	14	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	205	"AWI"	205	4724	5412	5061	12	0	0	0	25	0	0	27	215	0	0	0	0	0	0	5	0	0	63	4	0	0	0	0	0	6	0	0	0	4	0	0	0	0	4	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	210	"AWI"	210	4894	5523	5202	5	0	1	0	25	0	0	19	203	0	0	0	0	0	1	7	0	0	34	6	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	215	"AWI"	215	5002	5693	5346	10	0	0	0	31	0	0	21	222	0	0	0	0	0	0	5	0	1	72	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	220	"AWI"	220	5069	5986	5472	9	0	1	0	38	0	10	42	373	0	1	0	1	0	0	30	0	0	109	13	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	225	"AWI"	225	5193	6102	5618	13	0	0	0	28	0	0	19	338	0	0	0	0	0	0	12	0	0	158	14	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	230	"AWI"	230	5264	6305	5758	10	0	0	0	37	0	0	16	321	0	0	0	0	0	0	41	0	0	196	17	0	0	0	0	0	21	0	0	0	2	0	0	0	0	4	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	235	"AWI"	235	5406	6402	5895	15	0	0	0	47	0	0	40	404	0	0	0	0	0	0	19	0	0	122	34	0	0	0	0	0	8	0	0	0	0	0	0	0	1	6	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	240	"AWI"	240	5488	6585	6036	18	0	0	0	33	0	0	32	86	0	0	0	0	0	0	18	0	0	12	31	0	0	0	0	0	12	0	0	0	1	0	0	0	0	3	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	245	"AWI"	245	5683	6688	6176	10	0	1	0	59	0	0	28	150	0	0	0	0	0	0	11	0	0	9	17	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	250	"AWI"	250	5805	6857	6318	3	0	2	0	38	0	0	17	155	0	0	0	0	0	0	43	0	0	8	14	0	0	0	0	0	2	0	53	0	8	0	0	1	0	1	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	255	"AWI"	255	6104	6969	6441	9	0	1	0	63	0	0	32	216	0	0	0	0	0	0	32	0	0	8	19	0	0	0	0	0	11	0	0	0	7	0	0	0	0	9	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	260	"AWI"	260	6301	7141	6579	17	0	1	0	50	0	0	26	143	0	0	0	0	0	0	25	0	0	35	20	0	1	0	0	0	9	0	52	0	3	0	0	0	0	8	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	265	"AWI"	265	6507	7823	7041	9	0	4	0	41	0	0	22	135	0	0	0	0	0	0	39	0	0	58	13	0	0	0	0	0	1	0	82	0	1	0	0	0	0	9	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	270	"AWI"	270	6613	8897	7461	1	0	1	0	65	0	0	52	399	0	0	0	0	0	0	23	0	0	0	11	0	0	0	0	1	1	0	0	0	2	0	0	0	0	6	0
3382	4385	"Little Loch Roag"	58.13333	-6.88333	275	"AWI"	275	6998	9225	8027	0	0	0	0	108	0	0	82	312	0	0	0	0	0	0	9	0	0	0	6	0	0	0	0	0	1	0	0	0	8	0	0	0	0	10	0
