"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3384	4387	"Rosle Nowe"	52.12343	18.90654	386	"AWI"	386	13293	14654	13857	0	0	6.95067264573991	0.224215246636771	0	3.81165919282511	0	0	0	0	0	0	0.224215246636771	10.0896860986547	0	0	0	0	0	16.8161434977578	0.224215246636771	0	0	0	0	36.7713004484305	0	20.8520179372197	0	0	0.448430493273543	0	0.896860986547085	0.672645739910314	0	1.5695067264574	0	0	0	0.224215246636771	0.224215246636771	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	388	"AWI"	388	13332	14693	13896	0.187617260787992	0	1.50093808630394	0.375234521575985	0	2.6266416510319	0	0	0.187617260787992	0	0	0	0.187617260787992	23.4521575984991	0	0	0	0	0	3.93996247654784	0.375234521575985	0	0	0.281425891181989	0.187617260787992	57.3170731707317	0	7.03564727954972	0	0	0	0	0	0.562851782363977	0	1.40712945590994	0	0	0	0.375234521575985	0	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	390	"AWI"	390	13373	14734	13935	0	0.0985221674876847	2.26600985221675	0.394088669950739	0	2.95566502463054	0	0	0	0.0985221674876847	0	0	0.0985221674876847	16.1576354679803	0	0.0985221674876847	0	0	0	10.4433497536946	0.197044334975369	0	0	0.394088669950739	0.492610837438424	51.5270935960591	0	12.3152709359606	0	0	0.492610837438424	0	0	0	0	1.57635467980296	0	0	0.0985221674876847	0.197044334975369	0.0985221674876847	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	392	"AWI"	392	13415	14772	13978	0.105708245243129	0	2.43128964059197	0.211416490486258	0	2.11416490486258	0	0	0	0	0	0	0.105708245243129	10.0422832980973	0	0	0	0	0	12.8964059196617	0	0	0	0.105708245243129	0.528541226215645	60.5708245243129	0	8.66807610993657	0	0	0.105708245243129	0	0.422832980972516	0.105708245243129	0	0.951374207188161	0	0	0.105708245243129	0.317124735729387	0.211416490486258	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	394	"AWI"	394	13453	14809	14018	0	0	0	0	0	1.14942528735632	0	0	1.14942528735632	0	0	0	1.14942528735632	11.4942528735632	0	0	0	0	0	26.4367816091954	0	0	0	0	0	50.5747126436782	0	6.89655172413793	0	0	0	0	0	0	0	1.14942528735632	0	0	0	0	0	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	396	"AWI"	396	13493	14848	14058	0	0	0	0.194741966893866	0	4.77117818889971	0	0	0	0	0	0	0	25.0243427458617	0	0	0	0	0.0973709834469328	0.876338851022395	0.194741966893866	0	0	0	0	60.6621226874391	0	6.71859785783836	0	0	0.0973709834469328	0	0	0.0973709834469328	0	0.973709834469328	0	0	0.0973709834469328	0.0973709834469328	0.0973709834469328	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	398	"AWI"	398	13533	14886	14100	0	0	0	0.608614232209738	0	3.51123595505618	0	11.6104868913858	0	0	0	0.187265917602996	0	30.2434456928839	0	0	0	0	0	0.795880149812734	0.327715355805243	0	0	0	0.0468164794007491	46.2546816479401	0	4.49438202247191	0	0	0	0	0.561797752808989	0.234082397003745	0	0.936329588014981	0	0	0.0468164794007491	0.140449438202247	0	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	400	"AWI"	400	13576	14924	14139	0	0	0	0.490196078431373	0	1.02124183006536	0	0	0.0408496732026144	0	0	0	0	12.3774509803922	0	0	0	0	0	0.245098039215686	0.0408496732026144	0	0	0	0.0408496732026144	82.516339869281	0	2.61437908496732	0	0	0	0	0	0.0408496732026144	0	0.531045751633987	0	0	0.0408496732026144	0	0	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	402	"AWI"	402	13618	14964	14179	0	0	0	0.264830508474576	0	0.317796610169492	0	0	0	0	0	0	0	2.48940677966102	0	0	0	0	0	0.317796610169492	0	0	0	0	0	93.6970338983051	0	2.48940677966102	0	0.105932203389831	0	0	0	0	0	0.264830508474576	0	0	0.0529661016949153	0	0	0
3384	4387	"Rosle Nowe"	52.12343	18.90654	404	"AWI"	404	13656	15001	14220	0	0	0	0.0587199060481503	0	0.939518496770405	0	21.6089254257193	0	0	0	0	0	2.11391661773341	0	0	0	0	0	0	0.0587199060481503	0	0	0	0.0587199060481503	73.1650029359953	0	1.23311802701116	0	0	0	0	0	0	0	0.528479154433353	0	0	0.0587199060481503	0.0587199060481503	0.0587199060481503	0.0587199060481503
