"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"
14458	22630	"Domsjön"	58.30954	12.422036	1119	"AWI"	1119	10195	11811	11120	0	0.718685831622177	0.102669404517454	0.513347022587269	0	12.8336755646817	0	0	0	0.205338809034908	0	0	0	0.924024640657084	0.102669404517454	0	0	0	0	0	0.718685831622177	82.9568788501027	0	0	0	0	0.102669404517454	0	0	0	0	0	0	0.82135523613963	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1126	"AWI"	1126	10564	11993	11366	0.983606557377049	0.0364298724954463	0.0728597449908925	1.45719489981785	0	35.3369763205829	0.0728597449908925	0	0	0	0	0	16.1748633879781	0.837887067395264	0.0364298724954463	0	2.11293260473588	0	0.0364298724954463	1.05646630236794	0	39.2714025500911	0	0	0	0	0	0.0364298724954463	0.765027322404372	0.0364298724954463	0	0	0	1.16575591985428	0	0	0	0	0.510018214936248
14458	22630	"Domsjön"	58.30954	12.422036	1130	"AWI"	1130	10749	12106	11510	0.0571755288736421	1.88679245283019	0	10.6918238993711	0	14.5225843339051	0	0	0	0.686106346483705	0.114351057747284	0	0.343053173241852	1.65809033733562	0	0	0.457404230989137	0	0	0.114351057747284	0.0571755288736421	69.0680388793596	0	0	0	0	0	0	0	0	0	0	0	0.114351057747284	0	0.171526586620926	0	0	0.0571755288736421
14458	22630	"Domsjön"	58.30954	12.422036	1134	"AWI"	1134	10918	12241	11651	0	3.52941176470588	0	18.8235294117647	0	0	0	0	0	0	0.784313725490196	0	0.784313725490196	5.09803921568627	0	0	1.56862745098039	0	0	0	0.392156862745098	61.9607843137255	0	0	0	0	0	0	0	1.17647058823529	0	0	2.74509803921569	3.13725490196078	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1140	"AWI"	1140	11163	12419	11860	0	6.66666666666667	0	26.6666666666667	0	0	0	0	0	0.606060606060606	0	0	0.606060606060606	1.81818181818182	0	0	0	0	0	0	0.606060606060606	61.2121212121212	0	0	0	0	0	0	0	0.606060606060606	0	0	0	1.21212121212121	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1148	"AWI"	1148	11484	12654	12151	0	1.78432893716059	0.0775795190069822	3.4910783553142	0	0	0	0	0	0.155159038013964	0.155159038013964	0	0	1.16369278510473	0	0	0	0	0	0.0775795190069822	0	92.5523661753297	0	0	0	0	0	0	0	0.155159038013964	0	0	0	0.387897595034911	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1152	"AWI"	1152	11670	12749	12294	0	1.69491525423729	0	10.468594217348	0	11.1665004985045	0	0	0	0.299102691924227	0.199401794616152	0	0	1.99401794616152	0	0	0	0	0	0.797607178464606	0	72.2831505483549	0	0	0	0	0	0	0	0	0	0	0	0.997008973080758	0	0.0997008973080758	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1164	"AWI"	1164	12191	13066	12717	0.278810408921933	5.29739776951673	0.929368029739777	24.907063197026	0	44.9814126394052	0	0	0	0.464684014869888	0	0	0.185873605947955	0.464684014869888	0	0	0	0	0	0.0929368029739777	0	22.0260223048327	0	0	0	0	0	0	0	0	0	0	0	0.371747211895911	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1168	"AWI"	1168	12455	13150	12857	0.101522842639594	5.27918781725888	0.406091370558376	24.3654822335025	0	45.4822335025381	0	0	0	0.609137055837563	0	0	0	0.304568527918782	0	0	0	0	0	0.203045685279188	0	22.6395939086294	0	0	0	0	0	0	0	0.101522842639594	0	0	0	0.406091370558376	0	0.101522842639594	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1172	"AWI"	1172	12723	13240	12987	0	9.62059620596206	0.2710027100271	20.3252032520325	0	24.7967479674797	0	0	0	1.21951219512195	0.13550135501355	1.21951219512195	0.2710027100271	0.2710027100271	0	0	0.2710027100271	0	0	0.13550135501355	0.13550135501355	40.650406504065	0	0	0	0	0	0	0	0	0	0	0	0.5420054200542	0	0	0	0	0.13550135501355
14458	22630	"Domsjön"	58.30954	12.422036	1174	"AWI"	1174	12821	13292	13058	0.235849056603774	3.06603773584906	0.884433962264151	13.4433962264151	0	20.9905660377358	0	0	0	0.294811320754717	0.117924528301887	0	0.117924528301887	0.294811320754717	0	0	0.707547169811321	0	0	0.0589622641509434	0.412735849056604	59.3160377358491	0	0	0	0	0.0589622641509434	0	0	0	0	0	0	0	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1176	"AWI"	1176	12944	13366	13158	0.0719424460431655	0.359712230215827	0.0719424460431655	2.66187050359712	0	8.48920863309353	0	0	0	0.143884892086331	0	0	0	0.287769784172662	0	0	0	0	0	0.0719424460431655	0.647482014388489	86.9064748201439	0	0	0	0	0	0	0.0719424460431655	0	0	0	0	0.215827338129496	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1178	"AWI"	1178	13006	13499	13260	0	0.0640614990390775	0.0640614990390775	0.896860986547085	0	8.64830237027546	0	0	0	0.0640614990390775	0.0640614990390775	0	0	0.0640614990390775	0	0	0	0	0	0	0	89.9423446508648	0	0	0	0.0640614990390775	0	0	0.0640614990390775	0	0	0	0	0.0640614990390775	0	0	0	0	0
14458	22630	"Domsjön"	58.30954	12.422036	1180	"AWI"	1180	13113	13612	13357	0	0.483091787439614	0.120772946859903	3.32125603864734	0	13.8888888888889	0	0	0	0.241545893719807	0	0	0.181159420289855	0.301932367149758	0	0	0	0	0	0	0	81.0990338164251	0	0	0	0	0	0	0	0	0	0	0	0.241545893719807	0	0	0	0	0.120772946859903
