"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	0	"AWI"	0	-109	59	-30	7	0	7	0	0	2	0	1	0	12	0	0	0	0	0	1	0	3	1	0	0	0	0	0	3	0	2	0	0	0	0	0	41	368	0	0	0	0	0	0	7	4	0	1	1	1	0	0	0	0	0	1	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	10	"AWI"	10	587	717	647	58	1	9	1	0	0	0	1	0	17	0	0	1	0	0	0	0	18	3	0	0	0	2	0	53	0	0	0	0	0	3	2	25	54	0	32	0	0	0	0	15	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	20	"AWI"	20	1237	1432	1325	102	0	61	0	0	0	0	0	0	26	0	0	1	0	0	0	0	77	0	0	0	2	0	0	120	0	3	0	0	0	2	7	41	25	0	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	30	"AWI"	30	1528	1983	1713	81	0	18	0	0	0	0	0	0	30	0	0	1	0	0	0	0	21	2	0	0	0	0	0	132	0	4	0	0	0	0	3	11	18	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	40	"AWI"	40	1583	2577	1949	74	1	8	0	0	0	0	1	0	19	0	0	0	0	0	0	0	18	0	0	0	0	0	0	116	2	4	0	0	0	0	2	30	48	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	50	"AWI"	50	1680	3025	2187	50	0	21	0	0	0	0	0	0	24	2	0	0	0	0	0	0	13	3	0	0	19	0	0	125	0	2	0	0	0	0	3	16	51	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	60	"AWI"	60	1755	3125	2469	66	0	21	0	0	0	0	3	0	6	0	0	4	0	0	0	0	20	1	0	0	5	0	0	110	0	4	0	0	0	0	5	24	34	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	70	"AWI"	70	1791	3288	2690	75	0	31	0	0	0	0	2	0	19	0	0	1	0	0	0	0	26	1	0	0	0	0	0	164	0	3	0	0	0	0	5	13	28	0	8	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	80	"AWI"	80	2364	3332	2902	86	0	46	0	0	0	0	0	0	20	0	0	0	0	2	0	0	12	0	0	0	0	0	0	133	0	2	0	0	0	0	1	10	7	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
14542	22791	"Breitnau-Neuhof"	47.92904	8.06643	90	"AWI"	90	2814	3394	3157	100	0	54	0	0	0	0	1	0	24	0	0	0	0	0	0	0	17	1	0	0	0	0	0	118	0	11	0	0	0	0	0	7	7	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
