"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Liliaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	90	"AWI"	90	1557	2125	1871	0.595238095238095	0.595238095238095	5.95238095238095	0	1.19047619047619	0	1.19047619047619	0	1.78571428571429	1.19047619047619	0	0	0	0	0	2.38095238095238	16.0714285714286	0	0	0	5.35714285714286	0	1.19047619047619	5.35714285714286	0	12.5	0.595238095238095	11.9047619047619	0	8.92857142857143	0	19.6428571428571	0	0	0	0	0.595238095238095	0	0	0	0	2.38095238095238	0.595238095238095
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	100	"AWI"	100	1675	2445	2021	3.33333333333333	0.416666666666667	2.5	0.416666666666667	0	0	2.08333333333333	0	1.66666666666667	1.25	0.833333333333333	0	0	0	0	5	11.6666666666667	0	0	0	1.66666666666667	0.833333333333333	0.416666666666667	0.416666666666667	0	0.416666666666667	0.416666666666667	16.25	0	19.5833333333333	0	24.1666666666667	0.416666666666667	0	0	0	0.416666666666667	0	0.833333333333333	0.416666666666667	0	3.75	0.833333333333333
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	105	"AWI"	105	1750	2606	2112	4.09356725146199	0.584795321637427	4.67836257309941	0.584795321637427	0.584795321637427	0	0	0	1.75438596491228	0	1.75438596491228	0	0	1.16959064327485	0	6.4327485380117	7.01754385964912	0	0	0	1.16959064327485	0	1.16959064327485	0	0	0	0	23.3918128654971	0	26.3157894736842	0	11.1111111111111	0.584795321637427	1.75438596491228	0	0	0	0.584795321637427	3.50877192982456	0	0	1.16959064327485	0.584795321637427
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	110	"AWI"	110	1819	2784	2219	4.83271375464684	1.11524163568773	3.3457249070632	0	0.371747211895911	0.371747211895911	0.743494423791822	0	0	0	0.743494423791822	0	0	0.743494423791822	0	6.31970260223048	6.69144981412639	0	0	0	0.371747211895911	0.371747211895911	0	0	0	0	0	14.4981412639405	0	32.3420074349442	0	18.2156133828996	1.85873605947955	0.743494423791822	0.743494423791822	0	0.743494423791822	0	0.371747211895911	0	0	3.71747211895911	0.743494423791822
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	115	"AWI"	115	1869	3008	2320	5.3639846743295	0.766283524904214	6.89655172413793	0.766283524904214	0	0	1.53256704980843	0	2.29885057471264	0	0.766283524904214	0	0	0	0	14.5593869731801	14.9425287356322	0	0	0	3.06513409961686	0	0	1.53256704980843	0	0.766283524904214	0	13.7931034482759	0	15.3256704980843	0	10.727969348659	0.766283524904214	1.53256704980843	1.53256704980843	0	0	0	0	0	0	3.06513409961686	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	120	"AWI"	120	13637	14041	13892	6.2111801242236	1.24223602484472	2.48447204968944	0	2.48447204968944	0	1.24223602484472	0	1.24223602484472	0	0.62111801242236	0	0	0	0	9.93788819875776	2.48447204968944	0	0	0	0	0	0	2.48447204968944	0	0	0	33.5403726708075	0	17.3913043478261	0	12.4223602484472	1.24223602484472	0	0	0	0	0	1.24223602484472	0	0	0	3.72670807453416
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	125	"AWI"	125	13721	14066	13935	3.37349397590361	0.240963855421687	0.963855421686747	0.240963855421687	0.963855421686747	0.240963855421687	2.40963855421687	0	4.33734939759036	0.240963855421687	0	0	0	0	0.481927710843374	9.1566265060241	1.92771084337349	0	0	0	0.963855421686747	0.240963855421687	0	0.240963855421687	0	0	0	36.144578313253	0	16.6265060240964	0	18.0722891566265	0	0.481927710843374	0.240963855421687	0	0	0.240963855421687	0	0	0	1.20481927710843	0.963855421686747
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	130	"AWI"	130	13769	14112	13981	0	0.583090379008746	0	0	0.291545189504373	0	4.66472303206997	0	5.83090379008746	0	0	0	0	0	0.583090379008746	1.45772594752187	0	0	0.291545189504373	0	0	0	0	0.583090379008746	0	0	0	73.7609329446064	0	10.7871720116618	0	0	0	0	0	0	0.291545189504373	0.291545189504373	0	0	0.291545189504373	0	0.291545189504373
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	135	"AWI"	135	13805	14201	14023	0	0	0	0.397614314115308	0.596421471172962	0	10.5367793240557	0	66.0039761431412	0	0	0	0	0.99403578528827	0.198807157057654	0	0	0.397614314115308	0.596421471172962	0.198807157057654	0	0	0	5.56660039761431	0	0	0	11.1332007952286	0	0	0	0	0	0.397614314115308	0	0	1.19284294234592	0	0.198807157057654	0	1.59045725646123	0	0
16299	25275	"Saint Hilaire du Rosier"	45.07083	5.25667	140	"AWI"	140	13836	14325	14060	0	0	0	1.24223602484472	0.31055900621118	0	18.6335403726708	0	40.527950310559	0	0	0	0	0	1.24223602484472	0	2.79503105590062	1.70807453416149	0	0	0	0	0	17.7018633540373	0	0	0	13.0434782608696	0	0	0	0	0	0.15527950310559	0	0	0.77639751552795	0.46583850931677	0.62111801242236	0	0.77639751552795	0	0
