"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Malvaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23831	41305	"Winneys Down"	50.62278	-3.94271	16.5	"AWI"	16.5	-24.5	288	121	0	2.66666666666667	0.666666666666667	0	0	0	8	0	0	0	14.6666666666667	8.66666666666667	34	0	1.33333333333333	0	0	0	0	0	0.666666666666667	0.666666666666667	0	0	0	0	6.66666666666667	6.66666666666667	0	0	0	8.66666666666667	6	0	0	0	0	0	0	0	0	0.666666666666667
23831	41305	"Winneys Down"	50.62278	-3.94271	24.5	"AWI"	24.5	34.5	404	225	0	3.88349514563107	0	0	0.485436893203883	0	1.45631067961165	0.485436893203883	0	0	5.8252427184466	12.621359223301	39.3203883495146	0	0	0.970873786407767	0	0	2.42718446601942	0	0	0	0	0	0	0	11.6504854368932	9.70873786407767	0	0.485436893203883	0	9.70873786407767	0	0	0	0	0	0	0	0	0.970873786407767	0
23831	41305	"Winneys Down"	50.62278	-3.94271	32.5	"AWI"	32.5	117	464	316.5	0	8.33333333333333	0	0	0	0	3.57142857142857	0	0	0	20.2380952380952	8.33333333333333	0	0	0	1.19047619047619	0	0	0	0	0	0	0	0	0	0	4.76190476190476	27.3809523809524	0	0	0	20.2380952380952	3.57142857142857	0	0	0	0	0	0	0	0	2.38095238095238
23831	41305	"Winneys Down"	50.62278	-3.94271	40.5	"AWI"	40.5	293	500.5	408.5	0	4.16666666666667	0.833333333333333	0.416666666666667	0.416666666666667	0	2.08333333333333	0	0	0	15	6.25	14.5833333333333	0	2.08333333333333	1.25	0	0	4.58333333333333	0	0	0	0	0	0	0	1.66666666666667	13.3333333333333	0	0	0	30	0.833333333333333	0	0	1.66666666666667	0	0	0	0	0.833333333333333	0
23831	41305	"Winneys Down"	50.62278	-3.94271	48.5	"AWI"	48.5	384.5	544	497.5	0	7.84313725490196	0	1.30718954248366	0	0	8.49673202614379	0.65359477124183	0	0	12.4183006535948	13.7254901960784	0	0	1.96078431372549	2.61437908496732	0	0	4.57516339869281	0	0	0	0	0	0	0	0.65359477124183	11.1111111111111	0	0	0	29.4117647058824	0.65359477124183	0	0	1.30718954248366	1.30718954248366	0	0	0	1.30718954248366	0.65359477124183
23831	41305	"Winneys Down"	50.62278	-3.94271	56.5	"AWI"	56.5	470	668.5	569.5	0	3.16901408450704	0	0	0.704225352112676	0	1.05633802816901	1.76056338028169	0	0	10.5633802816901	7.74647887323944	9.85915492957746	0	2.46478873239437	0.704225352112676	0	0	0	0	0	0	0	0	0	0.352112676056338	0.704225352112676	3.52112676056338	48.943661971831	0	0	8.45070422535211	0	0	0	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	64.5	"AWI"	64.5	531	771	641.5	0	2.74509803921569	0.392156862745098	0	0.392156862745098	0	3.52941176470588	0.392156862745098	0	0	12.156862745098	10.1960784313725	4.70588235294118	0	1.56862745098039	0.392156862745098	0	0	3.92156862745098	0	0	0	0	0	0	0	0.392156862745098	4.31372549019608	43.921568627451	0	0	10.1960784313725	0	0	0.392156862745098	0	0	0	0	0	0	0.392156862745098
23831	41305	"Winneys Down"	50.62278	-3.94271	72.5	"AWI"	72.5	588	857.5	718	0	4.36241610738255	0.671140939597315	0.335570469798658	0.335570469798658	0	4.02684563758389	0	0	0	17.4496644295302	6.3758389261745	20.8053691275168	0	1.34228187919463	2.3489932885906	0	0.335570469798658	0	0	0	0	0	0	0	0	1.00671140939597	4.02684563758389	27.5167785234899	0	0	8.7248322147651	0	0	0	0	0	0	0	0	0.335570469798658	0
23831	41305	"Winneys Down"	50.62278	-3.94271	80.5	"AWI"	80.5	641	937.5	793	0	12.6582278481013	0	1.26582278481013	0	0	3.79746835443038	0	0	0	34.1772151898734	16.4556962025316	0	0	0	0	0	1.26582278481013	0	0	2.53164556962025	0	0	0	0	0	0	10.126582278481	0	0	0	16.4556962025316	1.26582278481013	0	0	0	0	0	0	0	0	0
23831	41305	"Winneys Down"	50.62278	-3.94271	88.5	"AWI"	88.5	692	989	859	0	8.33333333333333	0	0	0.462962962962963	0	6.01851851851852	0	0	0	19.4444444444444	8.7962962962963	15.2777777777778	0	1.85185185185185	0.462962962962963	0	0	2.31481481481481	0	0	0	0	0	0	0	0	7.40740740740741	0	0	0	26.8518518518519	0.462962962962963	0	0.462962962962963	0.925925925925926	0	0.462962962962963	0.462962962962963	0	0	0
