"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lythraceae"	"Malvaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Solanaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	60	"AWI"	60	960	2063	1497	0	0	1.82370820668693	0.303951367781155	0	0	0.911854103343465	0	0.60790273556231	0.303951367781155	0	0	0.60790273556231	6.0790273556231	36.4741641337386	0.303951367781155	0	12.4620060790274	0.60790273556231	0	0	0	0.303951367781155	0	0	0	3.03951367781155	0.911854103343465	5.16717325227964	0	0	0	27.9635258358663	0.303951367781155	0	0	0	0.303951367781155	0	0	0.911854103343465	0.60790273556231	0	0	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	100	"AWI"	100	1970	3075	2562	0	0.255102040816327	2.80612244897959	0	0.255102040816327	0	0	0	1.02040816326531	0	0.255102040816327	0	0	6.88775510204082	27.8061224489796	0	0	16.0714285714286	1.53061224489796	0	0	0	0	0	0	0	2.80612244897959	0.76530612244898	5.35714285714286	0	0	0	32.1428571428571	0.255102040816327	0	0	0.255102040816327	0	0	0	0.255102040816327	1.02040816326531	0	0	0.255102040816327
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	110	"AWI"	110	2241	3300	2820	0	0	6.52173913043478	0.241545893719807	0.483091787439614	0	0	0	0.72463768115942	0	0	0	0	18.8405797101449	21.9806763285024	0	0	14.7342995169082	3.38164251207729	0	0.241545893719807	0	0	0	0	0	0.966183574879227	0.483091787439614	0	0	0.241545893719807	0	26.8115942028986	0	0	0	0	1.69082125603865	0	0	0.241545893719807	1.93236714975845	0.483091787439614	0	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	115	"AWI"	115	2404	3411	2954	0	0	2.59259259259259	0	0	0	0	0	0	0	0	0	0	11.8518518518519	29.2592592592593	0	0	9.62962962962963	2.96296296296296	0	0	0	0	0	0	0	1.11111111111111	0	0	0	0	0	38.1481481481481	0	0	0	0.37037037037037	0.37037037037037	0	0	1.11111111111111	1.48148148148148	0.740740740740741	0.37037037037037	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	120	"AWI"	120	2549	3516	3088	0.326797385620915	0	1.30718954248366	0.326797385620915	0	0	0	0	0	0	0	0	0	7.18954248366013	37.9084967320261	0	0	9.15032679738562	3.59477124183007	0.65359477124183	0	0	0	0	0	0	2.94117647058824	0.65359477124183	0	0	0	0	31.6993464052288	0	0	0	0.326797385620915	0	0.326797385620915	0	1.63398692810458	1.63398692810458	0	0	0.326797385620915
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	130	"AWI"	130	2874	3724	3349	0.245098039215686	0	1.96078431372549	0	0	0	0	0	0.245098039215686	0	0	0	0.735294117647059	7.1078431372549	62.5	0	0	2.45098039215686	2.94117647058824	0.245098039215686	0	0	0	0	0.490196078431373	0	1.96078431372549	0	0	0	0	0	16.6666666666667	0.490196078431373	0	0	0	0	0	0	1.22549019607843	0.735294117647059	0	0	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	140	"AWI"	140	3211	3888	3623	0.673400673400673	0	5.05050505050505	0.336700336700337	0.336700336700337	0	0	0	0.336700336700337	0	0	0	0	39.3939393939394	12.1212121212121	0	0	3.36700336700337	1.34680134680135	0	0	0	0	0	0.336700336700337	0	3.03030303030303	0	0	0	0	0	27.9461279461279	0	0	0.336700336700337	0	0.336700336700337	0	0.673400673400673	1.34680134680135	3.03030303030303	0	0	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	150	"AWI"	150	3672	4048	3885	1.35135135135135	0	2.7027027027027	0.337837837837838	0	1.01351351351351	0	0	0	0.337837837837838	0	0	0	16.8918918918919	13.8513513513514	0	0	6.41891891891892	2.02702702702703	0	0	0	0	0	0	0	4.39189189189189	0	0	0	0	0	43.2432432432432	0	0	0	0	0.675675675675676	0	0.337837837837838	4.05405405405405	2.02702702702703	0	0	0.337837837837838
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	160	"AWI"	160	3810	4267	4034	0.808625336927224	0	4.85175202156334	0	0	0	0	0	0.269541778975741	0	0	0	0	18.3288409703504	7.27762803234501	0	0	2.42587601078167	2.15633423180593	0	0	0	0	0	0	0	3.50404312668464	0.269541778975741	14.8247978436658	0	0	0.269541778975741	42.5876010781671	0.539083557951483	0	0	0	0	0	0.808625336927224	0.539083557951483	0.539083557951483	0	0	0
16122	24904	"Tourbière de Chavannes"	46.85222	2.37611	180	"AWI"	180	4086	4625	4334	0	0	4.37158469945355	0	0	0	0.273224043715847	0	0.273224043715847	0	0	0	0.273224043715847	8.46994535519126	32.5136612021858	0	0	3.27868852459016	1.63934426229508	0	0	0	0	0	0.273224043715847	0	2.73224043715847	0.273224043715847	0	0	0	0	43.4426229508197	0.273224043715847	0	0	0	0.273224043715847	0	0	1.36612021857923	0.273224043715847	0	0	0
