"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
16042	24753	"Les Naudières"	47.5375	0.70222	5	"AWI"	5	-114	50	-26	3	0	45	1	3	0	0	0	4	0	3	0	0	2	0	0	6	0	14	1	39	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	45	2	0	0	0	0	34	8	0	0	0	0	3	0	0	3	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	10	"AWI"	10	-100	77	6	1	1	32	2	1	0	1	0	1	0	3	0	0	5	0	0	4	0	16	0	39	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	39	12	0	0	0	0	27	6	0	0	0	0	1	0	1	0	0	0	1	1	1	1
16042	24753	"Les Naudières"	47.5375	0.70222	15	"AWI"	15	-88	111	35	0	0	15	0	4	1	4	0	2	0	4	0	0	2	0	0	3	0	19	0	47	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	5	7	0	0	0	0	30	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	20	"AWI"	20	-73	145	60	0	0	28	0	3	2	0	0	2	0	1	0	0	5	0	0	1	0	13	1	43	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	11	10	0	0	0	0	62	1	0	0	1	0	0	0	1	0	0	0	1	1	1	0
16042	24753	"Les Naudières"	47.5375	0.70222	25	"AWI"	25	-52	165	77	0	0	19	0	1	1	0	0	53	0	3	1	0	3	0	0	1	0	27	0	31	12	0	0	0	1	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	3	6	0	0	0	0	44	0	2	0	0	0	2	0	1	0	0	0	0	1	0	7
16042	24753	"Les Naudières"	47.5375	0.70222	30	"AWI"	30	-39	187	98	0	0	10	2	3	0	0	0	9	0	2	0	0	6	0	0	1	0	16	0	53	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	19	0	0	0	0	75	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	35	"AWI"	35	-28	219	121	0	0	32	1	1	0	0	0	1	2	2	0	0	1	0	0	0	0	14	1	38	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	6	0	0	0	0	47	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	40	"AWI"	40	-2	234	152	0	0	23	0	3	0	2	0	2	0	1	0	0	2	0	0	2	0	9	2	12	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	9	0	0	0	0	28	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	45	"AWI"	45	27	240	187	0	0	58	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	26	0	22	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0	0	55	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	50	"AWI"	50	45	247	221	0	0	62	0	3	0	2	0	2	0	1	0	0	10	0	0	1	0	9	2	13	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	53	3	17	0	0	0	7	0	2	0	0	0	0	0	0	1
