"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Viburnum"	"Vitaceae"
16042	24753	"Les Naudières"	47.5375	0.70222	55	"AWI"	55	61	276	248	0	0	39	1	5	1	1	0	7	0	0	0	0	1	0	0	0	0	21	0	50	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	7	87	0	0	0	55	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	60	"AWI"	60	129	367	293	0	0	44	2	3	0	4	0	2	0	1	0	0	1	0	0	0	0	16	2	44	2	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	1	5	6	0	0	0	0	26	2	0	0	2	0	1	0	0	0	0	0	1	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	65	"AWI"	65	164	475	344	2	0	25	0	5	0	0	0	3	0	5	0	0	4	0	0	3	0	12	0	53	4	2	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	18	0	0	0	0	24	3	1	0	1	0	7	0	1	0	0	0	0	1	0	2
16042	24753	"Les Naudières"	47.5375	0.70222	70	"AWI"	70	188	585	402	0	0	18	1	2	2	1	0	3	0	5	0	0	3	0	0	2	0	9	0	68	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	1	0	0	18	0	0	0	0	35	4	0	0	1	0	0	0	0	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	75	"AWI"	75	241	666	464	0	0	25	1	2	0	1	0	0	0	1	0	1	1	0	0	3	0	8	0	65	2	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	15	0	0	0	0	30	3	1	0	1	0	1	0	0	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	80	"AWI"	80	359	684	526	0	0	20	2	10	0	0	0	1	0	4	0	0	2	0	0	0	0	12	1	70	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	40	2	0	0	0	0	1	0	0	0	0	0	1	1	1	0
16042	24753	"Les Naudières"	47.5375	0.70222	85	"AWI"	85	462	705	590	0	0	11	0	5	0	1	0	0	0	1	0	0	1	0	0	3	0	7	0	58	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	16	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	90	"AWI"	90	533	742	652	0	0	20	1	1	0	0	0	0	0	2	0	0	7	0	0	3	0	3	0	50	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	16	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	95	"AWI"	95	571	773	691	0	0	11	0	4	0	0	0	1	0	2	0	0	3	0	0	5	0	4	0	44	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	11	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	100	"AWI"	100	618	797	723	0	0	16	0	6	0	1	0	2	0	2	0	0	4	0	0	11	0	2	1	38	1	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	18	0	0	0	0	36	5	0	0	0	0	0	0	1	0	1	0	2	0	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	105	"AWI"	105	663	844	755	0	0	32	1	2	0	1	74	1	0	3	0	0	9	0	0	14	0	6	0	29	1	1	0	5	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	2	0	14	0	0	0	0	26	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	110	"AWI"	110	685	909	785	0	1	77	2	4	0	3	0	3	0	4	0	1	5	0	0	4	0	5	1	28	2	0	0	0	0	0	0	0	0	0	1	0	5	1	0	0	0	0	0	0	1	12	0	0	0	0	14	1	0	0	1	0	3	0	1	0	0	0	0	1	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	115	"AWI"	115	711	922	810	0	0	127	1	2	0	1	0	1	0	5	0	0	10	0	0	2	0	9	1	22	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	15	0	0	0	0	27	1	0	0	0	0	1	0	2	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	120	"AWI"	120	730	939	837	0	0	7	0	6	0	1	35	1	0	3	0	0	6	0	0	8	0	9	0	28	3	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	20	0	0	0	0	23	3	0	0	0	7	1	0	2	0	1	0	1	0	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	125	"AWI"	125	743	966	863	0	0	5	1	6	0	0	0	1	0	1	0	0	1	0	0	2	0	2	0	21	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	20	140	0	0	0	19	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	130	"AWI"	130	766	995	887	0	0	10	0	10	0	1	0	1	0	5	0	0	12	0	0	6	0	4	1	18	0	0	0	0	1	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	32	0	0	0	0	26	2	0	0	1	0	0	0	2	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	135	"AWI"	135	812	1003	911	0	0	7	1	11	0	3	0	1	0	1	0	0	18	0	0	3	0	9	1	20	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20	0	0	0	0	34	2	0	0	0	0	0	0	3	0	0	0	1	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	140	"AWI"	140	845	1018	935	0	0	4	2	1	0	0	58	1	0	6	0	1	4	2	0	14	0	11	1	38	2	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	2	28	129	0	0	0	42	2	0	0	1	0	0	0	4	0	1	0	1	1	1	0
16042	24753	"Les Naudières"	47.5375	0.70222	145	"AWI"	145	868	1039	958	0	0	6	1	4	0	2	57	1	0	4	0	0	1	0	0	6	0	3	1	24	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	16	0	0	0	0	24	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	150	"AWI"	150	895	1054	975	0	0	27	0	2	0	2	45	0	0	1	0	2	13	0	0	2	0	5	0	26	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	24	0	0	0	0	34	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	155	"AWI"	155	914	1065	992	0	0	10	3	3	0	1	0	1	0	1	0	0	2	0	0	2	3	6	0	14	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	19	0	0	0	1	25	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	160	"AWI"	160	927	1084	1009	0	0	13	1	7	1	0	0	1	0	5	0	0	7	0	0	11	0	13	1	32	4	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	31	0	0	0	0	16	5	0	0	1	0	1	1	1	0	0	0	1	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	165	"AWI"	165	938	1112	1025	0	0	4	1	4	0	0	0	1	0	1	0	0	3	0	0	5	0	10	0	18	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	170	"AWI"	170	956	1118	1039	0	1	13	0	2	0	1	0	3	0	3	0	1	3	0	3	9	0	9	1	26	2	0	0	0	0	1	0	0	0	0	1	1	4	0	0	0	0	0	1	0	2	15	0	0	0	0	26	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	175	"AWI"	175	969	1128	1052	0	0	20	1	6	1	2	0	0	0	0	0	0	3	0	0	4	0	9	0	22	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	19	0	0	0	0	26	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	180	"AWI"	180	980	1142	1066	0	0	21	0	2	0	1	0	0	0	2	1	0	5	0	0	5	0	9	0	37	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	9	0	0	0	0	25	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	185	"AWI"	185	994	1155	1078	0	0	3	2	1	0	0	0	0	0	0	0	1	2	0	0	9	0	3	0	36	1	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	1	11	0	0	0	0	31	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	190	"AWI"	190	1014	1162	1090	0	0	5	0	2	0	0	0	2	0	1	0	0	14	0	0	3	0	10	2	37	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	10	0	0	0	0	13	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	195	"AWI"	195	1029	1172	1103	0	0	2	2	4	0	0	0	1	0	1	0	0	5	0	0	5	0	3	0	56	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	18	0	0	0	0	18	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	200	"AWI"	200	1043	1191	1116	0	0	2	1	4	0	0	0	1	0	0	0	1	2	0	0	2	0	7	1	29	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	22	0	0	0	0	13	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	205	"AWI"	205	1060	1200	1130	0	1	1	3	3	0	3	0	2	0	1	0	0	1	0	0	4	0	4	0	42	2	0	0	0	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	1	0	18	0	0	0	0	33	4	0	0	1	0	0	0	0	0	0	0	0	0	0	1
16042	24753	"Les Naudières"	47.5375	0.70222	210	"AWI"	210	1071	1211	1145	0	0	11	1	2	0	1	0	0	0	0	0	1	4	0	0	5	0	7	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	19	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	215	"AWI"	215	1080	1225	1160	0	0	5	1	2	0	1	0	0	0	2	0	0	7	0	0	2	0	3	0	60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	15	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	220	"AWI"	220	1087	1243	1173	0	0	5	1	6	0	0	0	2	0	0	0	0	6	0	0	4	0	4	0	49	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	225	"AWI"	225	1103	1250	1186	0	0	11	1	4	0	0	0	1	0	0	0	0	5	0	0	6	0	9	0	44	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	1	0	10	0	0	0	0	24	3	0	0	2	0	0	0	1	0	0	0	1	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	228	"AWI"	228	1111	1254	1194	0	0	17	1	1	0	1	0	0	0	2	0	0	7	0	0	5	0	9	1	57	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	26	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	232	"AWI"	232	1119	1261	1206	0	0	12	1	1	0	1	0	1	0	2	0	0	4	0	0	2	0	11	1	59	4	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	30	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	235	"AWI"	235	1124	1268	1214	0	0	35	1	6	0	0	0	1	0	2	0	0	4	0	0	7	0	19	1	42	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	7	0	0	0	0	21	4	0	0	1	0	0	1	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	240	"AWI"	240	1139	1282	1230	0	0	13	2	1	0	1	0	0	0	1	0	0	3	0	0	2	0	14	0	63	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	8	0	0	0	0	20	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	245	"AWI"	245	1164	1298	1249	0	0	18	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	7	0	60	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	22	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	250	"AWI"	250	1181	1329	1268	0	0	24	0	2	0	1	0	0	0	0	1	0	3	0	0	2	0	26	0	36	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	6	0	0	0	0	49	4	0	0	1	0	0	0	1	0	0	0	3	1	1	0
16042	24753	"Les Naudières"	47.5375	0.70222	255	"AWI"	255	1194	1368	1286	0	0	34	1	3	0	2	0	2	0	0	1	0	9	0	0	3	0	17	0	40	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	22	0	0	0	0	21	2	0	0	0	0	1	1	0	0	0	0	0	1	1	0
16042	24753	"Les Naudières"	47.5375	0.70222	260	"AWI"	260	1225	1394	1305	0	0	21	0	6	0	1	0	2	0	1	0	0	8	0	0	2	0	16	1	67	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	6	8	0	0	0	0	31	4	0	0	0	0	1	0	2	0	0	0	0	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	265	"AWI"	265	1264	1421	1327	0	0	22	2	6	0	2	0	0	0	1	0	0	16	0	0	1	0	16	0	36	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	8	17	0	0	0	0	24	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	270	"AWI"	270	1293	1453	1349	0	0	12	0	2	0	1	0	0	0	0	0	0	30	0	0	0	0	15	1	54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7	0	0	0	0	26	2	0	0	0	0	1	1	0	0	0	0	2	0	0	0
16042	24753	"Les Naudières"	47.5375	0.70222	275	"AWI"	275	1308	1492	1371	0	0	8	1	4	0	0	0	0	0	1	0	1	23	0	0	1	0	5	1	31	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	10	0	0	0	0	34	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
