"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Morus"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
23669	41469	"Burgaschisee"	47.16969	7.66823	0	"AWI"	0	-143	18	-63	5.18731988472623	0	0	31.1239193083574	0	0	0	0	0.576368876080692	0	0	0	0	0	0	0	0	0.864553314121038	0	0	1.15273775216138	0	0	0	0	0	5.47550432276657	0	0	0	0	0	0	0.288184438040346	0	0	9.51008645533141	0	0	0	0	0	0	0.288184438040346	0	1.44092219020173	0	0.576368876080692	0	0.288184438040346	0	0	0	1.15273775216138	0	0	0	0	12.6801152737752	0	0	0	0.288184438040346	0	0	4.61095100864553	0	0.576368876080692	11.5273775216138	0	0	0	0.288184438040346	0	7.49279538904899	0	0	0	0	0.288184438040346	0	1.72910662824208	0	0	0	0.288184438040346	0.288184438040346	1.72910662824208	0.288184438040346	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	10	"AWI"	10	-117	73	-27	0.772200772200772	0.193050193050193	0.193050193050193	21.4285714285714	0.193050193050193	0	0	0	0.579150579150579	0	0	0	0	0	0	0.193050193050193	0	1.15830115830116	0	0	0.193050193050193	0	0	0	0	0	6.94980694980695	0	0	1.54440154440154	0	0	0	0	0	0	8.10810810810811	0	0	0	0	0	0	0.193050193050193	0	0.965250965250965	0	0.386100386100386	0	0	0	0	0	0	0	0	0	0	6.94980694980695	0	0	0	0.193050193050193	25.0965250965251	0	3.08880308880309	0	0	11.3899613899614	0	0	0	0.193050193050193	0	5.79150579150579	0	0	0	0	0	0	0.386100386100386	0	0	0	0	1.35135135135135	2.50965250965251	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	20	"AWI"	20	-92	120	7	2.62008733624454	0.218340611353712	0	15.938864628821	1.31004366812227	0	0	0	0.436681222707424	0	0	0	0	0	0	0.218340611353712	0	1.09170305676856	0	0	0.436681222707424	0	0	0	0	0	7.4235807860262	0	0	3.05676855895197	0	0	0	0	0	0	8.07860262008734	0	0	0	0	0	0	0.873362445414847	0.218340611353712	1.09170305676856	0	0	0	0	0	0	0	0	0	0	0	0	12.4454148471616	0	0	0	0	29.2576419213974	0	0.218340611353712	0	0	11.1353711790393	0	0	0	0.655021834061135	0	0.873362445414847	0	0	0	0	0	0.218340611353712	0	0	0	0	0	0.655021834061135	1.52838427947598	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	30	"AWI"	30	-61	163	41	2.20338983050847	0.338983050847458	0.169491525423729	14.0677966101695	0	0	0	0	0.338983050847458	0	0	0	0	0	0	0	0	2.3728813559322	0	0	0.508474576271186	0	0	0	0	0	8.30508474576271	0	0	0	0	0	0	0	0	0	11.864406779661	0	0	0	0	0	0	0.677966101694915	0.338983050847458	1.69491525423729	0	0	0.169491525423729	0	0	0	0	0	0.169491525423729	0	0	0.338983050847458	4.91525423728814	0	0	0	0	31.5254237288136	0	0.847457627118644	0	0	11.864406779661	0	0.338983050847458	0	0	2.71186440677966	1.35593220338983	0	0	0	0	0	0.338983050847458	0	0.169491525423729	0	0.508474576271186	0	0.338983050847458	1.52542372881356	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	40	"AWI"	40	-28	193	79	2.02177293934681	0	0	18.6625194401244	0	0	0	0	0.15552099533437	0	0	0	0	0	0	0	0	6.53188180404355	0	0	0.31104199066874	0	0	0	0	0	11.0419906687403	0	0	0	0	0	0	0	0	0	9.95334370139969	0	0	0	0	0	0	0.933125972006221	0.31104199066874	1.39968895800933	0	0	0	0	0	0	0	0.15552099533437	0	0	0	0	1.86625194401244	0	0	0	0	22.2395023328149	0	0.622083981337481	0	0	16.0186625194401	0	0	0	0.15552099533437	4.51010886469673	0.622083981337481	0	0	0	0	0	0	0.15552099533437	0	0	0	0	1.24416796267496	1.08864696734059	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	50	"AWI"	50	2	238	116	1.62454873646209	0.180505415162455	0.180505415162455	19.4945848375451	0.36101083032491	0	0	0	0.36101083032491	0	0	0	0	0	0	0	0	0	0	0	0.541516245487365	0	0	0	0	0	8.66425992779783	0	0	0	0	0	0	0	0	0	8.66425992779783	0.180505415162455	0	0	0	0	0.36101083032491	0.72202166064982	0	3.06859205776173	0	0	0	0	0	0	0.180505415162455	0.180505415162455	0	0	0	0	3.24909747292419	0	0	0	0	24.3682310469314	0	1.80505415162455	0	0	22.7436823104693	0	0	0	0.180505415162455	0	0.902527075812274	0	0	0	0	0	0	0.541516245487365	0	0	0	0	0.902527075812274	0.541516245487365	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	60	"AWI"	60	29	276	154	2.16138328530259	0	0	18.4438040345821	0	0	0	0	0.144092219020173	0	0	0	0	0	0	0	0	0	0	0	0.720461095100865	0	0	0	0	0	8.06916426512968	0	0	0	0.144092219020173	0	0	0.144092219020173	0	0	9.22190201729107	0	0	0	0	0	0	0.720461095100865	0.144092219020173	3.1700288184438	0	0	0	0	0	0	0.144092219020173	0.144092219020173	0	0	0	0	2.59365994236311	0	0	0	0	27.6657060518732	0	1.87319884726225	0	0.144092219020173	20.4610951008646	0	0	0	0.432276657060519	0	1.29682997118156	0	0	0	0	0	0.144092219020173	0.144092219020173	0	0	0	0	1.15273775216138	0.720461095100865	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	70	"AWI"	70	65	314	196	1.51515151515152	0	0	13.1818181818182	0	0	0	0	0.909090909090909	0	0	0	0	0	0	0	0	0	0	0	0.757575757575758	0	0.151515151515152	0	0	0.151515151515152	7.57575757575758	0	0	8.78787878787879	0	0	0	0.151515151515152	0	0	5.90909090909091	0	0	0	0	0	0	0.303030303030303	0	3.93939393939394	0	0	0	0	0	0	0	0.151515151515152	0	0	0	0	2.12121212121212	0	0.151515151515152	0	0	22.4242424242424	0	0.454545454545455	0	0.303030303030303	23.4848484848485	0	0	0	0.303030303030303	3.33333333333333	2.12121212121212	0	0	0	0	0	0.303030303030303	0	0	0	0	0	0.606060606060606	0.909090909090909	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	80	"AWI"	80	102	347	232	3.06122448979592	0.204081632653061	0	12.8571428571429	0.204081632653061	0	0	0.204081632653061	0.204081632653061	0	0	0	0	0	0	0	0	0	0	0	0.204081632653061	0	0	0	0	0	5.51020408163265	0	0	0	0	0	0	0	0	0	8.57142857142857	0.204081632653061	0	0	0	0	0	1.22448979591837	0.204081632653061	2.6530612244898	0	0	0	0	0	0	0	0.204081632653061	0	0	0	0	4.28571428571429	0	0	0	0	30	0	1.22448979591837	0	0.204081632653061	22.0408163265306	0	0	0	0.204081632653061	3.06122448979592	1.83673469387755	0	0	0	0	0	0	0	0	0	0	0	0.408163265306122	1.22448979591837	0	0	0
23669	41469	"Burgaschisee"	47.16969	7.66823	90	"AWI"	90	148	382	270	2.42424242424242	0	0	0	0.606060606060606	0	0	0.303030303030303	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.909090909090909	0	0	0.303030303030303	0	0	4.84848484848485	0	0.303030303030303	0	0	0	0	0	0	0	8.18181818181818	0	0	0	0	0	0	0.909090909090909	0.606060606060606	5.15151515151515	0	0	0	0	0	0	0	0	0	0	0	0	4.54545454545455	0	0	0	0	33.9393939393939	0	2.12121212121212	0	0	28.4848484848485	0	0	0	0.303030303030303	0	2.72727272727273	0	0	0	0	0	0	0.303030303030303	0	0	0	0	0.303030303030303	2.12121212121212	0	0.303030303030303	0
