"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	0	"AWI"	0	-133	54	-56	4	0	10	1	10	0	0	0	25	5	0	0	0	0	0	0	0	0	46	1	0	0	0	0	12	0	12	2	0	0	0	2	0	0	0	12	0	0	4	513	0	0	0	0	0	0	13	0	4	0	0	0	3	1	0	0	1	0	0	0	0	1	7	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	10	"AWI"	10	-26	1077	336	4	0	11	0	1	0	0	0	16	2	0	0	0	0	1	0	0	0	10	6	0	0	0	0	8	0	3	0	3	0	0	0	0	0	0	6	1	0	38	483	14	0	0	0	0	0	5	0	9	0	0	1	4	0	1	0	0	0	0	0	0	1	0	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	12.5	"AWI"	12.5	79	1139.5	478	6	0	7	0	2	0	0	0	14	1	0	0	0	0	0	1	0	0	12	1	0	0	0	0	9	0	2	0	0	0	1	0	1	0	0	19	0	0	27	691	20	0	0	0	0	0	11	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	15	"AWI"	15	146	1210	627	21	0	9	0	2	0	1	0	8	1	0	1	0	0	0	0	0	0	19	2	1	0	0	0	20	0	0	0	0	0	1	0	1	0	0	8	0	0	56	316	15	0	0	0	0	0	10	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	17.5	"AWI"	17.5	192.5	1306	771.5	28	0	6	2	1	0	0	0	3	1	0	0	1	0	0	1	0	0	9	2	0	0	0	0	13	0	1	0	0	0	1	0	0	0	0	6	0	0	80	202	18	0	0	0	0	0	6	0	4	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	20	"AWI"	20	233	1462	904	25	0	12	1	4	0	1	0	18	5	0	0	4	0	2	3	0	0	21	9	0	0	2	0	15	0	3	0	0	0	2	0	0	0	0	6	1	0	17	283	33	111	0	0	0	2	18	0	13	0	0	4	4	8	0	0	0	0	0	0	0	2	0	0	1
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	22.5	"AWI"	22.5	515.5	1498.5	1029	74	2	20	0	1	0	1	0	15	2	0	0	5	0	0	0	0	0	46	5	0	0	0	0	109	0	2	0	0	0	1	0	0	0	0	14	0	0	85	47	32	42	0	0	0	0	21	0	4	0	0	0	2	2	0	0	0	1	0	0	2	1	0	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	25	"AWI"	25	764	1551	1155	42	1	24	0	0	0	1	0	22	4	0	0	1	0	0	0	0	0	49	2	0	0	0	0	69	0	1	0	0	0	3	0	0	0	0	11	0	0	30	33	17	0	0	0	0	2	23	0	2	0	0	0	3	1	0	0	0	0	0	0	0	1	0	0	0
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	27.5	"AWI"	27.5	950.5	1617.5	1294.5	42	0	24	0	1	0	3	0	24	0	1	0	5	0	0	0	0	0	38	3	0	0	0	0	131	0	1	0	0	0	4	1	2	0	0	15	0	0	34	17	11	0	0	0	0	1	42	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1
16139	24939	"Tourbière de Narbief"	47.08028	6.6975	30	"AWI"	30	1084	1731	1438	65	0	17	1	5	0	1	0	28	0	0	0	0	0	0	0	0	0	38	3	1	0	0	0	144	0	0	0	0	0	4	0	0	0	0	10	0	0	20	10	8	0	0	0	0	0	26	0	4	0	0	0	2	1	1	0	1	0	0	0	0	1	0	0	0
