"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3455	4472	"Syrjälänsuo"	61.21667	28.11667	0	"AWI"	0	-130	37	-49	0	6.52591170825336	0	0	0.191938579654511	0	28.0230326295585	0	0	0	0	0	0.383877159309021	0.479846449136276	0	1.15163147792706	0	0	0	0	0	0.191938579654511	0	0	0.191938579654511	2.49520153550864	58.1573896353167	0	0.383877159309021	0	0	0	0	0	0	0	0.0959692898272553	0.0959692898272553	0.191938579654511	0	1.34357005758157	0.0959692898272553	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	2.5	"AWI"	2.5	-90.5	216.5	30	0	5.4294175715696	0.0987166831194472	0	0.0987166831194472	0	31.786771964462	0.0987166831194472	0	0	0	0	0	0.197433366238894	0	0	0	0	0	0	0	0	0	0	0.0987166831194472	1.38203356367226	60.4146100691017	0	0.197433366238894	0	0	0	0	0	0	0	0.0987166831194472	0.0987166831194472	0	0	0	0	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	5	"AWI"	5	-71	453	105	0	5.12820512820513	0.19723865877712	0	0.29585798816568	0	58.8757396449704	0	0	0	0	0	0.19723865877712	0.19723865877712	0	0.0986193293885602	0	0	0	0	0	0.19723865877712	0	0	0	1.9723865877712	32.5443786982249	0	0	0	0	0.19723865877712	0	0	0	0	0.0986193293885602	0	0	0	0	0	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	7.5	"AWI"	7.5	-53.5	689.5	180	0	6.67311411992263	0	0	0.0967117988394584	0	53.2882011605416	0	0	0	0	0	0.386847195357834	0.870406189555126	0	0.386847195357834	0	0	0	0	0	0	0	0	0	1.06382978723404	34.816247582205	0	0	0	0	0.0967117988394584	0	0	0	0	0	0	0	0	2.03094777562863	0.290135396518375	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	10	"AWI"	10	-44	926	252	0	6.72514619883041	0.0974658869395711	0	0.0974658869395711	0	51.6569200779727	0	0	0	0	0	0.584795321637427	1.16959064327485	0	0.584795321637427	0	0	0	0.0974658869395711	0	0.0974658869395711	0	0	0	0.292397660818713	35.9649122807018	0	0	0	0	0.292397660818713	0	0	0	0	0	0	0	0	1.16959064327485	1.16959064327485	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	12.5	"AWI"	12.5	19.5	967	341.5	0.150829562594268	12.9713423831071	0	0.301659125188537	0	0	70.2865761689291	0	0	0	0	0	0.150829562594268	1.20663650075415	0	0.754147812971342	0	0	0	0.150829562594268	0	0	0	0	0	0.754147812971342	5.7315233785822	0	0	0	0	0.150829562594268	0	0	0	0	0	0	0	0	4.82654600301659	2.56410256410256	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	15	"AWI"	15	65	1031	427	0.0985221674876847	5.91133004926108	0	0	0	0	44.8275862068966	0	0	0	0	0	0.295566502463054	0.492610837438424	0	0.394088669950739	0	0	0	0	0	0	0	0	0	3.8423645320197	42.4630541871921	0	0	0	0	0.197044334975369	0	0	0	0.0985221674876847	0.197044334975369	0	0	0	0.591133004926108	0.591133004926108	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	17.5	"AWI"	17.5	96.5	1101	504.5	0	6.87022900763359	0.0954198473282443	0.0954198473282443	0.381679389312977	0	39.4083969465649	0	0.0954198473282443	0	0	0	0.0954198473282443	0.763358778625954	0	0.858778625954199	0	0	0	0.0954198473282443	0	0.0954198473282443	0	0	0	2.95801526717557	44.7519083969466	0	0	0	0	0.381679389312977	0	0	0	0	2.29007633587786	0.0954198473282443	0	0	0.477099236641221	0.190839694656489	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	20	"AWI"	20	118	1176	581	0.0961538461538462	4.42307692307692	0	0.0961538461538462	0	0	49.7115384615385	0	0	0	0	0	0.0961538461538462	0.288461538461538	0	1.53846153846154	0	0	0	0.0961538461538462	0	0	0.0961538461538462	0	0	2.78846153846154	36.8269230769231	0	0	0	0	0.384615384615385	0	0	0	0	0.192307692307692	0	0	0	2.88461538461538	0.480769230769231	0
3455	4472	"Syrjälänsuo"	61.21667	28.11667	22.5	"AWI"	22.5	186	1217.5	652	0	5.06787330316742	0	0.0904977375565611	0.0904977375565611	0	51.0407239819004	0	0	0	0	0	2.35294117647059	0.361990950226244	0	0.995475113122172	0	0	0	0	0	0	0.0904977375565611	0	0	2.0814479638009	34.9321266968326	0	0	0	0	0.271493212669683	0	0	0	0	0.180995475113122	0	0	0	1.90045248868778	0.542986425339366	0
