"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Orchidaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"
16476	25769	"Waxeckalm"	47.023196	11.801724	10	"AWI"	10	-50	374	86	14.7869674185464	0	17.0426065162907	0.25062656641604	0.50125313283208	0	0	0	0.75187969924812	0	0.75187969924812	0	0.37593984962406	0	11.2781954887218	2.38095238095238	0	0	0	0	1.75438596491228	0	0.6265664160401	0	0.25062656641604	0	0	0	39.4736842105263	0	0	0	0	0	0	1.2531328320802	0.75187969924812	0	0	0.12531328320802	0	0	0	0	0	2.88220551378446	4.76190476190476	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	15	"AWI"	15	-4	452	154	17.3318129988597	0.114025085518814	14.2531356898518	0.114025085518814	0.456100342075257	0.114025085518814	0.114025085518814	3.76282782212087	0.570125427594071	0	0	0	0	0	8.77993158494869	4.56100342075257	0	0	0	0	1.36830102622577	0	0.228050171037628	0	0	0	0	0	32.6111744583808	0	0	6.38540478905359	0	0	0	0.456100342075257	0	0.228050171037628	0.114025085518814	0.570125427594071	0	0	0	0	0	3.07867730900798	4.78905359179019	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	20	"AWI"	20	22	577	217	19.9335548172757	0.110741971207087	22.0376522702104	0	0.110741971207087	0	0.110741971207087	1.55038759689922	0.221483942414175	0	0	0	0	0	5.86932447397564	3.65448504983389	0	0	0	0	0.44296788482835	0.110741971207087	0	0	0	0	0	0	40.0885935769657	0	0	0	0	0	0	0.221483942414175	0	0	0.221483942414175	0	0	0	0	0	0	2.21483942414175	3.10077519379845	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	25	"AWI"	25	77	644	287	13.1905298759865	0	14.3179255918828	0	0	0	0.112739571589628	0.901916572717024	1.46561443066516	0	0	0	0	0	8.34272829763247	2.59301014656144	0	0	0	0	0	0	0.338218714768884	0	0	0	0	0	38.5569334836528	0	0	0	0	0	0	0.450958286358512	0.225479143179256	0	0.112739571589628	0	0	0.112739571589628	0	0	0	14.9943630214205	4.05862457722661	0.225479143179256	0
16476	25769	"Waxeckalm"	47.023196	11.801724	30	"AWI"	30	110	758	353	9.49720670391061	0.0931098696461825	25.8845437616387	0	0.465549348230912	0	0	1.5828677839851	1.86219739292365	0	0	0	0	0	7.72811918063315	3.7243947858473	0	0	0	0	0.37243947858473	0	0.465549348230912	0.0931098696461825	0	0	0	0	33.4264432029795	0	0	0	0	0	0	0.837988826815642	0	0	0.37243947858473	0.186219739292365	0	0.0931098696461825	0	0	0	8.75232774674116	4.46927374301676	0.0931098696461825	0
16476	25769	"Waxeckalm"	47.023196	11.801724	35	"AWI"	35	168	841	423	20.889748549323	0.193423597678917	22.2437137330754	0	0.483558994197292	0	0.0967117988394584	0	1.35396518375242	0	0	0	0	0	6.67311411992263	4.83558994197292	0	0	0	0	1.64410058027079	0	0.483558994197292	0	0	0	0	0	30.5609284332689	0	0	0	0	0	0	0.193423597678917	0	0	0.386847195357834	0	0	0	0	0	0	6.2862669245648	3.67504835589942	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	40	"AWI"	40	208	958	493	31.7045454545455	0	21.9318181818182	0	0.340909090909091	0	0	0	1.02272727272727	0	0.113636363636364	0	0.113636363636364	0	2.04545454545455	3.97727272727273	0	0	0	0	1.36363636363636	0.113636363636364	0.681818181818182	0	0	0	0	0	33.6363636363636	0	0	0	0	0	0	0.568181818181818	0.340909090909091	0	0	0	0	0	0	0	0	1.59090909090909	0.454545454545455	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	45	"AWI"	45	286	1034	556	21.9226260257913	0	21.4536928487691	0	0.234466588511137	0	0	1.8757327080891	1.52403282532239	0	0	0	0.117233294255569	0	4.33763188745604	5.74443141852286	0.117233294255569	0	0	0	2.34466588511137	0.586166471277843	0.351699882766706	0	0	0	0	0	26.7291910902696	0	0	7.73739742086753	0	0	0	0.586166471277843	0.82063305978898	0	0.234466588511137	0.234466588511137	0	0	0	0.117233294255569	0	1.75849941383353	1.17233294255569	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	48	"AWI"	48	315	1083	594	12.863436123348	0	59.0308370044053	0	0.0881057268722467	0	0	0.881057268722467	0.616740088105727	0	0	0	0	0	2.46696035242291	4.05286343612335	0	0	0	0	1.58590308370044	0	0.26431718061674	0	0	0	0	0	15.9471365638767	0	0	0	0	0	0	0.616740088105727	0	0	0.0881057268722467	0	0	0	0	0	0	0.881057268722467	0.616740088105727	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	52	"AWI"	52	380	1171	643	22.5087924970692	0.117233294255569	36.2250879249707	0	0	0	0	0.937866354044549	1.40679953106682	0	0.117233294255569	0	0.234466588511137	0	7.03399765533412	2.34466588511137	0	0	0	0	0.82063305978898	0.234466588511137	0.234466588511137	0.117233294255569	0	0	0	0	23.3294255568581	0	0	0	0	0	0.117233294255569	0.82063305978898	0	0	0.586166471277843	0.117233294255569	0	0	0	0	0	1.05509964830012	1.64126611957796	0	0
16476	25769	"Waxeckalm"	47.023196	11.801724	55	"AWI"	55	431	1217	682	10.9207708779443	0	27.0877944325482	0	0.321199143468951	0	0.214132762312634	2.67665952890792	2.03426124197002	0	0	0	0	0	8.8865096359743	8.2441113490364	0	0	0	0.214132762312634	8.13704496788009	0.107066381156317	0.107066381156317	0	0.107066381156317	0	0	0	12.2055674518201	0	0	13.8115631691649	0	0	0.107066381156317	2.67665952890792	0	0	0.107066381156317	1.39186295503212	0	0	0	0.214132762312634	0	0	0.321199143468951	0.107066381156317	0
16476	25769	"Waxeckalm"	47.023196	11.801724	60	"AWI"	60	492	1319	749	12.43961352657	0	19.9275362318841	0	1.08695652173913	0	0.120772946859903	11.231884057971	1.08695652173913	0	0	0	0.845410628019324	0	4.95169082125604	13.6473429951691	0	0.120772946859903	0	0.241545893719807	3.01932367149758	0	0	0.120772946859903	0	0	0	0	12.56038647343	0	0	14.6135265700483	0	0	0.120772946859903	0.120772946859903	0	0	0.241545893719807	2.65700483091787	0	0	0	0	0	0.483091787439614	0.120772946859903	0.120772946859903	0.120772946859903
16476	25769	"Waxeckalm"	47.023196	11.801724	65	"AWI"	65	694	1571	946	14.6766169154229	0	24.2537313432836	0.248756218905473	1.11940298507463	0	0.248756218905473	15.4228855721393	1.99004975124378	0.124378109452736	0.373134328358209	0	0.497512437810945	0	5.59701492537313	3.85572139303483	0	0	0.248756218905473	0.870646766169154	1.86567164179104	0	0	0	0	0	0	0	10.3233830845771	0	0	15.547263681592	0.124378109452736	0	0	0.248756218905473	0	0.746268656716418	0.124378109452736	1.24378109452736	0	0	0	0	0	0	0.124378109452736	0.124378109452736	0
