"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Genista"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
23873	41389	"Balladrum"	46.15919	8.74872	146	"AWI"	146	10093	10615	10394	50.4950495049505	0.99009900990099	0	0	0	0	0.495049504950495	0.495049504950495	0	0.99009900990099	0	0	0	0	0	1.48514851485149	0	17.3267326732673	0	3.46534653465347	0	0	0.495049504950495	0	0	0	0	0	1.48514851485149	0	0	0	0	0	0	0	0	0	17.8217821782178	0	0	0	0	0	0	0	0	0.495049504950495	0.495049504950495	1.48514851485149	1.98019801980198	0
23873	41389	"Balladrum"	46.15919	8.74872	154	"AWI"	154	10770	11452	11089	15.3333333333333	0	0	0	0	0	1.33333333333333	5.33333333333333	0	12	0	2.66666666666667	0.666666666666667	0	0	0	0	12.6666666666667	0	5.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	32	0	0	0	0	2	0	0.666666666666667	0	0	0.666666666666667	2.66666666666667	5.33333333333333	0.666666666666667
23873	41389	"Balladrum"	46.15919	8.74872	160	"AWI"	160	11234	12002	11616	2.45901639344262	0	0	0.819672131147541	0	0	0	6.55737704918033	0	27.0491803278689	0	4.0983606557377	0	0	0	0	0	5.73770491803279	0	18.0327868852459	0	0	0	0	0	0	0	0	0	0	0	0.819672131147541	0	0	0	0	0	0	22.9508196721311	0	0	0	0	4.0983606557377	0	0	0	0	4.0983606557377	3.27868852459016	0	0
23873	41389	"Balladrum"	46.15919	8.74872	164	"AWI"	164	11570	12332	11964	0.613496932515337	0.613496932515337	0	0.613496932515337	0	0	0	12.2699386503067	0	53.3742331288344	0	3.68098159509202	0	0	0	0	0	1.84049079754601	0	6.13496932515337	0	0	0	0	0	0.613496932515337	1.22699386503067	0	0	0	0	0	0	0	0	0	0	0.613496932515337	3.68098159509202	0	0	0	0	7.36196319018405	0	0	0	0	4.9079754601227	0.613496932515337	1.84049079754601	0
23873	41389	"Balladrum"	46.15919	8.74872	168	"AWI"	168	11931	12634	12315	1.18343195266272	0	0	0.591715976331361	0	0	0	10.0591715976331	0	48.5207100591716	0	1.18343195266272	0.591715976331361	0	0	0	0	0	1.18343195266272	14.2011834319527	0	0	0	0	0	0.591715976331361	0	0	0	0	0	0	0	0	0	0	0	0.591715976331361	7.10059171597633	0	0	1.18343195266272	0	4.73372781065089	0	0	0	0	1.77514792899408	4.73372781065089	1.77514792899408	0
23873	41389	"Balladrum"	46.15919	8.74872	172	"AWI"	172	12344	12915	12666	0.35778175313059	0	0	0.536672629695885	0.178890876565295	0	0	3.7567084078712	0	16.994633273703	0	1.25223613595707	0	0.178890876565295	0	0	0	0	0	5.90339892665474	0	0	0	0	0.178890876565295	0.178890876565295	0	0	0	0.178890876565295	0	0.178890876565295	0	0	63.8640429338104	0	0	0	1.43112701252236	0	0	1.07334525939177	0	2.32558139534884	0.178890876565295	0	0	0	0.178890876565295	0.715563506261181	0.35778175313059	0
23873	41389	"Balladrum"	46.15919	8.74872	176	"AWI"	176	12835	13152	13003	0	0	0	0	0	0	0	3.91791044776119	0	16.2313432835821	0	0.559701492537313	0	0	0	0	0	0	0.186567164179104	7.46268656716418	0	0	0	0	0	0	0	0.559701492537313	0	0	0	0.373134328358209	0	0	65.8582089552239	0	0	0	1.30597014925373	0	0	0.746268656716418	0	1.67910447761194	0	0	0	0	0.373134328358209	0.559701492537313	0.186567164179104	0
23873	41389	"Balladrum"	46.15919	8.74872	178	"AWI"	178	12956	13328	13139	0	0	0	0.395256916996047	0	0	0	5.33596837944664	0	18.7747035573123	0	0	0	0	0.592885375494071	0	0.197628458498024	0	0.197628458498024	5.33596837944664	0	0.197628458498024	0	0	0	0	0	0	0	0	0	0	0	0.197628458498024	64.2292490118577	0	0	0	0.988142292490119	0	0	0.592885375494071	0	1.97628458498024	0.197628458498024	0	0	0	0.197628458498024	0.395256916996047	0.197628458498024	0
23873	41389	"Balladrum"	46.15919	8.74872	180	"AWI"	180	13094	13483	13271	0	0	0	0.631911532385466	0	0	0	5.21327014218009	0	14.8499210110585	0	0.315955766192733	0	0	0	0.157977883096367	0	0.157977883096367	0	6.47709320695103	0	0.157977883096367	0	0	0	0	0	0	0	0	0.315955766192733	0.315955766192733	0	0	60.9794628751975	0	6.00315955766193	0	1.10584518167457	0	0	0.315955766192733	0	1.57977883096366	0	0	0	0	0.789889415481832	0.4739336492891	0.157977883096367	0
23873	41389	"Balladrum"	46.15919	8.74872	184	"AWI"	184	13403	13998	13650	0.18450184501845	0	0.738007380073801	0.3690036900369	0	0	0	3.690036900369	0	14.760147601476	0	0	0	0	0	0	0	0	0	2.9520295202952	0	0.18450184501845	0	0	0.18450184501845	0	0	0	0	0.18450184501845	0	0	0.18450184501845	0	72.140221402214	0	0	0	0.3690036900369	0	0	0.55350553505535	0	2.5830258302583	0	0	0	0	0.738007380073801	0	0.18450184501845	0
