"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Lamiaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3375	4376	"Redmere"	52.43972	0.43806	16	"AWI"	16	51	1421	718	0	5	8	15	0	2	0	3	0	0	0	0	0	6	0	53	0	0	0	2	0	0	0	0	0	0	0	6	0	0	3	0	0	61	0	0	1	0	4	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	20	"AWI"	20	273	1595	915	0	6	7	11	0	2	0	4	0	0	0	0	0	9	0	59	0	0	0	1	0	1	0	0	0	0	0	7	0	0	2	0	0	71	0	0	1	0	8	0	0	0	0	0	1	0	1	0
3375	4376	"Redmere"	52.43972	0.43806	22	"AWI"	22	451	1613	1013	1	4	3	2	1	2	0	4	0	0	0	0	0	9	0	41	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	61	0	0	2	0	5	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	24	"AWI"	24	629	1634	1115	0	4	2	8	0	2	0	5	0	0	0	0	0	16	0	54	0	0	0	5	0	3	0	0	0	2	0	9	0	74	1	0	0	95	0	0	1	0	12	0	0	0	0	0	0	0	2	0
3375	4376	"Redmere"	52.43972	0.43806	26	"AWI"	26	804	1658	1213	0	2	2	2	0	1	0	6	0	0	0	0	0	8	0	44	0	0	0	0	0	0	0	0	0	1	0	2	0	50	0	0	0	19	0	0	0	0	4	0	0	0	0	0	0	0	1	0
3375	4376	"Redmere"	52.43972	0.43806	28	"AWI"	28	972	1679	1313	0	12	2	3	0	0	0	13	0	0	0	0	0	17	0	58	0	0	0	2	0	4	0	0	0	1	0	7	0	0	0	0	0	61	0	0	0	0	9	0	0	0	0	0	0	0	2	0
3375	4376	"Redmere"	52.43972	0.43806	30	"AWI"	30	1134	1710	1412	0	4	6	4	0	2	0	5	0	0	0	0	0	12	0	62	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	62	2	0	3	0	18	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	32	"AWI"	32	1280	1753	1516	0	9	4	6	0	4	0	20	0	0	0	0	0	27	0	52	0	0	0	1	0	5	0	0	0	0	0	1	0	0	2	0	0	50	0	0	0	0	6	1	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	33	"AWI"	33	1347	1782	1566	1	14	2	4	0	4	0	10	0	0	0	0	0	31	0	51	0	0	0	2	0	4	0	0	0	0	0	2	0	0	0	0	0	75	2	0	2	0	12	0	0	0	0	0	0	1	1	0
3375	4376	"Redmere"	52.43972	0.43806	34	"AWI"	34	1409	1815	1617	0	5	3	2	0	7	0	12	0	0	0	0	0	37	0	23	0	0	0	2	0	3	0	0	0	2	0	2	0	0	1	0	0	81	0	0	4	0	7	0	0	0	0	0	0	0	1	0
3375	4376	"Redmere"	52.43972	0.43806	35	"AWI"	35	1460	1863	1667	0	22	2	1	0	2	0	28	0	0	0	0	0	40	0	52	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	40	2	0	2	0	6	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	36	"AWI"	36	1513	1899	1706	0	5	4	2	0	2	0	8	0	0	0	0	0	27	0	54	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	17	0	0	2	0	3	0	1	0	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	37	"AWI"	37	1559	1917	1736	0	2	4	1	0	1	0	5	0	0	0	0	0	13	0	122	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	38	"AWI"	38	1593	1944	1768	0	3	0	1	0	1	0	3	0	0	0	0	0	10	0	101	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	14	2	0	3	0	1	0	0	0	0	0	0	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	39	"AWI"	39	1623	1984	1803	0	1	1	0	0	1	0	1	0	0	0	1	0	2	0	109	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	4	0	0	11	0	2	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	40	"AWI"	40	1641	2026	1835	0	4	3	1	0	1	0	1	0	0	0	0	0	6	0	70	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	6	0	2	0	0	0	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	41	"AWI"	41	1657	2083	1867	0	4	4	1	0	1	0	4	0	1	0	0	0	5	0	89	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	7	0	5	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	42	"AWI"	42	1671	2140	1897	0	15	1	1	0	2	0	16	0	0	0	0	0	60	0	46	0	0	0	7	0	3	0	1	0	3	0	2	0	0	0	0	0	51	2	0	3	0	3	0	0	0	0	0	1	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	43	"AWI"	43	1687	2202	1928	0	17	0	0	0	7	0	9	0	0	0	0	0	37	0	67	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	8	0	3	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	44	"AWI"	44	1698	2264	1958	0	6	1	2	0	2	0	0	0	0	0	0	0	4	0	54	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	12	1	0	7	0	1	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	46	"AWI"	46	1723	2406	2020	0	3	6	1	0	0	0	2	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	10	0	4	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	48	"AWI"	48	1739	2538	2080	0	6	1	0	0	0	0	4	0	0	0	0	0	11	0	76	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	17	0	0	26	0	3	0	0	0	0	3	1	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	50	"AWI"	50	1754	2681	2141	0	16	1	0	0	1	0	1	0	0	0	0	0	16	0	72	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	29	0	0	36	0	4	0	0	0	0	0	1	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	54	"AWI"	54	1816	2910	2263	1	44	1	1	0	2	0	2	0	0	1	0	0	26	0	102	0	0	0	2	0	3	0	1	0	0	0	1	0	0	0	0	0	38	1	0	20	0	16	1	0	0	0	0	0	5	0	0
3375	4376	"Redmere"	52.43972	0.43806	58	"AWI"	58	1977	2956	2397	0	21	2	1	0	1	0	4	0	0	0	0	0	19	0	216	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	30	0	0	2	0	6	0	0	0	1	0	2	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	62	"AWI"	62	2084	3006	2540	0	34	0	0	0	1	0	2	0	0	0	0	0	32	1	163	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	66	"AWI"	66	2164	3072	2685	0	35	0	0	0	1	0	3	0	0	0	0	0	45	0	114	0	0	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	97	0	0	0	0	7	0	0	0	0	0	0	1	1	0
3375	4376	"Redmere"	52.43972	0.43806	70	"AWI"	70	2216	3198	2820	0	14	3	0	0	1	0	0	0	0	0	0	0	13	0	208	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	74	"AWI"	74	2458	3250	2932	0	15	2	0	0	1	0	1	0	0	0	0	0	10	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	1	0	0	0	1	0	0	0	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	78	"AWI"	78	2724	3282	3041	0	2	1	1	0	0	0	4	0	0	0	0	0	10	0	254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	82	"AWI"	82	2929	3324	3157	0	38	1	2	0	2	0	3	0	0	0	0	0	28	0	175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	4	0	1	0	10	1	0	1	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	86	"AWI"	86	3037	3460	3275	0	44	2	0	1	1	0	3	0	0	0	0	0	54	0	50	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	21	1	0	0	0	109	0	0	0	0	0	5	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	90	"AWI"	90	3112	3634	3371	0	35	1	0	0	0	0	3	0	0	0	0	0	33	0	126	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	39	1	0	0	0	59	0	0	0	0	0	5	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	94	"AWI"	94	3184	3704	3453	0	21	0	0	0	1	0	2	0	0	0	0	0	16	0	191	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	21	8	0	7	0	12	0	0	0	0	0	0	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	98	"AWI"	98	3233	3798	3532	0	15	1	0	0	0	0	1	0	0	0	0	0	29	0	113	0	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0	0	34	0	0	0	0	27	0	0	0	0	0	2	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	102	"AWI"	102	3269	3920	3609	0	10	0	0	3	1	0	1	0	0	0	0	0	11	1	90	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	37	13	0	0	0	25	0	0	0	0	0	5	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	106	"AWI"	106	3297	4059	3685	0	22	0	0	1	0	0	2	0	0	1	0	0	14	0	21	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	34	0	0	1	0	125	0	0	0	0	0	6	3	0	0
3375	4376	"Redmere"	52.43972	0.43806	110	"AWI"	110	3435	4096	3761	0	27	0	2	0	0	0	1	0	0	0	0	0	18	0	17	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	36	2	0	30	0	66	0	0	0	0	0	2	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	114	"AWI"	114	3544	4133	3841	0	32	0	0	0	0	0	0	0	0	0	0	0	23	0	4	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	45	0	0	1	0	155	0	0	0	0	0	9	0	0	0
3375	4376	"Redmere"	52.43972	0.43806	118	"AWI"	118	3624	4181	3925	0	33	1	2	0	0	0	3	0	0	0	0	0	32	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	61	2	0	4	0	138	0	0	0	0	0	10	1	0	0
3375	4376	"Redmere"	52.43972	0.43806	122	"AWI"	122	3692	4243	4008	0	41	0	1	0	0	0	1	0	0	0	0	0	39	0	11	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	48	1	0	0	0	133	0	0	0	0	0	7	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	126	"AWI"	126	3749	4308	4071	0	32	0	1	0	0	0	3	0	0	0	0	0	32	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	42	0	0	0	0	164	0	0	0	0	0	6	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	128	"AWI"	128	3782	4319	4091	0	43	2	8	0	0	0	6	0	0	0	0	0	22	0	6	0	0	0	3	0	1	0	0	0	0	0	4	0	0	0	0	0	54	2	0	16	0	110	0	0	0	1	0	19	3	0	0
3375	4376	"Redmere"	52.43972	0.43806	130	"AWI"	130	3802	4336	4109	0	39	0	0	0	0	0	2	0	0	0	0	0	37	0	40	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	49	0	0	4	0	9	0	0	0	0	0	12	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	132	"AWI"	132	3823	4351	4128	0	42	2	1	2	1	0	2	0	0	6	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	52	1	0	5	0	61	1	0	0	0	0	11	2	0	0
3375	4376	"Redmere"	52.43972	0.43806	134	"AWI"	134	3839	4368	4152	0	30	14	0	0	0	0	2	0	0	0	0	0	53	0	27	0	0	0	0	0	1	0	0	0	0	1	9	0	0	0	0	0	80	0	0	3	0	24	0	0	0	0	0	7	7	0	0
3375	4376	"Redmere"	52.43972	0.43806	136	"AWI"	136	3864	4395	4171	0	38	26	1	0	4	0	4	0	0	0	0	0	43	0	22	0	0	0	0	0	2	0	0	0	0	1	11	0	0	0	0	1	88	0	0	1	0	19	0	0	0	0	0	5	3	0	0
3375	4376	"Redmere"	52.43972	0.43806	140	"AWI"	140	3889	4466	4205	0	34	30	1	0	0	0	4	0	0	0	0	0	31	0	25	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	91	0	0	0	0	12	0	0	0	0	0	8	1	0	0
