"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16331	25344	"Champ Gazon"	47.20333	4.04861	40	"AWI"	40	836	2121	1553	0	0	26	1	0	0	0	2	0	0	14	0	0	0	0	0	0	0	0	0	0	21	0	10	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	84	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	44	"AWI"	44	1123	2160	1680	1	0	54	0	0	2	0	2	0	0	35	0	0	0	0	0	0	0	0	0	0	64	0	2	0	0	0	0	0	244	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	4	0	0	0	0	0	0	0	0	49	0	0	0	0	6	0	0	0	0	0	0	0	1	3	0	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	48	"AWI"	48	1317	2218	1831	1	0	99	1	0	2	0	1	0	0	208	0	0	0	0	0	0	0	0	0	0	86	0	7	0	0	0	0	0	276	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	56	3	0	0	0	6	2	0	0	0	0	0	1	1	1	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	53	"AWI"	53	1568	2308	2025	1	0	191	2	0	2	0	3	0	0	76	0	0	0	0	0	0	0	0	0	0	83	0	30	0	0	0	0	0	296	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	87	2	0	0	1	4	8	0	0	1	0	0	0	0	1	3	1	0
16331	25344	"Champ Gazon"	47.20333	4.04861	56	"AWI"	56	1796	2333	2104	5	0	99	0	0	2	0	4	0	0	20	0	1	0	0	0	0	0	0	0	0	55	0	5	0	0	0	0	0	391	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	1	6	0	0	0	0	0	0	0	0	52	1	0	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	60	"AWI"	60	2048	2409	2201	0	1	71	1	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	37	0	5	0	0	0	0	0	331	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	64	"AWI"	64	2165	2536	2330	6	0	79	0	0	2	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	36	0	27	0	0	0	0	0	389	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	49	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
16331	25344	"Champ Gazon"	47.20333	4.04861	68	"AWI"	68	2226	2613	2412	6	0	66	1	0	0	0	1	0	0	33	0	0	0	0	0	0	0	0	0	0	65	0	9	0	0	0	0	0	371	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	12	1	0	0	2	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	72	"AWI"	72	2268	2692	2488	2	1	71	0	0	1	0	1	0	0	29	0	0	0	0	0	0	1	0	0	0	42	0	6	0	0	0	0	0	441	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	50	0	0	0	0	1	3	0	0	0	0	0	1	3	6	0	1	0
16331	25344	"Champ Gazon"	47.20333	4.04861	76	"AWI"	76	2291	2779	2561	6	1	134	0	0	0	0	3	0	0	68	0	1	0	0	0	0	0	0	0	0	83	0	10	0	0	0	0	0	628	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	0	0	0	0	76	0	0	0	0	0	5	0	0	0	0	0	0	2	9	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	80	"AWI"	80	2389	2849	2626	2	0	56	0	0	0	0	2	0	0	33	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	360	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0
16331	25344	"Champ Gazon"	47.20333	4.04861	84	"AWI"	84	2503	2888	2693	8	1	56	0	0	1	0	0	0	0	30	0	2	0	0	0	0	0	0	0	0	50	0	9	0	0	0	0	0	390	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	0	0	58	1	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	88	"AWI"	88	2574	2941	2765	3	0	100	0	0	0	1	1	0	0	79	0	0	0	0	0	0	0	0	0	0	55	0	23	0	0	0	0	0	346	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	1	0	1	2	0	0	0	0	0	0	0	0	75	4	0	0	1	1	6	0	0	0	0	1	0	1	5	0	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	92	"AWI"	92	2658	3009	2835	2	0	82	0	0	1	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	51	0	6	0	0	0	0	0	314	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	63	0	0	0	1	3	3	0	0	0	0	1	0	1	1	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	96	"AWI"	96	2782	3062	2901	1	1	68	0	0	0	0	1	0	0	41	0	1	0	0	0	0	1	0	0	0	28	0	8	0	0	0	0	0	349	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	1	0	4	6	2	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	98	"AWI"	98	2810	3107	2937	1	0	85	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	33	0	3	0	0	0	0	0	296	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	5	0	0	0	0	0	0	0	0	50	1	0	0	0	1	0	0	0	0	0	0	0	1	5	1	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	102	"AWI"	102	2838	3233	3001	3	0	193	2	0	1	1	0	0	0	96	0	0	0	0	0	0	1	0	0	0	49	0	6	0	0	0	0	0	519	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	67	3	0	0	0	1	2	0	0	1	0	2	0	6	7	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	106	"AWI"	106	2876	3322	3066	4	0	134	1	0	1	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	92	0	9	0	0	0	0	0	572	0	13	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	77	1	0	0	2	1	1	0	0	0	1	0	0	8	6	1	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	110	"AWI"	110	2913	3406	3129	8	0	82	1	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	43	0	4	0	0	0	0	0	385	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	34	0	0	0	1	1	1	0	0	0	0	0	0	3	6	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	114	"AWI"	114	2939	3525	3185	1	0	110	0	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	0	0	310	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	54	0	0	0	0	1	2	0	0	0	0	2	0	2	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	118	"AWI"	118	2987	3618	3244	8	0	108	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0	0	50	0	4	0	0	0	0	0	343	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0	0	0	1	1	0	3	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	122	"AWI"	122	3041	3664	3317	1	0	105	0	0	1	1	1	0	0	34	0	0	0	0	0	0	0	0	0	0	68	0	9	0	0	0	0	0	485	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	77	2	0	0	1	1	0	0	0	0	0	1	0	2	8	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	126	"AWI"	126	3071	3724	3383	1	0	164	1	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	65	0	8	0	0	0	0	0	517	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	101	1	0	0	0	1	4	0	0	0	0	0	0	2	13	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	130	"AWI"	130	3110	3818	3446	0	0	73	1	0	0	0	0	0	0	110	0	1	0	0	0	0	0	0	0	0	105	0	10	0	0	0	0	0	446	0	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0	1	0	0	0	1	0	0	1	0	1	0	3	2	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	134	"AWI"	134	3173	3839	3510	3	0	132	1	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	127	0	14	0	0	0	0	0	585	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	65	0	0	0	0	2	2	0	0	0	0	1	1	3	16	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	138	"AWI"	138	3224	3875	3576	1	1	85	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	97	0	37	0	0	0	0	0	318	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	0	83	1	0	0	1	0	1	0	0	0	0	1	0	4	5	2	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	142	"AWI"	142	3269	3932	3645	3	1	64	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	87	0	15	0	0	0	0	0	475	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	75	0	0	0	0	0	1	0	0	0	0	1	0	5	7	0	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	146	"AWI"	146	3363	3959	3704	3	1	56	1	0	2	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	113	0	21	0	0	0	0	0	361	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	2	0	7	3	2	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	148	"AWI"	148	3399	3973	3734	3	1	211	1	0	0	0	1	0	1	54	0	0	0	0	0	0	0	0	0	0	247	0	6	0	0	0	0	0	709	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	98	0	0	0	0	0	1	0	0	0	0	0	0	11	6	1	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	152	"AWI"	152	3461	4011	3797	1	0	54	0	0	1	1	0	0	0	35	0	1	0	0	0	0	0	0	0	0	61	0	12	0	0	0	0	0	355	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	5	0	0	15	0	0	0	0	0	47	0	0	0	0	0	1	0	0	0	0	1	0	4	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	156	"AWI"	156	3535	4064	3855	1	1	61	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	89	0	19	0	0	0	0	0	306	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	59	0	0	0	0	0	2	0	0	0	0	1	0	3	6	2	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	160	"AWI"	160	3700	4091	3914	0	0	53	1	0	1	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	100	0	21	0	0	0	0	0	109	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	1	2	0	0	0	0	0	0	5	4	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	164	"AWI"	164	3840	4129	3978	1	0	115	0	0	0	1	1	0	0	24	0	0	0	0	0	0	0	0	0	0	208	0	25	0	0	0	0	0	257	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	1	63	1	0	0	0	0	0	0	0	0	1	0	0	8	3	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	168	"AWI"	168	3901	4229	4049	1	0	71	1	0	3	0	0	0	0	44	0	1	0	0	0	0	0	0	0	0	131	0	8	0	0	0	0	0	219	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	6	0	0	0	0	0	0	0	0	59	0	0	0	0	1	1	0	0	0	0	0	0	3	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	172	"AWI"	172	3969	4299	4132	4	0	283	0	0	1	0	1	0	0	80	0	1	0	0	0	0	0	0	0	0	319	0	17	0	0	0	0	0	605	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	187	0	0	0	0	0	1	0	0	0	0	0	0	30	6	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	176	"AWI"	176	4010	4413	4219	1	3	116	0	0	0	2	1	0	0	40	0	0	0	0	0	0	0	0	0	0	146	0	4	0	0	0	0	0	206	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	63	0	0	0	0	1	2	0	0	0	0	0	0	16	3	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	180	"AWI"	180	4040	4570	4297	0	0	142	0	0	1	1	0	0	0	27	0	0	0	0	0	0	0	0	0	0	67	0	17	0	0	0	0	0	120	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	2	0	0	0	0	0	0	0	0	71	1	0	0	0	0	1	0	0	0	0	1	0	20	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	184	"AWI"	184	4147	4643	4370	0	0	102	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	61	0	11	0	0	0	0	0	79	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	188	"AWI"	188	4252	4683	4444	1	0	219	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	100	0	9	0	0	0	0	0	122	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	6	0	0	0	0	0	0	0	0	95	1	0	0	0	1	7	0	0	0	1	3	0	16	4	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	192	"AWI"	192	4335	4734	4522	1	1	115	0	0	1	2	0	0	0	37	0	0	0	0	0	0	0	0	0	0	91	0	16	0	0	0	0	0	178	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	1	0	0	16	3	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	196	"AWI"	196	4420	4785	4585	1	0	159	0	0	0	1	0	0	0	45	0	0	0	0	0	0	0	0	0	0	91	0	1	0	0	0	0	0	54	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3	0	0	1	0	0	0	9	2	0	0	1
16331	25344	"Champ Gazon"	47.20333	4.04861	198	"AWI"	198	4458	4800	4617	0	0	157	0	0	0	0	1	0	0	67	0	0	0	0	0	0	0	0	0	0	186	0	8	0	0	0	0	0	51	2	6	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	62	0	0	0	0	0	9	0	0	0	0	0	0	12	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	202	"AWI"	202	4530	4853	4687	0	0	144	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	127	0	11	0	0	0	0	0	29	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	0	0	0	1	45	2	0	0	0	1	10	0	0	0	0	1	0	14	0	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	206	"AWI"	206	4565	4953	4752	1	0	258	0	0	0	0	1	0	0	181	0	1	0	0	0	0	0	0	0	0	167	0	6	0	0	0	0	0	18	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	55	2	0	0	0	0	40	0	0	0	1	0	0	24	2	0	1	0
16331	25344	"Champ Gazon"	47.20333	4.04861	210	"AWI"	210	4646	5015	4805	1	1	208	0	2	0	1	0	0	0	251	0	0	0	0	0	0	0	0	0	0	166	0	10	0	0	0	0	0	11	2	9	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	74	1	0	0	0	0	13	0	0	1	1	0	0	27	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	214	"AWI"	214	4711	5069	4854	1	0	102	0	0	1	1	0	0	0	284	0	0	0	0	0	0	0	0	0	0	158	0	9	0	0	0	0	0	6	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	56	5	0	0	0	0	9	0	0	0	1	0	0	14	0	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	218	"AWI"	218	4757	5144	4908	2	1	153	0	0	1	2	0	0	0	343	0	0	1	0	0	0	0	0	0	0	111	0	20	0	0	0	0	0	11	2	11	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	82	1	0	0	1	0	8	0	0	0	3	2	0	32	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	222	"AWI"	222	4834	5208	4960	5	0	431	0	0	0	3	0	0	0	168	0	2	0	1	0	0	0	0	0	0	346	0	61	0	0	0	0	0	22	2	5	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	1	1	14	0	0	0	0	0	0	0	0	227	10	0	0	0	1	8	1	0	1	0	0	0	150	7	0	3	0
16331	25344	"Champ Gazon"	47.20333	4.04861	226	"AWI"	226	4893	5252	5015	1	1	299	0	0	5	1	0	0	0	86	0	0	0	0	0	0	0	0	0	0	120	0	13	0	0	0	0	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	1	58	2	0	0	0	0	33	0	0	1	4	0	0	43	3	1	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	230	"AWI"	230	4917	5310	5066	1	0	462	0	0	1	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	145	0	10	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	62	2	0	0	0	0	15	0	0	0	1	0	0	28	4	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	234	"AWI"	234	4948	5382	5118	1	1	158	0	0	0	1	0	0	0	160	0	0	0	0	0	0	0	0	0	0	160	0	14	0	0	0	0	0	5	1	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	2	0	0	0	1	4	0	0	0	0	0	0	29	1	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	238	"AWI"	238	4987	5415	5177	0	0	167	1	0	1	1	0	0	0	133	0	0	0	0	0	0	0	0	0	0	82	0	8	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	51	1	0	0	0	1	4	1	0	0	0	0	0	19	2	0	0	0
16331	25344	"Champ Gazon"	47.20333	4.04861	242	"AWI"	242	5012	5467	5231	1	1	501	0	3	1	0	1	0	0	16	0	1	0	0	0	0	0	0	0	0	106	0	8	0	0	0	0	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	94	5	0	0	0	1	2	0	0	1	0	0	0	40	3	0	0	0
