"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Juniperus"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4510	"Vasikkasuo"	64.67355	27.8601	85	"AWI"	85	3605	4402	4003	0	15	0	1	1	0	211	0	0	0	0	0	0	6	0	0	1	4	0	109	177	0	0	0	0	0	0	0	0	0	0	2	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	90	"AWI"	90	3765	4563	4163	0	21	0	0	0	0	209	0	0	0	0	0	1	6	0	0	0	6	0	119	159	0	0	0	1	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	95	"AWI"	95	3923	4708	4322	0	12	0	0	0	0	156	0	0	0	0	3	0	5	0	0	0	2	0	110	222	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	100	"AWI"	100	4090	4846	4483	0	11	0	0	0	0	211	0	0	0	0	4	1	4	0	0	0	3	0	89	195	0	0	0	0	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	105	"AWI"	105	4260	4988	4646	0	15	2	0	2	0	177	0	0	0	0	4	0	10	0	0	0	1	0	108	197	0	0	0	3	0	0	0	0	1	0	1	0	1
3365	4510	"Vasikkasuo"	64.67355	27.8601	110	"AWI"	110	4430	5124	4809	0	44	0	0	2	0	173	0	0	0	0	1	9	6	0	0	0	0	0	122	149	0	0	0	0	0	0	0	0	0	0	1	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	115	"AWI"	115	4607	5249	4964	0	15	0	0	0	0	189	0	0	0	0	4	1	14	0	0	0	0	0	80	209	10	0	0	4	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	120	"AWI"	120	4794	5372	5118	0	13	0	0	1	0	217	0	0	0	0	8	1	10	0	0	0	1	0	70	190	0	0	0	1	0	0	0	0	0	0	0	8	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	125	"AWI"	125	4984	5490	5274	0	12	0	0	0	0	202	0	0	0	0	3	1	11	0	0	0	0	0	42	237	0	0	0	2	0	0	0	0	0	0	2	4	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	130	"AWI"	130	5165	5588	5429	0	18	0	0	0	0	243	0	0	0	0	4	3	8	0	0	0	0	0	23	211	0	0	0	1	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	135	"AWI"	135	5349	5851	5598	0	20	0	0	0	0	238	0	0	0	0	0	2	6	0	0	0	0	0	2	236	0	0	0	1	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	140	"AWI"	140	5487	6080	5766	0	20	0	2	0	0	219	0	0	0	0	5	2	10	0	0	0	0	0	6	265	0	0	0	1	0	0	0	0	0	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	145	"AWI"	145	5630	6274	5939	0	11	0	1	2	0	226	0	0	0	0	1	0	2	0	0	0	0	0	5	255	0	0	0	1	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	150	"AWI"	150	5772	6473	6114	0	16	0	0	0	0	317	0	0	0	0	1	0	6	0	0	0	0	0	1	180	0	0	0	0	0	0	0	0	0	0	2	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	155	"AWI"	155	5936	6640	6285	0	23	0	0	0	0	242	0	0	0	0	3	2	5	0	0	0	0	0	4	240	0	0	0	0	0	0	0	0	0	0	2	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	160	"AWI"	160	6101	6802	6459	0	52	0	6	1	0	263	0	0	0	0	5	8	3	0	0	0	0	0	1	169	0	0	0	0	0	0	0	0	0	0	0	6	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	165	"AWI"	165	6274	6970	6635	0	47	0	6	2	0	324	0	0	0	0	2	7	10	0	0	1	0	0	1	146	0	0	0	2	0	3	0	0	0	0	0	4	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	170	"AWI"	170	6450	7123	6809	0	32	0	9	1	0	333	0	0	0	0	7	4	45	0	0	0	0	0	1	144	0	1	0	1	0	0	0	0	2	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	175	"AWI"	175	6638	7278	6978	0	20	0	0	1	0	285	0	0	0	0	5	7	18	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	180	"AWI"	180	6832	7414	7150	0	23	0	1	1	0	311	0	0	0	0	10	2	18	0	0	0	1	0	0	161	0	0	0	0	0	0	0	0	0	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	185	"AWI"	185	7037	7548	7322	0	25	1	1	0	0	314	0	6	0	0	13	1	0	0	0	0	0	0	0	161	0	0	0	0	0	4	0	1	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	190	"AWI"	190	7267	7673	7490	0	40	0	1	2	0	303	0	0	0	0	7	1	13	0	0	0	0	0	0	151	0	0	0	0	0	2	0	0	0	0	2	4	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	195	"AWI"	195	7529	7809	7652	0	17	0	7	0	0	269	0	0	0	0	10	0	16	0	0	0	0	0	1	224	0	0	0	0	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	200	"AWI"	200	7656	8036	7816	0	16	0	0	0	0	217	0	0	0	0	6	1	20	0	0	0	0	1	2	268	0	0	0	0	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	205	"AWI"	205	7768	8267	7980	0	36	1	5	1	0	203	0	0	0	0	11	1	27	0	0	0	2	0	2	263	0	0	0	0	0	0	0	0	0	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	210	"AWI"	210	7894	8458	8142	0	33	0	9	1	0	175	0	0	1	0	5	2	29	0	0	0	0	0	2	283	0	0	1	0	0	4	0	0	1	0	0	5	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	215	"AWI"	215	8020	8641	8307	0	31	0	3	0	0	154	0	0	0	0	2	2	33	0	0	0	0	0	0	312	0	0	0	0	0	6	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	220	"AWI"	220	8157	8813	8469	0	24	0	0	0	0	338	0	0	0	0	2	1	23	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	1	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	225	"AWI"	225	8309	8982	8632	0	20	0	1	3	1	206	0	0	0	0	8	4	72	0	0	0	0	0	1	267	0	0	0	0	0	0	0	0	0	0	0	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	230	"AWI"	230	8469	9150	8799	0	12	0	0	1	0	249	0	0	0	0	3	2	65	0	0	0	0	0	0	240	0	1	0	0	0	0	0	0	1	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	235	"AWI"	235	8630	9310	8968	0	6	0	1	0	1	243	1	0	0	0	3	1	105	0	0	0	1	0	0	247	0	0	2	3	0	6	0	0	5	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	240	"AWI"	240	8805	9475	9130	0	0	1	0	1	0	276	0	0	0	0	9	4	147	0	0	0	0	0	0	253	0	0	1	0	0	0	0	0	0	0	0	6	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	245	"AWI"	245	8988	9628	9293	0	2	0	0	0	1	267	0	0	0	0	1	1	54	0	0	0	0	0	1	228	0	0	0	0	0	2	0	0	3	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	250	"AWI"	250	9186	9785	9448	0	1	0	0	1	0	73	0	0	0	0	0	0	40	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	2	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	255	"AWI"	255	9386	9935	9605	0	1	0	0	0	0	136	0	0	0	0	0	0	50	0	0	0	0	0	1	59	0	0	0	0	0	0	1	1	1	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	260	"AWI"	260	9521	10144	9769	0	0	1	0	1	0	88	0	0	0	0	0	0	98	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	265	"AWI"	265	9636	10365	9933	0	0	1	0	0	0	73	0	0	0	0	0	2	90	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	270	"AWI"	270	9758	10577	10098	0	0	0	0	4	0	106	0	0	0	0	0	0	205	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	275	"AWI"	275	9881	10778	10259	0	0	1	2	2	0	88	0	0	0	0	0	0	250	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	280	"AWI"	280	10008	10970	10419	1	0	0	0	2	0	90	0	0	0	0	0	0	426	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	1	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	285	"AWI"	285	10141	11170	10581	0	0	0	0	3	0	22	0	0	0	0	0	0	250	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	290	"AWI"	290	10273	11357	10742	0	0	1	0	0	0	11	0	0	0	0	0	0	163	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0
