"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Juniperus"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3365	4510	"Vasikkasuo"	64.67355	27.8601	0	"AWI"	0	712	1743	1298	0	5	1	0	1	0	144	0	0	0	0	0	0	26	0	0	0	0	0	128	219	0	0	0	1	0	0	0	2	0	0	1	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	5	"AWI"	5	933	1884	1461	0	20	2	1	6	0	157	0	0	0	0	1	0	86	0	0	0	1	0	74	247	0	0	0	0	0	0	0	1	2	0	0	0	1
3365	4510	"Vasikkasuo"	64.67355	27.8601	10	"AWI"	10	1137	2024	1624	0	9	1	0	0	0	164	0	0	0	0	0	0	50	0	0	0	3	0	65	261	138	0	0	0	1	0	1	4	0	2	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	15	"AWI"	15	1353	2151	1787	0	12	0	0	2	0	158	0	0	0	0	0	0	39	0	0	0	0	0	111	219	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	20	"AWI"	20	1567	2276	1949	0	25	0	0	1	0	217	0	0	0	0	1	0	16	0	0	0	0	0	75	192	13	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	25	"AWI"	25	1813	2408	2100	0	32	0	0	2	0	275	0	0	0	1	1	1	5	0	0	0	0	0	68	141	0	0	0	3	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	30	"AWI"	30	2041	2549	2249	0	29	0	0	2	0	259	0	0	0	0	2	1	6	0	0	0	0	0	79	129	0	0	0	3	0	0	0	0	0	0	0	3	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	35	"AWI"	35	2177	2735	2414	0	9	0	0	0	0	188	0	0	0	0	3	1	11	0	0	0	1	0	117	190	0	0	0	2	0	0	0	0	0	0	1	2	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	40	"AWI"	40	2305	2925	2574	0	14	1	0	1	0	152	0	0	0	0	1	1	6	0	0	0	5	0	96	243	0	0	0	0	0	0	0	0	0	0	0	1	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	45	"AWI"	45	2430	3107	2734	0	10	1	0	0	0	150	0	0	0	0	0	0	10	0	0	0	0	0	111	236	0	0	0	1	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	50	"AWI"	50	2566	3279	2895	0	8	0	0	2	0	156	0	0	0	0	2	0	4	0	0	0	1	0	128	225	0	0	0	1	0	0	0	0	1	1	1	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	55	"AWI"	55	2702	3461	3052	0	12	1	0	4	0	153	0	0	0	0	1	0	7	0	0	0	1	0	99	235	0	1	0	1	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	60	"AWI"	60	2845	3628	3211	0	12	1	0	0	0	192	0	0	0	0	1	0	10	0	0	0	1	0	111	181	0	0	0	3	0	0	0	0	0	0	1	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	65	"AWI"	65	2983	3788	3370	0	11	0	0	1	0	171	0	0	0	0	8	1	16	0	0	0	0	0	125	191	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	70	"AWI"	70	3131	3953	3529	0	10	0	0	1	0	185	0	0	0	0	7	2	14	0	0	0	0	0	130	173	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	75	"AWI"	75	3285	4115	3690	0	11	0	0	2	0	192	0	0	0	0	4	3	11	0	0	0	0	0	125	168	0	0	0	0	0	0	0	0	0	0	0	0	0
3365	4510	"Vasikkasuo"	64.67355	27.8601	80	"AWI"	80	3446	4253	3848	0	14	0	0	1	0	201	0	0	0	0	5	0	8	0	0	0	0	0	115	165	0	0	0	3	0	0	0	0	0	0	0	2	0
