"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
3021	3935	"Bláto"	49.04174	15.19097	95	"AWI"	95	2747	8088	5279	0	0	34	0	0	1	1	0	44	0	0	0	0	38	3	0	0	8	1	4	0	0	0	0	0	0	26	18	0	0	0	0	0	8	1	0	0	0	0	0	0	0	9	11	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	100	"AWI"	100	2967	8394	5571	1	0	21	0	0	1	1	0	31	0	0	0	0	51	7	0	5	5	0	1	0	0	0	0	0	0	29	16	0	0	0	0	0	16	1	0	0	1	1	1	0	0	13	15	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	105	"AWI"	105	3281	8541	5865	2	0	14	0	0	0	1	0	18	0	1	0	0	51	2	0	11	4	0	1	0	0	0	0	0	1	52	20	0	0	0	0	0	13	0	0	0	0	0	1	0	1	12	12	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	110	"AWI"	110	3582	8741	6151	1	0	15	0	0	0	1	0	28	0	0	0	0	46	4	0	6	5	0	1	0	0	0	0	0	0	40	24	0	0	0	0	0	14	2	0	0	1	0	0	0	1	10	16	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	115	"AWI"	115	3788	8993	6449	1	0	10	0	0	0	4	0	71	0	0	0	0	34	1	0	5	1	2	2	0	0	0	0	0	0	27	22	0	0	0	0	0	9	1	0	0	1	0	0	0	0	14	9	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	120	"AWI"	120	4070	9219	6716	0	0	13	0	0	0	2	0	63	0	0	0	0	42	3	0	0	2	0	1	0	0	0	0	0	0	22	27	0	0	0	0	0	12	2	0	0	0	1	0	0	0	10	7	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	125	"AWI"	125	4435	9367	7010	0	0	6	0	0	0	3	0	48	0	0	0	0	46	9	0	0	6	0	1	0	0	0	0	0	0	30	37	0	0	0	0	0	5	0	0	1	0	0	0	0	0	11	10	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	130	"AWI"	130	4663	9526	7304	1	0	5	1	0	0	2	0	53	0	0	0	0	24	3	0	0	4	0	2	0	0	0	0	0	1	46	39	0	0	0	0	0	10	0	0	0	0	0	0	0	1	6	9	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	135	"AWI"	135	4901	9754	7586	1	0	14	0	0	0	2	0	43	0	0	0	0	41	3	0	0	2	0	1	0	0	0	0	0	1	42	29	0	0	0	0	0	12	1	0	0	0	0	1	0	0	7	7	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	140	"AWI"	140	5202	9982	7872	0	0	7	0	0	1	2	0	62	0	0	0	0	63	1	0	2	1	0	3	0	0	0	0	0	0	19	16	0	0	0	0	0	11	1	0	0	1	2	0	0	0	10	6	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	145	"AWI"	145	5629	10114	8162	0	1	10	0	0	1	3	0	30	0	0	0	0	39	10	0	2	1	0	2	0	0	0	0	1	0	23	52	0	0	0	0	0	10	0	0	1	0	1	0	0	0	10	21	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	150	"AWI"	150	5944	10289	8478	1	0	9	0	0	0	2	0	46	0	0	0	0	37	12	0	2	2	0	1	0	0	0	0	0	0	21	48	0	0	0	0	1	13	0	0	1	0	1	0	0	1	11	10	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	155	"AWI"	155	6141	10528	8795	1	0	5	0	0	0	1	0	71	0	0	0	0	30	6	0	3	1	0	2	0	0	0	0	0	0	9	49	0	0	0	0	0	12	1	0	0	0	4	0	0	0	7	9	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	160	"AWI"	160	6539	10723	9087	3	0	4	0	0	1	2	0	70	0	0	0	0	32	2	0	0	3	0	0	0	0	0	0	0	0	12	53	0	0	0	0	0	11	0	0	0	0	1	0	0	0	6	4	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	165	"AWI"	165	7053	10821	9384	1	0	10	0	0	0	2	0	59	0	0	0	0	27	6	0	2	1	0	2	0	0	0	0	0	0	13	63	0	0	0	0	1	7	1	0	0	4	2	0	0	1	5	10	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	170	"AWI"	170	7484	10962	9683	1	0	4	0	0	0	2	0	64	0	0	0	0	40	10	0	2	1	0	2	0	0	0	0	0	0	4	70	1	0	0	0	0	3	1	0	1	1	1	0	0	0	4	6	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	175	"AWI"	175	7759	11168	9981	0	0	2	0	0	0	1	0	62	0	0	0	0	53	6	0	0	0	0	1	0	0	0	0	0	0	2	62	0	0	1	0	2	6	0	0	0	1	1	0	0	0	5	6	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	180	"AWI"	180	8341	11309	10244	1	0	2	0	0	0	1	0	78	0	0	0	1	53	2	0	0	1	1	1	0	0	0	0	0	0	3	45	0	0	2	0	1	2	1	0	0	2	1	1	0	0	5	8	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	185	"AWI"	185	9000	11383	10483	1	0	2	0	0	1	2	0	64	0	0	0	0	32	9	0	2	0	0	1	0	0	0	0	0	0	3	82	0	0	1	0	4	3	0	0	0	1	4	1	0	1	3	5	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	190	"AWI"	190	9633	11488	10730	4	0	6	0	0	0	1	0	57	0	0	0	0	33	10	0	2	1	0	0	0	0	0	0	0	0	8	76	0	0	0	1	2	4	2	0	0	0	2	0	0	1	3	6	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	195	"AWI"	195	10068	11653	11010	1	0	5	1	0	0	2	0	78	0	0	0	0	10	11	0	0	1	0	0	0	1	0	0	0	0	2	93	0	0	1	0	0	1	0	0	0	0	2	0	0	1	2	5	4	0	0
3021	3935	"Bláto"	49.04174	15.19097	200	"AWI"	200	10385	11789	11196	1	0	1	0	0	0	4	0	50	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	1	143	0	0	0	0	0	0	1	0	1	0	3	0	0	1	0	1	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	205	"AWI"	205	10628	11868	11340	0	0	6	1	3	0	3	0	60	0	1	0	0	4	32	0	0	0	0	1	0	6	0	0	0	0	1	124	0	0	0	0	0	1	26	0	1	0	3	0	0	2	0	0	1	0	0
3021	3935	"Bláto"	49.04174	15.19097	210	"AWI"	210	10790	11989	11493	3	0	4	6	0	0	13	0	28	0	0	0	3	5	172	0	0	0	0	0	0	12	0	0	0	0	2	141	0	0	1	0	0	1	4	0	0	0	15	0	0	1	0	1	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	215	"AWI"	215	10909	12211	11639	1	0	3	2	0	0	3	0	124	0	0	0	0	3	21	0	0	0	0	0	0	10	0	0	0	0	1	63	0	0	0	2	0	0	1	0	2	0	5	0	0	1	0	0	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	220	"AWI"	220	11065	12311	11754	1	0	1	1	0	0	7	0	72	0	0	0	0	11	34	0	0	1	0	0	0	5	0	1	0	0	3	98	0	0	2	0	1	1	1	0	1	1	9	0	0	1	1	2	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	225	"AWI"	225	11227	12376	11868	2	1	2	2	0	0	9	0	31	0	0	0	0	2	126	0	0	1	0	0	0	11	0	0	0	0	2	155	0	0	0	0	0	1	2	0	1	0	2	0	0	1	0	1	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	230	"AWI"	230	11334	12453	11982	0	0	1	1	0	0	3	0	75	0	0	0	0	2	92	0	0	1	0	0	0	26	0	0	0	0	0	117	0	0	1	0	0	1	1	0	1	0	1	0	0	1	1	1	2	0	0
3021	3935	"Bláto"	49.04174	15.19097	235	"AWI"	235	11438	12594	12091	0	0	2	1	0	0	7	0	30	0	0	0	0	4	222	0	0	0	0	0	0	15	0	0	0	0	2	158	1	0	1	0	0	0	1	0	1	0	3	0	0	2	1	0	7	0	0
3021	3935	"Bláto"	49.04174	15.19097	240	"AWI"	240	11625	12649	12198	1	0	5	1	0	0	5	0	35	0	0	0	0	4	72	0	0	1	0	0	0	20	0	0	0	0	4	145	0	0	0	2	0	0	1	0	0	0	3	0	0	1	0	2	3	0	0
3021	3935	"Bláto"	49.04174	15.19097	245	"AWI"	245	11798	12687	12313	0	0	1	1	0	0	3	0	35	0	1	0	0	2	76	0	0	0	0	0	0	6	0	0	0	0	0	157	0	0	1	2	0	1	1	0	1	0	2	0	0	1	1	1	6	0	0
3021	3935	"Bláto"	49.04174	15.19097	250	"AWI"	250	11902	12753	12440	1	0	6	1	0	0	5	0	36	0	0	0	0	5	54	0	0	1	0	0	0	13	0	0	0	0	3	144	1	0	0	0	0	0	1	0	1	0	2	0	0	2	1	1	10	0	0
3021	3935	"Bláto"	49.04174	15.19097	255	"AWI"	255	11981	12922	12543	1	0	1	1	0	0	3	0	73	0	0	0	0	4	12	0	0	0	0	1	0	16	0	0	0	1	1	113	0	0	0	0	0	0	1	0	1	0	3	0	0	2	1	1	5	0	0
3021	3935	"Bláto"	49.04174	15.19097	260	"AWI"	260	12103	13015	12633	1	0	5	2	0	0	6	0	57	0	0	0	0	6	123	0	0	1	0	0	0	11	0	0	0	0	4	121	1	0	0	0	0	1	2	0	1	0	2	0	0	2	0	2	2	0	0
3021	3935	"Bláto"	49.04174	15.19097	265	"AWI"	265	12212	13103	12723	2	0	2	1	0	0	3	0	42	0	0	0	1	3	117	0	0	1	0	0	0	13	0	0	1	0	4	138	0	0	0	0	0	2	4	0	1	0	4	0	0	3	1	1	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	270	"AWI"	270	12276	13229	12809	1	0	5	1	0	0	6	0	51	0	0	0	0	3	211	0	0	1	0	0	0	7	0	2	2	0	2	130	0	0	1	1	0	3	7	0	5	1	3	0	0	0	1	0	1	0	0
3021	3935	"Bláto"	49.04174	15.19097	275	"AWI"	275	12341	13385	12897	1	0	1	0	0	0	6	0	42	0	0	0	1	0	317	0	0	1	0	0	0	15	0	0	1	0	1	150	0	0	0	0	0	0	3	0	1	0	3	0	0	1	1	0	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	280	"AWI"	280	12430	13510	13001	1	0	2	0	0	0	3	0	46	0	0	0	0	4	236	0	0	0	0	0	0	16	0	0	0	0	0	139	0	0	0	2	0	1	3	0	1	0	7	0	0	2	0	0	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	285	"AWI"	285	12507	13701	13096	0	0	1	0	0	0	5	0	29	9	0	0	1	5	457	0	0	1	0	0	0	9	0	0	0	0	2	151	0	0	0	0	0	0	1	0	6	0	11	0	0	4	0	0	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	290	"AWI"	290	12553	13950	13181	0	0	3	3	0	0	6	0	35	0	0	0	0	4	626	0	0	1	0	0	0	1	0	0	1	0	2	151	0	0	1	0	0	0	1	0	1	0	4	0	0	2	0	0	0	0	0
3021	3935	"Bláto"	49.04174	15.19097	295	"AWI"	295	12604	14236	13267	4	0	8	0	0	0	5	0	40	0	0	0	0	8	161	0	0	5	0	0	0	4	0	0	0	0	21	107	0	0	0	0	1	0	2	0	0	0	2	0	0	1	1	4	0	0	0
