"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	0	"AWI"	0	-101	71	-20	0	13.5977337110482	0	0.0944287063267233	0	0	37.2993389990557	0	0	0.0944287063267233	0	0	0	1.69971671388102	0.661000944287063	0.472143531633617	0	0	0.0944287063267233	0.0944287063267233	0	0.0944287063267233	0	7.17658168083097	34.8441926345609	2.07743153918791	0.0944287063267233	0.188857412653447	0.188857412653447	0	0	0.188857412653447	0.472143531633617	0	0	0.28328611898017	0.188857412653447	0.0944287063267233
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	5	"AWI"	5	60	1142	565	0	11.271676300578	0	0.0963391136801541	0.289017341040462	0	40.2697495183044	0	0	0	0	0	0	1.15606936416185	0.578034682080925	1.34874759152216	0	0	0	0	0.0963391136801541	0	0.0963391136801541	5.10597302504817	38.150289017341	0	0.0963391136801541	0.289017341040462	0	0	0	0.0963391136801541	0.674373795761079	0	0	0.385356454720617	0	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	10	"AWI"	10	788	1470	1147	0	6.23762376237624	0	0.099009900990099	0.297029702970297	0	43.3663366336634	0	0	0	0	0	0	0.099009900990099	0.198019801980198	0.198019801980198	0	0	0	0	0.594059405940594	0	0.198019801980198	8.51485148514852	39.2079207920792	0	0	0.297029702970297	0	0	0	0.099009900990099	0.198019801980198	0	0	0.099009900990099	0.297029702970297	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	15	"AWI"	15	1047	2671	1627	0	7.6320939334638	0	0.489236790606654	0.195694716242661	0	46.0861056751468	0	0	0	0	0	0	0	0.587084148727984	0.782778864970646	0	0	0	0	0.391389432485323	0	0	6.45792563600783	35.3228962818004	0	0.195694716242661	0.391389432485323	0	0	0	0	0.587084148727984	0	0	0.195694716242661	0.587084148727984	0.0978473581213307
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	20	"AWI"	20	1328	3482	2161	0	9.03674280039722	0.099304865938431	0.099304865938431	0.099304865938431	0	47.0705064548163	0	0	0	0	0.099304865938431	0	0	0.695134061569017	0.198609731876862	0	0	0	0	0.595829195630586	0.099304865938431	0	9.83118172790467	30.5858987090367	0	0.099304865938431	0.397219463753724	0	0	0	0	0	0	0	0	0.99304865938431	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	25	"AWI"	25	1655	4078	2727	0	8.5	0.1	0.1	0.1	0	46.9	0	0	0	0	0	0	0	0.5	0.6	0	0	0	0	0.3	0	0	11.8	29.7	0	0.1	0.5	0	0	0	0	0.1	0	0	0.2	0.5	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	30	"AWI"	30	2100	4620	3296	0.0992063492063492	9.72222222222222	0	0.0992063492063492	0	0	52.3809523809524	0	0	0	0	0	0	0	1.68650793650794	0.297619047619048	0	0	0	0	0.297619047619048	0.0992063492063492	0	9.52380952380952	23.015873015873	0	0.0992063492063492	0.396825396825397	0	0	0	0	0.297619047619048	0	0	0.496031746031746	1.48809523809524	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	35	"AWI"	35	2555	5099	3860	0	11.199207135778	0	0.198216055500496	0.0991080277502478	0	53.0227948463826	0	0	0	0	0	0	0	1.48662041625372	0.198216055500496	0	0	0	0	0.0991080277502478	0.0991080277502478	0.0991080277502478	7.13577799801784	23.3894945490585	0	0.0991080277502478	0.495540138751239	0	0	0	0	0.198216055500496	0	0	0.594648166501487	1.58572844400396	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	40	"AWI"	40	3064	5532	4426	0	9.49554896142433	0.0989119683481701	0	0.0989119683481701	0	51.3353115727003	0	0	0	0	0	0	0	1.38476755687438	0.29673590504451	0	0	0	0	0.494559841740851	0.494559841740851	0	6.82492581602374	26.3105835806133	0	0.0989119683481701	0.39564787339268	0	0	0	0	0.0989119683481701	0	0	0.791295746785361	1.78041543026706	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	45	"AWI"	45	3637	5886	4991	0	12.5124131082423	0	0.099304865938431	0.099304865938431	0	57.3982125124131	0	0	0	0	0	0	0	1.39026812313803	0.297914597815293	0	0	0	0	0.099304865938431	0	0	4.07149950347567	19.7616683217478	0	0	0.397219463753724	0	0	0	0	0.099304865938431	0.099304865938431	0	1.48957298907646	2.18470705064548	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	50	"AWI"	50	4405	6189	5567	0	10.1879327398615	0.0989119683481701	0	0.0989119683481701	0	54.5004945598417	0	0	0	0	0	0	0	1.18694362017804	0.19782393669634	0	0	0	0	0.0989119683481701	0.39564787339268	0	5.73689416419387	23.9366963402572	0	0.0989119683481701	0.39564787339268	0	0	0	0	0.19782393669634	0	0	1.38476755687438	1.38476755687438	0.0989119683481701
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	55	"AWI"	55	5509	6448	6060	0	10.4330708661417	0.0984251968503937	0	0.196850393700787	0	54.8228346456693	0	0	0	0	0	0	0	2.36220472440945	0.492125984251969	0	0	0	0	0.0984251968503937	0.196850393700787	0	3.93700787401575	23.3267716535433	0	0.295275590551181	0.590551181102362	0	0	0	0	0.492125984251969	0	0	1.18110236220472	1.47637795275591	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	60	"AWI"	60	5765	6756	6293	0	12.8585558852621	0	0	0	0	54.9950544015826	0	0	0	0	0	0	0	2.76953511374876	0.29673590504451	0	0	0	0	0.19782393669634	0.19782393669634	0	0.791295746785361	21.9584569732938	0	0.29673590504451	0.29673590504451	0	0	0.0989119683481701	0	0.29673590504451	0	0	1.58259149357072	3.16518298714144	0.19782393669634
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	65	"AWI"	65	5999	6996	6539	0	14.3992055610725	0	0	0.099304865938431	0	54.3197616683218	0	0	0	0	0	0	0	2.28401191658391	0.297914597815293	0	0	0	0	0.099304865938431	0	0	0.297914597815293	23.8331678252234	0	0.397219463753724	0.099304865938431	0	0	0	0	0.198609731876862	0	0	0.893743793445879	2.68123138033764	0.099304865938431
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	70	"AWI"	70	6273	7181	6774	0	11.8055555555556	0	0	0	0	56.3492063492063	0	0	0	0	0	0	0.0992063492063492	1.98412698412698	0.198412698412698	0	0	0	0	0.0992063492063492	0.396825396825397	0	0.992063492063492	22.718253968254	0	0.198412698412698	0.198412698412698	0	0	0	0	0.0992063492063492	0	0	1.58730158730159	3.17460317460317	0.0992063492063492
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	75	"AWI"	75	6586	7362	7006	0	13.9742319127849	0	0	0	0	59.2666005946482	0	0	0	0	0	0.0991080277502478	0	2.18037661050545	0.594648166501487	0	0	0	0	0.0991080277502478	0	0	0.0991080277502478	18.9296333002973	0	0.594648166501487	0.495540138751239	0	0	0	0	0.198216055500496	0	0	0.297324083250743	3.17145688800793	0
3177	4133	"Kaarkotinlampi"	61.41513	25.86881	80	"AWI"	80	6742	7566	7161	0	14.4697720515362	0.0991080277502478	0	0	0	59.1674925668979	0	0	0	0	0	0	0.0991080277502478	2.18037661050545	0.495540138751239	0	0	0	0	0.198216055500496	0.0991080277502478	0	0.693756194251734	19.1278493557978	0	0.495540138751239	0.198216055500496	0	0	0	0	0	0	0	0.198216055500496	2.37859266600595	0.0991080277502478
