"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	1	"AWI"	1	-131	32	-43	5	0	7	0	83	0	0	21	0	0	0	0	2	0	0	2	1	0	1	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	2	"AWI"	2	-114	59	-24	0	0	2	0	46	0	0	15	0	0	0	0	1	0	0	3	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	36	3	0	0	3	0	0	0	0	0	0	1	0	1	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	3	"AWI"	3	-103	95	-5	0	0	3	0	69	1	0	25	0	0	0	0	0	0	0	1	0	0	1	0	0	7	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	1	12	0	0	4	0	0	0	0	0	32	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	4	"AWI"	4	-95	135	12	0	0	2	0	43	0	0	25	0	0	1	0	1	0	0	6	0	0	0	0	0	9	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	6	0	0	1	0	0	0	0	0	27	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	5	"AWI"	5	-87	178	29	0	1	1	0	49	0	0	14	0	1	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	6	"AWI"	6	-64	187	50	0	0	2	1	91	0	0	23	0	0	0	0	1	0	0	2	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	28	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	7	"AWI"	7	-46	197	71	0	0	1	3	54	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	18	0	0	1	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	8	"AWI"	8	-32	214	93	0	0	1	4	42	0	0	20	0	0	0	0	2	0	0	2	1	0	1	0	0	3	0	0	13	0	0	0	1	2	0	0	0	1	0	0	0	5	5	0	0	2	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	9	"AWI"	9	-21	232	113	0	0	4	1	48	0	0	29	0	0	0	0	1	1	0	6	0	0	1	0	0	3	0	0	5	1	0	0	3	5	0	0	0	1	0	0	0	2	17	1	1	3	0	0	0	0	0	22	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	10	"AWI"	10	-12	257	133	0	0	1	1	11	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
