"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	11	"AWI"	11	27	272	163	0	0	2	2	43	0	0	8	0	0	1	0	1	0	17	8	0	0	2	0	0	1	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	25	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	12	"AWI"	12	53	301	195	1	0	7	1	41	0	1	25	0	1	1	0	1	0	0	1	0	0	1	0	0	12	0	0	0	1	0	0	1	2	0	0	0	1	1	0	2	2	0	0	0	1	0	0	0	0	1	27	2	0	0	0	0	0	0	0	0	0	3	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	13	"AWI"	13	74	358	225	0	0	8	3	39	0	0	27	0	1	1	0	1	0	0	2	0	0	1	0	0	4	0	0	7	0	0	0	0	3	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	1	26	4	0	0	0	0	0	0	0	0	2	0	1	1	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	14	"AWI"	14	91	395	256	0	0	12	4	52	0	0	50	0	0	1	0	0	0	0	1	0	1	1	0	0	30	0	1	0	2	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	18	1	34	3	1	0	6	0	0	0	0	1	0	1	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	15	"AWI"	15	104	448	282	1	0	11	1	55	0	1	47	0	0	1	1	1	1	23	2	0	0	1	1	0	28	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	32	5	0	0	0	2	0	1	0	1	0	2	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	16	"AWI"	16	149	576	353	0	0	3	2	62	0	0	24	0	0	1	0	3	0	0	6	0	1	0	0	0	9	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	17	"AWI"	17	180	767	415	0	0	4	2	55	0	1	21	0	1	0	0	0	0	0	3	0	0	1	0	0	6	0	0	0	0	1	0	1	2	1	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	18	"AWI"	18	203	974	478	1	0	4	3	41	0	1	27	0	0	1	1	1	1	0	3	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	19	"AWI"	19	227	1202	538	1	0	8	2	53	0	1	41	0	0	1	1	1	0	0	1	0	0	0	0	0	17	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	3	0	1	0	0	0	0	0	0	1	15	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	20	"AWI"	20	246	1418	603	1	0	16	1	107	0	1	89	0	0	5	1	0	0	0	1	0	0	0	0	0	13	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	21	"AWI"	21	315	1490	694	0	0	7	1	78	0	1	64	0	0	1	1	2	0	0	1	0	0	1	0	0	11	0	0	0	1	2	0	1	0	0	0	0	0	1	0	3	2	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	22	"AWI"	22	358	1570	782	1	0	30	1	86	0	2	59	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	38	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	23	"AWI"	23	393	1687	868	1	0	20	1	76	0	0	87	0	0	1	0	0	0	0	0	0	1	1	0	0	31	0	0	0	1	0	0	1	0	0	0	0	1	0	0	3	3	0	0	0	1	0	0	0	0	0	44	5	0	0	3	0	0	0	0	0	0	1	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	24	"AWI"	24	421	1836	949	1	0	19	0	77	0	1	72	0	0	0	0	0	0	0	0	0	0	0	1	0	36	0	0	0	1	0	0	0	0	0	0	0	0	2	0	12	0	52	0	0	0	1	0	0	0	0	46	0	0	0	0	1	0	0	0	1	0	6	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	25	"AWI"	25	450	2005	1028	0	1	8	0	41	0	0	81	0	0	1	0	0	0	0	0	0	0	1	0	0	38	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	1	26	4	0	0	0	1	0	1	0	0	0	5	1	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	26	"AWI"	26	526	2055	1114	0	1	9	0	58	0	1	113	0	0	1	0	0	0	0	0	0	0	0	0	0	48	0	0	0	1	0	0	0	0	0	0	0	1	0	0	10	1	0	0	0	0	1	0	0	0	0	38	0	1	0	0	1	0	2	0	0	0	17	3	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	27	"AWI"	27	583	2121	1205	0	0	3	0	69	0	1	102	0	0	1	0	0	0	0	0	0	0	1	0	0	49	0	0	0	0	0	1	0	0	0	0	0	1	0	1	16	0	0	0	0	0	0	0	0	0	0	37	0	2	0	0	4	0	2	0	0	0	18	4	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	28	"AWI"	28	623	2197	1294	0	0	1	0	28	1	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	1	0	0	0	0	0	0	1	0	0	9	0	0	1	0	0	0	0	0	0	0	47	0	2	0	0	0	0	1	0	0	0	8	4	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	29	"AWI"	29	658	2279	1387	0	1	2	0	39	0	1	74	0	0	1	0	0	0	0	0	0	0	1	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	54	3	1	0	0	0	0	0	0	0	0	10	3	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	30	"AWI"	30	691	2390	1471	0	1	2	2	31	0	1	45	0	0	1	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	1	1	1	0	1	9	0	0	0	0	1	0	2	0	0	0	35	2	0	0	2	1	0	0	0	1	0	4	4	0	0	1
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	31	"AWI"	31	796	2446	1553	0	1	4	0	23	1	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	1	0	0	0	1	55	4	1	0	0	1	0	0	0	0	0	1	3	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	32	"AWI"	32	860	2502	1638	0	0	1	0	12	0	0	65	0	0	0	0	0	0	0	0	0	0	0	1	0	89	0	0	0	0	1	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	1	49	6	0	0	0	2	0	0	0	1	0	0	4	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	33	"AWI"	33	922	2574	1727	0	0	0	0	6	1	1	74	0	0	1	0	0	0	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	1	1	1	0	1	8	1	0	0	0	0	0	0	0	0	1	34	0	0	0	0	1	0	0	1	1	0	0	4	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	34	"AWI"	34	981	2678	1811	0	0	1	0	18	1	1	89	0	0	4	0	0	0	0	0	0	0	1	0	0	160	0	0	0	2	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	65	12	0	0	0	1	0	1	1	1	0	1	4	0	1	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	35	"AWI"	35	1026	2778	1899	0	0	1	0	6	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	41	17	0	0	0	0	0	1	0	0	0	0	2	0	1	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	36	"AWI"	36	1134	2826	1979	0	0	0	0	2	0	1	92	0	0	3	0	0	0	0	0	0	0	0	1	0	116	0	0	0	1	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	36	0	0	0	0	4	0	0	1	0	0	0	3	0	1	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	37	"AWI"	37	1211	2877	2064	0	0	3	0	21	0	10	56	0	0	5	0	0	0	0	0	0	0	0	0	0	56	0	0	0	3	0	0	0	0	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	27	7	0	0	0	1	0	1	0	0	0	0	1	0	0	0
