"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26022	45103	"Nisi Fen"	40.81667	21.91667	1020	"AWI"	1020	8855	10120	9531	4.20711974110032	1.61812297734628	0.323624595469256	1.29449838187702	0.647249190938511	0	0.323624595469256	0	0	0	2.58899676375405	0	6.47249190938511	0	0	0	2.26537216828479	0	8.09061488673139	0	0	0.323624595469256	0	48.5436893203884	0.647249190938511	0	0	0	0.323624595469256	19.0938511326861	0.323624595469256	0	0	0	0	0.970873786407767	0	0.647249190938511	0.970873786407767	0	0.323624595469256
26022	45103	"Nisi Fen"	40.81667	21.91667	1040	"AWI"	1040	9303	10420	9909	5.39419087136929	0.829875518672199	0	2.0746887966805	1.6597510373444	0	0.4149377593361	0	0	0	5.39419087136929	0	9.12863070539419	0	0	0	5.39419087136929	0	11.6182572614108	0	0.4149377593361	0.4149377593361	0	26.9709543568465	2.0746887966805	0	0	0	0	22.8215767634855	0.4149377593361	0	0	0	0	1.6597510373444	0	0.829875518672199	1.6597510373444	0	0.829875518672199
26022	45103	"Nisi Fen"	40.81667	21.91667	1060	"AWI"	1060	9774	10705	10281	6.36363636363636	0.909090909090909	0	1.81818181818182	1.81818181818182	0	0	0	0	0	7.27272727272727	0	8.18181818181818	0	0	0	2.72727272727273	0	7.27272727272727	0	0	0	0	26.3636363636364	0	0	0	0	0	32.7272727272727	0	0	0	0	0	0.909090909090909	0	3.63636363636364	0	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1080	"AWI"	1080	10264	10994	10650	0	1.58102766798419	0.790513833992095	0.395256916996047	3.16205533596838	0	5.13833992094862	0	0	0	0.395256916996047	0.395256916996047	13.0434782608696	0	0	0	0	0	0	0	0.395256916996047	0	1.18577075098814	22.9249011857708	0.395256916996047	0	0	0	0	43.0830039525692	0.790513833992095	0	0	2.37154150197628	0	0	0.395256916996047	1.18577075098814	1.97628458498024	0	0.395256916996047
26022	45103	"Nisi Fen"	40.81667	21.91667	1100	"AWI"	1100	10676	11337	10995	2.53164556962025	2.10970464135021	3.37552742616034	1.26582278481013	2.9535864978903	0	2.53164556962025	0	0.421940928270042	0	0.421940928270042	0	13.9240506329114	0	0	0	0	0	0.421940928270042	0	0	0	0	28.6919831223629	0	0	0	0	0	35.4430379746835	0	0	0	2.9535864978903	0	0.421940928270042	0.421940928270042	0.421940928270042	1.68776371308017	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1120	"AWI"	1120	10955	11742	11329	3.690036900369	0.3690036900369	3.690036900369	0.3690036900369	4.7970479704797	0	2.5830258302583	0	0	0	2.9520295202952	0	19.5571955719557	0	0	0	0	0	1.1070110701107	1.4760147601476	0	0	3.690036900369	21.4022140221402	0.738007380073801	0	0.3690036900369	0	0	30.6273062730627	0	0	0	0.738007380073801	0	0.738007380073801	0	0.3690036900369	0.738007380073801	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1140	"AWI"	1140	11249	12099	11656	0	0.65359477124183	2.61437908496732	0.65359477124183	5.88235294117647	0	1.96078431372549	0	0.65359477124183	0	0.65359477124183	0	30.718954248366	0	0	0	0	0	0	1.30718954248366	0	0.65359477124183	0	15.0326797385621	0	0	0	0	0	33.3333333333333	0	0	0	5.88235294117647	0	0	0	0	0	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1160	"AWI"	1160	11553	12461	11990	0	0	21.7948717948718	0.641025641025641	31.4102564102564	0	1.92307692307692	0.641025641025641	0.641025641025641	0	0	0	16.6666666666667	0	0	0	0	0	0.641025641025641	0	0	0	0	10.8974358974359	0	0	0	0	0	12.1794871794872	0	0	0	1.92307692307692	0	0.641025641025641	0	0	0	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1180	"AWI"	1180	11869	12782	12319	0.50761421319797	2.03045685279188	13.7055837563452	0.50761421319797	37.0558375634518	0	2.03045685279188	2.03045685279188	2.03045685279188	0.50761421319797	0.50761421319797	0	17.258883248731	0	0	0	0	0	1.01522842639594	0	0	0	0	7.10659898477157	0	0	0	0	0	10.6598984771574	0	0	0	1.52284263959391	0	0	0.50761421319797	0.50761421319797	0.50761421319797	0	0
26022	45103	"Nisi Fen"	40.81667	21.91667	1200	"AWI"	1200	12187	13109	12648	0.325732899022801	0.325732899022801	5.21172638436482	0.651465798045603	18.5667752442997	0	0.977198697068404	0	0	0.325732899022801	0	0.325732899022801	0	0	1.62866449511401	0	0	0	1.62866449511401	0	0	0	0	5.21172638436482	0	0	0	59.6091205211726	0	3.58306188925081	0	0	0	0.977198697068404	0	0.325732899022801	0	0	0.325732899022801	0	0
