"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14040	21790	"Holtjärnen"	60.651794	14.926326	728	"AWI"	728	785	1370	1028	2	69	0	0	0	0	8	0	357	0	0	0	0	0	0	5	2	0	0	0	3	0	8	0	0	0	0	0	9	220	786	0	0	3	1	19	0	0	0	0	0	0	0	0	0	0	3	1
14040	21790	"Holtjärnen"	60.651794	14.926326	732	"AWI"	732	881	1540	1167	0	60	0	1	0	0	0	0	278	0	0	0	0	0	0	4	3	0	0	0	0	0	2	0	3	0	0	1	7	184	637	0	0	10	0	8	0	0	0	0	0	2	0	0	0	3	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	736	"AWI"	736	987	1679	1308	0	78	0	0	0	0	2	0	319	0	0	2	0	0	0	9	8	0	0	0	0	0	1	0	1	0	0	0	5	261	891	0	0	23	0	17	0	1	0	0	3	10	0	0	0	0	3	0
14040	21790	"Holtjärnen"	60.651794	14.926326	740	"AWI"	740	1102	1819	1451	0	41	0	0	0	0	2	0	293	0	0	0	0	0	0	16	6	0	0	0	0	0	2	0	2	0	0	0	3	242	786	0	0	23	0	29	0	0	0	0	0	1	0	0	0	1	2	1
14040	21790	"Holtjärnen"	60.651794	14.926326	744	"AWI"	744	1232	1934	1598	0	48	0	0	0	0	1	0	520	0	0	0	0	0	0	16	7	0	0	0	0	0	2	0	0	0	0	0	1	107	0	0	0	17	0	22	0	0	0	0	1	3	0	0	0	2	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	746	"AWI"	746	1340	1972	1669	0	64	0	1	0	0	1	0	323	0	0	0	0	0	0	12	7	0	0	0	1	1	3	1	4	0	0	0	7	119	476	0	0	22	0	23	0	0	0	0	0	9	0	1	1	0	0	0
14040	21790	"Holtjärnen"	60.651794	14.926326	748	"AWI"	748	1404	2026	1738	0	43	0	0	0	0	2	0	270	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	0	0	0	2	210	589	0	0	11	0	20	0	0	0	0	2	6	0	0	1	2	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	749.5	"AWI"	749.5	1476	2063.5	1789	1	61	0	0	0	0	1	0	350	0	0	0	0	0	0	9	3	0	0	0	1	0	6	0	6	0	0	1	4	133	591	0	0	0	0	14	0	0	0	0	0	1	0	2	0	0	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	752	"AWI"	752	1600	2120	1872	0	52	1	0	0	0	1	0	362	0	0	0	0	0	0	11	11	0	0	0	1	0	1	0	0	0	0	0	2	130	570	0	0	3	0	18	0	0	0	0	0	3	0	0	0	0	6	0
14040	21790	"Holtjärnen"	60.651794	14.926326	754	"AWI"	754	1711	2192	1937	0	74	0	0	0	0	1	0	405	0	0	0	0	0	0	8	7	0	0	0	2	0	1	2	6	0	0	0	3	128	778	0	0	28	0	18	0	0	0	0	0	6	0	1	0	3	3	0
14040	21790	"Holtjärnen"	60.651794	14.926326	756	"AWI"	756	1853	2259	2007	0	31	0	0	0	0	2	0	344	0	0	0	0	0	0	8	3	0	0	0	1	0	0	0	1	0	0	0	3	125	712	0	0	40	0	15	0	0	0	0	0	3	0	0	0	1	1	1
14040	21790	"Holtjärnen"	60.651794	14.926326	758	"AWI"	758	1919	2339	2086	0	54	0	0	0	0	0	0	402	0	0	0	0	0	0	12	1	0	0	0	0	0	4	0	1	0	0	0	1	93	711	0	0	3	0	16	0	0	0	0	0	1	0	0	0	3	2	0
14040	21790	"Holtjärnen"	60.651794	14.926326	760	"AWI"	760	1986	2471	2185	0	150	1	0	0	0	0	0	547	0	0	0	0	0	0	54	0	0	0	0	3	0	0	1	0	0	0	0	0	39	578	0	0	3	0	27	0	0	0	0	1	1	0	1	0	3	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	762	"AWI"	762	2020	2715	2279	1	77	1	0	0	0	0	0	631	0	0	0	0	0	0	15	4	0	0	0	0	1	2	1	8	0	0	0	0	8	657	0	0	28	0	30	0	0	0	0	2	5	0	3	0	9	4	2
14040	21790	"Holtjärnen"	60.651794	14.926326	764	"AWI"	764	2105	2808	2386	0	57	0	0	0	0	4	0	551	0	0	0	0	0	0	16	6	0	0	0	0	0	3	0	1	0	0	0	0	15	541	0	0	6	0	30	0	0	0	0	0	4	0	1	1	3	4	0
14040	21790	"Holtjärnen"	60.651794	14.926326	766	"AWI"	766	2153	2924	2498	2	75	0	2	0	0	3	0	415	0	0	1	0	0	0	47	1	0	0	0	1	0	2	3	4	0	0	0	0	9	679	0	0	46	0	28	0	1	0	0	0	10	0	0	0	8	3	0
14040	21790	"Holtjärnen"	60.651794	14.926326	768	"AWI"	768	2238	3021	2601	0	49	0	0	0	0	0	0	399	0	0	0	0	0	0	25	5	0	0	0	1	0	2	0	3	0	0	0	0	4	549	0	0	0	0	40	0	0	0	0	0	3	0	0	0	3	7	0
14040	21790	"Holtjärnen"	60.651794	14.926326	770	"AWI"	770	2313	3087	2710	0	88	0	0	0	0	1	0	537	0	0	0	0	0	0	27	2	0	0	0	1	1	2	0	11	0	0	0	0	3	1044	0	0	31	0	19	0	0	0	0	0	3	0	1	0	3	7	1
14040	21790	"Holtjärnen"	60.651794	14.926326	772	"AWI"	772	2400	3171	2816	0	76	0	0	0	0	0	0	417	0	0	0	0	0	0	19	4	0	0	0	0	0	2	1	3	0	0	0	2	4	993	0	0	18	0	18	0	0	0	0	0	3	0	1	0	9	3	0
14040	21790	"Holtjärnen"	60.651794	14.926326	774	"AWI"	774	2543	3217	2925	0	48	0	0	0	0	0	0	413	0	0	1	0	0	0	13	2	0	0	0	0	0	7	1	8	0	0	0	1	0	664	0	0	27	0	25	0	0	0	0	1	8	0	0	0	3	5	1
14040	21790	"Holtjärnen"	60.651794	14.926326	776	"AWI"	776	2628	3299	3037	0	103	0	0	0	0	2	0	672	0	0	0	0	0	0	21	2	0	0	0	1	0	4	9	3	0	0	1	3	5	0	0	0	19	0	42	0	1	0	0	0	5	0	2	0	5	4	0
14040	21790	"Holtjärnen"	60.651794	14.926326	778	"AWI"	778	2867	3328	3126	0	107	1	0	0	0	0	0	607	0	0	0	0	0	0	59	4	0	0	0	1	0	4	3	3	0	0	0	2	3	921	0	0	16	0	48	0	0	0	0	0	1	0	0	0	11	9	1
14040	21790	"Holtjärnen"	60.651794	14.926326	780	"AWI"	780	3027	3383	3225	0	70	0	0	0	0	1	0	614	0	0	0	0	0	0	20	6	0	0	0	1	0	1	0	0	0	0	0	1	1	670	0	0	7	0	46	0	0	0	0	0	2	0	0	0	8	7	0
14040	21790	"Holtjärnen"	60.651794	14.926326	782	"AWI"	782	3150	3474	3333	0	66	0	0	0	0	2	0	524	0	0	0	0	0	0	15	3	0	0	0	0	0	3	0	5	0	0	0	1	1	0	0	0	18	0	19	0	1	0	0	0	4	0	1	0	2	2	0
14040	21790	"Holtjärnen"	60.651794	14.926326	784	"AWI"	784	3222	3728	3427	1	60	0	0	0	0	1	0	523	0	0	0	0	0	0	30	4	0	0	0	0	0	5	0	0	0	0	0	1	0	526	0	0	26	0	37	0	0	0	0	0	3	0	2	0	12	7	0
14040	21790	"Holtjärnen"	60.651794	14.926326	786	"AWI"	786	3285	3917	3520	0	80	0	0	0	0	2	0	524	0	0	1	0	0	0	19	5	0	0	0	1	0	0	2	16	0	0	0	2	1	0	0	0	35	0	36	0	0	0	0	0	0	0	1	0	11	5	0
14040	21790	"Holtjärnen"	60.651794	14.926326	788	"AWI"	788	3333	4043	3618	0	93	0	0	0	0	0	0	471	0	0	0	0	0	0	22	4	0	0	0	1	0	10	0	1	0	0	0	2	0	639	0	0	24	0	40	0	0	0	0	0	0	0	0	0	14	9	0
14040	21790	"Holtjärnen"	60.651794	14.926326	790	"AWI"	790	3381	4194	3707	0	71	0	0	0	0	2	0	469	0	0	0	0	0	0	22	6	0	0	0	0	0	5	1	3	0	0	0	1	0	633	0	0	32	0	28	0	0	0	0	0	2	0	1	0	15	4	0
14040	21790	"Holtjärnen"	60.651794	14.926326	792	"AWI"	792	3455	4285	3811	1	48	2	0	0	0	1	0	764	0	1	0	0	0	0	8	7	0	0	0	0	0	8	1	3	0	0	0	0	1	649	0	0	20	0	39	0	0	0	0	0	0	0	0	0	18	1	0
14040	21790	"Holtjärnen"	60.651794	14.926326	794	"AWI"	794	3499	4421	3908	0	79	0	1	0	0	0	0	665	0	0	0	0	0	0	32	5	0	0	0	0	0	6	0	8	0	0	0	1	0	0	0	0	39	0	22	0	0	0	0	1	2	0	2	0	14	3	0
14040	21790	"Holtjärnen"	60.651794	14.926326	796	"AWI"	796	3595	4504	4011	0	78	2	0	0	0	0	0	548	0	0	0	0	0	0	33	4	0	0	0	0	0	8	3	1	0	0	1	1	2	639	0	0	44	0	31	0	0	0	0	0	3	0	4	0	19	11	0
14040	21790	"Holtjärnen"	60.651794	14.926326	798	"AWI"	798	3670	4603	4108	0	90	0	0	0	0	1	0	597	0	0	0	0	0	0	45	6	0	0	0	0	0	6	0	3	0	0	0	0	1	0	0	0	77	0	33	0	0	0	0	1	6	0	3	0	22	7	0
14040	21790	"Holtjärnen"	60.651794	14.926326	800	"AWI"	800	3766	4693	4205	0	74	0	0	0	0	0	0	539	0	0	0	0	0	0	30	4	0	0	0	0	0	4	0	0	0	0	0	0	0	434	0	0	26	0	35	0	1	0	0	1	4	0	5	0	36	13	0
14040	21790	"Holtjärnen"	60.651794	14.926326	802	"AWI"	802	3843	4776	4308	0	77	0	0	0	0	0	0	460	0	0	0	0	0	0	30	2	0	0	0	0	0	6	0	11	0	0	0	0	1	733	0	0	65	0	23	0	0	0	0	1	3	0	1	0	13	2	0
14040	21790	"Holtjärnen"	60.651794	14.926326	804.5	"AWI"	804.5	3968.5	4882.5	4435	1	98	0	0	0	0	1	0	486	0	0	1	0	0	0	31	5	0	0	0	1	0	2	0	1	0	0	0	0	1	555	0	0	35	0	32	0	0	0	0	0	0	0	0	0	13	13	0
14040	21790	"Holtjärnen"	60.651794	14.926326	806	"AWI"	806	4053	4935	4513	0	55	0	0	0	0	1	0	371	0	0	1	0	0	0	20	2	0	0	0	0	0	6	0	7	0	0	0	0	0	532	0	0	29	0	28	0	0	0	0	0	1	0	1	0	8	4	0
14040	21790	"Holtjärnen"	60.651794	14.926326	808	"AWI"	808	4131	5021	4620	0	68	0	0	0	0	0	0	481	0	0	0	0	0	0	32	3	0	0	0	0	0	3	3	0	0	0	0	2	2	636	0	0	5	0	22	0	1	0	0	2	4	0	0	0	32	7	0
14040	21790	"Holtjärnen"	60.651794	14.926326	810	"AWI"	810	4296	5067	4719	1	98	0	0	0	0	0	0	727	0	0	1	0	0	0	28	7	0	0	0	0	2	5	0	4	0	0	0	0	0	737	0	0	47	0	32	0	0	0	0	1	7	0	1	0	23	18	0
14040	21790	"Holtjärnen"	60.651794	14.926326	812	"AWI"	812	4374	5149	4827	0	76	0	0	0	0	0	0	496	0	0	0	0	0	0	37	3	0	0	0	0	0	8	0	0	0	0	0	0	1	689	0	0	18	0	23	0	0	0	0	0	4	0	1	0	28	13	0
14040	21790	"Holtjärnen"	60.651794	14.926326	814	"AWI"	814	4590	5189	4913	0	131	0	0	0	0	0	0	678	0	0	1	0	0	0	44	6	0	0	0	0	1	5	0	11	0	0	2	0	1	602	0	0	33	0	33	0	0	0	0	0	5	0	0	0	35	12	1
14040	21790	"Holtjärnen"	60.651794	14.926326	816	"AWI"	816	4777	5231	5004	0	98	1	0	0	0	2	0	759	0	0	0	0	0	0	36	4	0	0	0	0	0	8	0	2	0	0	0	0	4	532	0	0	21	0	32	0	1	0	0	0	0	0	1	0	33	15	0
14040	21790	"Holtjärnen"	60.651794	14.926326	818	"AWI"	818	4900	5322	5107	0	67	1	0	0	0	0	0	505	0	0	0	0	0	0	37	8	0	0	0	0	0	3	0	6	0	0	0	1	0	558	0	0	31	0	25	0	1	0	0	1	3	0	3	1	31	9	0
14040	21790	"Holtjärnen"	60.651794	14.926326	820	"AWI"	820	4955	5551	5221	0	78	1	1	0	0	0	0	557	0	0	0	0	0	0	26	3	0	0	0	0	0	6	2	6	0	1	0	0	0	445	0	0	19	0	22	0	1	0	0	0	3	0	2	0	23	12	0
14040	21790	"Holtjärnen"	60.651794	14.926326	822	"AWI"	822	5011	5779	5321	0	100	0	0	0	0	1	0	617	0	0	0	0	0	0	27	2	0	0	0	0	0	10	2	5	0	0	0	0	0	575	0	0	73	0	15	0	0	0	0	0	4	0	0	0	28	10	1
14040	21790	"Holtjärnen"	60.651794	14.926326	824.5	"AWI"	824.5	5086	5951.5	5464	0	89	0	1	0	0	1	0	594	0	0	0	0	0	0	20	6	0	0	0	0	1	5	0	1	0	0	0	0	0	767	0	0	35	0	25	0	0	0	0	2	2	0	0	0	17	9	0
14040	21790	"Holtjärnen"	60.651794	14.926326	826	"AWI"	826	5122	6116	5544	0	75	0	0	0	1	1	0	525	0	0	1	0	0	0	38	1	0	0	0	0	0	4	0	2	0	0	0	0	0	504	0	0	33	0	12	0	0	0	0	0	2	0	0	0	32	5	0
14040	21790	"Holtjärnen"	60.651794	14.926326	828	"AWI"	828	5222	6216	5663	0	147	0	1	0	0	0	0	542	0	0	0	0	0	0	49	9	0	0	0	0	1	8	0	2	0	0	0	0	0	462	0	0	58	0	16	0	0	0	0	0	5	0	0	0	22	18	0
14040	21790	"Holtjärnen"	60.651794	14.926326	830	"AWI"	830	5270	6353	5782	0	96	0	0	0	0	0	0	709	0	0	0	1	0	0	48	10	0	0	0	0	0	12	0	2	1	0	0	0	1	0	0	0	37	0	18	0	1	0	0	0	3	0	0	0	28	17	0
14040	21790	"Holtjärnen"	60.651794	14.926326	832	"AWI"	832	5387	6461	5895	0	102	0	0	0	0	1	0	738	0	0	3	0	0	0	39	5	0	0	0	0	0	2	0	0	0	0	0	0	1	517	0	0	29	0	16	0	0	0	0	0	5	0	1	0	20	19	0
14040	21790	"Holtjärnen"	60.651794	14.926326	834	"AWI"	834	5475	6576	6014	0	115	1	0	0	0	1	0	531	0	0	0	0	0	0	45	5	0	0	0	0	0	5	1	5	0	0	0	0	0	0	0	0	52	0	14	0	0	0	0	0	5	0	2	0	18	14	0
14040	21790	"Holtjärnen"	60.651794	14.926326	836	"AWI"	836	5584	6693	6126	0	168	0	0	0	0	0	0	662	0	0	0	0	0	0	78	1	0	0	0	0	0	10	2	0	0	0	0	0	1	644	0	0	31	0	14	0	0	0	1	4	2	0	1	0	38	33	0
14040	21790	"Holtjärnen"	60.651794	14.926326	838	"AWI"	838	5680	6768	6248	0	76	0	0	0	0	0	0	650	0	0	1	0	0	0	24	5	0	0	0	0	0	9	1	1	0	0	0	0	0	555	0	0	44	0	6	0	0	0	0	0	9	0	0	0	29	10	0
14040	21790	"Holtjärnen"	60.651794	14.926326	840	"AWI"	840	5778	6880	6365	0	87	0	0	0	0	1	0	601	0	0	1	0	0	0	54	6	0	0	0	0	0	5	0	0	0	0	0	0	0	433	0	0	42	0	18	0	0	0	0	1	6	0	1	1	22	16	0
14040	21790	"Holtjärnen"	60.651794	14.926326	842	"AWI"	842	5919	6937	6483	0	92	1	0	0	0	1	0	611	0	0	1	0	0	0	53	1	0	0	0	0	0	5	0	5	0	0	0	0	0	443	0	0	80	0	11	0	0	0	0	0	12	0	0	0	20	18	0
14040	21790	"Holtjärnen"	60.651794	14.926326	844	"AWI"	844	6024	7028	6608	0	135	0	0	0	0	0	0	514	0	0	1	0	0	0	56	5	0	0	0	0	1	1	0	0	0	0	0	0	0	549	0	0	21	0	10	0	1	0	0	0	5	0	3	0	14	17	0
14040	21790	"Holtjärnen"	60.651794	14.926326	846	"AWI"	846	6209	7085	6714	0	118	0	0	0	0	0	0	582	1	0	1	0	0	0	61	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	22	0	8	0	1	0	0	1	6	0	1	0	17	27	0
14040	21790	"Holtjärnen"	60.651794	14.926326	848	"AWI"	848	6334	7154	6833	0	89	0	0	1	0	0	0	556	0	0	2	0	0	0	44	7	0	0	0	2	0	2	0	2	0	0	0	0	0	622	0	0	24	0	19	0	0	0	0	1	9	0	4	0	10	26	0
14040	21790	"Holtjärnen"	60.651794	14.926326	850	"AWI"	850	6523	7218	6938	0	111	0	0	0	0	0	0	778	0	0	0	0	0	0	98	6	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	130	0	3	0	0	0	0	0	6	0	1	0	18	48	0
14040	21790	"Holtjärnen"	60.651794	14.926326	852.5	"AWI"	852.5	6738	7289.5	7076	0	114	0	0	0	0	0	0	527	0	0	0	0	0	0	79	5	0	0	0	0	0	3	1	0	0	0	0	0	0	561	0	0	70	0	11	0	1	0	0	1	6	0	0	0	10	23	0
14040	21790	"Holtjärnen"	60.651794	14.926326	854	"AWI"	854	6857	7343	7151	0	147	0	0	0	0	0	0	753	0	0	0	0	0	0	93	4	0	0	0	0	0	7	0	1	0	0	0	0	0	525	0	0	60	0	10	0	0	0	0	0	5	0	2	0	9	35	0
14040	21790	"Holtjärnen"	60.651794	14.926326	856	"AWI"	856	6995	7427	7242	0	87	0	0	0	0	0	0	540	0	0	1	0	0	0	77	7	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	50	0	15	0	0	0	0	0	7	0	0	1	2	33	0
14040	21790	"Holtjärnen"	60.651794	14.926326	858	"AWI"	858	7056	7618	7325	0	134	0	0	0	0	0	0	606	0	0	1	0	0	0	97	7	0	0	0	0	0	4	0	0	0	0	0	0	0	579	0	0	65	0	14	0	0	0	0	0	6	0	1	0	1	22	0
14040	21790	"Holtjärnen"	60.651794	14.926326	860	"AWI"	860	7110	7722	7403	0	166	0	0	0	0	0	0	575	0	0	0	0	0	0	126	8	0	0	0	0	0	6	1	0	0	0	0	0	0	451	0	0	21	0	14	0	0	0	1	1	4	0	0	0	4	30	0
14040	21790	"Holtjärnen"	60.651794	14.926326	862	"AWI"	862	7149	7897	7476	0	159	1	0	0	0	1	0	700	0	0	0	0	0	0	101	6	0	0	0	0	0	9	2	0	0	0	0	0	0	634	0	0	71	0	5	0	0	0	0	1	6	0	1	0	1	36	0
14040	21790	"Holtjärnen"	60.651794	14.926326	864	"AWI"	864	7218	7994	7556	0	123	0	0	0	0	1	0	508	0	0	5	0	0	0	99	5	0	0	0	0	0	7	1	0	0	0	0	0	1	403	0	0	55	0	14	0	0	0	0	1	3	0	2	0	2	40	0
14040	21790	"Holtjärnen"	60.651794	14.926326	866	"AWI"	866	7266	8111	7634	0	98	0	0	0	0	0	0	451	0	0	0	0	0	0	93	0	0	0	0	0	0	3	3	1	0	0	0	0	0	373	0	0	7	0	8	0	0	0	0	0	1	0	0	0	0	16	0
14040	21790	"Holtjärnen"	60.651794	14.926326	868	"AWI"	868	7334	8208	7710	0	155	0	0	0	0	0	0	595	0	0	1	0	0	0	108	5	0	0	0	0	0	3	1	0	0	0	1	0	1	588	0	0	34	0	6	0	1	0	0	0	8	0	1	0	3	31	1
14040	21790	"Holtjärnen"	60.651794	14.926326	872	"AWI"	872	7451	8400	7874	0	112	0	0	0	0	0	0	553	0	0	2	0	0	0	94	4	0	0	0	0	0	1	4	0	0	0	0	0	0	469	0	0	49	0	6	0	0	0	0	0	11	0	2	0	1	26	2
14040	21790	"Holtjärnen"	60.651794	14.926326	876	"AWI"	876	7558	8592	8031	0	128	0	1	0	0	0	0	617	0	0	1	0	0	0	69	9	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	45	0	5	0	0	0	0	2	7	0	2	0	0	29	1
14040	21790	"Holtjärnen"	60.651794	14.926326	878	"AWI"	878	7638	8644	8114	0	129	0	0	0	0	0	0	527	0	0	0	0	0	0	73	6	0	0	0	0	0	3	0	0	0	0	0	0	0	569	0	0	59	0	8	0	0	0	0	0	4	0	1	0	1	20	0
14040	21790	"Holtjärnen"	60.651794	14.926326	880	"AWI"	880	7690	8735	8194	0	108	0	0	0	0	3	0	572	0	0	1	0	0	0	40	17	0	0	0	0	0	1	2	1	0	0	1	0	0	516	0	0	43	0	6	0	0	0	0	0	4	0	2	0	0	16	2
14040	21790	"Holtjärnen"	60.651794	14.926326	884	"AWI"	884	7822	8890	8346	0	137	0	0	0	0	2	0	569	0	0	0	0	0	0	48	5	0	0	0	0	0	1	1	1	0	0	0	0	0	404	0	0	34	0	2	0	0	0	0	3	10	0	0	0	0	14	0
14040	21790	"Holtjärnen"	60.651794	14.926326	888.5	"AWI"	888.5	7990.5	9054.5	8523	0	137	0	0	0	0	1	0	530	0	0	0	0	0	0	54	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	34	0	7	0	0	0	0	0	7	0	3	0	0	23	0
14040	21790	"Holtjärnen"	60.651794	14.926326	892	"AWI"	892	8135	9169	8664	0	139	0	1	0	0	0	0	548	0	0	0	0	0	0	58	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	71	0	5	0	0	0	0	0	11	0	2	0	0	14	0
14040	21790	"Holtjärnen"	60.651794	14.926326	896	"AWI"	896	8296	9296	8823	0	148	0	0	0	0	0	0	527	0	0	0	0	0	0	50	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	1	10	0	3	0	0	10	0
14040	21790	"Holtjärnen"	60.651794	14.926326	900	"AWI"	900	8473	9441	8986	0	174	0	0	0	0	2	0	480	0	0	0	0	0	0	59	3	0	0	0	0	0	0	2	3	0	0	0	0	0	504	0	0	38	0	4	0	0	0	0	0	12	0	0	0	0	11	0
14040	21790	"Holtjärnen"	60.651794	14.926326	904	"AWI"	904	8633	9568	9141	0	209	0	0	0	0	1	0	558	0	0	0	0	0	0	67	11	0	0	0	0	0	0	1	1	0	0	0	0	0	556	0	0	31	0	15	0	0	0	0	0	15	0	1	0	1	19	0
14040	21790	"Holtjärnen"	60.651794	14.926326	908	"AWI"	908	8831	9717	9303	0	132	0	0	0	0	0	0	566	0	0	0	0	0	0	73	4	0	12	0	0	0	0	0	0	0	0	0	0	0	490	0	0	8	0	2	0	0	0	0	0	6	0	0	0	0	16	0
14040	21790	"Holtjärnen"	60.651794	14.926326	912	"AWI"	912	9066	9849	9454	0	89	1	0	0	0	1	0	462	0	0	4	0	0	0	46	13	0	0	0	0	1	2	1	1	0	0	0	0	0	530	0	0	14	0	4	0	0	0	0	0	8	0	0	0	0	19	0
14040	21790	"Holtjärnen"	60.651794	14.926326	916	"AWI"	916	9392	10002	9581	0	50	0	0	0	0	5	0	486	0	0	0	0	1	0	84	8	2	0	0	0	0	4	1	2	0	0	0	0	0	461	0	0	3	0	3	0	0	0	0	0	7	0	2	0	0	13	0
14040	21790	"Holtjärnen"	60.651794	14.926326	920	"AWI"	920	9515	10222	9750	0	16	0	0	0	0	0	0	507	0	0	4	0	0	0	70	16	1	0	0	0	0	1	0	1	0	0	0	0	0	414	0	0	7	0	6	0	0	0	0	2	8	0	0	0	0	24	1
