"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Myrica"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Taxus"	"Ulmus"
9692	14278	"Camillan Wood"	52.01762	-9.533828	43	"AWI"	43	1208	2114	1571	13.8790035587189	0	1.06761565836299	0	0	31.3167259786477	0	0	0	10.3202846975089	0	0	0	0	0	0.711743772241993	0	0	7.47330960854092	4.98220640569395	0	0	4.62633451957295	0.711743772241993	0	0.711743772241993	20.9964412811388	0.711743772241993	0	0	0	0	0.355871886120996	0.355871886120996	0	1.06761565836299	0.711743772241993
9692	14278	"Camillan Wood"	52.01762	-9.533828	66	"AWI"	66	2411	3515	3005	9.14826498422713	0	0.946372239747634	0.315457413249211	0	64.3533123028391	0	2.8391167192429	0	2.8391167192429	1.26182965299685	0	0	0	0	0.315457413249211	0	0	3.78548895899054	1.89274447949527	0	0.315457413249211	0.315457413249211	1.57728706624606	0	0.630914826498423	7.25552050473186	0	0	0	0	0	1.89274447949527	0	0.315457413249211	0	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	78	"AWI"	78	3293	4079	3737	22.2222222222222	0	0.404040404040404	0	0	35.1515151515151	0	0	0	2.22222222222222	0	0.202020202020202	0	0	0	0	0	0	5.45454545454545	3.83838383838384	0	0.404040404040404	0.404040404040404	1.81818181818182	0	0.404040404040404	26.0606060606061	0	0	0	0	0	1.01010101010101	0	0	0.404040404040404	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	90	"AWI"	90	3966	4741	4334	11.1111111111111	0	0.317460317460317	0	0	46.3492063492063	0	0	0	6.66666666666667	0	0	0	0	0	0	0	0	1.26984126984127	3.49206349206349	0	0.634920634920635	0	14.9206349206349	0	0.634920634920635	13.015873015873	0	0	0	0	0	1.26984126984127	0	0	0	0.317460317460317
9692	14278	"Camillan Wood"	52.01762	-9.533828	102	"AWI"	102	4423	5396	4891	5.94900849858357	0	0	0	0	15.5807365439093	0	0	0	8.21529745042493	0	0	0	0	0	0	0	0	0	5.38243626062323	0	0	0	30.3116147308782	0	0.28328611898017	33.1444759206799	0.28328611898017	0	0	0	0	0.56657223796034	0	0	0.28328611898017	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	112	"AWI"	112	4858	5852	5363	0.717703349282297	0	0.239234449760766	0	0	35.4066985645933	0	0	0	3.82775119617225	0	1.19617224880383	0	0	0	0	0	0	0	1.91387559808612	0	0.956937799043062	0.239234449760766	34.2105263157895	0	0.239234449760766	18.4210526315789	0	0	0	0	0	1.91387559808612	0	0	0	0.717703349282297
9692	14278	"Camillan Wood"	52.01762	-9.533828	123	"AWI"	123	5382	6312	5877	0	0	0.647249190938511	0	0	6.79611650485437	0	0	0	4.85436893203883	0	0.323624595469256	0	0	0	0.323624595469256	0	0	0	1.94174757281553	0	0.323624595469256	0	37.8640776699029	0	0.647249190938511	16.1812297734628	0	0	0	0	0	29.4498381877023	0	0	0	0.647249190938511
9692	14278	"Camillan Wood"	52.01762	-9.533828	134	"AWI"	134	6013	6696	6384	0	0	0.354609929078014	0	0	7.80141843971631	0	0	0.354609929078014	6.02836879432624	0	0.709219858156028	0	0	0	0	0	0	0.354609929078014	2.12765957446809	0	0	0	32.2695035460993	0	1.06382978723404	28.7234042553192	0	0	0	0	0	19.5035460992908	0	0	0.354609929078014	0.354609929078014
9692	14278	"Camillan Wood"	52.01762	-9.533828	147	"AWI"	147	6661	7526	6999	1.29589632829374	0	0.431965442764579	0	0	47.0842332613391	0	0	0	15.3347732181425	0	6.47948164146868	0	0	0	0	0	0	0.431965442764579	12.7429805615551	0	0	0.431965442764579	4.96760259179266	0	0.647948164146868	8.207343412527	0	0	0	0	0	1.9438444924406	0	0	0	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	160	"AWI"	160	7126	8480	7671	6.84931506849315	0	0	0	0	31.8493150684932	0	0	0	6.50684931506849	0	2.73972602739726	0	0	0	0	0.342465753424658	0	1.36986301369863	6.16438356164384	0	0	1.36986301369863	5.82191780821918	0	2.73972602739726	14.7260273972603	0	0	0	0	0	18.4931506849315	0	0.342465753424658	0.342465753424658	0.342465753424658
9692	14278	"Camillan Wood"	52.01762	-9.533828	184	"AWI"	184	8078	10097	8944	13.3333333333333	0	0	0	0	39.3333333333333	0	0	0	2	0	0	0	0	0	0	0	0	1.33333333333333	7.33333333333333	1.33333333333333	0	0.666666666666667	4.66666666666667	0	3.33333333333333	16	0	0	0	0	1.33333333333333	9.33333333333333	0	0	0	0
