"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Cornus"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Myrica"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sorbus"	"Taxus"	"Ulmus"
9692	14278	"Camillan Wood"	52.01762	-9.533828	1	"AWI"	1	-104	77	-15	1.24223602484472	0	0.31055900621118	0	0	32.6086956521739	0	0	0	0.62111801242236	0	0	0	0	0.31055900621118	0.62111801242236	0	0	5.59006211180124	3.72670807453416	0	0.31055900621118	0	3.72670807453416	0	9.00621118012422	25.4658385093168	0	0.31055900621118	0	0.31055900621118	0.62111801242236	0.31055900621118	0	0.31055900621118	14.5962732919255	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	3	"AWI"	3	-76	238	39	2.04081632653061	0	0.680272108843537	0	0	27.2108843537415	0	0	0	1.36054421768707	0	0	0	0	2.04081632653061	0.680272108843537	0	0.340136054421769	3.40136054421769	2.04081632653061	0	0.680272108843537	0	2.72108843537415	0	9.18367346938776	16.3265306122449	0	2.38095238095238	0	0	0	0	0	0.340136054421769	28.5714285714286	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	5	"AWI"	5	-34	313	104	1.32890365448505	0	0.996677740863787	0	0	20.5980066445183	0	0	0	5.98006644518272	0	0	0	0	0	0.332225913621262	0	0	3.65448504983389	3.32225913621263	0	3.98671096345515	0	2.6578073089701	0	5.3156146179402	24.2524916943522	0.332225913621262	0.996677740863787	0	0	0	0.332225913621262	0	0.332225913621262	25.5813953488372	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	8	"AWI"	8	23	447	201	1.99335548172757	0	0.332225913621262	0	0	30.2325581395349	0	0	0	3.32225913621263	0	0	0	0	0	0	0	0	25.9136212624585	3.32225913621263	0	2.32558139534884	0	2.32558139534884	0	4.31893687707641	13.2890365448505	0	0	0	0	0	0.332225913621262	0	0	12.2923588039867	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	11	"AWI"	11	91	557	298	1.86666666666667	0	0.533333333333333	0	0	59.2	0	0	0	2.4	0	0	0	0	0	0	0.266666666666667	0	23.4666666666667	1.6	0	0	0	0	0	5.6	2.4	0	0	1.6	0	0.266666666666667	0	0	0.533333333333333	0.266666666666667	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	14	"AWI"	14	161	660	395	1.34770889487871	0	1.61725067385445	0	0	49.0566037735849	0	0	0	1.07816711590297	0	0.269541778975741	0	0	0	0	0	0	5.12129380053908	2.96495956873315	0	0.808625336927224	5.92991913746631	0	0	3.77358490566038	26.6846361185984	0	0	0	0	0	0.269541778975741	0	0.808625336927224	0.269541778975741	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	17	"AWI"	17	243	758	493	8.98058252427185	0	0.242718446601942	0	0	46.6019417475728	0	0.728155339805825	0	1.94174757281553	0	0.242718446601942	0	0	0	0.242718446601942	0	0	3.39805825242718	1.45631067961165	0	0.242718446601942	2.9126213592233	0	0	21.1165048543689	9.22330097087379	0	0	0	0	0	1.69902912621359	0	0.485436893203883	0.485436893203883	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	20	"AWI"	20	334	857	596	8.60585197934595	0	0	0	0	27.8829604130809	0.344234079173838	2.75387263339071	0	17.5559380378657	1.37693631669535	0.344234079173838	0	0	0	0.344234079173838	0	0.344234079173838	9.63855421686747	3.44234079173838	0	1.03270223752151	2.75387263339071	0.172117039586919	0	8.95008605851979	8.26161790017212	0	0	0	0	0.344234079173838	2.06540447504303	0	0.688468158347676	3.09810671256454	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	27	"AWI"	27	575	1062	824	5.06024096385542	0	0.963855421686747	0	0	64.0963855421687	0	0	0	4.57831325301205	0.240963855421687	0	0	0	0	0	0	0	4.09638554216868	0.72289156626506	0	4.57831325301205	2.40963855421687	0	0	5.30120481927711	6.02409638554217	0	0	0	0	0	0.72289156626506	0	0.72289156626506	0.481927710843374	0
9692	14278	"Camillan Wood"	52.01762	-9.533828	34	"AWI"	34	928	1256	1044	2.9810298102981	0	0.2710027100271	0	0	57.4525745257453	0	0	0	3.7940379403794	0	0	0	0	0	0.813008130081301	0	0	6.23306233062331	1.8970189701897	0	0.813008130081301	0.2710027100271	0	0	14.9051490514905	10.0271002710027	0	0	0	0	0	0.2710027100271	0	0.2710027100271	0	0
