"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phrymaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
11577	17334	"Glendalough Valley"	53.00528	-6.356412	0	"AWI"	0	-136	23	-48	20	0	1	0	0	0	0	75	0	1	0	0	0	2	0	58	0	2	3	16	0	0	0	0	0	5	0	4	0	0	0	3	17	0	0	0	1	0	0	0	0	0	0	0	0	7	115	0	0	183	1	1	20	1	0	2	4	10	0	0	1	3	0	0	3	0	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	8	"AWI"	8	-101	127	1	12	1	0	0	0	0	0	25	0	0	0	0	0	0	0	39	0	0	1	57	0	0	0	0	0	1	0	1	0	1	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	1	48	0	0	145	0	0	20	2	0	0	0	2	0	0	1	2	0	0	3	5	1	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	16	"AWI"	16	-81	272	46	30	0	0	0	0	0	0	31	0	0	0	0	0	0	0	70	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	1	22	1	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	139	1	0	24	2	0	4	0	3	0	0	0	3	0	0	4	0	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	24	"AWI"	24	-65	428	92	34	0	0	0	2	0	0	47	0	1	0	0	0	0	0	74	0	0	0	18	0	0	0	0	0	0	0	4	0	0	0	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	89	0	0	44	1	0	3	0	9	0	0	1	4	0	0	4	2	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	32	"AWI"	32	-25	480	156	27	0	0	0	0	0	0	40	0	1	0	0	0	0	0	76	0	0	0	31	0	0	0	0	0	0	0	4	0	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	99	0	0	27	1	0	1	0	5	0	0	1	2	0	0	2	1	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	40	"AWI"	40	-3	555	219	24	1	1	0	0	0	0	39	1	0	0	0	0	0	0	66	0	0	0	19	0	0	0	0	0	1	0	3	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	136	1	0	31	4	0	1	5	6	0	0	1	2	0	0	7	1	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	48	"AWI"	48	11	649	277	40	0	0	2	0	0	0	35	0	1	0	0	0	0	0	68	0	0	0	22	0	0	0	0	0	0	0	3	0	0	0	3	17	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	104	0	0	26	5	0	2	0	7	0	1	1	5	0	0	2	1	0	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	56	"AWI"	56	75	708	339	29	1	1	0	0	0	0	34	0	0	0	0	0	0	0	72	0	0	0	17	0	0	0	0	0	0	0	2	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	122	1	0	29	4	0	0	0	5	0	0	0	4	0	0	4	1	1	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	64	"AWI"	64	119	776	409	27	0	4	2	0	0	0	36	0	1	0	0	0	0	0	48	0	0	0	26	0	0	0	0	0	0	0	6	0	0	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	27	2	0	2	0	11	0	0	0	3	0	0	2	0	3	0
11577	17334	"Glendalough Valley"	53.00528	-6.356412	72	"AWI"	72	142	878	476	33	1	0	0	1	0	0	65	0	1	0	0	0	0	0	68	0	0	0	15	0	0	0	0	0	0	0	3	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	0	89	1	0	41	2	0	0	4	9	0	0	1	6	0	0	2	3	0	0
