"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15993	24673	"La boire Torse"	47.38667	-1.07	55	"AWI"	55	544	1096	853	0	4	3	4	1	1	0	0	0	0	3	0	4	0	1	0	0	0	10	0	124	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	57	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	60	"AWI"	60	648	1128	935	0	11	2	3	0	1	0	21	1	0	1	0	2	0	1	1	0	0	5	0	127	1	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	15	0	0	0	0	33	14	0	0	0	4	1	0	0	0	0	0	1	1	0	1	1
15993	24673	"La boire Torse"	47.38667	-1.07	65	"AWI"	65	769	1189	1014	1	4	3	4	0	0	0	0	1	0	0	0	1	0	2	0	0	0	2	0	48	1	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	52	27	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	70	"AWI"	70	952	1223	1082	0	6	3	7	0	0	0	0	1	0	4	0	2	0	2	0	0	0	2	0	51	1	0	0	0	2	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	12	0	0	0	0	58	8	0	0	1	11	5	0	0	0	0	0	1	4	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	75	"AWI"	75	1024	1297	1159	2	5	1	1	0	0	0	0	0	0	10	1	4	0	1	0	0	0	8	0	65	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	52	1	0	0	0	9	34	0	0	0	0	0	0	7	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	80	"AWI"	80	1067	1465	1227	0	13	2	4	0	2	0	0	1	10	14	0	1	0	0	0	0	0	15	0	81	1	0	0	0	2	4	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	4	16	0	0	0	0	46	3	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	85	"AWI"	85	1118	1519	1290	0	22	1	5	0	1	0	0	2	5	12	1	1	0	2	0	0	0	15	0	38	1	0	0	0	0	0	0	0	1	1	0	4	0	0	0	0	1	0	0	1	0	2	19	0	0	0	0	48	14	0	0	1	4	1	0	0	0	0	0	3	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	90	"AWI"	90	1145	1596	1354	1	12	3	4	0	2	0	0	1	0	5	1	1	0	1	0	0	0	9	0	52	1	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	27	16	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	95	"AWI"	95	1169	1693	1411	0	10	2	2	1	1	0	0	2	0	9	0	2	0	2	0	0	0	16	0	55	4	0	0	0	4	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	5	11	0	3	0	0	56	14	1	0	1	10	0	0	0	0	0	0	2	2	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	100	"AWI"	100	1256	1720	1475	0	20	1	14	1	1	0	0	0	0	4	0	0	0	1	0	0	3	16	0	29	2	0	0	0	7	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	10	15	0	0	0	0	49	15	0	0	0	9	0	0	0	0	0	0	1	0	0	0	2
15993	24673	"La boire Torse"	47.38667	-1.07	105	"AWI"	105	1305	1759	1547	0	14	5	3	0	3	0	0	1	0	2	0	1	0	2	0	0	0	15	0	31	3	0	0	0	4	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	3	13	0	0	0	0	42	30	0	0	1	10	0	0	0	0	0	0	1	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	110	"AWI"	110	1342	1821	1615	0	9	2	10	1	0	0	0	1	0	5	0	1	0	1	0	0	0	14	0	22	2	0	0	0	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	10	156	3	0	0	45	25	1	0	0	10	1	0	0	0	1	0	1	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	115	"AWI"	115	1492	1864	1682	0	34	3	26	0	1	0	0	1	0	10	0	0	0	1	0	0	0	19	0	33	0	0	0	0	3	1	0	0	1	0	0	6	0	0	0	0	1	0	0	1	0	5	19	0	0	0	0	45	21	0	0	0	12	0	0	0	0	0	0	2	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	120	"AWI"	120	1632	1919	1751	0	23	3	25	1	2	0	0	0	0	1	0	2	0	1	0	0	0	20	0	39	0	0	0	0	22	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	5	15	0	0	0	0	49	19	0	0	0	5	0	0	0	0	0	0	2	5	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	125	"AWI"	125	1710	2012	1828	1	11	1	46	1	2	0	0	1	0	3	0	0	0	0	0	0	0	3	0	40	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	47	4	0	0	0	3	3	0	0	0	1	0	1	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	130	"AWI"	130	2006	2289	2126	0	9	1	21	0	0	0	0	2	0	4	0	0	0	1	0	0	0	27	0	75	1	0	0	0	6	0	0	0	1	4	0	3	0	2	0	0	0	0	0	0	0	2	8	0	0	0	0	69	14	0	0	0	5	3	0	0	0	0	0	1	0	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	135	"AWI"	135	2363	2654	2515	0	24	1	34	1	1	0	0	4	0	8	0	1	0	1	0	0	0	15	0	40	1	0	0	0	7	1	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	5	14	0	0	0	0	58	9	0	0	1	7	7	0	0	0	1	0	5	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	140	"AWI"	140	2682	3073	2902	0	34	4	2	0	3	0	0	1	0	3	0	4	0	1	0	0	0	19	0	39	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	16	0	0	0	0	78	2	0	0	0	8	2	0	0	0	0	0	2	6	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	145	"AWI"	145	2884	3287	3105	0	15	2	6	1	0	0	0	1	0	1	1	1	0	1	0	0	0	18	0	69	0	0	0	0	10	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	6	18	0	0	0	0	70	14	0	0	0	9	1	0	0	0	0	1	1	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	150	"AWI"	150	2971	3330	3173	0	30	3	9	0	2	0	0	0	0	7	0	0	0	1	0	0	0	16	0	62	1	0	0	0	1	2	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	18	0	0	1	0	47	15	0	0	0	0	1	0	0	0	0	0	5	2	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	155	"AWI"	155	3017	3418	3238	0	34	8	3	1	1	0	0	3	0	6	1	2	0	1	0	0	0	17	0	51	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	2	20	0	0	0	0	41	15	0	0	1	10	0	0	0	0	1	0	1	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	160	"AWI"	160	3067	3506	3294	0	32	9	3	0	2	0	0	1	0	1	0	0	0	1	0	0	0	14	0	43	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	14	0	0	0	0	58	15	1	0	0	8	2	0	0	0	0	1	1	4	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	165	"AWI"	165	3132	3543	3341	0	31	7	10	1	3	0	0	2	0	3	0	0	0	2	0	0	0	19	0	41	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	2	24	0	0	0	0	62	22	0	0	0	9	3	0	0	0	0	1	5	3	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	170	"AWI"	170	3169	3591	3390	0	40	1	6	0	1	0	21	1	0	3	0	1	0	1	0	0	0	15	0	38	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	18	0	0	0	0	66	8	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	175	"AWI"	175	3242	3655	3442	0	41	3	4	1	0	0	0	1	0	2	0	0	0	1	0	0	0	20	0	57	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	7	15	0	0	0	0	54	8	0	0	0	2	0	0	0	0	0	1	7	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	180	"AWI"	180	3392	3726	3510	0	25	1	5	1	2	0	0	1	2	1	0	1	0	1	0	0	0	21	0	52	1	0	0	0	4	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	76	4	0	0	0	0	0	0	0	0	1	0	9	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	185	"AWI"	185	3466	3830	3586	0	31	2	4	2	0	0	0	1	0	1	0	1	0	3	0	0	0	16	0	82	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	50	2	0	0	0	0	1	0	0	0	0	0	8	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	190	"AWI"	190	3510	3968	3674	0	27	1	3	0	1	0	0	2	0	1	0	1	0	1	0	0	0	23	0	65	1	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	14	16	0	0	0	0	71	3	0	0	0	2	0	0	0	0	1	0	6	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	195	"AWI"	195	3623	4223	3919	0	43	3	7	1	3	0	0	1	0	2	0	0	0	1	0	0	0	27	0	46	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	9	0	0	0	0	75	8	0	0	0	2	2	0	0	0	1	0	14	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	200	"AWI"	200	3681	4586	4147	0	34	3	4	0	0	0	0	0	0	2	0	0	0	1	0	0	0	18	0	66	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	19	13	0	0	0	0	75	3	0	0	0	4	1	0	0	0	0	0	7	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	205	"AWI"	205	3729	5004	4371	0	47	1	10	0	2	0	0	0	0	1	0	0	0	1	0	0	0	35	0	67	1	0	0	0	3	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	36	12	0	0	0	0	54	2	0	0	0	5	0	0	0	0	0	0	9	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	210	"AWI"	210	4057	5097	4575	0	91	1	2	1	1	0	0	12	0	1	0	1	0	0	0	0	0	41	1	35	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	14	8	0	0	0	0	47	3	1	0	0	0	0	0	0	0	1	1	7	1	1	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	215	"AWI"	215	4291	5181	4780	0	46	0	6	0	1	0	0	2	0	2	0	0	0	1	0	0	0	32	0	49	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	12	0	0	0	0	64	1	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	220	"AWI"	220	4429	5311	5002	0	145	0	2	0	1	0	0	4	0	1	0	3	0	0	0	0	0	37	1	11	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	40	2	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	225	"AWI"	225	4508	5368	5080	0	68	1	2	0	0	0	0	29	0	0	0	3	0	0	0	0	0	71	0	17	0	0	0	0	21	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	31	1	0	0	0	4	0	0	0	0	0	0	3	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	230	"AWI"	230	4594	5391	5107	0	78	0	1	1	1	1	0	12	0	2	1	4	0	0	0	0	0	49	0	16	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	24	2	0	0	0	0	78	1	0	0	0	5	3	0	0	0	0	0	11	2	1	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	235	"AWI"	235	4643	5411	5138	0	65	1	4	1	2	0	0	2	0	1	0	2	0	1	0	1	0	53	0	40	0	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	19	6	0	0	0	0	74	2	0	0	1	4	0	0	0	0	0	0	17	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	240	"AWI"	240	4706	5429	5171	0	90	1	1	1	3	1	0	4	0	1	0	1	0	1	0	0	0	46	0	47	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	10	5	0	0	0	0	56	5	0	0	0	3	0	0	0	0	1	0	20	2	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	245	"AWI"	245	4779	5444	5204	0	137	0	2	1	0	0	0	26	0	2	0	5	0	0	0	1	0	63	0	22	0	0	0	0	2	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	35	1	0	0	0	0	1	0	0	0	0	0	7	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	250	"AWI"	250	4836	5465	5238	0	60	2	2	1	2	0	0	11	0	1	0	1	0	1	0	0	0	52	1	33	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	30	4	0	0	0	0	82	1	0	0	0	0	1	0	0	0	1	1	28	2	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	255	"AWI"	255	4904	5484	5271	0	102	3	1	1	3	0	0	21	0	1	0	3	0	1	0	0	0	69	1	26	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	17	2	0	0	0	0	43	3	0	0	0	5	2	0	0	0	0	0	14	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	260	"AWI"	260	4984	5500	5306	0	74	1	6	1	2	0	0	1	0	3	0	2	0	1	0	0	0	51	0	27	1	0	0	0	4	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	28	10	0	0	0	0	63	2	0	0	0	4	1	0	0	0	1	1	23	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	265	"AWI"	265	5042	5519	5343	0	124	1	4	0	1	0	0	1	0	4	0	1	0	1	0	0	0	55	0	6	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	4	6	0	0	0	0	51	3	0	0	0	2	0	0	0	0	0	1	7	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	270	"AWI"	270	5094	5542	5377	0	85	1	1	2	1	0	0	0	0	2	0	2	0	1	0	0	0	60	0	18	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	25	6	0	3	0	0	69	4	0	0	0	2	0	0	0	0	1	0	19	2	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	275	"AWI"	275	5174	5552	5407	0	99	0	2	2	0	0	0	1	0	0	0	0	0	3	0	0	0	68	0	10	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	10	0	0	0	0	67	1	0	0	0	0	0	0	0	0	0	0	12	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	280	"AWI"	280	5231	5566	5439	0	55	1	1	2	1	0	0	3	0	0	0	1	0	1	0	0	0	44	1	33	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	8	10	0	0	0	0	79	5	0	0	0	2	1	0	0	0	1	0	18	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	285	"AWI"	285	5273	5587	5472	0	36	1	2	0	1	0	0	1	0	2	0	2	0	1	0	0	0	40	0	38	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	5	9	0	0	0	0	89	7	0	0	0	5	0	0	0	0	0	0	7	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	290	"AWI"	290	5323	5613	5503	1	54	2	7	1	0	0	0	0	0	2	0	4	0	2	0	0	0	53	0	45	1	1	0	0	8	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	22	5	0	0	0	0	77	11	0	0	0	6	0	0	0	0	0	0	10	3	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	295	"AWI"	295	5356	5649	5538	0	36	1	1	1	1	0	0	1	0	1	1	1	0	1	0	0	0	44	0	46	1	0	0	0	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	8	14	0	0	0	0	83	14	0	0	0	6	1	0	0	0	0	0	9	1	0	1	0
15993	24673	"La boire Torse"	47.38667	-1.07	300	"AWI"	300	5374	5714	5569	0	38	4	2	1	2	0	0	1	0	1	0	1	0	1	0	0	0	47	0	30	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2	12	0	7	0	0	91	6	0	0	0	0	1	0	0	0	0	1	11	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	304	"AWI"	304	5402	5749	5594	1	45	1	1	0	0	0	0	1	0	1	0	10	0	1	0	0	0	39	0	28	1	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6	21	0	0	0	0	99	7	0	0	0	8	1	0	0	0	0	0	15	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	308	"AWI"	308	5420	5793	5618	0	36	3	1	1	1	0	0	1	0	1	0	4	0	1	0	0	0	35	1	49	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	75	6	0	0	0	0	1	0	0	0	0	0	12	1	1	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	314	"AWI"	314	5444	5880	5650	1	21	0	3	1	1	0	0	1	0	1	0	1	0	1	0	0	0	24	1	43	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	8	12	0	0	0	0	84	7	0	0	0	3	0	0	0	0	0	0	6	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	320	"AWI"	320	5481	5941	5687	0	38	5	3	1	1	0	0	1	0	1	0	1	0	1	0	0	0	31	0	53	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	98	4	0	0	0	4	1	0	0	0	0	0	13	1	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	325	"AWI"	325	5507	5987	5722	0	27	4	5	1	2	0	0	1	0	1	0	1	0	2	0	0	0	38	0	39	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	13	12	0	6	0	0	105	12	0	0	0	0	0	0	0	0	0	0	11	2	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	330	"AWI"	330	5529	6048	5753	0	35	5	3	4	1	0	0	2	0	2	0	0	0	1	0	0	0	23	0	39	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	0	0	0	0	135	7	0	0	1	6	0	0	0	0	1	0	5	0	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	335	"AWI"	335	5559	6099	5786	0	65	1	5	2	0	0	0	1	0	5	0	0	0	1	0	0	0	42	1	27	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	1	8	0	0	0	0	104	8	0	0	0	0	1	0	0	0	0	0	11	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	340	"AWI"	340	5589	6150	5819	0	42	2	10	3	0	0	0	2	0	2	0	2	0	1	0	0	0	31	0	22	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	5	8	0	0	0	0	141	14	0	0	0	2	1	0	0	0	0	0	17	4	0	0	0
15993	24673	"La boire Torse"	47.38667	-1.07	345	"AWI"	345	5608	6202	5852	0	41	1	9	1	0	0	0	3	0	1	0	0	0	1	0	0	0	34	0	19	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	6	2	0	0	0	0	157	9	0	0	0	8	0	0	0	0	0	0	11	3	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	350	"AWI"	350	5632	6249	5883	0	37	1	23	1	0	0	0	1	0	5	0	5	0	1	0	0	0	28	0	49	0	0	0	0	2	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	2	0	0	0	0	134	1	1	0	1	9	2	0	0	0	0	0	5	2	0	1	1
15993	24673	"La boire Torse"	47.38667	-1.07	355	"AWI"	355	5661	6292	5916	0	51	2	3	2	0	0	0	1	0	1	0	1	0	1	0	0	0	44	0	29	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	102	13	0	0	0	2	0	0	0	0	0	0	19	1	0	0	1
15993	24673	"La boire Torse"	47.38667	-1.07	360	"AWI"	360	5686	6341	5948	0	45	2	10	1	0	0	0	1	0	1	1	1	0	0	0	0	0	37	0	29	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	6	0	0	0	0	134	9	0	0	0	3	0	0	0	0	0	0	12	1	0	0	0
