"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Dioscoreaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Melanthiaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
26056	45196	"Hayley Wood"	52.16056	-0.1125	7.2	"AWI"	7.2	-50.6	-38.6	-44.6	0	3	2	9	0	0	0	3	1	0	6	0	26	0	0	0	0	0	0	114	1	2	0	1	0	0	0	198	3	0	40	0	0	0	3	0	0	0	0	0	1	0	18	0	1	199	0	2	0	232	0	0	0	0	0	19	0	0	0	0	0	7	1	0	1	0	3	19	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	7.8	"AWI"	7.8	-49.4	-37.4	-43.4	0	1	1	9	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	139	4	2	0	3	0	2	0	180	0	1	0	0	2	0	3	0	1	0	1	0	0	0	15	0	0	0	0	0	0	221	0	0	0	0	0	18	3	0	0	1	3	8	2	0	1	0	4	17	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	8.4	"AWI"	8.4	-48.2	-36.6	-42.2	1	0	5	10	0	0	2	0	0	0	8	0	22	0	0	0	0	0	0	107	3	0	0	2	0	0	0	143	0	0	0	0	0	0	1	0	0	0	0	0	1	0	24	0	1	184	0	1	0	214	0	0	0	0	0	7	1	1	0	0	0	12	2	0	3	0	3	16	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	9	"AWI"	9	-47	-36	-41	0	2	0	7	0	0	0	0	2	0	6	0	14	0	0	0	0	0	0	109	3	0	0	1	0	1	0	182	2	2	0	1	1	0	0	0	0	0	0	0	0	0	19	0	0	174	0	0	0	210	1	0	0	0	0	18	2	0	0	0	0	9	1	0	1	0	8	12	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	9.6	"AWI"	9.6	-46.4	-34.2	-40.4	1	3	4	13	0	0	0	0	3	0	9	0	26	1	0	0	0	0	0	114	2	0	0	7	0	0	0	149	0	0	0	0	1	0	2	0	0	0	0	0	0	0	23	0	0	193	0	2	0	130	6	0	0	0	0	29	4	0	2	0	0	19	3	0	2	0	9	31	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	10.2	"AWI"	10.2	-45.4	-32.6	-39.4	0	4	5	9	1	0	0	1	4	0	3	0	20	1	0	0	0	0	0	115	3	0	0	3	0	1	0	141	0	0	0	0	1	0	4	0	2	0	0	0	1	0	20	0	0	0	0	0	0	216	2	0	0	0	0	17	4	0	0	1	6	6	6	1	0	0	4	6	1	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	10.8	"AWI"	10.8	-43.6	-31.4	-37.6	1	2	2	6	1	0	0	1	3	0	3	0	13	0	0	0	0	0	0	154	1	0	0	1	0	1	1	154	0	0	80	0	0	0	3	0	0	0	0	0	1	2	15	0	0	200	0	0	0	217	0	0	0	0	0	23	3	0	0	1	0	7	1	0	1	0	2	8	2	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	11.4	"AWI"	11.4	-42.2	-29.8	-36.2	0	6	4	9	0	0	0	1	2	0	8	1	18	0	0	0	0	0	0	142	3	0	0	0	0	0	0	166	0	0	0	0	1	0	2	0	2	0	1	0	0	0	16	0	0	196	0	1	0	205	2	0	0	0	0	14	2	0	0	0	1	4	6	0	1	0	6	9	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	12	"AWI"	12	-41	-28	-35	0	6	5	6	1	0	1	1	1	0	5	0	7	0	0	0	0	0	0	126	6	1	0	3	0	0	0	147	0	0	39	0	0	0	5	0	0	0	0	0	0	0	19	0	0	171	0	0	0	208	1	0	0	0	0	25	4	0	0	0	5	4	3	0	1	0	6	14	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	12.6	"AWI"	12.6	-39.8	-26.8	-33.8	0	1	0	7	0	0	0	0	3	0	9	0	20	0	0	0	0	0	0	120	0	0	0	4	0	0	0	144	1	1	0	0	1	0	2	0	0	0	0	0	0	0	19	0	0	187	0	0	0	181	3	0	0	0	0	23	3	0	0	0	0	24	1	0	2	0	5	20	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	13.2	"AWI"	13.2	-38.6	-25.4	-32.4	0	4	4	9	0	0	0	1	5	0	6	0	21	0	0	0	0	0	0	120	0	0	0	0	0	2	0	164	2	0	0	0	0	0	1	0	0	0	0	0	1	1	20	0	0	182	0	2	0	195	1	0	0	0	0	21	4	0	0	0	0	7	0	0	0	0	8	15	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	13.8	"AWI"	13.8	-37.4	-23.6	-30.6	0	1	4	4	2	0	0	0	3	0	6	0	14	0	0	0	0	0	0	108	4	0	0	1	0	3	0	193	0	2	0	0	0	0	3	0	1	0	1	0	1	0	8	0	0	175	0	0	0	200	1	0	0	0	0	21	4	0	0	1	0	6	0	0	0	0	6	24	0	3
26056	45196	"Hayley Wood"	52.16056	-0.1125	14.4	"AWI"	14.4	-36.2	-21.4	-29.2	0	1	3	3	0	0	0	1	4	0	3	0	15	0	0	0	0	0	0	121	3	0	0	1	0	1	0	162	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	171	0	0	0	216	0	0	0	0	0	21	4	0	0	1	0	6	2	0	0	0	8	18	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	15	"AWI"	15	-35	-19	-28	0	1	2	9	1	0	0	0	1	0	14	0	16	0	0	0	0	0	0	125	1	1	0	1	0	0	0	162	0	0	36	0	0	0	2	0	1	0	0	0	1	0	19	0	0	190	0	0	0	178	2	0	0	0	0	21	4	0	0	1	0	5	0	0	0	0	3	23	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	15.6	"AWI"	15.6	-33.8	-17.8	-26.2	0	10	10	7	0	0	0	0	2	0	6	0	25	0	0	0	0	0	0	104	6	0	0	0	0	1	0	120	0	0	48	0	0	0	2	0	0	0	0	0	0	0	23	0	0	207	0	0	0	181	4	0	0	0	0	18	0	0	0	0	0	15	2	0	0	0	12	21	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	16.2	"AWI"	16.2	-32.6	-16.4	-24.6	0	2	6	10	0	0	0	1	1	0	9	0	14	0	0	0	0	0	0	119	2	0	0	2	0	0	0	163	0	0	29	0	0	0	4	0	0	0	0	0	0	0	9	0	0	192	0	0	0	199	2	0	0	1	0	14	3	0	0	2	0	12	0	0	0	0	3	25	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	16.8	"AWI"	16.8	-31.4	-14.6	-23.4	0	1	4	15	0	0	0	1	1	0	10	0	14	0	0	0	0	0	0	115	2	0	0	2	0	0	0	208	0	0	48	0	0	0	1	0	2	0	0	0	0	0	7	0	0	178	0	1	0	185	2	0	0	0	0	23	1	0	0	1	0	10	4	0	1	0	8	29	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	17.4	"AWI"	17.4	-29.8	-12.8	-21.8	1	4	1	7	0	0	0	0	4	0	6	0	12	0	0	0	0	0	0	98	8	0	0	2	0	1	0	210	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	0	0	206	0	0	0	170	1	0	0	0	0	16	2	0	0	2	0	11	0	0	0	0	9	19	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	18	"AWI"	18	-28	-11	-20	0	0	4	6	1	0	0	3	0	0	6	0	16	0	0	0	0	0	0	115	1	0	0	1	0	1	0	166	0	0	0	0	0	0	4	0	1	0	0	0	2	0	12	0	0	183	0	0	0	178	0	0	0	0	0	11	1	0	0	0	0	3	2	0	0	0	5	34	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	18.6	"AWI"	18.6	-26.2	-9.8	-18.2	0	5	3	8	0	0	1	2	0	0	16	1	13	2	0	0	0	0	0	132	5	0	0	3	0	1	0	183	0	0	0	0	3	0	1	0	0	0	0	0	0	0	19	0	0	199	0	0	0	180	3	0	0	0	0	23	5	0	0	1	0	16	6	0	0	0	10	8	1	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	19.2	"AWI"	19.2	-24.6	-8.2	-16.6	0	0	0	14	0	0	0	3	6	0	4	0	7	0	0	0	0	0	0	120	1	0	0	0	0	1	0	205	2	0	25	0	0	0	3	0	0	0	0	0	0	0	10	0	0	204	0	0	3	169	3	0	0	1	0	11	4	0	0	1	2	12	3	0	0	0	9	13	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	19.8	"AWI"	19.8	-23.4	-5.8	-15.4	0	0	8	7	0	0	0	0	1	0	12	0	11	0	0	0	0	0	0	114	2	0	0	0	0	1	0	197	0	0	0	1	0	0	2	0	0	0	1	0	0	0	15	0	0	194	0	0	0	210	1	0	0	0	0	12	1	0	1	2	0	14	1	0	0	0	7	11	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	20.4	"AWI"	20.4	-21.8	-4.2	-13.8	0	3	1	14	0	0	1	3	1	0	4	1	2	0	0	0	0	0	0	144	4	0	0	1	0	0	0	239	0	0	17	0	0	0	8	0	0	0	0	0	0	0	12	0	0	172	0	0	0	177	0	0	0	0	0	15	8	0	0	0	1	9	1	0	0	0	4	8	2	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	21	"AWI"	21	-20	-3	-12	0	0	3	8	0	0	1	2	1	0	9	0	11	0	0	0	2	0	0	119	0	1	0	0	0	2	0	254	0	0	18	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	173	3	0	0	0	0	16	1	0	0	0	0	3	0	0	0	0	3	5	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	21.6	"AWI"	21.6	-18.2	-1.2	-10.2	0	3	4	10	0	0	1	0	6	0	5	0	12	0	0	0	0	0	0	165	7	2	0	0	0	1	0	180	0	0	51	0	1	0	9	0	3	0	1	0	0	0	12	0	0	0	0	0	0	129	1	0	0	2	0	10	0	0	0	0	0	10	1	0	1	0	8	25	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	22.2	"AWI"	22.2	-16.4	0.599999999999998	-8.4	0	6	1	15	0	0	1	1	1	0	9	0	8	0	0	0	0	0	0	160	1	0	0	1	0	3	0	224	0	1	15	0	0	0	1	0	0	0	0	0	1	0	13	0	0	171	0	0	0	189	6	0	0	0	0	6	4	0	0	0	0	9	0	0	0	0	6	4	1	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	22.8	"AWI"	22.8	-14.6	2.4	-6.6	0	1	6	10	0	0	0	1	3	0	6	0	10	0	0	0	0	0	0	166	3	0	0	0	0	1	1	227	0	1	0	0	1	0	2	0	0	0	0	0	1	1	18	0	0	165	0	0	0	168	0	0	0	0	0	8	3	0	0	0	0	17	0	0	0	1	6	8	0	2
26056	45196	"Hayley Wood"	52.16056	-0.1125	23.4	"AWI"	23.4	-12.8	4.2	-4.40000000000001	0	1	1	12	1	0	0	0	0	0	7	0	8	0	0	0	0	0	0	157	2	0	0	2	0	2	0	280	0	0	0	0	0	0	7	0	1	0	0	0	0	0	14	0	0	0	0	0	0	160	5	0	0	0	0	4	1	0	0	0	2	10	0	0	0	0	8	4	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	24	"AWI"	24	-11	6	-2	0	4	2	20	0	0	0	2	0	0	16	0	9	0	0	0	0	0	0	152	4	0	0	3	0	2	0	279	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	146	6	0	0	0	0	9	2	0	0	0	1	9	5	0	1	0	10	1	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	24.6	"AWI"	24.6	-9.2	9.00000000000001	-0.199999999999996	1	1	0	15	0	0	0	1	3	0	7	0	8	1	0	0	0	0	0	150	2	1	0	2	0	1	0	232	1	0	49	0	0	0	2	0	0	0	0	0	0	0	13	0	0	227	0	1	0	160	0	2	0	0	0	12	0	0	1	0	0	12	1	0	0	0	11	18	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	25.2	"AWI"	25.2	-7	11.8	2	0	2	3	12	0	0	0	2	1	0	7	0	9	0	0	0	0	0	0	151	2	0	0	2	0	2	0	287	0	0	0	0	0	0	3	0	1	0	0	0	0	0	14	0	0	181	0	0	0	155	5	0	0	0	0	6	2	0	0	0	0	7	0	0	1	0	7	8	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	25.8	"AWI"	25.8	-4	14.2	5	0	3	2	19	0	0	0	0	1	0	15	0	16	0	0	0	0	0	0	161	2	0	0	1	0	3	0	291	0	0	0	0	1	0	1	0	0	0	0	0	0	0	16	0	0	0	0	0	0	142	2	0	0	0	0	12	0	0	0	0	0	7	1	0	0	0	11	1	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	26.4	"AWI"	26.4	-1.40000000000001	17	7.59999999999999	0	3	2	16	0	0	0	0	0	0	10	1	10	0	0	0	0	0	0	183	4	0	0	1	0	0	0	303	0	1	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	181	0	1	0	157	3	0	0	0	5	3	3	0	0	1	1	10	0	0	0	0	15	4	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	27	"AWI"	27	1	20	10	0	1	0	20	0	0	1	0	3	0	5	0	8	0	0	0	0	0	0	158	4	0	0	2	0	0	0	307	0	0	20	0	0	0	1	0	0	0	0	0	0	0	13	0	0	160	0	0	0	145	3	0	0	0	0	2	6	0	0	0	0	9	0	0	1	0	6	7	0	2
26056	45196	"Hayley Wood"	52.16056	-0.1125	27.6	"AWI"	27.6	3.40000000000001	23	13	0	3	1	21	0	0	0	0	5	0	19	0	17	0	0	0	0	0	0	184	5	0	0	0	0	1	0	302	0	0	0	0	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	1	0	140	5	0	0	0	0	9	1	0	0	0	0	9	1	0	0	0	11	13	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	28.2	"AWI"	28.2	5.8	26	15.8	0	4	5	15	0	0	0	0	0	0	1	1	10	0	0	0	0	0	0	198	0	0	0	2	0	0	0	307	0	1	40	1	0	0	2	0	0	0	0	0	0	0	9	0	0	186	0	0	0	121	1	0	0	0	0	4	4	0	0	0	1	12	1	0	0	0	9	7	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	28.8	"AWI"	28.8	8.2	29	18.2	1	5	6	18	0	0	3	1	1	0	5	0	11	0	0	0	0	0	0	173	2	0	0	0	0	2	0	358	0	0	0	0	1	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	106	0	0	0	0	0	15	0	0	0	1	0	12	0	0	0	0	4	8	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	29.4	"AWI"	29.4	10.2	32.4	20.6	0	2	1	13	0	0	0	1	1	0	7	0	11	0	0	0	0	0	0	181	7	0	0	3	0	1	0	330	4	0	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	170	0	0	0	128	4	0	0	0	0	2	2	0	0	1	0	7	1	0	2	0	10	13	0	2
26056	45196	"Hayley Wood"	52.16056	-0.1125	30	"AWI"	30	12	36	23	1	10	4	15	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	184	3	0	0	2	0	0	0	346	0	0	0	0	0	0	3	0	0	0	0	0	0	0	10	0	0	161	0	0	0	121	1	0	0	0	0	4	2	0	0	0	0	5	0	0	1	0	10	6	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	30.6	"AWI"	30.6	13.8	38.4	25.4	0	4	5	26	0	0	0	0	2	0	9	0	8	0	0	0	0	0	0	189	7	0	0	0	0	0	0	313	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	152	0	0	0	117	5	0	0	1	0	14	2	0	0	1	0	20	2	0	1	0	12	11	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	31.2	"AWI"	31.2	15.6	41.2	27.8	0	7	2	21	0	0	0	0	0	0	6	1	13	0	0	0	0	0	0	204	5	0	0	1	0	2	0	352	1	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	166	0	1	0	112	1	0	0	0	0	3	0	0	0	0	2	8	0	0	0	0	13	10	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	31.8	"AWI"	31.8	17.4	44.8	30.2	0	1	3	29	0	0	0	0	1	0	11	0	13	0	0	0	0	0	0	192	8	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	93	3	0	0	1	0	7	0	0	0	0	0	8	3	0	0	0	6	8	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	32.4	"AWI"	32.4	18.8	48	32.6	1	6	1	28	0	0	0	1	0	0	1	0	11	0	0	0	0	0	0	178	2	1	0	0	0	0	0	367	5	0	24	0	0	0	3	0	0	0	0	0	0	0	10	0	0	167	0	0	0	110	1	0	0	1	0	8	1	0	0	0	4	3	0	0	0	1	9	8	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	33	"AWI"	33	20	51	35	0	5	1	36	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	205	3	0	0	1	0	3	0	349	0	1	0	0	0	0	4	0	0	0	0	0	1	0	12	0	0	162	0	0	0	101	4	0	0	0	0	3	2	0	0	0	1	5	0	0	1	0	11	8	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	33.6	"AWI"	33.6	21.2	53.4	36.8	0	1	4	33	0	0	0	0	1	0	6	0	14	0	0	0	0	0	0	202	5	0	0	0	0	1	0	360	2	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	92	3	0	0	1	0	7	0	0	0	2	0	4	0	0	0	0	12	2	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	34.2	"AWI"	34.2	22.4	56.2	38.6	0	2	1	32	0	0	0	0	3	0	1	0	13	0	0	0	3	0	0	206	3	0	0	0	0	0	0	330	0	0	0	0	0	0	5	0	0	0	0	0	0	0	11	0	0	171	0	0	0	135	5	0	0	0	0	1	2	0	0	0	0	6	1	0	0	0	10	8	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	34.8	"AWI"	34.8	23.6	59.8	40.4	0	7	5	41	0	0	4	0	2	0	15	0	14	0	0	0	0	0	0	149	7	0	0	1	0	1	0	333	0	0	18	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	118	4	0	0	0	0	4	0	0	0	0	1	6	0	0	0	0	13	4	0	0
26056	45196	"Hayley Wood"	52.16056	-0.1125	35.4	"AWI"	35.4	25.2	62.6	42.6	0	2	2	42	0	0	0	0	0	0	0	0	22	0	0	0	1	0	0	226	7	0	0	1	0	2	0	318	1	0	0	0	0	0	7	0	0	0	0	0	0	0	10	0	0	166	0	0	0	82	10	0	0	0	0	7	2	0	0	0	2	5	0	0	0	0	8	11	0	1
26056	45196	"Hayley Wood"	52.16056	-0.1125	36	"AWI"	36	27	65	45	0	1	5	30	0	0	0	0	1	0	7	0	25	0	0	0	0	0	0	213	15	0	0	0	0	2	0	230	3	0	63	0	0	0	6	0	1	0	2	0	0	0	16	0	0	194	0	0	0	96	3	0	0	1	0	11	1	0	0	0	0	6	2	0	0	0	11	25	0	0
