"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23792	41218	"Doel"	51.32083	4.24528	240.5	"AWI"	240.5	94.5	1145.5	630.5	125	12	2	1	3	0	30	1	0	0	1	0	66	24	66	0	8	5	1	0	0	20	1	2	13	4	94	0	0	49	1	0	0	0	0	3	0	0	8	5	1	0
23792	41218	"Doel"	51.32083	4.24528	249.5	"AWI"	249.5	790.5	1292	1119.5	114	5	1	2	2	0	30	1	0	0	0	0	54	22	67	0	15	3	0	0	0	17	1	0	18	8	0	2	0	51	0	0	0	0	0	1	0	0	1	2	0	0
23792	41218	"Doel"	51.32083	4.24528	260.5	"AWI"	260.5	1378.5	2270	1657.5	138	2	3	0	2	0	26	0	0	0	0	0	27	44	134	0	30	9	0	0	0	17	13	0	1	0	0	0	0	40	2	0	0	0	0	3	1	0	0	2	0	0
23792	41218	"Doel"	51.32083	4.24528	270.5	"AWI"	270.5	1837	3218.5	2480.5	192	0	0	1	0	0	19	0	0	0	0	0	80	13	68	0	21	18	0	0	0	60	1	0	10	0	0	0	0	96	0	0	0	0	0	1	0	0	2	4	0	0
23792	41218	"Doel"	51.32083	4.24528	280.5	"AWI"	280.5	2611.5	3371.5	3104	119	1	3	0	4	0	7	0	0	0	0	0	82	11	123	0	6	7	0	0	1	60	0	0	6	0	0	0	0	41	2	0	0	0	0	1	0	0	1	3	0	0
23792	41218	"Doel"	51.32083	4.24528	290.5	"AWI"	290.5	3273	3760	3479	171	1	0	0	2	0	26	0	0	0	0	0	90	11	107	0	9	8	0	0	0	66	1	0	8	0	0	0	0	61	0	0	0	0	0	3	1	0	7	4	0	1
23792	41218	"Doel"	51.32083	4.24528	299.5	"AWI"	299.5	3434.5	4048.5	3746.5	181	1	0	0	0	0	31	0	0	0	0	0	83	14	7	0	10	20	0	0	0	105	0	0	40	0	0	0	0	64	0	0	0	0	0	0	1	0	5	4	0	0
23792	41218	"Doel"	51.32083	4.24528	310.5	"AWI"	310.5	3848	4230	4058	134	3	1	0	1	0	21	0	0	0	0	0	79	64	14	0	5	14	0	0	0	41	0	0	17	0	0	0	0	81	0	0	0	0	0	4	0	0	6	12	1	0
23792	41218	"Doel"	51.32083	4.24528	320.5	"AWI"	320.5	4067	4577.5	4289.5	78	3	2	0	0	0	26	0	0	0	1	0	37	93	0	0	3	7	0	0	0	14	0	0	24	0	0	0	0	168	0	0	0	0	0	5	1	3	4	10	0	0
23792	41218	"Doel"	51.32083	4.24528	330.5	"AWI"	330.5	4222.5	4811.5	4508.5	46	2	3	0	0	0	102	0	0	0	1	0	65	152	0	0	1	12	0	0	0	13	0	0	7	0	0	0	0	86	2	0	0	0	0	1	0	3	5	16	0	0
23792	41218	"Doel"	51.32083	4.24528	340.5	"AWI"	340.5	4443	4952.5	4733	64	3	0	1	0	0	69	0	0	0	1	0	47	70	0	0	0	9	0	0	0	9	0	0	16	0	0	0	0	139	1	0	0	0	0	2	0	20	5	25	0	0
23792	41218	"Doel"	51.32083	4.24528	350.5	"AWI"	350.5	4826	5085	4932.5	83	0	1	1	1	0	83	0	0	0	0	0	113	4	0	0	2	15	0	0	0	24	0	0	17	0	0	0	0	112	0	0	0	0	0	0	0	36	10	36	0	0
23792	41218	"Doel"	51.32083	4.24528	360.5	"AWI"	360.5	4909.5	5393.5	5097	62	0	1	0	0	0	58	0	0	0	0	0	63	31	0	0	1	18	0	0	0	5	0	0	17	0	0	0	0	112	0	0	0	0	0	1	0	96	14	40	0	0
23792	41218	"Doel"	51.32083	4.24528	370.5	"AWI"	370.5	5023.5	5585.5	5287	84	3	1	0	3	0	51	0	0	0	0	0	78	26	0	0	0	4	0	0	0	0	0	0	42	0	0	0	0	120	0	0	0	0	0	0	0	67	16	25	0	1
23792	41218	"Doel"	51.32083	4.24528	380.5	"AWI"	380.5	5183.5	5737.5	5475	139	2	0	1	0	0	59	0	0	0	0	0	51	36	0	0	0	8	0	0	0	0	0	0	39	0	0	0	0	86	0	0	0	0	0	1	0	37	13	18	0	0
23792	41218	"Doel"	51.32083	4.24528	390.5	"AWI"	390.5	5419	5844.5	5662.5	267	4	0	0	2	0	11	0	0	0	0	0	55	62	0	0	0	7	0	0	0	0	0	0	20	0	0	0	0	63	1	1	0	0	0	9	0	3	13	8	0	0
23792	41218	"Doel"	51.32083	4.24528	399.5	"AWI"	399.5	5667.5	5981	5818	288	1	0	2	0	0	11	0	0	0	0	0	42	96	0	0	0	8	0	0	0	0	0	0	11	0	0	0	0	55	0	0	0	1	0	2	0	0	0	5	0	1
23792	41218	"Doel"	51.32083	4.24528	410.5	"AWI"	410.5	5771	6187	5976.5	336	10	0	0	4	0	6	0	0	0	0	0	52	16	0	0	0	2	0	0	0	0	0	1	31	0	0	0	0	77	0	0	0	0	0	2	0	0	11	12	0	1
23792	41218	"Doel"	51.32083	4.24528	420.5	"AWI"	420.5	5899.5	6296.5	6122.5	120	11	0	0	1	0	3	0	0	0	0	0	22	8	2	0	0	0	0	0	0	0	0	1	21	0	0	0	0	53	0	0	0	0	0	2	0	0	6	10	0	0
23792	41218	"Doel"	51.32083	4.24528	429.5	"AWI"	429.5	6028	6352.5	6243	70	23	0	0	1	0	5	0	0	0	0	0	31	11	0	0	0	6	0	0	0	0	0	0	27	0	0	0	0	62	0	0	0	0	2	1	0	0	10	6	0	0
23792	41218	"Doel"	51.32083	4.24528	439.5	"AWI"	439.5	6135	6428.5	6328	69	4	0	0	0	0	5	0	0	0	0	0	17	4	3	0	0	4	0	0	0	0	0	0	22	0	0	0	0	26	0	0	0	0	0	1	0	0	4	6	0	1
23792	41218	"Doel"	51.32083	4.24528	449.5	"AWI"	449.5	6223.5	6499	6384.5	123	6	1	0	1	0	3	0	0	0	0	0	29	8	0	0	0	2	0	0	0	0	0	0	30	0	0	0	0	32	0	0	0	0	0	3	0	0	6	11	0	0
23792	41218	"Doel"	51.32083	4.24528	460.5	"AWI"	460.5	6315	6563	6450.5	119	9	0	0	1	0	2	0	0	0	0	0	31	14	0	0	0	4	0	0	0	0	0	0	37	0	0	0	0	66	1	0	0	0	0	12	0	0	8	8	0	0
23792	41218	"Doel"	51.32083	4.24528	470.5	"AWI"	470.5	6404	6615.5	6508	190	1	1	1	0	0	8	0	0	0	0	0	28	15	0	1	0	1	0	0	0	0	0	0	24	0	0	0	1	57	0	1	0	0	0	1	0	0	15	10	0	1
23792	41218	"Doel"	51.32083	4.24528	480.5	"AWI"	480.5	6449	6673.5	6557	185	3	2	1	0	0	9	0	0	0	0	0	27	10	0	0	0	2	0	0	0	0	0	0	28	0	0	0	0	58	0	1	0	2	0	7	0	0	4	13	0	0
23792	41218	"Doel"	51.32083	4.24528	490.5	"AWI"	490.5	6492.5	6743	6606	378	1	8	1	0	0	3	0	0	1	0	1	50	8	0	0	0	2	0	0	0	0	0	0	16	0	0	0	0	45	0	0	0	5	0	1	1	0	4	13	0	6
23792	41218	"Doel"	51.32083	4.24528	500.5	"AWI"	500.5	6539	6808.5	6654	258	2	4	3	2	0	7	0	1	0	0	1	44	8	0	0	0	4	0	0	0	0	0	0	17	0	0	0	0	83	0	1	0	1	0	7	0	0	15	9	0	6
23792	41218	"Doel"	51.32083	4.24528	510.5	"AWI"	510.5	6593.5	6887	6712	122	1	0	0	1	0	3	0	0	0	0	1	23	17	0	0	0	8	0	1	0	0	0	0	20	0	0	0	0	44	0	1	0	0	0	10	0	0	4	4	0	2
