"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Nyssa"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
2255	2335	"Sanabria Marsh"	42.1	-6.73333	3	"AWI"	3	-84	122	4	1	0	7	0	4	0	3	0	4	3	0	0	0	0	0	0	0	15	0	62	0	0	35	0	0	0	0	1	0	0	0	61	1	0	0	0	0	0	0	0	0	1	0	0	148	1	3	0	63	0	0	0	0	2	2	0	0	0	0	0	1
2255	2335	"Sanabria Marsh"	42.1	-6.73333	13	"AWI"	13	-49	508	117	4	0	4	0	1	0	1	0	4	1	1	0	0	0	0	0	0	9	0	46	0	0	23	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	123	0	0	0	72	0	0	0	0	3	1	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	23	"AWI"	23	-30	911	228	4	3	3	0	8	0	0	0	15	2	0	0	0	0	0	0	0	10	0	61	0	0	9	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	41	0	0	42	0	5	0	92	1	0	0	0	3	0	0	0	0	1	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	33	"AWI"	33	-16	1315	339	4	0	9	0	11	0	2	0	21	0	0	0	0	0	0	0	0	20	0	32	0	0	32	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	18	0	0	50	2	2	0	98	0	0	0	0	2	0	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	43	"AWI"	43	76	1475	480	1	0	8	0	34	0	2	0	14	1	0	0	0	0	0	0	0	19	0	25	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	124	0	4	0	80	0	0	0	0	0	4	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	53	"AWI"	53	125	1672	621	4	0	6	0	4	0	1	0	21	2	0	0	0	0	0	1	1	19	0	21	0	0	23	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	54	0	0	28	0	5	0	109	0	0	0	0	0	1	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	63	"AWI"	63	160	1916	754	0	0	3	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	32	0	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	79	0	4	0	52	2	0	0	0	0	1	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	73	"AWI"	73	255	2109	894	0	0	4	0	3	0	0	0	16	1	0	0	0	0	0	1	0	4	0	12	0	0	23	0	0	0	0	1	0	0	0	21	0	0	0	0	0	0	0	0	0	12	0	0	34	0	0	0	145	1	0	0	0	1	0	0	0	0	2	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	83	"AWI"	83	329	2299	1028	0	0	5	0	2	0	1	0	13	1	0	0	0	0	0	0	0	8	0	23	0	0	28	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	46	0	0	37	0	0	0	117	5	0	0	0	4	1	0	0	0	0	0	0
2255	2335	"Sanabria Marsh"	42.1	-6.73333	103	"AWI"	103	482	2768	1313	6	0	4	0	4	0	1	0	18	0	0	0	0	0	1	0	0	10	0	41	0	0	17	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	27	0	0	59	0	6	2	99	5	0	0	0	2	1	0	0	0	0	0	0
