"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3018	3932	"Bjärsjon"	58.33431	13.654576	9	"AWI"	NA	NA	NA	NA	0	0	0	3	0	292	0	0	0	0	0	0	41	0	20	1	0	0	0	0	0	0	6	0	0	0	0	6	848	0	38	0	0	0	0	0	1	0	0	1	6	0	0	1	0	0	6	0
3018	3932	"Bjärsjon"	58.33431	13.654576	90	"AWI"	NA	NA	NA	NA	0	81	0	245	0	104	6	0	2	0	2	0	0	0	57	0	0	0	5	0	18	0	61	0	0	0	0	0	785	0	80	0	0	0	0	0	0	0	0	16	15	13	0	0	4	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	25	"AWI"	NA	NA	NA	NA	0	0	1	15	0	723	0	0	1	0	0	0	0	0	12	2	0	0	0	0	0	0	39	0	0	0	0	0	258	0	54	0	0	0	0	0	0	0	0	3	27	1	0	0	0	0	4	0
3018	3932	"Bjärsjon"	58.33431	13.654576	19	"AWI"	NA	NA	NA	NA	0	0	1	3	0	782	0	0	1	0	0	0	23	0	30	4	0	0	0	0	0	0	38	0	0	0	0	0	388	0	58	0	0	0	0	2	0	0	0	4	22	3	0	0	0	0	0	5
3018	3932	"Bjärsjon"	58.33431	13.654576	71	"AWI"	NA	NA	NA	NA	0	68	0	256	0	180	2	0	0	0	0	0	0	0	93	0	0	0	0	0	11	0	16	0	0	0	0	8	809	0	101	0	1	0	0	0	0	0	2	17	43	3	0	0	0	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	75	"AWI"	NA	NA	NA	NA	0	27	3	336	0	137	0	0	6	0	4	0	1	0	120	0	0	0	18	0	12	0	64	0	0	0	0	0	536	0	120	0	0	0	0	0	0	0	0	38	18	22	0	0	0	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	7	"AWI"	NA	NA	NA	NA	0	0	0	3	0	337	0	0	0	0	0	0	62	0	14	5	0	0	0	2	0	0	8	0	0	0	0	2	797	0	33	0	0	0	0	0	0	0	0	5	21	6	0	0	0	0	7	0
3018	3932	"Bjärsjon"	58.33431	13.654576	5	"AWI"	NA	NA	NA	NA	0	0	0	1	0	364	1	0	0	0	0	0	42	1	17	2	0	0	0	0	0	0	0	2	0	1	1	4	726	0	30	0	0	0	0	0	0	0	0	4	8	3	0	0	0	0	2	0
3018	3932	"Bjärsjon"	58.33431	13.654576	80	"AWI"	NA	NA	NA	NA	1	54	4	210	0	293	0	0	5	3	6	0	1	0	37	0	0	0	0	0	6	0	90	0	0	0	0	0	516	0	91	0	0	0	0	0	0	0	0	19	37	27	0	0	0	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	82	"AWI"	NA	NA	NA	NA	0	126	0	231	0	238	7	0	21	2	0	0	1	0	84	0	0	0	3	0	28	0	76	2	0	0	0	0	609	0	63	0	0	0	0	0	0	0	0	14	21	42	0	0	7	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	63	"AWI"	NA	NA	NA	NA	0	41	2	228	0	155	0	0	12	0	0	0	0	0	57	0	0	0	0	0	7	0	32	3	0	0	0	8	225	0	41	0	0	0	0	0	0	0	0	32	24	20	0	0	12	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	41	"AWI"	NA	NA	NA	NA	2	7	0	14	0	613	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	154	2	0	0	0	14	525	1	125	0	0	0	0	0	7	0	0	25	66	0	0	0	5	0	0	4
3018	3932	"Bjärsjon"	58.33431	13.654576	73	"AWI"	NA	NA	NA	NA	8	37	1	459	0	118	2	0	3	0	1	0	0	0	123	0	0	0	0	0	19	0	27	0	0	0	0	10	383	0	23	0	3	0	0	0	0	0	3	22	11	3	0	0	10	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	35	"AWI"	NA	NA	NA	NA	0	0	1	15	0	606	0	0	0	0	0	1	0	0	45	12	0	0	0	0	0	0	942	0	0	0	0	0	261	0	138	0	2	0	0	0	0	0	0	12	48	3	0	0	0	0	6	0
3018	3932	"Bjärsjon"	58.33431	13.654576	78	"AWI"	NA	NA	NA	NA	0	49	4	259	0	206	0	0	0	0	1	0	0	0	91	0	0	0	8	0	17	0	58	0	0	0	0	0	826	0	112	0	0	0	0	0	1	0	5	7	56	8	0	0	18	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	31	"AWI"	NA	NA	NA	NA	1	4	0	3	0	658	0	0	2	0	0	0	0	0	43	0	0	0	0	0	0	0	519	0	0	0	0	0	251	1	90	0	0	0	0	0	0	0	0	7	63	15	0	0	0	0	3	0
3018	3932	"Bjärsjon"	58.33431	13.654576	11	"AWI"	NA	NA	NA	NA	2	0	0	3	0	390	0	0	0	0	0	0	24	0	18	3	0	0	0	0	0	0	4	0	0	0	0	0	688	0	40	0	1	0	0	0	1	0	0	2	21	1	0	0	0	0	3	2
3018	3932	"Bjärsjon"	58.33431	13.654576	76	"AWI"	NA	NA	NA	NA	0	33	4	448	0	280	0	0	8	0	2	0	0	0	83	0	0	0	0	0	13	0	88	0	0	0	0	4	488	0	112	0	0	0	0	0	0	0	0	17	7	24	0	0	8	0	2	0
3018	3932	"Bjärsjon"	58.33431	13.654576	65	"AWI"	NA	NA	NA	NA	0	31	2	248	0	296	4	0	12	0	1	0	1	0	88	0	0	0	0	0	17	0	54	0	0	0	0	3	534	0	56	0	0	0	0	0	1	0	3	20	17	8	0	0	0	1	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	61	"AWI"	NA	NA	NA	NA	0	41	0	102	0	159	0	0	6	0	2	0	0	0	61	0	0	0	0	0	0	0	21	2	0	0	0	12	954	1	48	2	0	0	0	0	3	0	4	24	10	17	0	0	12	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	33	"AWI"	NA	NA	NA	NA	3	0	0	2	0	711	0	0	2	0	0	2	0	0	24	0	0	0	0	0	0	0	1005	1	0	0	0	0	158	0	96	0	0	0	0	1	0	0	6	3	81	8	0	0	0	0	3	0
3018	3932	"Bjärsjon"	58.33431	13.654576	69	"AWI"	NA	NA	NA	NA	0	75	12	195	0	234	2	0	21	0	0	0	0	0	51	0	1	0	0	0	17	0	33	0	0	0	0	20	467	0	57	0	0	0	0	0	0	0	0	21	21	19	1	0	11	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	59	"AWI"	NA	NA	NA	NA	0	20	2	212	0	213	0	0	5	2	0	0	0	0	104	0	0	0	0	0	43	0	44	7	0	0	0	10	840	0	76	0	0	0	0	0	0	0	0	60	13	21	0	0	4	0	0	8
3018	3932	"Bjärsjon"	58.33431	13.654576	37	"AWI"	NA	NA	NA	NA	0	9	0	3	0	783	0	0	0	0	0	0	2	0	72	0	0	0	0	2	0	0	412	0	0	0	0	0	192	0	171	0	0	0	0	0	0	0	4	10	61	18	0	0	3	0	4	2
3018	3932	"Bjärsjon"	58.33431	13.654576	48	"AWI"	NA	NA	NA	NA	3	3	0	19	0	648	4	0	1	0	0	0	1	0	91	0	0	0	0	0	0	0	114	1	0	0	0	0	276	0	367	0	0	0	0	0	0	0	0	37	54	7	0	0	0	0	0	1
3018	3932	"Bjärsjon"	58.33431	13.654576	50	"AWI"	NA	NA	NA	NA	0	1	2	16	3	496	4	0	0	1	0	0	0	0	97	3	0	0	0	0	0	0	66	2	0	0	0	0	374	1	82	0	0	0	0	0	0	0	0	22	68	7	0	0	3	0	0	8
3018	3932	"Bjärsjon"	58.33431	13.654576	67	"AWI"	NA	NA	NA	NA	0	61	1	249	0	202	1	0	6	0	3	0	2	0	67	0	0	0	0	0	9	0	45	5	0	0	0	0	434	0	69	0	0	0	0	0	0	0	4	27	27	16	0	0	0	0	0	0
3018	3932	"Bjärsjon"	58.33431	13.654576	27	"AWI"	NA	NA	NA	NA	3	0	0	3	0	1224	0	0	0	0	1	0	2	0	42	6	0	0	0	0	0	0	192	0	0	0	0	0	387	0	75	0	0	0	0	0	0	0	0	7	27	11	0	0	3	0	10	7
3018	3932	"Bjärsjon"	58.33431	13.654576	29	"AWI"	NA	NA	NA	NA	9	0	1	7	4	1056	0	0	0	0	0	2	4	0	60	7	0	0	0	0	0	0	423	0	0	0	0	0	387	0	81	0	0	0	0	2	0	0	0	6	87	0	0	0	0	0	0	8
3018	3932	"Bjärsjon"	58.33431	13.654576	17	"AWI"	NA	NA	NA	NA	0	0	3	9	0	752	0	0	0	0	0	0	17	0	22	2	0	0	0	0	0	0	20	1	0	0	0	4	409	0	64	0	2	0	1	0	0	0	0	3	46	5	0	0	6	0	4	4
3018	3932	"Bjärsjon"	58.33431	13.654576	49	"AWI"	NA	NA	NA	NA	0	0	1	0	0	742	0	0	0	0	0	0	1	0	55	8	0	0	0	0	1	0	800	2	0	0	0	0	385	0	122	0	3	1	0	0	0	0	0	0	87	8	0	0	3	0	5	13
3018	3932	"Bjärsjon"	58.33431	13.654576	57	"AWI"	NA	NA	NA	NA	0	3	2	8	0	512	0	0	5	2	0	0	0	0	65	0	0	0	0	0	0	0	25	0	0	0	0	3	1095	0	37	0	0	0	0	0	0	0	1	3	25	8	0	0	6	0	0	7
3018	3932	"Bjärsjon"	58.33431	13.654576	45	"AWI"	NA	NA	NA	NA	7	4	0	12	0	1032	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	117	0	0	0	0	0	360	1	369	0	0	0	0	2	6	0	2	61	54	2	0	0	3	0	0	7
3018	3932	"Bjärsjon"	58.33431	13.654576	43	"AWI"	NA	NA	NA	NA	0	1	5	13	0	876	0	2	0	0	0	0	0	0	126	0	0	128	0	3	0	0	237	3	0	0	0	0	414	0	300	0	0	0	1	0	3	0	0	36	54	1	0	0	0	0	1	11
3018	3932	"Bjärsjon"	58.33431	13.654576	1	"AWI"	NA	NA	NA	NA	16	4	0	1	0	437	2	0	0	0	0	0	90	0	43	1	0	0	0	2	0	0	12	0	0	0	0	2	681	0	90	0	0	0	0	17	3	0	0	8	9	0	0	0	0	7	3	4
3018	3932	"Bjärsjon"	58.33431	13.654576	55	"AWI"	NA	NA	NA	NA	0	11	2	20	0	218	0	0	1	0	0	0	0	0	44	2	0	0	2	0	0	0	33	6	0	0	0	5	1470	0	75	0	0	0	0	0	0	0	1	31	34	3	0	0	11	0	0	22
3018	3932	"Bjärsjon"	58.33431	13.654576	51	"AWI"	NA	NA	NA	NA	0	6	0	30	0	842	0	0	0	0	0	1	0	0	129	3	0	0	0	3	1	0	54	0	0	0	0	4	705	0	171	0	0	0	0	0	12	0	0	27	66	3	0	0	6	0	0	3
3018	3932	"Bjärsjon"	58.33431	13.654576	39	"AWI"	NA	NA	NA	NA	3	3	0	12	9	903	0	0	0	0	0	2	0	0	105	1	0	0	0	0	0	0	264	0	1	0	0	0	384	0	207	0	0	0	0	0	2	0	0	51	34	11	0	0	0	2	6	8
3018	3932	"Bjärsjon"	58.33431	13.654576	53	"AWI"	NA	NA	NA	NA	0	19	0	81	0	393	2	0	3	0	0	2	3	0	121	0	0	0	0	2	0	0	33	3	0	0	0	1	663	1	240	0	0	3	0	0	0	0	2	33	13	19	0	1	0	0	0	8
3018	3932	"Bjärsjon"	58.33431	13.654576	47	"AWI"	NA	NA	NA	NA	3	5	7	9	5	1182	0	0	3	0	0	1	0	0	121	0	0	111	0	7	0	0	102	0	0	0	0	0	558	0	336	0	0	0	0	1	0	0	3	40	150	1	0	0	6	0	0	15
