"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
15946	24574	"La Grande Brousse"	47.48667	0.67417	55	"AWI"	55	153	816	450	0.598802395209581	0.598802395209581	0	1.19760479041916	0	0	0	0.598802395209581	0	0	0	0	0	0.598802395209581	0	0	0	1.19760479041916	82.6347305389222	0	0	0.598802395209581	0	0	0	0	0	0	0	0	0	0	10.7784431137725	0	0	0	0	0	1.19760479041916	0	0	0	0	0	0	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	65	"AWI"	65	226	924	544	0	1.48514851485149	0.99009900990099	0.99009900990099	0	0	0	0.495049504950495	0	0.99009900990099	0	0.495049504950495	0	0	0	0	0	0.495049504950495	87.1287128712871	0	0	0	0	0	0	0.495049504950495	0.495049504950495	0	0	0	0	0	4.95049504950495	0	0	0	0.99009900990099	0	0	0	0	0	0	0	0	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	80	"AWI"	80	344	1059	692	0	3.8135593220339	0.847457627118644	0.847457627118644	0	0	0	0	0	1.27118644067797	0	0	0	0	0.847457627118644	0	0	0.423728813559322	86.4406779661017	0	0	0	0.423728813559322	0	0	0	1.27118644067797	0	0	0	0	0	1.69491525423729	0	0	0	1.27118644067797	0	0	0	0	0	0	0	0	0	0	0.423728813559322	0.423728813559322	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	85	"AWI"	85	380	1109	740	0	5.78034682080925	1.15606936416185	2.89017341040462	0	1.15606936416185	0	0.578034682080925	0	2.3121387283237	0	0	1.15606936416185	0	0	0	0	1.73410404624277	73.4104046242775	0	0	0	0	0	0	0.578034682080925	0	0	0	0	0	0	4.04624277456647	0	0	0	1.73410404624277	0	2.3121387283237	0	0	0	0.578034682080925	0	0.578034682080925	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	95	"AWI"	95	467	1193	836	0	4.32098765432099	1.23456790123457	1.85185185185185	0	0	0	0	0	1.23456790123457	0	0	0.617283950617284	0	0.617283950617284	0	0	0.617283950617284	82.0987654320988	0	0	0	0	0	0	0.617283950617284	0.617283950617284	0	0	0	0	0	3.08641975308642	0	0	0	1.23456790123457	0	1.23456790123457	0	0	0	0	0	0	0	0	0.617283950617284	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	105	"AWI"	105	539	1285	942	0	5.79710144927536	0.483091787439614	3.38164251207729	0	0	0	0	0	0.483091787439614	0	0	1.44927536231884	0	0.483091787439614	0	0	1.44927536231884	77.7777777777778	0	0	0	0	0	0	0	0.966183574879227	0	0	0	0	0	4.83091787439614	0	0	0	1.44927536231884	0	0.966183574879227	0	0	0	0.483091787439614	0	0	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	115	"AWI"	115	655	1344	1038	0	6.57894736842105	0.87719298245614	0.87719298245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43859649122807	85.5263157894737	0	0	0	0	0	0	0	2.19298245614035	0	0	0	0	0	1.75438596491228	0	0	0	0.43859649122807	0	1.31578947368421	0	0	0	0	0	0	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	120	"AWI"	120	691	1394	1090	0.505050505050505	10.6060606060606	1.51515151515152	1.01010101010101	0	0.505050505050505	0	0	0	1.01010101010101	0	0	0	0	0	0	0	1.01010101010101	77.2727272727273	0	0	0	0	0	0	0	0.505050505050505	0	0	0	0	0	2.52525252525253	0	0	0	2.52525252525253	0	0.505050505050505	0	0	0	0	0	0	0	0	0.505050505050505	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	135	"AWI"	135	853	1488	1227	0	14.9253731343284	0.995024875621891	0.995024875621891	0	0.497512437810945	0	1.49253731343284	0	0	0	0	1.49253731343284	0	0.497512437810945	0	0	1.99004975124378	72.1393034825871	0	0	0.497512437810945	0	0	0	0	0.995024875621891	0	0	0	0	0	2.48756218905473	0	0	0	0	0	0.995024875621891	0	0	0	0	0	0	0	0	0	0	0
15946	24574	"La Grande Brousse"	47.48667	0.67417	140	"AWI"	140	942	1509	1273	0	11.4285714285714	2.04081632653061	0.816326530612245	0	0.408163265306122	0	0.408163265306122	0	0.408163265306122	0	0	0	0	0	0	0	2.44897959183673	75.9183673469388	0	0	0	0	0	0	0	1.63265306122449	0	0	0	0.408163265306122	0	1.63265306122449	0	0	0	1.63265306122449	0	0.408163265306122	0	0	0	0	0	0	0	0	0	0.408163265306122	0
