"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
15798	24277	"Weiherlohe"	49.72972	12.3875	0	"AWI"	0	-126	49	-38	10	1	35	4	1	6	8	97	0	7	0	0	0	0	1	0	19	0	10	0	0	9	0	0	6	0	2	0	0	1	23	0	0	0	0	0	0	2	355	225	0	144	0	1	0	19	0	0	2	11	6	0	0	0	0	1	5	3
15798	24277	"Weiherlohe"	49.72972	12.3875	10	"AWI"	10	67	3579	1328	14	0	24	2	1	2	0	65	1	3	0	3	0	0	1	0	7	1	86	0	0	0	1	0	12	1	0	0	0	0	5	0	1	0	0	0	0	2	186	145	0	158	0	4	0	19	0	0	0	24	12	0	0	0	0	0	0	1
15798	24277	"Weiherlohe"	49.72972	12.3875	20	"AWI"	20	706	4881	2946	56	4	30	0	2	8	5	332	0	0	0	1	0	1	1	0	80	0	9	0	0	16	0	0	86	1	0	0	0	1	12	1	0	0	1	0	0	1	102	105	0	114	0	1	0	16	0	0	1	15	23	0	0	1	0	2	5	0
15798	24277	"Weiherlohe"	49.72972	12.3875	30	"AWI"	30	2072	5455	4275	168	1	60	0	2	10	0	114	0	0	0	4	0	0	0	0	39	0	34	0	0	4	0	0	224	1	0	0	0	0	14	0	0	0	0	2	0	21	146	78	0	37	0	0	0	21	0	0	0	3	1	1	0	0	0	8	5	2
15798	24277	"Weiherlohe"	49.72972	12.3875	40	"AWI"	40	4991	5825	5500	108	2	148	0	3	1	0	108	0	0	0	0	0	0	0	0	179	0	12	0	0	6	0	0	65	3	7	0	0	0	24	0	0	0	0	0	0	0	219	61	0	0	0	0	0	42	0	0	0	0	1	0	0	0	1	22	17	0
15798	24277	"Weiherlohe"	49.72972	12.3875	50	"AWI"	50	5711	6467	6027	3	0	51	1	1	3	0	103	0	0	0	0	0	0	0	0	179	0	16	0	0	5	1	0	4	1	14	0	0	0	11	0	0	0	0	0	0	0	101	68	0	0	0	0	0	47	0	0	0	1	10	1	0	0	0	24	36	0
15798	24277	"Weiherlohe"	49.72972	12.3875	60	"AWI"	60	5895	6916	6342	1	1	108	0	1	4	0	128	0	0	0	0	0	0	0	0	204	0	30	0	0	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	59	123	0	0	0	2	0	62	0	0	0	0	6	0	0	0	0	43	39	0
15798	24277	"Weiherlohe"	49.72972	12.3875	70	"AWI"	70	6086	7235	6606	1	0	51	0	4	2	0	186	0	0	0	2	0	0	0	0	234	0	20	0	0	4	2	0	2	2	18	0	0	0	2	0	0	0	0	0	0	0	135	130	0	0	0	2	0	63	0	0	1	0	1	2	0	0	1	61	41	1
15798	24277	"Weiherlohe"	49.72972	12.3875	80	"AWI"	80	6283	7492	6868	0	0	98	0	2	1	0	249	0	0	0	0	0	0	0	0	248	0	21	1	0	0	0	0	2	2	16	0	0	0	7	0	0	0	0	0	0	0	104	156	0	0	0	1	0	75	0	0	1	0	1	1	0	0	1	102	83	4
15798	24277	"Weiherlohe"	49.72972	12.3875	90	"AWI"	90	6515	7719	7129	0	0	69	0	0	5	0	626	0	0	0	0	0	0	0	0	228	0	108	0	0	5	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	0	52	208	0	0	0	1	0	90	0	0	0	1	1	1	0	0	0	62	63	3
15798	24277	"Weiherlohe"	49.72972	12.3875	100	"AWI"	100	6796	7930	7395	5	0	52	0	4	3	0	182	0	0	0	0	0	0	0	0	135	0	91	0	0	0	0	0	6	0	1	0	0	0	3	0	0	0	0	1	0	1	28	127	0	0	0	1	0	28	0	0	2	0	2	0	0	0	0	27	32	1
15798	24277	"Weiherlohe"	49.72972	12.3875	110	"AWI"	110	7097	8137	7654	1	2	59	0	4	5	0	307	0	0	0	0	0	0	0	0	310	0	71	0	0	0	0	0	0	2	9	0	0	0	5	0	0	0	0	0	0	0	7	286	0	0	0	3	2	63	0	0	0	0	2	2	0	0	0	55	55	2
15798	24277	"Weiherlohe"	49.72972	12.3875	120	"AWI"	120	7460	8301	7893	12	1	37	0	1	1	0	216	0	0	0	3	0	0	0	0	195	0	28	0	0	4	0	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	27	184	0	0	0	1	0	23	0	0	0	1	14	1	0	0	0	37	31	1
15798	24277	"Weiherlohe"	49.72972	12.3875	130	"AWI"	130	7815	8624	8197	1	1	31	0	5	1	0	256	0	0	0	1	0	0	0	0	254	0	35	0	0	0	0	0	0	1	3	0	0	0	12	0	0	0	0	0	0	0	5	170	0	0	0	1	0	29	0	0	0	0	2	0	0	0	1	30	44	1
