"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16166	24993	"Fangeas"	44.71611	6.44944	13	"AWI"	13	505	1488	1072	2.4390243902439	0	0	1.21951219512195	0	0.731707317073171	0	0.975609756097561	0	0	0.24390243902439	0	0	0	0	0	0	0.48780487804878	0	0	0	2.19512195121951	0	0	0	0	0	1.95121951219512	0	0	0	0	0	0	0.24390243902439	0	5.60975609756098	0	0	0	0	0	0.24390243902439	4.8780487804878	0	0	74.6341463414634	0	0	0	2.4390243902439	0	0	0	0	0	0.975609756097561	0	0	0.24390243902439	0	0	0	0.24390243902439	0.24390243902439	0	0
16166	24993	"Fangeas"	44.71611	6.44944	14	"AWI"	14	576	1539	1171	1.23076923076923	0	3.07692307692308	0.307692307692308	0	1.53846153846154	0	3.38461538461538	0.307692307692308	0	0	0	0	0	0	0.307692307692308	0	0.307692307692308	0	0	0	9.84615384615385	0	0	0	0	0	2.15384615384615	0	0.307692307692308	0.307692307692308	0	1.53846153846154	0	0	0	3.69230769230769	0	0	0	0	0	0.307692307692308	63.0769230769231	4.61538461538462	0	0	0	0	0	0.923076923076923	0.307692307692308	0	0	0	0.615384615384615	0.923076923076923	0.307692307692308	0	0	0	0.307692307692308	0	0.307692307692308	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	15	"AWI"	15	621	1632	1264	0.943396226415094	0	0	0.269541778975741	0	0.673854447439353	0	0.134770889487871	0.269541778975741	0	0.269541778975741	0	0	0	0.134770889487871	0	0.134770889487871	0.404312668463612	0	0.269541778975741	0	14.8247978436658	0	0	0	0	0	1.48247978436658	0.134770889487871	0	0	0	0	0.269541778975741	0.404312668463612	0	3.63881401617251	0	0	0	0	0	0.269541778975741	35.1752021563342	0	0	39.2183288409704	0	0	0	0	0.269541778975741	0	0	0	0	0.269541778975741	0	0	0.134770889487871	0	0.269541778975741	0	0	0.134770889487871	0	0
16166	24993	"Fangeas"	44.71611	6.44944	16	"AWI"	16	826	1647	1343	3.33863275039746	0.158982511923688	2.22575516693164	0.158982511923688	0	1.4308426073132	0	0	0	0	0	0	0	0	0.317965023847377	0	0	0	0	0.317965023847377	0.158982511923688	9.85691573926868	0	0	0	0	0	1.58982511923688	0	0	0	0	0.794912559618442	0	0	0	4.1335453100159	0	0	0	0	0	0.158982511923688	43.5612082670906	0	0	28.4578696343402	0	0	0	1.90779014308426	0	0	0	0	0.158982511923688	0.794912559618442	0	0	0	0	0	0.158982511923688	0	0.158982511923688	0	0.158982511923688
16166	24993	"Fangeas"	44.71611	6.44944	17	"AWI"	17	1030	1670	1420	1.48305084745763	0	2.11864406779661	0	0	0.211864406779661	0	0.847457627118644	0	0	0	0	0	0	0.211864406779661	0	0	1.0593220338983	0	0.211864406779661	0	13.771186440678	0	0	0	0	0	1.69491525423729	0	0.211864406779661	0	0	0	0	0	0	3.38983050847458	0	0	0	0	0.211864406779661	0	72.2457627118644	0	0	0	0	0	0	0	0.423728813559322	0	0	0	0.423728813559322	0	0	0.211864406779661	0.423728813559322	0	0	0	0	0.635593220338983	0	0.211864406779661
16166	24993	"Fangeas"	44.71611	6.44944	18	"AWI"	18	1225	1695	1498	1.11111111111111	0.158730158730159	1.58730158730159	0	0	0	0	1.11111111111111	0	0.158730158730159	0	0	0	0	0	0	0	0.158730158730159	0	0.158730158730159	0	4.76190476190476	0	0	0	0	0	0.476190476190476	0	0.158730158730159	0	0	0.476190476190476	0	0	0	1.74603174603175	0	0	0.158730158730159	0	0	0.317460317460317	38.2539682539683	0	0.793650793650794	44.6031746031746	0	0	0	2.53968253968254	0.158730158730159	0	0	0	0.158730158730159	0.158730158730159	0.317460317460317	0	0	0.158730158730159	0.158730158730159	0	0.158730158730159	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	19	"AWI"	19	1408	1735	1576	0.72463768115942	0	1.81159420289855	0.36231884057971	0	2.53623188405797	0	0.36231884057971	0.36231884057971	0	0	0	0	0	0.36231884057971	0	0	0.72463768115942	0	0	0	32.9710144927536	0	0	0	0	0	0.36231884057971	0	0	0.36231884057971	0	1.08695652173913	0	0	0	3.98550724637681	0.36231884057971	0	0.36231884057971	0	0	0	50	0	0	0	0	0	0	2.89855072463768	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36231884057971	0	0
16166	24993	"Fangeas"	44.71611	6.44944	20	"AWI"	20	1541	1800	1659	1.34770889487871	0	1.61725067385445	0	0	1.07816711590297	0	1.07816711590297	0	0	0.269541778975741	0.269541778975741	0	0	0	0	0	0.269541778975741	0	0	0	29.9191374663073	0	0	0	0	0	1.07816711590297	0.269541778975741	0	0.269541778975741	0	0.808625336927224	0	0.269541778975741	0	3.50404312668464	0	0	0	0	0	0	52.0215633423181	0	0	0	0	0	0	3.77358490566038	1.07816711590297	0	0	0	0	0	0	0	0	0	0.539083557951483	0	0	0.539083557951483	0	0
16166	24993	"Fangeas"	44.71611	6.44944	21	"AWI"	21	1593	1835	1707	2.72479564032698	0	0	0.272479564032698	0	1.08991825613079	0	0.544959128065395	0	0.272479564032698	0	0	0	0	0	0	0	0	0	0.272479564032698	0.272479564032698	3.54223433242507	0	0	0	0	0	0.272479564032698	0.272479564032698	0.544959128065395	1.90735694822888	0	0	0	0	0	3.54223433242507	0	0	0.272479564032698	0	0	0.817438692098093	71.1171662125341	0	0	0	0	0	0	5.17711171662125	0.272479564032698	0	0	0	0.272479564032698	0.272479564032698	0	0	5.44959128065395	0	0.272479564032698	0	0	0.272479564032698	0	0.272479564032698
16166	24993	"Fangeas"	44.71611	6.44944	23	"AWI"	23	1643	1973	1792	2.31124807395994	0	1.54083204930663	0	0	1.07858243451464	0	0.308166409861325	0	0	0.154083204930663	0	0	0	0	0	0	0	0	0.154083204930663	0	37.442218798151	0	0	0	0	0	0.770416024653313	0.154083204930663	0	0.154083204930663	0	0.924499229583975	0	0	0	3.6979969183359	0	0	0.154083204930663	0	0	0	41.9106317411402	0	0	0	0	0	0	2.92758089368259	0.154083204930663	0	0	0	0.154083204930663	5.39291217257319	0	0	0	0	0.308166409861325	0	0.154083204930663	0	0	0.154083204930663
16166	24993	"Fangeas"	44.71611	6.44944	24	"AWI"	24	1654	2067	1832	3.34128878281623	0.238663484486874	2.62529832935561	0.715990453460621	0	1.67064439140811	0	0.954653937947494	0	0	0.477326968973747	0	0	0	0	0	0	0.238663484486874	0	0.477326968973747	0	38.1861575178998	0	0	0	0	0	1.43198090692124	0.238663484486874	0.477326968973747	0.238663484486874	0	2.38663484486873	0	0	0	6.68257756563246	0	0	0	0	0	0.238663484486874	31.0262529832936	0	0	0	0	0	0	2.62529832935561	0	0	0	0	0	4.5346062052506	0	0	0	0	0.954653937947494	0	0	0.238663484486874	0	0
16166	24993	"Fangeas"	44.71611	6.44944	25	"AWI"	25	1663	2170	1873	5.61594202898551	0.181159420289855	1.08695652173913	1.08695652173913	0	1.08695652173913	0	0.543478260869565	0.36231884057971	0	0	0	0	0	0	0	0	0	0	0.543478260869565	0.181159420289855	52.536231884058	0	0	0	0	0	1.08695652173913	0	0	0.181159420289855	0	1.6304347826087	0	0.181159420289855	0	2.17391304347826	0	0	0	0	0	0	21.5579710144928	0.72463768115942	0	0	0	0	0	2.71739130434783	0.181159420289855	0	0	0	0	5.07246376811594	0.181159420289855	0	0.36231884057971	0	0.181159420289855	0	0	0.36231884057971	0	0.181159420289855
16166	24993	"Fangeas"	44.71611	6.44944	26	"AWI"	26	1856	2223	2006	2.73141122913505	0	1.66919575113809	0.151745068285281	0	0.606980273141123	0	0.303490136570561	0	0	0.151745068285281	0	0	0	0	0	0	0	0	1.21396054628225	0	24.2792109256449	0	0	0	0	0	1.51745068285281	0	0	0.303490136570561	0	1.82094081942337	0	0	0	3.33839150227618	0	0	0	0	0	0	44.309559939302	1.66919575113809	0	7.8907435508346	0	0	0	3.79362670713202	0.151745068285281	0	0	0	0.151745068285281	3.1866464339909	0.151745068285281	0	0.151745068285281	0	0.455235204855842	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	30	"AWI"	30	2126	2907	2553	0	0.145137880986938	0	0.290275761973875	0	0.58055152394775	0	0.870827285921626	0.58055152394775	0	0.145137880986938	0	0	0	0	0.145137880986938	0	0.145137880986938	0	1.59651669085631	0	2.46734397677794	0	0	0	0	0	2.61248185776488	0.145137880986938	0	0.145137880986938	0	0.290275761973875	0	0.145137880986938	0	1.74165457184325	0	0	0.145137880986938	0	0	0.290275761973875	75.4716981132076	0	0	0	0	0	0	4.644412191582	0.145137880986938	0	0.145137880986938	0	0	0.435413642960813	5.37010159651669	0	0	0.58055152394775	0.145137880986938	0.145137880986938	0.145137880986938	0.145137880986938	0	0.145137880986938
16166	24993	"Fangeas"	44.71611	6.44944	32	"AWI"	32	2210	3349	3167	5.26315789473684	0.116959064327485	0.584795321637427	0	0	0.116959064327485	0	1.87134502923977	0	0	0	0	0	0	0	0	0	0.116959064327485	0	1.16959064327485	0	4.7953216374269	0	0	0	0	0	0.701754385964912	0.584795321637427	0.233918128654971	0.116959064327485	0	0.701754385964912	0	0	0	2.69005847953216	0	0	0.116959064327485	0	0	0	74.5029239766082	0	0	0	0	0	0	3.15789473684211	0	0	0	0	0	0	2.57309941520468	0	0.350877192982456	0	0.233918128654971	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	34	"AWI"	34	2258	4008	3751	3.32681017612524	0.195694716242661	0	0	0	0.587084148727984	0	4.69667318982387	0	0	0.195694716242661	0	0	0	0	0	0	0	0	1.17416829745597	0	5.47945205479452	0.195694716242661	0	0	0	0	0.782778864970646	0.195694716242661	0	0.195694716242661	0	0	0	0	0	2.34833659491194	0	0	0	0	0	0	75.73385518591	0	0	0	0	0	0.195694716242661	2.93542074363992	0	0	0	0	0.195694716242661	0.587084148727984	0.391389432485323	0	0.195694716242661	0	0	0	0.391389432485323	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	40	"AWI"	40	2429	4702	4143	2.95031055900621	0.15527950310559	0.93167701863354	0.15527950310559	0	0.15527950310559	0	3.41614906832298	0	0	0	0	0	0	0	0	0	0.31055900621118	0	0.46583850931677	0.15527950310559	5.43478260869565	0	0	0	0	0	0	0	0	0	0	0.31055900621118	0	0.15527950310559	0	0.46583850931677	0	0	0	0	0	0	81.5217391304348	0	0	0	0	0	0	2.32919254658385	0	0	0	0	0	0.15527950310559	0.31055900621118	0	0.15527950310559	0.15527950310559	0.15527950310559	0	0.15527950310559	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	50	"AWI"	50	2703	5194	4436	4.25724637681159	0.0905797101449275	0	0.0905797101449275	0	0.36231884057971	0	2.6268115942029	0	0	0.271739130434783	0	0	0	0	0	0	0.0905797101449275	0	0.905797101449275	0	5.43478260869565	0	0	0	0	0	0	0	0	0	0	0.181159420289855	0	0.0905797101449275	0	0	0	0	0	0	0	0	80.6159420289855	0.452898550724638	0	0	0	0	0	2.35507246376812	0	0	0	0	0.181159420289855	0.271739130434783	0.815217391304348	0	0	0.634057971014493	0.181159420289855	0	0	0.0905797101449275	0	0
16166	24993	"Fangeas"	44.71611	6.44944	56	"AWI"	56	2890	5439	4616	4.69483568075117	0.625978090766823	0	0.312989045383412	0	0	0	4.69483568075117	0	0	0.156494522691706	0	0	0	0	0	0	0.312989045383412	0	0.312989045383412	0.156494522691706	10.9546165884194	0	0	0	0	0	0.156494522691706	0	0	0	0	0.312989045383412	0	0.156494522691706	0	0.312989045383412	0	0	0	0	0	0	71.830985915493	0	0.312989045383412	0	0	0	0	1.72143974960876	0	0	0	0	0	0.312989045383412	1.09546165884194	0	0.469483568075117	0.625978090766823	0.156494522691706	0.156494522691706	0.156494522691706	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	62	"AWI"	62	3079	5673	4797	7.25126475548061	0.168634064080944	0	0	0	0.168634064080944	0	4.38448566610455	0.168634064080944	0	0.337268128161889	0.337268128161889	0	0	0	0	0	0.168634064080944	0	0.674536256323777	0	8.60033726812816	0	0	0	0	0	0	0.168634064080944	0.168634064080944	0	0	0.674536256323777	0	0	0	0	0	0	0	0.168634064080944	0	0	69.1399662731872	0	0	0	0	0	0	2.02360876897133	0.168634064080944	1.01180438448567	0	0	0	0.843170320404722	1.85497470489039	0	0	0.337268128161889	0.337268128161889	0.168634064080944	0.674536256323777	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	66	"AWI"	66	3195	5840	4926	5.25423728813559	0.169491525423729	0.847457627118644	0	0	0.847457627118644	0	2.71186440677966	0.508474576271186	0	0.847457627118644	0	0	0	0	0	0	0	0	1.1864406779661	0.508474576271186	13.728813559322	0	0	0	0	0	0	0.169491525423729	0	0	0	0	0	0.169491525423729	0	0.508474576271186	0	0	0.169491525423729	0	0	0	66.7796610169491	0	0	0	0	0.169491525423729	0	1.86440677966102	0	0	0.169491525423729	0	0	0.508474576271186	0.847457627118644	0	0	0.677966101694915	0.847457627118644	0	0.508474576271186	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	76	"AWI"	76	3502	6228	5230	5.54016620498615	0.138504155124654	0	0.138504155124654	0	0.415512465373961	0	2.35457063711911	0	0	0.138504155124654	0	0	0	0	0	0	0	0	0.554016620498615	0.138504155124654	6.92520775623269	0	0	0	0	0	0.138504155124654	0.554016620498615	0	0.138504155124654	0	0	0	0	0	0	0	0	0	0	0	0	76.5927977839335	0	0	0	0	0.138504155124654	0	1.93905817174515	0	1.52354570637119	0.138504155124654	0	0.277008310249307	0.415512465373961	1.24653739612188	0	0	0.138504155124654	0.138504155124654	0.138504155124654	0.138504155124654	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	83	"AWI"	83	3726	6507	5456	6.70194003527337	0.17636684303351	0	0	0	0.352733686067019	0	3.35097001763668	0	0	0.17636684303351	0	0	0	0	0	0	0.529100529100529	0	0.705467372134039	0	8.64197530864197	0	0	0	0	0	0	0.17636684303351	0	0	0	0.529100529100529	0	0.352733686067019	0	0.352733686067019	0	0	0.17636684303351	0	0	0	73.015873015873	0	0	0	0	0	0	2.64550264550265	0	0	0	0	0	0	1.23456790123457	0	0	0.352733686067019	0.17636684303351	0	0.17636684303351	0.17636684303351	0	0
