"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16166	24993	"Fangeas"	44.71611	6.44944	0	"AWI"	0	-123	52	-42	0.214132762312634	0	1.07066381156317	0.856531049250535	0	0.428265524625268	0	0.642398286937901	0	0	0	0	0	0	0.428265524625268	0	0	0.214132762312634	0	0.214132762312634	0	24.1970021413276	0	0	0	0	0	0.856531049250535	0.428265524625268	0	0	0	1.07066381156317	0.856531049250535	0	0.214132762312634	1.9271948608137	0	0	1.9271948608137	0	0.214132762312634	0.856531049250535	45.610278372591	0	0	13.2762312633833	0	0	0	2.14132762312634	1.2847965738758	0	0	0	0	0.214132762312634	0.214132762312634	0	0	0	0	0.214132762312634	0	0.214132762312634	0.214132762312634	0
16166	24993	"Fangeas"	44.71611	6.44944	2	"AWI"	2	-50	382	112	0.276625172890733	0.138312586445367	0	0	0	1.10650069156293	0	0.4149377593361	0	0	0	0	0	0	0.4149377593361	0	0	0	0	0.138312586445367	0	41.49377593361	0	0	0	0.553250345781466	0	0.829875518672199	0	0	0	0	0	0.553250345781466	0	0.138312586445367	0.829875518672199	0	0	1.79806362378976	0	0	0.276625172890733	35.6846473029046	3.04287690179806	0	7.46887966804979	0	0.138312586445367	0	2.4896265560166	0.4149377593361	0	0	0	0.138312586445367	0.968188105117566	0	0.138312586445367	0	0.138312586445367	0.4149377593361	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	4	"AWI"	4	-24	782	261	0.229621125143513	0	1.95177956371986	0.459242250287026	0	2.06659012629162	0	0.34443168771527	0.114810562571757	0	0	0.229621125143513	0	0	0.34443168771527	0	0	0.34443168771527	0	0	0	47.0723306544202	0	0	0	0	0	0.34443168771527	0.114810562571757	0.114810562571757	0	0	0.574052812858783	0.803673938002296	0.34443168771527	0	0.68886337543054	0	0	2.87026406429392	0	0	0.229621125143513	25.947187141217	4.13318025258324	0	7.11825487944891	0	0.114810562571757	0	1.14810562571757	0.114810562571757	0	0	0	0.34443168771527	1.37772675086108	0	0.114810562571757	0	0	0.34443168771527	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	5	"AWI"	5	-13	988	336	0.144300144300144	0	0	0.577200577200577	0	2.30880230880231	0	0.144300144300144	0	0	0.144300144300144	0	0	0	0	0	0	0.288600288600289	0	0.144300144300144	0	67.5324675324675	0	0	0	0	0	0.432900432900433	0	0	0	0	0	1.44300144300144	0	0	0.144300144300144	0	0	1.01010101010101	0	0	0.144300144300144	15.1515151515152	0	0	6.34920634920635	0	0	0	1.73160173160173	0.288600288600289	0	0	0	0.144300144300144	1.01010101010101	0	0	0	0	0	0.144300144300144	0	0.721500721500722	0	0
16166	24993	"Fangeas"	44.71611	6.44944	6	"AWI"	6	66	1036	425	0.182149362477231	0	0	0.546448087431694	0	0	0	0	0.364298724954463	0	0.182149362477231	0.0910746812386157	0	0	0.182149362477231	0	0	0.273224043715847	0	0.0910746812386157	0	66.3023679417122	0.0910746812386157	0	0	0	0	0.910746812386157	0	0	0	0	0	1.27504553734062	0.0910746812386157	0	0.273224043715847	0	0	1.63934426229508	0	0	0.0910746812386157	18.7613843351548	0	1.27504553734062	5.10018214936248	0	0	0	1.183970856102	0.273224043715847	0	0	0	0.182149362477231	0.546448087431694	0	0	0.0910746812386157	0	0	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	8	"AWI"	8	144	1158	617	0.638977635782748	0.106496272630458	0.638977635782748	0.212992545260916	0	1.70394036208733	0	0.425985090521832	0	0	0	0	0	0	0.319488817891374	0	0	0.106496272630458	0	0.106496272630458	0	79.8722044728434	0	0	0	0	0	1.06496272630458	0	0.106496272630458	0	0	0	0.212992545260916	0.106496272630458	0	0.212992545260916	0	0	0.106496272630458	0	0	0.425985090521832	0	3.72736954206603	0	7.24174653887114	0	0	0	1.70394036208733	0.106496272630458	0	0	0	0.106496272630458	0.745473908413206	0	0	0	0	0	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	9	"AWI"	9	171	1254	706	0.22075055187638	0	1.1037527593819	0	0	0	0	0	0	0.22075055187638	0	0	0	0	0.22075055187638	0	0	0.22075055187638	0	0.22075055187638	0	39.7350993377483	0	0	0	0	0	0.441501103752759	0	0.441501103752759	0.22075055187638	0.22075055187638	1.32450331125828	0.22075055187638	0	0.22075055187638	0.22075055187638	0	0	0.441501103752759	0	0	0	11.037527593819	0	1.54525386313466	37.7483443708609	0	0	0	1.54525386313466	0.22075055187638	0	0	0	0.662251655629139	1.1037527593819	0	0.22075055187638	0.22075055187638	0	0	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	10	"AWI"	10	191	1388	793	0.853242320819113	0	0.68259385665529	0.68259385665529	0	1.70648464163823	20.8191126279863	0.170648464163823	0	0	3.24232081911263	0	0	0	0.170648464163823	0	0	0.853242320819113	0	0	0	29.5221843003413	0	0	0	0	0	0.68259385665529	0.170648464163823	0	0.853242320819113	0	1.87713310580205	0	0	0.170648464163823	1.02389078498294	0	0	0.170648464163823	0	0	0.341296928327645	0	0	0	33.7883959044369	0	0	0	0.853242320819113	0.341296928327645	0	0	0	0	1.02389078498294	0	0	0	0	0	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	11	"AWI"	11	344	1416	882	0.136612021857924	0	0	0.956284153005465	0	1.63934426229508	0	0.136612021857924	0	0	0.546448087431694	0	0	0	0.136612021857924	0	0.136612021857924	1.09289617486339	0	0	0	51.3661202185792	0	0	0	0	0	0.136612021857924	0	0.136612021857924	0	0	0.273224043715847	0.136612021857924	0	0	1.22950819672131	0	0	0.136612021857924	0	0	0.136612021857924	11.6120218579235	5.05464480874317	0	23.7704918032787	0	0	0	0.683060109289617	0	0	0	0	0.136612021857924	0.136612021857924	0	0	0.273224043715847	0	0	0	0	0	0	0
16166	24993	"Fangeas"	44.71611	6.44944	12	"AWI"	12	442	1445	975	1.56062424969988	0	0.240096038415366	0.720288115246098	0	0.360144057623049	0	0.480192076830732	0	0	0	0	0	0	0.120048019207683	0	0.120048019207683	0.120048019207683	0	0	0	10.9243697478992	0	0	0	0	0	0.480192076830732	0	0	0	0	0.600240096038415	0	0	0	4.08163265306122	0	0	0	0	0	0.120048019207683	18.0072028811525	0	0	59.9039615846339	0	0	0	1.20048019207683	0	0	0	0	0	0.840336134453782	0	0	0.120048019207683	0	0	0	0	0	0	0
