"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15746	40484	"Etang de la Gruère"	47.24056	7.05	20.5	"AWI"	20.5	5	36.5	20	15	1	8	0	0	2	0	23	1	0	1	0	0	0	4	0	19	38	0	0	0	32	0	6	0	0	0	3	1	0	0	0	2	0	14	126	95	0	0	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	21.5	"AWI"	21.5	11	65.5	35.5	7	0	6	0	0	3	0	11	2	1	0	0	0	0	4	0	14	35	0	0	0	26	0	1	0	0	0	2	0	0	0	0	1	0	7	104	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1
15746	40484	"Etang de la Gruère"	47.24056	7.05	22.5	"AWI"	22.5	14.5	99	50.5	15	0	3	0	0	2	0	10	0	0	0	23	0	0	5	0	14	10	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	4	100	55	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	2	0	1	0	0	0	1	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	23.5	"AWI"	23.5	17.5	134	65.5	18	1	9	4	0	4	0	6	4	0	0	19	3	0	2	1	18	17	0	0	0	57	0	1	0	0	1	0	0	0	0	0	1	0	7	127	24	0	0	0	0	0	0	30	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	24.5	"AWI"	24.5	20.5	169	80.5	17	0	8	1	0	0	0	6	2	0	0	0	0	0	6	0	15	20	0	0	0	41	0	0	0	0	2	2	0	0	0	0	2	0	1	126	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2
15746	40484	"Etang de la Gruère"	47.24056	7.05	25.5	"AWI"	25.5	70	229	138.5	20	0	10	0	0	2	0	7	1	0	1	22	0	0	7	0	12	4	0	0	0	46	0	0	0	0	0	3	0	0	0	0	3	0	8	90	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	26.5	"AWI"	26.5	160	329.5	240	18	1	10	1	0	2	0	11	2	0	0	9	0	0	5	0	47	5	0	0	0	77	0	0	0	0	0	2	1	0	0	0	1	0	7	51	0	0	0	0	0	0	0	48	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	27.5	"AWI"	27.5	237.5	455	341	27	0	17	2	0	1	0	34	2	0	0	11	0	0	3	0	54	7	18	0	0	78	0	4	0	0	0	1	4	0	0	0	1	0	15	70	40	0	0	0	0	0	0	44	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1
15746	40484	"Etang de la Gruère"	47.24056	7.05	28.5	"AWI"	28.5	307	592	440.5	28	1	0	3	0	4	0	26	1	0	0	11	0	0	3	0	69	11	0	0	0	102	0	2	0	1	0	0	0	0	0	0	0	0	16	33	0	0	0	0	0	0	0	47	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	29.5	"AWI"	29.5	374.5	731	539	24	1	13	0	0	6	0	24	0	0	0	8	0	0	2	0	56	6	0	0	0	93	0	1	0	0	1	1	1	0	0	1	0	0	8	46	0	0	0	0	0	0	0	40	0	0	1	0	6	0	0	0	0	0	0	0	3	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	30.5	"AWI"	30.5	465	817.5	632	13	0	13	2	0	2	0	25	1	0	0	0	0	0	7	0	55	2	0	0	0	110	0	0	0	0	2	1	0	0	1	0	0	0	9	38	0	0	0	0	0	0	0	43	0	0	1	0	1	0	0	0	0	0	2	0	2	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	31.5	"AWI"	31.5	564	860.5	721	61	1	0	1	0	3	0	15	0	0	0	0	0	0	0	0	49	1	0	0	0	119	0	0	0	0	1	1	0	0	0	0	0	0	10	46	0	0	0	0	0	0	0	45	0	0	2	0	1	0	0	0	0	0	0	0	5	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	32.5	"AWI"	32.5	642.5	937.5	811	55	0	12	0	0	5	0	20	0	0	0	7	0	0	2	0	37	1	0	0	0	117	0	0	0	0	1	2	1	0	0	0	0	0	9	46	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	33.5	"AWI"	33.5	698	1054	900	50	2	0	0	0	9	0	21	0	0	0	0	0	0	1	0	54	3	0	0	0	119	0	1	0	0	0	0	2	0	0	0	0	0	15	89	0	0	0	33	0	0	0	29	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	35.5	"AWI"	35.5	782	1271.5	1051.5	25	2	18	0	0	2	0	9	0	1	0	0	0	0	0	0	32	7	0	0	0	114	0	0	0	0	0	0	1	0	0	0	0	0	22	51	0	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	36.5	"AWI"	36.5	844.5	1291	1093.5	55	1	18	1	0	1	0	17	0	0	0	5	0	0	0	0	25	2	0	0	0	125	0	0	0	0	0	1	0	0	0	0	0	0	20	72	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	1	0	2	0	7	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	37.5	"AWI"	37.5	896	1314.5	1138	21	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	22	7	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	17	66	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	38.5	"AWI"	38.5	935	1344	1184	29	0	27	0	0	1	0	21	0	0	0	0	0	0	0	0	34	3	0	0	0	144	0	3	0	0	1	0	1	0	0	0	0	0	14	90	0	0	0	0	1	0	0	16	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1
15746	40484	"Etang de la Gruère"	47.24056	7.05	39.5	"AWI"	39.5	965.5	1385.5	1225.5	60	1	39	1	0	2	0	26	0	0	0	0	0	0	2	0	31	1	0	0	0	174	0	0	0	0	0	1	2	0	0	0	0	0	15	105	0	0	0	0	0	0	0	16	0	0	0	0	2	0	0	0	1	0	0	0	9	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	40.5	"AWI"	40.5	1033.5	1418	1267	18	0	32	2	0	2	0	16	0	0	0	0	0	0	2	0	38	3	0	0	0	164	0	0	0	0	0	0	0	0	0	0	2	0	18	79	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	42.5	"AWI"	42.5	1225.5	1463.5	1357.5	43	2	0	1	0	6	0	4	0	0	0	0	0	0	1	0	23	6	0	0	0	144	0	2	0	0	0	2	0	0	0	0	0	0	26	59	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	43.5	"AWI"	43.5	1291	1505.5	1405.5	56	1	26	1	0	7	0	10	1	0	0	3	0	0	0	0	38	7	0	0	0	214	0	2	0	0	1	2	2	0	0	0	0	0	30	79	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	1
15746	40484	"Etang de la Gruère"	47.24056	7.05	44.5	"AWI"	44.5	1328	1571.5	1453.5	46	2	23	1	0	0	0	14	0	0	0	0	0	0	1	0	24	3	0	0	0	170	0	3	0	0	0	0	1	0	0	0	0	0	15	55	0	0	0	0	0	0	0	40	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	45.5	"AWI"	45.5	1354.5	1615	1486	40	1	0	0	0	1	0	21	0	0	0	0	0	0	1	0	27	2	0	0	0	132	0	4	0	0	0	0	0	0	0	0	0	0	35	67	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	7	3	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	46.5	"AWI"	46.5	1382.5	1625.5	1504	38	0	0	0	0	3	0	30	0	0	0	0	0	0	1	0	43	9	0	0	0	151	0	6	0	0	0	0	0	0	0	0	0	0	30	41	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	47.5	"AWI"	47.5	1405	1639	1523	10	1	0	0	0	1	0	28	0	0	0	0	0	0	1	0	28	2	0	0	0	200	0	2	0	0	0	0	1	0	0	0	0	0	34	24	0	0	0	0	0	0	0	47	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	48.5	"AWI"	48.5	1422	1656	1542	9	0	36	0	0	0	0	41	1	0	0	0	0	0	0	0	27	3	0	0	0	178	0	6	0	0	1	0	1	0	0	0	0	0	26	26	0	0	0	0	0	0	0	34	0	0	1	0	1	0	0	0	0	0	0	0	6	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	49.5	"AWI"	49.5	1435	1677	1560.5	9	1	41	0	0	2	0	23	0	0	0	0	0	0	1	0	26	3	0	0	0	150	1	1	0	0	0	0	0	0	0	0	0	0	16	27	0	0	0	0	0	0	0	41	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	50.5	"AWI"	50.5	1458.5	1694.5	1580	5	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	28	1	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	14	27	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	1	0	9	0	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	63.5	"AWI"	63.5	1740.5	2017.5	1866.5	20	1	29	0	0	0	0	40	0	0	0	0	0	0	0	0	22	2	0	0	0	154	0	2	0	0	1	0	0	0	0	0	0	0	2	28	0	0	0	0	0	0	0	63	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	64.5	"AWI"	64.5	1751.5	2059.5	1889	37	1	0	0	0	2	0	47	0	0	0	0	0	0	0	0	25	6	0	0	0	155	0	1	0	0	0	0	0	0	0	0	0	0	11	21	0	0	0	0	0	0	0	57	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	1
15746	40484	"Etang de la Gruère"	47.24056	7.05	65.5	"AWI"	65.5	1773	2092.5	1914	38	0	38	2	0	1	0	37	0	0	0	0	0	0	0	0	26	1	0	0	0	176	0	0	0	0	1	0	0	0	0	0	0	0	4	39	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	66.5	"AWI"	66.5	1801	2115.5	1941.5	39	0	44	1	0	4	0	52	0	1	0	0	0	0	0	0	38	2	0	0	0	133	0	1	0	0	0	0	0	0	0	0	0	0	2	46	0	0	0	0	0	0	0	72	0	0	0	0	4	0	0	0	0	0	0	0	2	1	0	0
15746	40484	"Etang de la Gruère"	47.24056	7.05	67.5	"AWI"	67.5	1823	2142.5	1968.5	99	0	0	2	0	5	0	14	0	0	0	0	0	0	0	0	26	7	0	0	0	114	0	1	0	0	0	0	0	0	0	0	0	0	4	63	0	0	0	0	0	0	0	65	0	0	1	0	3	0	0	0	1	0	0	0	6	3	0	0
