"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3204	4162	"Krageholmssjön"	55.50078	13.74492	103	"AWI"	103	183	705	357	0	142	2	1	0	9	0	90	2	0	8	0	1	0	106	4	0	0	0	259	1	1	0	5	11	0	0	0	23	2	109	0	0	0	0	0	131	0	0	4	1	0	2	0	0	0	0	2	6	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	113	"AWI"	113	241	793	445	0	140	2	1	0	9	0	106	4	0	2	0	1	0	105	9	0	0	0	195	1	2	0	7	5	0	0	0	30	2	100	0	0	0	0	0	135	0	0	0	0	0	10	0	0	0	0	4	7	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	123	"AWI"	123	272	939	532	0	138	1	0	0	4	0	121	2	0	4	0	1	0	106	9	0	0	0	237	2	2	0	3	2	0	0	0	20	2	94	0	0	0	0	0	126	0	0	11	1	0	0	0	0	0	0	7	6	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	133	"AWI"	133	348	1024	621	0	137	2	1	0	6	0	127	1	0	4	0	0	0	152	7	0	0	0	191	0	4	0	3	3	0	0	0	23	1	82	0	0	0	0	0	110	0	0	7	0	0	5	0	0	0	1	3	8	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	143	"AWI"	143	393	1134	708	1	174	3	4	0	7	0	150	1	0	10	0	1	0	140	3	0	0	0	178	1	8	0	12	5	0	0	0	43	2	91	0	0	0	0	0	76	0	0	5	2	0	7	0	0	0	0	10	12	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	153	"AWI"	153	471	1222	794	0	168	8	1	0	14	0	164	2	0	8	0	3	0	158	0	0	0	0	136	1	7	0	15	1	0	0	0	38	2	61	0	0	0	0	0	86	0	0	5	1	34	10	0	0	0	0	10	9	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	163	"AWI"	163	522	1334	880	1	215	4	6	0	6	0	173	0	0	11	0	0	0	118	0	0	0	0	179	0	6	0	13	0	0	0	0	37	2	64	0	0	0	0	0	97	0	0	9	0	0	7	0	0	0	1	8	7	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	173	"AWI"	173	617	1421	970	0	164	0	2	0	6	0	183	2	0	1	0	1	0	172	7	0	0	0	173	1	2	0	2	1	0	0	0	21	1	58	0	0	0	0	0	137	0	0	0	0	22	7	0	0	0	0	8	19	1	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	183	"AWI"	183	682	1536	1065	1	194	2	2	0	9	0	160	4	0	1	0	0	0	169	3	0	0	0	171	0	9	0	4	1	0	0	0	21	4	40	0	0	0	0	0	144	0	0	12	0	0	8	0	1	0	0	16	19	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	193	"AWI"	193	757	1657	1158	0	307	1	1	0	15	0	157	1	0	1	0	0	0	142	16	0	0	0	102	0	15	0	9	2	0	0	0	18	2	72	0	0	0	0	0	152	0	0	6	3	12	11	0	0	0	0	7	10	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	203	"AWI"	203	814	1811	1251	0	227	0	3	0	13	0	110	0	0	3	0	0	0	196	15	0	1	0	101	0	15	0	18	0	0	0	0	35	3	63	0	0	0	0	0	146	0	0	13	0	14	6	0	0	0	0	4	18	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	213	"AWI"	213	887	1940	1347	0	215	3	0	0	21	0	115	0	0	2	0	1	0	190	13	0	0	0	88	1	5	0	13	0	0	0	0	39	4	76	0	0	0	0	0	154	0	1	0	2	0	7	0	0	0	1	4	22	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	223	"AWI"	223	943	2068	1445	0	240	1	1	0	12	0	153	0	0	1	0	0	0	203	5	0	0	0	76	0	15	0	4	0	0	0	0	39	3	89	0	0	0	0	0	108	0	1	0	1	0	7	0	0	0	0	5	14	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	233	"AWI"	233	1025	2191	1544	0	222	0	0	0	12	0	146	1	0	1	0	0	0	227	3	0	0	0	58	0	12	0	9	0	0	0	0	41	0	94	0	0	0	0	0	109	0	0	10	1	0	3	0	0	0	1	4	11	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	243	"AWI"	243	1093	2309	1643	0	241	4	2	0	14	0	177	0	0	1	0	0	0	183	20	0	0	0	51	0	12	0	11	1	0	0	0	22	2	91	0	0	0	0	0	94	0	1	11	0	20	7	0	0	0	0	8	19	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	253	"AWI"	253	1171	2425	1739	0	236	4	0	0	16	0	181	0	0	3	0	0	0	203	15	0	0	0	54	0	9	0	4	1	0	1	0	20	1	78	0	0	0	0	0	94	0	0	8	1	0	5	0	0	0	0	5	4	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	263	"AWI"	263	1242	2548	1835	0	280	3	1	1	17	0	154	1	0	1	0	1	0	290	5	0	0	0	42	0	16	0	7	0	0	0	0	7	1	78	0	0	0	0	0	123	0	0	10	1	0	1	0	0	0	0	13	11	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	273	"AWI"	273	1313	2680	1929	1	255	2	2	0	13	0	164	0	0	0	0	1	0	206	19	0	0	1	15	0	17	0	9	0	0	1	0	18	0	85	0	0	0	2	0	146	0	0	12	1	20	7	0	0	0	0	10	16	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	280	"AWI"	280	1371	2758	2001	0	217	2	0	0	15	0	151	1	0	1	0	0	0	200	13	0	0	0	27	0	10	0	7	1	0	0	0	26	1	75	0	0	0	0	0	141	0	0	7	0	0	3	0	0	0	1	10	20	3	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	290	"AWI"	290	1432	2890	2102	0	254	2	1	0	4	0	154	1	0	1	0	0	0	195	15	0	0	0	28	0	21	0	9	0	0	0	0	24	1	96	0	0	0	0	0	148	0	1	0	4	0	4	0	0	0	0	18	30	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	300	"AWI"	300	1529	2988	2200	1	327	2	0	1	17	0	158	0	0	3	0	0	0	183	9	0	2	0	28	0	21	0	8	2	0	0	0	30	2	97	0	0	0	0	0	126	0	0	0	2	7	4	0	0	0	0	6	15	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	310	"AWI"	310	1596	3119	2295	1	220	2	2	0	10	0	169	0	0	6	0	0	0	204	15	0	0	0	26	0	16	0	17	0	0	0	0	20	2	113	0	0	0	3	0	114	0	0	12	2	0	4	0	0	0	1	6	8	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	320	"AWI"	320	1696	3205	2394	0	228	2	0	0	14	0	146	1	0	3	0	1	0	223	11	0	1	0	13	1	14	0	15	1	0	0	0	18	2	108	0	0	0	0	0	119	0	0	12	1	0	7	0	0	0	0	8	26	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	330	"AWI"	330	1775	3332	2497	0	182	2	2	0	17	0	161	2	0	4	0	0	0	188	21	0	4	0	7	1	24	0	5	0	0	0	0	10	3	106	0	0	0	0	0	82	0	0	0	0	0	4	0	0	0	0	10	9	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	340	"AWI"	340	1864	3424	2590	0	207	2	1	0	14	0	211	0	0	1	0	0	0	204	6	0	0	0	10	1	18	0	19	0	0	0	0	9	1	107	0	0	0	1	0	74	0	0	15	1	0	3	0	0	0	0	13	14	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	350	"AWI"	350	1939	3535	2688	0	370	2	1	0	17	0	125	1	0	2	0	1	0	244	8	0	0	0	14	1	24	0	14	1	0	0	0	21	0	68	0	0	0	0	0	74	0	0	0	1	0	3	0	0	0	0	18	13	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	360	"AWI"	360	2023	3626	2787	1	210	4	2	1	20	0	127	1	0	2	0	0	0	197	7	0	0	1	7	0	14	0	17	0	0	0	0	13	4	41	0	0	0	0	0	65	0	0	0	3	0	1	0	0	0	0	6	11	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	365	"AWI"	365	2066	3682	2834	0	241	3	1	0	13	0	157	0	0	2	0	0	0	217	19	0	1	0	16	0	41	0	21	0	0	0	0	9	0	72	0	0	0	0	0	75	0	0	0	6	22	3	0	0	0	0	11	11	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	375	"AWI"	375	2147	3794	2931	1	242	5	4	0	17	0	148	0	0	4	0	0	0	202	13	0	0	0	18	0	23	0	4	0	0	0	0	10	0	68	0	0	0	0	0	81	0	0	10	3	0	5	0	0	0	0	7	13	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	385	"AWI"	385	2245	3881	3033	0	217	2	1	0	13	0	93	0	0	0	0	0	0	243	10	0	0	0	13	0	15	0	2	1	0	0	0	2	2	74	0	0	0	0	0	107	0	0	0	2	0	4	0	0	0	0	23	28	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	395	"AWI"	395	2327	3987	3133	0	292	1	0	0	5	0	89	0	0	0	0	0	0	243	5	0	1	0	20	0	51	0	4	0	0	0	0	7	0	41	0	0	0	0	0	128	0	0	0	0	0	4	0	0	0	0	15	27	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	405	"AWI"	405	2422	4075	3229	2	226	1	0	0	7	0	76	0	0	0	0	0	0	322	7	0	0	0	10	1	48	0	17	0	0	0	0	4	2	52	0	0	0	0	0	149	0	0	0	1	0	3	0	0	0	0	24	20	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	415	"AWI"	415	2502	4186	3324	3	233	0	0	5	7	0	92	0	0	1	0	0	0	291	2	0	1	0	10	0	58	0	7	0	0	0	0	6	1	56	0	0	0	0	0	175	0	0	3	0	0	2	0	0	0	2	19	20	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	425	"AWI"	425	2609	4270	3425	0	289	1	0	0	3	0	100	0	0	0	0	0	0	254	4	0	2	0	6	0	69	0	3	1	0	0	0	11	1	42	0	0	0	1	0	108	0	0	0	0	0	2	0	0	0	0	43	20	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	435	"AWI"	435	2689	4387	3521	1	264	0	0	1	4	0	79	0	0	1	0	0	0	280	11	0	0	0	9	0	67	0	13	0	0	0	0	4	0	62	0	0	0	0	0	121	0	0	5	0	0	2	0	0	0	0	24	33	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	445	"AWI"	445	2800	4464	3619	2	304	0	0	1	7	0	77	0	0	0	0	0	0	230	5	0	0	0	5	0	38	0	17	0	0	0	0	3	2	70	0	0	0	2	0	164	0	0	0	0	0	2	0	0	0	0	20	65	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	455	"AWI"	455	2871	4574	3717	1	303	1	0	0	14	0	92	0	0	0	0	1	0	269	2	0	0	0	6	0	42	0	10	0	0	0	0	6	0	71	0	0	0	0	0	122	0	0	4	1	0	1	0	0	0	0	30	66	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	465	"AWI"	465	2980	4651	3811	2	292	1	0	1	4	0	77	0	0	0	0	0	0	380	6	0	0	0	3	0	56	1	5	0	0	0	0	3	0	49	0	0	0	1	0	161	0	0	0	0	0	1	0	0	0	2	26	34	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	475	"AWI"	475	3056	4750	3910	0	297	0	0	0	8	0	101	0	0	0	0	0	0	391	6	0	1	0	4	0	29	0	5	1	0	0	0	10	1	27	0	0	0	0	0	122	0	0	0	0	0	2	0	0	0	0	14	22	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	485	"AWI"	485	3157	4829	4007	3	280	2	1	0	5	0	52	0	0	0	0	0	0	465	5	0	2	0	2	0	64	0	5	1	0	0	0	5	1	42	0	0	0	0	0	131	0	0	2	0	0	4	0	0	0	1	17	12	0	2
3204	4162	"Krageholmssjön"	55.50078	13.74492	495	"AWI"	495	3235	4929	4107	1	205	1	1	0	3	0	55	0	0	0	0	0	0	312	6	0	0	0	3	0	68	0	7	0	0	0	0	4	0	50	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	17	17	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	500	"AWI"	500	3300	4966	4153	1	371	3	0	5	14	0	102	0	0	1	0	0	0	544	7	0	0	0	1	0	75	0	17	1	0	0	0	4	1	88	0	0	0	1	0	207	0	0	4	0	0	0	0	0	0	1	33	42	1	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	505	"AWI"	505	3355	5004	4201	1	254	1	0	1	3	0	68	0	0	1	0	0	0	328	9	0	2	0	4	0	64	0	11	1	0	1	0	0	2	79	0	0	0	2	0	150	0	0	0	2	0	4	0	0	0	1	22	26	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	515	"AWI"	515	3445	5105	4305	1	251	1	0	0	6	0	74	0	0	0	0	0	0	362	6	0	0	0	0	0	83	0	5	2	0	0	0	2	1	42	0	0	0	1	0	171	0	0	0	0	0	4	0	1	0	0	22	35	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	520	"AWI"	520	3503	5148	4352	1	258	1	0	1	2	0	59	0	0	0	0	0	0	304	17	0	0	0	1	0	54	0	25	0	0	0	0	2	1	71	0	0	0	0	0	194	0	0	0	0	0	1	0	0	2	0	37	64	1	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	525	"AWI"	525	3557	5179	4403	2	283	1	0	1	1	0	104	0	0	0	0	0	0	386	12	0	1	0	4	0	66	0	1	1	0	0	0	1	2	62	0	0	0	0	0	204	0	0	5	0	0	1	1	0	0	0	31	65	1	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	535	"AWI"	535	3642	5277	4501	1	288	0	0	0	7	0	90	0	0	0	0	0	0	342	9	0	0	0	2	0	57	0	16	2	0	0	0	0	0	49	0	0	0	0	0	183	0	0	0	0	0	4	1	0	0	0	25	50	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	540	"AWI"	540	3705	5322	4549	3	326	0	2	0	3	0	127	0	0	0	0	0	0	402	9	0	0	0	0	0	55	0	48	0	0	0	0	1	0	50	0	0	0	1	0	240	0	0	0	0	0	0	0	0	0	0	14	34	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	545	"AWI"	545	3762	5354	4598	3	286	0	0	0	2	0	99	0	0	1	0	0	0	368	5	0	0	0	0	0	42	0	19	1	0	0	0	0	0	47	0	0	0	0	0	192	0	0	0	0	0	0	2	0	0	1	17	19	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	555	"AWI"	555	3862	5436	4702	1	287	0	0	0	3	0	83	0	0	0	0	0	0	343	9	0	0	0	2	0	41	0	17	1	0	0	0	0	0	36	0	0	0	0	0	190	0	0	0	1	0	3	1	0	0	0	20	23	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	560	"AWI"	560	3918	5482	4752	1	395	0	1	1	3	0	104	0	0	1	0	0	0	606	6	0	0	0	0	0	57	0	33	2	0	0	0	0	1	65	0	0	0	1	0	234	0	0	0	1	0	3	0	0	0	1	28	37	2	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	565	"AWI"	565	3972	5517	4800	1	260	2	0	0	5	0	79	0	0	0	0	0	0	406	9	0	0	0	0	0	39	0	16	1	0	0	0	0	2	40	0	0	0	2	0	172	0	0	0	0	0	2	0	0	0	0	16	18	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	575	"AWI"	575	4075	5596	4897	1	271	2	0	0	3	0	78	0	0	0	0	0	0	321	1	0	0	0	0	0	61	0	7	2	0	0	0	0	1	72	0	0	0	0	0	187	0	0	0	0	0	1	2	0	0	0	13	49	1	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	580	"AWI"	580	4127	5640	4944	2	307	0	1	1	1	0	140	0	0	0	0	0	0	381	2	0	0	0	2	0	113	0	21	1	0	0	1	0	5	68	0	0	0	0	0	229	0	0	0	0	0	3	0	0	0	0	40	67	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	585	"AWI"	585	4183	5681	4991	1	309	0	1	0	0	0	74	0	0	0	0	0	0	284	4	0	1	0	0	1	90	0	3	1	0	0	0	0	0	55	0	0	0	0	0	167	0	0	0	0	0	1	1	0	0	1	27	46	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	595	"AWI"	595	4301	5773	5092	1	294	1	0	1	4	0	82	0	0	0	0	1	0	328	5	0	1	0	2	0	71	0	17	0	0	0	0	0	1	74	0	0	0	1	0	169	0	0	3	0	0	1	0	0	0	0	41	26	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	600	"AWI"	600	4348	5820	5141	1	270	1	0	1	2	0	90	0	0	0	0	0	0	224	7	0	0	0	0	0	70	0	18	1	0	0	0	0	3	75	0	0	0	0	0	151	0	0	2	0	0	3	0	0	0	0	36	28	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	605	"AWI"	605	4427	5847	5191	1	279	0	2	0	2	0	95	0	0	1	0	1	0	329	4	0	0	0	1	0	65	0	32	1	0	0	0	0	1	66	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	40	40	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	615	"AWI"	615	4531	5927	5291	0	297	1	0	1	3	0	83	0	0	1	0	0	0	246	4	0	0	0	0	0	47	0	10	0	0	0	0	0	2	48	0	0	0	0	0	153	0	0	0	0	0	1	0	0	0	0	30	68	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	620	"AWI"	620	4574	5982	5338	0	295	0	0	2	2	0	93	0	0	0	0	1	0	337	6	0	0	0	1	0	81	0	27	1	0	0	0	1	0	50	0	0	0	4	0	163	0	0	4	0	0	6	0	0	0	0	41	58	1	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	625	"AWI"	625	4653	6013	5385	0	333	0	1	0	2	0	107	0	0	0	0	0	0	423	8	0	0	0	0	0	75	0	15	1	0	0	0	0	0	90	0	0	0	3	0	199	0	0	0	0	0	2	0	0	0	0	40	33	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	635	"AWI"	635	4764	6082	5481	0	300	0	0	2	2	0	120	0	0	0	0	0	0	385	4	0	0	0	0	0	34	0	24	0	0	0	0	0	2	74	0	0	0	0	0	169	0	0	0	1	0	0	0	0	0	0	28	27	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	640	"AWI"	640	4809	6122	5531	1	356	0	0	1	2	0	143	0	0	0	0	0	0	382	9	0	0	0	0	0	64	0	38	0	0	0	0	1	0	74	0	0	0	2	0	161	0	0	0	0	0	1	0	0	0	1	40	20	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	645	"AWI"	645	4885	6155	5575	0	306	2	0	1	2	0	139	0	0	0	0	0	0	300	6	0	0	0	0	0	23	0	11	2	0	0	0	1	0	50	0	0	0	2	0	191	0	0	0	1	0	1	0	0	0	1	28	18	0	3
3204	4162	"Krageholmssjön"	55.50078	13.74492	655	"AWI"	655	5022	6233	5672	2	288	0	0	0	9	0	130	0	0	0	0	0	0	307	7	0	0	0	1	0	25	0	19	0	0	0	0	0	1	56	0	0	0	0	0	146	0	1	0	0	0	3	0	0	0	0	14	7	2	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	660	"AWI"	660	5069	6276	5722	0	347	1	0	1	5	0	238	0	0	0	0	0	0	326	11	0	0	0	0	0	24	0	69	2	0	0	0	0	0	65	0	0	0	3	0	155	0	1	5	0	0	0	0	0	0	0	20	13	7	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	665	"AWI"	665	5147	6315	5769	0	331	0	0	0	4	0	230	0	0	1	0	0	0	259	12	0	0	0	1	0	21	0	23	1	0	0	0	0	2	53	0	0	0	0	0	143	0	1	0	0	0	3	0	0	0	0	9	9	2	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	670	"AWI"	670	5221	6351	5817	2	273	0	0	0	2	0	170	0	0	0	0	0	0	256	9	0	0	0	0	0	31	0	21	1	0	0	0	0	0	61	0	0	0	2	0	124	0	2	0	0	0	4	0	0	0	0	10	16	1	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	675	"AWI"	675	5277	6385	5863	0	308	1	1	0	3	0	114	0	0	0	0	0	0	287	6	0	0	0	0	0	42	0	19	0	0	0	0	0	0	61	0	0	0	0	1	185	0	1	0	0	0	4	0	0	0	0	34	21	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	680	"AWI"	680	5321	6436	5909	0	266	0	0	0	0	0	99	0	0	3	0	0	0	346	5	0	0	0	1	0	76	0	55	0	0	0	0	0	1	64	0	0	0	2	0	218	0	1	0	0	0	6	0	0	0	0	46	61	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	685	"AWI"	685	5368	6483	5953	0	233	1	0	1	3	0	65	0	0	1	0	0	0	296	6	0	0	0	0	0	86	0	15	3	0	0	0	0	1	65	0	0	0	3	0	176	0	0	0	0	0	1	0	0	0	0	27	84	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	690	"AWI"	690	5406	6531	5997	0	255	0	0	2	1	0	71	0	0	0	0	0	0	327	4	0	0	0	0	0	89	0	21	0	0	0	0	0	1	69	0	0	0	0	0	168	0	0	3	0	0	2	0	0	0	0	39	92	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	695	"AWI"	695	5447	6586	6038	0	222	0	0	2	1	0	79	0	0	3	0	0	0	297	8	0	0	0	0	0	54	0	13	3	0	0	0	1	0	56	0	0	0	0	0	176	0	0	0	0	0	5	0	0	0	0	51	75	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	700	"AWI"	700	5472	6662	6077	1	224	1	0	3	0	0	71	0	0	0	0	0	0	243	5	0	0	0	0	0	97	0	23	3	0	0	0	0	0	64	0	0	0	4	0	209	0	0	3	0	0	0	0	0	0	1	42	105	0	0
3204	4162	"Krageholmssjön"	55.50078	13.74492	710	"AWI"	710	5552	6759	6163	0	281	1	0	2	0	0	101	0	0	1	0	0	0	226	8	0	0	0	0	1	89	0	15	0	0	0	0	0	1	74	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	54	130	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	720	"AWI"	720	5620	6871	6244	0	290	0	0	0	2	0	78	0	0	0	0	0	0	253	8	0	0	0	0	0	80	0	31	0	0	0	0	0	1	94	0	0	0	0	0	218	0	0	0	0	0	3	0	0	0	0	46	111	0	1
3204	4162	"Krageholmssjön"	55.50078	13.74492	730	"AWI"	730	5703	6962	6332	0	234	1	0	5	0	0	72	0	0	0	0	1	0	253	6	0	0	0	0	2	55	0	10	1	0	0	0	0	1	83	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	1	58	99	0	0
