"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Myrica"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15970	24626	"Castle Suscinio"	47.5125	-2.72722	215	"AWI"	215	2155	4127	3114	0	0	11	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	225	"AWI"	225	2316	4341	3328	0	0	33	0	3	2	2	0	0	10	0	0	0	0	0	0	0	0	31	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	65	0	1	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	235	"AWI"	235	2503	4501	3552	0	0	30	0	0	3	1	0	0	16	0	0	0	0	0	0	0	0	35	0	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	245	"AWI"	245	2680	4719	3761	1	0	63	276	4	1	2	0	0	50	0	1	0	0	0	0	0	0	65	0	7	0	0	0	0	26	1	0	0	0	0	0	0	0	0	4	1	0	0	0	0	4	0	0	0	0	0	0	65	0	1	0	0	1	0	3	0	1	0	1	2	2	1	1	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	255	"AWI"	255	2923	4849	3991	0	0	51	0	1	1	1	0	0	19	0	0	0	0	0	0	0	0	24	0	7	0	0	0	0	7	2	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	42	0	0	0	0	0	118	0	2	0	0	4	0	0	0	5	0	1	3	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	265	"AWI"	265	3103	5050	4225	0	0	32	0	3	1	4	0	0	22	0	0	0	0	0	0	0	0	55	0	6	0	0	0	0	9	1	0	0	0	0	0	1	0	0	10	1	0	0	15	0	0	14	0	0	0	0	0	68	0	2	0	0	2	0	1	1	3	1	0	2	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	275	"AWI"	275	3375	5169	4434	0	0	28	0	0	0	1	0	0	9	0	1	0	0	0	0	0	1	13	0	17	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	285	"AWI"	285	3549	5347	4652	1	1	34	0	2	0	1	0	0	62	0	0	0	0	0	0	0	2	55	0	3	0	0	0	0	7	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	32	0	0	0	1	0	76	0	0	0	0	1	0	0	0	0	0	0	3	4	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	295	"AWI"	295	3933	5417	4861	1	0	40	0	1	3	4	0	0	13	0	0	0	0	0	0	0	0	52	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	32	0	0	0	0	0	94	0	1	0	0	0	0	0	0	2	0	0	2	2	0	1	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	305	"AWI"	305	4127	5548	5097	0	0	30	0	2	1	2	0	0	12	0	0	0	0	0	0	0	0	27	0	11	0	0	0	0	4	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	24	0	0	0	0	0	109	0	0	0	0	5	0	3	0	4	0	0	1	0	1	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	315	"AWI"	315	4610	5610	5286	1	0	32	0	2	1	1	0	0	13	0	0	0	0	0	0	0	0	42	0	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	56	0	0	0	0	1	75	0	5	0	0	4	0	3	0	5	0	0	1	1	0	0	1	1
15970	24626	"Castle Suscinio"	47.5125	-2.72722	325	"AWI"	325	4941	5695	5486	0	0	25	0	1	0	1	0	0	14	0	0	1	0	0	0	0	0	31	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	69	0	1	0	0	3	0	0	0	3	0	1	4	2	0	1	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	335	"AWI"	335	5065	5781	5579	0	0	19	0	3	1	1	0	0	12	0	1	0	0	0	0	0	0	53	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	2	44	0	0	0	0	0	122	0	0	0	0	4	0	1	0	2	0	2	1	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	340	"AWI"	340	5120	5838	5613	0	0	21	0	6	3	0	0	0	5	0	0	0	0	0	0	0	0	85	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	103	0	1	0	0	1	0	1	0	0	0	1	1	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	345	"AWI"	345	5159	5907	5643	0	1	37	0	4	1	1	0	0	13	0	0	0	0	0	0	0	0	74	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	33	0	0	0	0	0	116	0	0	0	0	4	0	0	0	2	1	0	0	2	1	1	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	355	"AWI"	355	5264	5980	5708	0	0	12	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	31	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	1	0	0	3	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	365	"AWI"	365	5361	6067	5772	0	0	16	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1
15970	24626	"Castle Suscinio"	47.5125	-2.72722	370	"AWI"	370	5397	6107	5806	0	0	10	0	2	0	0	0	0	5	0	1	0	0	0	15	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	375	"AWI"	375	5448	6131	5839	0	0	8	0	0	0	2	0	0	5	0	0	0	0	0	0	0	1	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	380	"AWI"	380	5489	6155	5873	0	0	11	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	37	0	0	0	0	0	0	1	0	0	0	0	3	4	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	385	"AWI"	385	5522	6194	5905	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	395	"AWI"	395	5612	6250	5973	0	0	7	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	405	"AWI"	405	5696	6302	6046	0	0	9	0	0	0	1	0	0	3	0	0	0	0	0	9	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	410	"AWI"	410	5715	6339	6084	0	0	13	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	420	"AWI"	420	5831	6372	6150	0	0	11	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	430	"AWI"	430	5900	6418	6219	0	0	25	0	2	2	2	0	0	7	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	25	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1
15970	24626	"Castle Suscinio"	47.5125	-2.72722	440	"AWI"	440	5995	6455	6280	0	0	19	0	2	2	1	1	0	11	0	0	0	0	0	0	0	0	26	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	68	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	450	"AWI"	450	6055	6513	6343	0	0	39	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	83	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	38	1	2	0	0	2	0	0	0	0	0	0	4	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	455	"AWI"	455	6089	6544	6366	0	0	15	0	1	2	0	0	0	11	0	0	0	0	0	0	0	0	39	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	87	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	460	"AWI"	460	6121	6570	6388	0	0	11	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	24	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	465	"AWI"	465	6146	6605	6409	0	0	8	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	34	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	30	0	0	0	0	0	41	0	0	0	0	0	0	2	0	1	0	0	2	4	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	470	"AWI"	470	6168	6639	6428	0	0	11	0	0	1	2	0	0	8	0	1	0	0	0	5	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	68	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	475	"AWI"	475	6201	6669	6448	0	0	14	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	23	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	480	"AWI"	480	6235	6690	6471	0	0	18	0	1	1	1	0	0	5	0	0	0	0	0	0	0	0	31	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	29	0	0	0	0	0	63	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	490	"AWI"	490	6289	6748	6515	0	0	25	0	0	1	1	0	0	8	0	0	0	0	0	3	0	0	60	0	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	21	0	0	0	0	0	57	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	495	"AWI"	495	6315	6781	6537	0	0	22	0	0	1	1	1	0	6	0	0	0	0	0	0	0	0	42	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	0	0	0	0	0	44	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	500	"AWI"	500	6350	6799	6564	0	0	8	0	0	3	0	0	0	9	0	0	1	0	0	0	0	0	37	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	24	0	0	0	0	0	67	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	505	"AWI"	505	6379	6826	6590	0	0	32	0	2	3	0	0	0	18	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	46	0	1	0	0	2	0	1	0	0	0	0	3	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	510	"AWI"	510	6401	6859	6614	0	0	17	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	34	0	0	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
15970	24626	"Castle Suscinio"	47.5125	-2.72722	515	"AWI"	515	6419	6902	6639	0	0	15	0	2	0	1	0	0	8	0	0	0	0	0	0	0	0	32	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	28	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	520	"AWI"	520	6453	6926	6670	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	28	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	54	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	525	"AWI"	525	6473	6962	6701	0	0	9	0	2	0	0	1	0	6	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	82	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	530	"AWI"	530	6492	7007	6729	0	0	18	0	1	1	1	0	0	8	0	0	0	0	0	3	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	29	1	0	0	0	1	82	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	535	"AWI"	535	6505	7065	6758	0	0	3	0	1	1	1	0	0	6	0	0	0	0	0	0	0	0	21	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	32	0	0	2	0	0	25	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	540	"AWI"	540	6538	7087	6790	0	0	17	0	1	1	0	0	0	10	0	0	0	0	0	2	0	0	51	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	48	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	550	"AWI"	550	6586	7150	6857	0	0	18	0	3	0	3	0	0	10	0	0	0	0	0	0	0	0	32	0	5	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	73	0	0	0	1	0	119	0	1	0	0	1	0	1	0	2	0	0	0	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	560	"AWI"	560	6642	7223	6922	0	0	24	0	5	0	1	0	0	9	0	1	0	0	0	0	0	0	35	0	6	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	60	0	0	0	0	0	103	0	3	0	0	3	0	0	1	6	0	0	4	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	570	"AWI"	570	6695	7276	6987	0	0	22	0	3	1	0	0	0	19	0	0	0	0	0	0	0	0	50	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	94	0	2	0	0	3	0	0	0	2	0	0	2	3	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	580	"AWI"	580	6747	7345	7051	1	0	22	0	3	0	1	0	0	18	0	0	0	0	0	0	0	0	43	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	82	0	0	0	0	0	120	1	1	0	0	3	0	1	1	0	0	0	3	1	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	590	"AWI"	590	6813	7396	7117	0	0	13	0	0	0	1	0	0	6	0	0	0	1	0	0	0	0	30	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	51	0	0	1	0	0	60	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0
15970	24626	"Castle Suscinio"	47.5125	-2.72722	595	"AWI"	595	6837	7430	7149	0	0	22	0	3	0	0	0	0	10	0	2	0	0	0	0	0	0	75	0	6	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	58	0	0	1	0	0	115	2	0	0	0	4	0	2	0	0	0	0	4	6	0	0	0	1
15970	24626	"Castle Suscinio"	47.5125	-2.72722	600	"AWI"	600	6864	7458	7178	0	0	6	0	2	1	0	0	0	12	0	1	0	0	0	5	0	0	16	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	38	0	0	0	0	0	56	1	1	0	0	1	0	1	0	0	0	0	6	2	0	0	0	0
