"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3474	4493	"Tourves"	43.41312	5.91072	1928	"AWI"	1928	13065	14493	13798	1	0	2	4	4	0	0	11	0	0	0	0	0	1	1	0	2	1	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	94	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1972	"AWI"	1972	13197	14672	13960	0	0	0	5	2	0	0	9	0	0	5	0	1	6	11	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	211	0	0	0	2	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	1995	"AWI"	1995	13249	14797	14034	1	0	2	0	16	0	0	8	0	3	2	0	1	0	3	0	0	0	0	6	0	0	0	0	0	2	1	0	1	0	0	0	0	4	0	0	0	85	0	0	0	1	0	9	0	0	0	0	0	0	11	0	0	3	1	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	2002	"AWI"	2002	13269	14820	14058	0	0	0	0	14	0	0	4	0	6	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	98	0	0	13	0	0	0	0	0	0	32	2	0	1	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	2025	"AWI"	2025	13330	14922	14136	0	0	0	2	9	0	0	7	0	6	1	0	0	1	2	0	2	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	135	0	1	71	0	1	32	0	0	0	0	0	0	109	1	0	1	0	0	0	12	0
3474	4493	"Tourves"	43.41312	5.91072	2047	"AWI"	2047	13393	15024	14208	1	0	1	0	3	5	0	12	0	11	0	1	0	0	1	0	2	1	0	0	0	1	0	0	0	0	2	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	24	0	0	0	0	1	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2070	"AWI"	2070	13453	15137	14277	1	0	0	0	0	0	0	3	0	11	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	4	0	6	0	0	0	0	0	1	0	0	75	0	0	0	0	0	25	0	0	0	0	0	0	9	0	0	0	0	2	0	3	0
3474	4493	"Tourves"	43.41312	5.91072	2115	"AWI"	2115	13565	15314	14421	1	0	0	1	14	0	0	4	0	4	2	0	0	0	9	0	0	2	0	17	0	2	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	259	0	0	41	0	0	6	0	0	0	0	0	0	24	1	0	0	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	2138	"AWI"	2138	13633	15410	14499	1	0	0	0	8	1	0	1	0	5	1	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	150	0	0	43	0	0	7	0	0	1	0	0	0	30	0	0	0	0	0	1	3	0
3474	4493	"Tourves"	43.41312	5.91072	2160	"AWI"	2160	13679	15511	14573	0	0	0	0	5	0	0	3	0	3	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	4	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	2190	"AWI"	2190	13760	15623	14670	0	0	0	0	1	0	0	5	0	5	0	0	0	1	0	0	1	1	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	9	0	0	1	0	0	0	3	2	0	0	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2213	"AWI"	2213	13831	15714	14744	0	0	5	4	16	0	0	20	0	2	3	0	2	0	1	0	6	3	0	0	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	98	0	0	122	1	0	15	0	0	1	5	0	0	19	1	0	2	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2228	"AWI"	2228	13871	15767	14790	0	1	0	6	47	0	0	23	0	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0
3474	4493	"Tourves"	43.41312	5.91072	2272	"AWI"	2272	13996	15986	14935	0	0	0	1	2	0	0	12	0	4	1	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	78	0	0	30	2	0	7	0	0	0	0	0	0	7	2	0	1	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	2288	"AWI"	2288	14044	16057	14986	0	0	1	4	17	0	0	11	0	4	2	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	61	0	0	0	0	0	2	0	0	0	0	0	0	15	0	0	1	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2310	"AWI"	2310	14098	16145	15064	0	0	1	2	31	0	0	32	0	6	4	0	1	2	1	1	2	1	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	51	0	0	142	0	0	17	1	1	0	0	0	3	40	3	0	1	0	0	0	12	0
3474	4493	"Tourves"	43.41312	5.91072	2325	"AWI"	2325	14147	16216	15111	1	0	0	0	6	0	0	9	0	3	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	36	0	1	44	0	0	2	0	0	0	0	0	2	19	0	0	0	0	0	0	4	0
3474	4493	"Tourves"	43.41312	5.91072	2355	"AWI"	2355	14227	16346	15208	0	0	1	1	2	1	0	9	0	4	4	0	4	0	5	0	0	25	0	0	0	2	0	0	0	0	6	0	0	1	0	0	0	0	2	0	0	0	0	0	71	0	0	28	0	1	1	0	0	0	47	0	1	0	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	2385	"AWI"	2385	14300	16470	15303	0	0	0	1	20	0	0	20	0	3	1	1	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	15	0	0	0	2	0	0	3	0
3474	4493	"Tourves"	43.41312	5.91072	2411	"AWI"	2411	14372	16574	15387	0	0	1	3	10	0	0	15	0	2	3	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	29	0	0	28	1	0	8	0	0	1	0	0	1	7	4	0	0	0	1	0	4	0
3474	4493	"Tourves"	43.41312	5.91072	2423	"AWI"	2423	14401	16629	15425	0	1	0	2	3	0	0	7	0	5	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	58	0	1	104	0	0	27	0	4	0	0	0	1	22	3	0	0	0	0	0	10	0
3474	4493	"Tourves"	43.41312	5.91072	2446	"AWI"	2446	14462	16724	15500	0	1	0	7	38	0	0	27	0	15	1	0	1	0	2	0	0	2	0	0	0	2	0	0	0	1	5	0	0	0	1	0	0	0	1	0	0	69	0	0	114	1	0	22	0	0	1	0	0	1	85	5	0	2	0	1	0	11	0
3474	4493	"Tourves"	43.41312	5.91072	2457	"AWI"	2457	14490	16770	15538	0	0	1	0	12	0	0	11	0	17	1	0	1	0	5	0	0	2	2	0	0	2	4	0	0	1	3	0	0	0	0	1	0	0	0	0	0	46	0	0	72	0	0	17	0	2	0	0	0	1	126	0	0	0	0	0	6	4	0
3474	4493	"Tourves"	43.41312	5.91072	2480	"AWI"	2480	14553	16865	15614	0	0	0	4	17	0	0	30	0	1	2	0	0	2	3	0	3	0	0	12	0	3	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	146	0	0	59	0	0	10	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0
3474	4493	"Tourves"	43.41312	5.91072	2486	"AWI"	2486	14572	16882	15632	0	1	0	4	20	0	0	21	0	1	1	1	0	1	4	1	1	1	1	0	0	2	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	56	0	0	106	1	0	15	0	1	0	0	0	0	16	4	0	0	0	0	0	3	0
3474	4493	"Tourves"	43.41312	5.91072	2491	"AWI"	2491	14586	16899	15648	1	1	2	0	14	0	0	7	0	4	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	1	75	1	0	17	0	0	1	0	0	2	40	3	0	0	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2508	"AWI"	2508	14631	16977	15701	0	2	0	5	3	0	0	19	0	15	2	1	1	1	2	4	0	2	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	31	0	1	0	0	0	0	13	8	0	1	0	1	0	10	0
3474	4493	"Tourves"	43.41312	5.91072	2536	"AWI"	2536	14714	17093	15795	0	0	0	1	46	0	0	15	0	4	2	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	47	0	1	138	1	0	6	0	1	0	0	0	0	29	1	0	1	0	0	0	8	0
3474	4493	"Tourves"	43.41312	5.91072	2542	"AWI"	2542	14728	17122	15816	0	0	0	1	12	0	0	13	0	9	2	0	1	1	2	0	1	2	0	0	0	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	78	0	0	76	1	0	8	0	0	0	0	0	0	12	3	0	3	0	0	0	7	0
3474	4493	"Tourves"	43.41312	5.91072	2548	"AWI"	2548	14740	17148	15838	0	0	0	5	6	1	0	19	0	79	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	19	0	1	82	1	0	30	0	0	0	3	0	0	12	0	0	2	0	3	0	4	0
3474	4493	"Tourves"	43.41312	5.91072	2554	"AWI"	2554	14756	17175	15858	0	1	0	4	11	0	0	14	0	10	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	78	0	0	84	2	0	17	0	0	1	0	0	2	30	0	0	1	0	1	5	14	0
3474	4493	"Tourves"	43.41312	5.91072	2560	"AWI"	2560	14776	17199	15878	0	0	1	1	8	0	0	17	27	11	5	0	1	2	4	7	1	1	0	0	0	1	0	0	0	0	8	0	0	0	1	1	0	0	0	0	0	74	0	0	73	0	0	16	0	1	0	0	0	1	40	4	0	0	0	0	0	13	0
3474	4493	"Tourves"	43.41312	5.91072	2566	"AWI"	2566	14797	17224	15899	1	0	0	7	6	0	0	12	20	6	1	1	0	0	3	0	0	4	0	0	0	2	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	110	0	1	105	0	0	21	0	0	1	0	0	1	19	4	0	0	0	1	0	8	0
3474	4493	"Tourves"	43.41312	5.91072	2572	"AWI"	2572	14813	17248	15920	0	1	0	13	7	0	0	15	0	73	4	0	0	0	2	0	1	1	0	7	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	56	0	3	149	5	0	17	0	2	0	2	0	1	33	2	0	1	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2578	"AWI"	2578	14832	17281	15941	0	1	2	4	17	0	0	19	0	36	4	0	0	0	4	0	0	4	0	0	0	2	0	0	0	1	9	0	0	0	1	0	0	0	0	0	0	60	0	0	110	0	0	10	0	1	0	0	0	4	24	0	0	1	0	1	0	6	0
3474	4493	"Tourves"	43.41312	5.91072	2584	"AWI"	2584	14851	17304	15962	1	0	1	6	20	0	0	12	0	30	1	0	0	0	3	0	1	2	2	0	0	3	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	81	0	0	74	0	0	8	0	0	2	0	0	1	11	1	0	1	0	0	0	2	0
3474	4493	"Tourves"	43.41312	5.91072	2590	"AWI"	2590	14871	17333	15987	0	0	1	0	12	0	0	7	0	2	2	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	39	0	0	45	0	0	14	0	0	1	0	0	0	32	0	0	2	0	0	0	1	0
3474	4493	"Tourves"	43.41312	5.91072	2596	"AWI"	2596	14890	17357	16009	0	0	1	0	12	0	0	11	0	4	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	65	0	0	43	1	0	8	0	0	1	3	0	0	22	16	0	1	0	0	1	1	0
