"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ilex"	"Indeterminable"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Ulmus"	"Urticaceae"	"Viburnum"
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	0	"AWI"	0	-100	72	-20	20.0626959247649	0	0	0.313479623824451	0	0	6.26959247648903	0	0	15.0470219435737	1.25391849529781	14.4200626959248	0	0	4.70219435736677	6.58307210031348	0	26.6457680250784	2.82131661442006	0	0	0.626959247648903	0.313479623824451	0	0	0.940438871473354	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	20	"AWI"	20	526	681	596	28.6057692307692	0	0	0	0.240384615384615	0	11.0576923076923	0	0	21.1538461538462	0.961538461538462	14.4230769230769	0	0	3.84615384615385	0.240384615384615	0	17.3076923076923	1.20192307692308	0	0.240384615384615	0	0.240384615384615	0	0.480769230769231	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	40	"AWI"	40	729	1368	1116	28.9954337899543	0	0	0.228310502283105	0	1.14155251141552	9.58904109589041	0	0	18.2648401826484	1.14155251141552	8.9041095890411	0	0	9.36073059360731	0.228310502283105	0	19.634703196347	2.51141552511416	0	0	0	0	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	60	"AWI"	60	882	1509	1344	27.3885350318471	0	0	0	0	0	6.68789808917197	0	0.318471337579618	18.4713375796178	2.22929936305732	6.68789808917197	0	0	7.00636942675159	0.955414012738854	0	27.0700636942675	3.18471337579618	0	0	0	0	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	80	"AWI"	80	1013	1581	1432	25.0922509225092	0	0	0	0	0	9.77859778597786	0	0.3690036900369	17.3431734317343	2.2140221402214	2.2140221402214	0	0	8.30258302583026	1.29151291512915	0	24.169741697417	7.93357933579336	0	0	0.3690036900369	0.922509225092251	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	100	"AWI"	100	1115	1665	1482	20.5660377358491	0	0	0	0	0	6.22641509433962	0	0.188679245283019	17.1698113207547	2.64150943396226	2.26415094339623	20.5660377358491	0	4.52830188679245	0.566037735849057	0	14.7169811320755	4.71698113207547	0	0	0	1.13207547169811	0	4.71698113207547	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	120	"AWI"	120	1275	1772	1564	27.8260869565217	0	0	0	0	0	9.56521739130435	0	0	18.8405797101449	2.31884057971015	0.869565217391304	0	0	7.53623188405797	1.15942028985507	0	17.9710144927536	11.5942028985507	0	0	0	2.02898550724638	0	0.289855072463768	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	140	"AWI"	140	1484	1892	1700	30.5687203791469	0	0	0	0	0.710900473933649	5.92417061611374	0	0.23696682464455	16.824644549763	2.3696682464455	2.60663507109005	0	0	5.92417061611374	0.4739336492891	0	29.3838862559242	3.3175355450237	0	0	0	1.4218009478673	0	0	0	0.23696682464455
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	160	"AWI"	160	1600	2116	1829	29.4985250737463	0	0	0	0	0	11.2094395280236	0	0	16.2241887905605	0.589970501474926	0.884955752212389	0	0	9.14454277286136	0.589970501474926	0	22.4188790560472	7.07964601769912	0	0	0	1.76991150442478	0	0.589970501474926	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	180	"AWI"	180	1684	2341	1966	39.5424836601307	0	0	0	0	0	14.3790849673203	0	0	20.9150326797386	1.30718954248366	1.63398692810458	0.326797385620915	0	5.22875816993464	1.63398692810458	0	12.0915032679739	2.28758169934641	0	0	0	0.65359477124183	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	200	"AWI"	200	1918	2667	2303	25.4189944134078	0	0	0	0	0	17.877094972067	0	0	19.5530726256983	1.39664804469274	1.39664804469274	0.558659217877095	0	6.42458100558659	4.74860335195531	0	12.5698324022346	8.10055865921788	0	0	0	0.837988826815642	0	1.11731843575419	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	220	"AWI"	220	2559	3161	2873	27.7777777777778	0.277777777777778	0	0	0	0	10.5555555555556	0	0	20	1.11111111111111	0.277777777777778	0	0	11.9444444444444	1.94444444444444	0	12.7777777777778	13.0555555555556	0	0	0	0.277777777777778	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	230	"AWI"	230	2842	3473	3189	25	0	0	0	1.07142857142857	0	11.0714285714286	0	0	17.1428571428571	2.85714285714286	0.714285714285714	0.357142857142857	0	7.5	2.14285714285714	0.714285714285714	10.7142857142857	19.6428571428571	0	0.357142857142857	0	0.714285714285714	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	240	"AWI"	240	3280	3779	3528	34.4311377245509	0	0	0	0	0	7.48502994011976	0	0.598802395209581	19.1616766467066	1.79640718562874	1.49700598802395	0.29940119760479	0	8.08383233532934	4.19161676646707	0	10.4790419161677	11.9760479041916	0	0	0	0	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	260	"AWI"	260	3947	4571	4296	20.6405693950178	0	0	0	0.355871886120996	0	7.82918149466192	0	0	24.9110320284698	0.711743772241993	0	0.355871886120996	0	3.91459074733096	6.76156583629893	0	9.6085409252669	23.4875444839858	0	0	0	1.42348754448399	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	270	"AWI"	270	4476	4949	4709	15.6862745098039	0	0	0	0	0	5.88235294117647	0	0	18.3006535947712	0	0	0	0	18.9542483660131	13.7254901960784	0	3.26797385620915	23.5294117647059	0	0	0	0	0.65359477124183	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	280	"AWI"	280	4705	5777	5126	26.1398176291793	0	0	0	0.303951367781155	0	7.29483282674772	0	0	38.6018237082067	0	0	0	0	4.25531914893617	1.21580547112462	0	4.86322188449848	15.1975683890577	0	0	0	0	0	2.12765957446809	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	290	"AWI"	290	4917	6295	5557	30.2702702702703	0	0	0	0	0	5.67567567567568	0	0	33.5135135135135	0	0.27027027027027	0	0.27027027027027	5.13513513513514	1.89189189189189	0	1.89189189189189	19.4594594594595	0	0	0	0.27027027027027	0	1.35135135135135	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	300	"AWI"	300	5282	6689	5974	25.6972111553785	0	0	0	0	0	6.57370517928287	0	0	40.6374501992032	0	0	0.398406374501992	0	1.79282868525896	0.99601593625498	0	3.18725099601594	19.5219123505976	0	0	0	0	0	1.19521912350598	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	305	"AWI"	305	5401	6853	6216	16.3194444444444	0	0	0	0.347222222222222	0	18.75	0	0	27.0833333333333	0	0	0	0	14.5833333333333	4.51388888888889	0	1.04166666666667	13.8888888888889	0	0	0	0	0	3.47222222222222	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	310	"AWI"	310	5630	7024	6417	20.5696202531646	0	0	0	1.26582278481013	0	16.1392405063291	0	0.316455696202532	36.3924050632911	0	0	0	0	8.54430379746835	3.16455696202532	0	0.316455696202532	10.4430379746835	0	0	0	0.316455696202532	0	2.53164556962025	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	315	"AWI"	315	6025	7083	6615	16.8571428571429	0	0	0	0.285714285714286	0	11.4285714285714	0	0	37.4285714285714	0	0.285714285714286	0	0	4.57142857142857	4.57142857142857	0	1.42857142857143	16.2857142857143	0	0	0	1.42857142857143	0	5.42857142857143	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	320	"AWI"	320	6283	7179	6821	9.97150997150997	0	0	0	0	0	17.6638176638177	0	0	33.9031339031339	0	0.56980056980057	0	0	7.69230769230769	4.84330484330484	0	1.42450142450142	14.5299145299145	0	0	0	1.70940170940171	0	7.69230769230769	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	330	"AWI"	330	6738	7399	7124	12.1621621621622	0	0	0	0	0	16.8918918918919	0	0	36.4864864864865	0	0.337837837837838	0	0	6.41891891891892	5.40540540540541	0	2.02702702702703	13.5135135135135	0	0	0	2.36486486486486	0	4.39189189189189	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	350	"AWI"	350	7074	8138	7557	11.3074204946996	0	0	0	0	0	11.660777385159	0	0	36.7491166077738	0	0	0	0	6.36042402826855	17.3144876325088	0	1.76678445229682	12.7208480565371	0	0	0	1.06007067137809	0	1.06007067137809	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	360	"AWI"	360	7263	8374	7769	5.63380281690141	0	0	0	0	0	18.3098591549296	0	0.352112676056338	27.112676056338	0	0.352112676056338	0	0	5.98591549295775	17.2535211267606	0	0.704225352112676	21.1267605633803	0	0	0	1.05633802816901	0	2.11267605633803	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	370	"AWI"	370	7414	8596	7962	4.02930402930403	0	0	0	0	0	11.3553113553114	0	0	27.1062271062271	0	0	0	0	9.89010989010989	31.8681318681319	0	2.56410256410256	12.4542124542125	0	0	0	0.732600732600733	0	0	0	0
3242	4209	"Loch Lomond Ross Dubh"	56.119132	-4.649246	385	"AWI"	385	7618	8804	8169	0	0	0	0	0.749063670411985	0	1.87265917602996	0	0	4.49438202247191	0	0	0	0	16.1048689138577	67.0411985018727	0	1.87265917602996	3.74531835205993	0	0	0	2.99625468164794	0	1.12359550561798	0	0
