"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Larix"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	10	"AWI"	10	-7	2881	1003	22	0	16	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	27	0	0	0	0	0	7	3	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	50	"AWI"	50	4098	4631	4348	148	1	26	0	0	0	0	0	0	13	0	0	0	0	0	17	5	0	0	0	1	58	6	0	0	0	0	5	5	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	60	"AWI"	60	4213	4875	4490	81	0	24	0	0	0	0	0	0	19	0	0	0	0	0	46	1	0	0	0	0	106	12	0	0	0	0	0	1	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	70	"AWI"	70	4334	5073	4650	94	1	28	0	0	0	0	0	0	38	0	0	0	1	0	37	9	0	0	0	0	56	7	0	0	0	0	9	8	2	0	0	0	20	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	80	"AWI"	80	4454	5240	4815	119	0	33	0	0	0	2	0	0	15	0	0	0	0	0	25	2	0	0	0	0	49	15	0	0	0	0	4	2	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	90	"AWI"	90	4587	5379	4985	184	1	39	0	0	0	0	2	0	32	0	0	0	1	0	40	12	0	0	0	0	108	13	0	0	0	0	0	8	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	100	"AWI"	100	4755	5523	5154	140	0	31	0	0	0	0	1	0	15	0	0	0	0	0	21	2	0	0	0	0	81	15	0	0	0	0	2	20	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	110	"AWI"	110	4928	5642	5321	164	1	45	0	0	0	0	0	0	42	0	0	0	0	0	24	10	0	0	0	0	62	10	0	0	1	0	0	7	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	120	"AWI"	120	5091	5754	5486	96	0	44	0	0	0	1	0	0	24	0	0	0	0	0	39	2	0	0	0	0	64	12	0	0	0	0	4	5	0	0	0	1	20	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	130	"AWI"	130	5393	5845	5649	250	1	60	0	0	0	0	0	0	65	0	0	0	0	0	74	51	0	0	0	0	116	40	0	0	8	0	2	18	0	0	0	5	48	0	0	0	0	0	1	0	0	0	0	0	0	23	0	0
