"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
24268	42716	"Großer Krebssee"	52.845046	14.09915	232	"AWI"	232	1567	1894	1709	0.169491525423729	0	26.4406779661017	0	0.169491525423729	0	0.677966101694915	0	16.7796610169492	0	0	0	0	0	0	0	2.03389830508475	0.847457627118644	0	0	0	0	6.44067796610169	0	0.169491525423729	0	0	0	0	0	0.338983050847458	0	0	0	0	8.64406779661017	0	0.169491525423729	18.6440677966102	0	0	0	0	0	0	16.271186440678	0	0	0	0.169491525423729	0.677966101694915	0	0	0	0	0	0	0	0	0	1.35593220338983	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	382	"AWI"	382	2981	3346	3194	0.166112956810631	0	20.9302325581395	0	0	0	0.332225913621262	0	16.6112956810631	0	0	0	0	0	0	0	4.81727574750831	1.49501661129568	0	0	0	0	3.65448504983389	0	0.332225913621262	0	0	0	0	0	0	0	0	0	0	5.48172757475083	0	0	27.2425249169435	0	0	0	0	0	0	17.9401993355482	0	0	0	0.332225913621262	0.166112956810631	0	0	0	0	0	0	0	0	0	0.498338870431894	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	598	"AWI"	598	4685	5405	5007	0.476947535771065	0	17.9650238473768	0	0	0	1.27186009538951	0	9.85691573926868	0.158982511923688	0	0	0	0	0	0	13.3545310015898	1.4308426073132	0	0	0	0	1.27186009538951	0	0.317965023847377	0	0	1.11287758346582	0	0	0	0	0	0	0	1.4308426073132	0	0	32.9093799682035	0	0	0	0	0	0	16.6931637519873	0	0	0	0.158982511923688	0	0	0	0	0	0	0	0	0	0	1.58982511923688	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	530	"AWI"	530	4191	4682	4414	0	0.186219739292365	32.9608938547486	0	0	0	0.37243947858473	0	24.5810055865922	0	0	0	0	0	0	0	11.731843575419	0.186219739292365	0	0	0	0	1.67597765363128	0	0.186219739292365	0	0	0	0	0	0	0	0	0	0	2.79329608938547	0	0	6.51769087523278	0	0	0	0	0	0	15.2700186219739	0	0	0.186219739292365	0.186219739292365	0	0	0	0	0	0	0	0	0	0	3.1657355679702	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	200	"AWI"	200	1381	1618	1475	0.453172205438067	0	30.3625377643505	0.151057401812689	0	0	1.20845921450151	0	8.76132930513595	0	0	0	0	0	0	0	2.26586102719033	0.302114803625378	0	0	0	0	9.21450151057402	0	0.151057401812689	0	0	0.151057401812689	0	0	0	0	0	0	0	11.4803625377643	0	0.906344410876133	21.9033232628399	0	0	0	0	0	0	11.3293051359517	0	0	0	0.604229607250755	0	0	0	0	0	0	0	0	0	0	0.755287009063444	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	184	"AWI"	184	1254	1479	1357	0	0	27.7349768875193	0.154083204930663	0	0	1.38674884437596	0	15.1001540832049	0.154083204930663	0	0	0	0	0	0	2.77349768875193	0.770416024653313	0	0	0	0	7.24191063174114	0	0.61633281972265	0	0	0.61633281972265	0	0	0	0	0	0	0	6.93374422187981	0	0.154083204930663	21.5716486902928	0	0	0	0	0	0	12.0184899845917	0	0	0	0.924499229583975	0.770416024653313	0	0	0	0	0	0	0	0	0	1.07858243451464	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	322	"AWI"	322	2346	2674	2521	0.325732899022801	0	27.5244299674267	0.162866449511401	0	0	2.60586319218241	0	15.1465798045603	0.162866449511401	0	0	0	0	0	0	6.51465798045603	1.62866449511401	0	0	0	0	6.02605863192182	0	0.325732899022801	0	0	0	0	0	0	0	0	0	0	5.70032573289902	0	0	12.3778501628664	0	0	0	0	0	0	19.0553745928339	0	0	0	1.62866449511401	0.162866449511401	0	0	0	0	0	0	0	0	0	0.651465798045603	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	260	"AWI"	260	1756	2136	1910	0.585651537335286	0	24.0117130307467	0	0	0.292825768667643	1.75695461200586	0	14.0556368960469	0	0	0	0	0	0	0	1.90336749633968	1.17130307467057	0	0	0	0	7.90629575402635	0.146412884333821	0.146412884333821	0	0	0.439238653001464	0	0	0.146412884333821	0	0	0	0	8.199121522694	0	0	22.98682284041	0	0	0	0	0	0	14.3484626647145	0	0	0	0.292825768667643	0.585651537335286	0	0.146412884333821	0	0	0	0	0	0	0	0.878477306002928	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	522	"AWI"	522	4131	4587	4342	0.12987012987013	0	16.1038961038961	0	0	0	0.38961038961039	0	16.1038961038961	0	0	0	0	0	0	0	8.31168831168831	0.779220779220779	0	0	0	0	1.81818181818182	0	0.38961038961039	0	0	0	0	0	0	0	0	0	0	3.24675324675325	0	0.12987012987013	34.1558441558442	0	0	0	0	0	0	15.7142857142857	0	0	0	0.25974025974026	0.38961038961039	0	0	0	0	0	0	0	0	0	2.07792207792208	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	562	"AWI"	562	4419	5031	4694	0.563380281690141	0	20.7042253521127	0	0	0	0.422535211267606	0	12.2535211267606	0	0	0	0	0	0	0	5.91549295774648	0.985915492957746	0	0	0	0	0.985915492957746	0	1.40845070422535	0	0	0.422535211267606	0	0	0	0	0	0	0	1.26760563380282	0	0.28169014084507	42.112676056338	0	0	0	0	0.140845070422535	0	10.5633802816901	0	0	0	0.28169014084507	0.422535211267606	0	0	0	0	0	0	0	0	0	1.12676056338028	0.140845070422535	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	366	"AWI"	366	2800	3197	3008	0.151745068285281	0	22.0030349013657	0	0	0	0.151745068285281	0	8.80121396054628	0	0	0	0	0	0	0	4.85584218512898	1.51745068285281	0	0	0	0	4.40060698027314	0	0	0	0	0.455235204855842	0	0	0.151745068285281	0	0.151745068285281	0	0	7.43550834597876	0	0	33.0804248861912	0	0	0	0	0	0	15.7814871016692	0	0	0	0.455235204855842	0.151745068285281	0	0	0	0	0	0	0	0	0	0.455235204855842	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	152	"AWI"	152	938	1274	1117	0.203665987780041	0	18.9409368635438	0.203665987780041	0	0	1.0183299389002	0	18.7372708757637	0	0	0	0	0	0	0	4.07331975560081	0.407331975560081	0	0	0	0	9.57230142566191	0	0	0	0	0	0	0	0	0	0	0	0	6.31364562118126	0	0.407331975560081	13.0346232179226	0	0	0	0	0	0	25.4582484725051	0	0	0	0.203665987780041	0.610997963340122	0	0	0	0	0	0	0	0	0	0.814663951120163	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	434	"AWI"	434	3433	3830	3643	0	0	26.1075949367089	0	0	0	2.68987341772152	0	22.3101265822785	0	0	0.158227848101266	0	0	0	0	8.06962025316456	0.632911392405063	0	0	0	0	2.68987341772152	0	0.158227848101266	0	0	0	0	0	0	0	0	0	0	4.27215189873418	0	0	16.6139240506329	0	0	0	0	0	0	12.6582278481013	0	0	0	1.74050632911392	0	0	0	0	0	0	0	0	0	0	1.89873417721519	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	220	"AWI"	220	1490	1798	1623	0	0	23.2522796352584	0	0.151975683890578	0	0.911854103343465	0	18.5410334346505	0	0	0.151975683890578	0	0	0	0	3.95136778115502	0.60790273556231	0	0	0	0	6.38297872340426	0	0	0	0	0	0.303951367781155	0	0	0	0	0	0	7.59878419452887	0	0.151975683890578	20.516717325228	0	0	0	0	0	0	15.0455927051672	0	0	0	0.455927051671732	0.455927051671732	0	0	0	0	0	0	0	0	0	1.51975683890578	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	626	"AWI"	626	4894	5691	5258	0	0	11.7977528089888	0.421348314606742	0	0	1.26404494382022	0	5.89887640449438	0	0	0	0	0	0	0	13.7640449438202	3.23033707865169	0	0	0	0	1.54494382022472	0	0.280898876404494	0	0	0.140449438202247	0	0	0	0	0	0	0	1.82584269662921	0	0.842696629213483	39.3258426966292	0	0	0	0	0	0	17.4157303370787	0	0	0	0.561797752808989	0.561797752808989	0	0	0	0	0	0	0	0	0	1.12359550561798	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	164	"AWI"	164	1045	1359	1208	0	0	25.2411575562701	0.160771704180064	0.160771704180064	0	1.92926045016077	0	22.3472668810289	0	0	0	0	0	0	0	1.76848874598071	1.60771704180064	0	0	0	0	4.98392282958199	0.160771704180064	0.803858520900322	0	0	0.321543408360129	0	0	0	0	0	0	0	2.89389067524116	0	0	12.8617363344051	0	0	0	0	0	0	20.7395498392283	0	0	0	1.92926045016077	0.643086816720257	0	0	0	0.160771704180064	0	0	0	0	0	1.12540192926045	0.160771704180064	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	136	"AWI"	136	801	1165	992	0	0	10.2966841186736	0.174520069808028	0	0	1.04712041884817	0	11.1692844677138	0	0	0	0	0	0	0	4.18848167539267	1.04712041884817	0	0	0	0	12.216404886562	0	0	0	0	0.174520069808028	0	0	0	0	0	0	0	7.5043630017452	0	0	25.4799301919721	0	0	0	0	0	0	24.956369982548	0	0	0	0.523560209424084	0	0	0	0	0	0	0	0	0	0	1.2216404886562	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	494	"AWI"	494	3920	4315	4108	0.149476831091181	0	20.4783258594918	0	0	0	0.896860986547085	0	11.5097159940209	0.149476831091181	0	0	0	0	0	0	10.0149476831091	0.896860986547085	0	0	0	0	1.64424514200299	0	0.597907324364723	0	0	0	0	0	0	0	0	0	0	1.04633781763827	0	0	37.9671150971599	0	0	0	0	0	0	12.406576980568	0	0	0	0.448430493273543	0.597907324364723	0	0	0	0	0	0	0	0	0	1.19581464872945	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	248	"AWI"	248	1676	2029	1825	0.160513643659711	0	22.6324237560193	0.160513643659711	0	0	0.481540930979133	0	16.2118780096308	0	0	0	0	0	0	0	1.76565008025682	1.28410914927769	0	0	0	0	8.6677367576244	0	0.160513643659711	0	0	0.321027287319422	0	0	0	0	0	0	0	7.70465489566613	0	0.321027287319422	24.0770465489567	0	0	0	0	0	0	14.7672552166934	0	0	0	0	0.802568218298555	0	0	0	0	0	0	0	0	0	0.481540930979133	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	378	"AWI"	378	2933	3311	3148	0.614439324116744	0	27.3425499231951	0	0	0	0.460829493087558	0	17.5115207373272	0	0	0.307219662058372	0	0	0	0	6.60522273425499	1.84331797235023	0	0	0	0	2.91858678955453	0	0.460829493087558	0	0	0.153609831029186	0	0	0	0	0	0	0	5.37634408602151	0	0.153609831029186	19.5084485407066	0	0	0	0	0	0	14.4393241167435	0	0	0	0.921658986175115	0.614439324116744	0	0	0	0	0	0	0	0	0	0.768049155145929	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	422	"AWI"	422	3348	3725	3550	0.400534045393859	0.133511348464619	17.6234979973298	0.267022696929239	0	0	1.20160213618158	0	11.4819759679573	0	0	0	0	0	0	0	4.00534045393858	1.73564753004005	0	0	0	0	2.00267022696929	0	0.667556742323097	0	0	0.133511348464619	0	0	0.133511348464619	0	0	0	0	2.26969292389853	0	0	41.388518024032	0	0	0	0	0	0	13.7516688918558	0	0	0	1.86915887850467	0.534045393858478	0	0	0	0	0	0	0	0	0	0.400534045393859	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	302	"AWI"	302	2125	2505	2314	0.33167495854063	0	30.1824212271973	0.165837479270315	0	0	3.3167495854063	0	12.9353233830846	0	0	0.165837479270315	0	0	0	0	6.30182421227197	0.829187396351575	0	0	0	0	8.62354892205638	0	0.33167495854063	0	0	0.165837479270315	0	0	0	0	0	0	0	3.98009950248756	0	0.165837479270315	12.7694859038143	0	0	0	0	0	0	18.0762852404643	0	0	0	0.995024875621891	0	0	0	0	0	0	0	0	0	0	0.66334991708126	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	454	"AWI"	454	3593	3998	3796	0	0	23.6543909348442	0	0	0	3.82436260623229	0	12.8895184135977	0	0	0	0	0	0	0	4.6742209631728	0.56657223796034	0	0	0	0	1.69971671388102	0	1.27478753541076	0	0	0	0	0	0	0	0.28328611898017	0	0	1.8413597733711	0	0.141643059490085	33.7110481586402	0	0	0	0	0	0	11.3314447592068	0	0	0.141643059490085	2.12464589235127	1.41643059490085	0	0	0	0	0	0	0	0	0	0.424929178470255	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	470	"AWI"	470	3717	4130	3921	0.644122383252818	0	28.0193236714976	0.483091787439614	0	0	3.22061191626409	0	7.89049919484702	0	0	0	0	0	0	0	9.98389694041868	1.44927536231884	0	0	0	0	2.89855072463768	0	0.483091787439614	0	0	0.322061191626409	0	0	0.161030595813205	0	0	0	0	2.57648953301127	0	0	26.5700483091787	0	0	0	0	0	0	13.5265700483092	0	0	0	0.805152979066022	0.161030595813205	0	0	0	0	0	0	0	0	0	0.805152979066022	0	0
