"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
24268	42716	"Großer Krebssee"	52.845046	14.09915	394	"AWI"	394	3129	3439	3344	0.355871886120996	0	28.6476868327402	0	0	0	0.889679715302491	0	29.7153024911032	0	0	0	0	0	0	0	2.13523131672598	0.533807829181495	0	0	0	0	1.95729537366548	0	0.533807829181495	0	0	0	0	0	0	0	0.177935943060498	0	0	4.27046263345196	0	0	9.43060498220641	0	0	0	0	0	0	19.2170818505338	0	0	0	0.177935943060498	1.06761565836299	0	0	0	0	0	0	0	0	0	0.889679715302491	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	518	"AWI"	518	4103	4539	4307	0	0	17.9401993355482	0	0	0	0.332225913621262	0	21.5946843853821	0	0	0	0	0	0	0	10.2990033222591	0.996677740863787	0	0	0	0	3.15614617940199	0	0.664451827242525	0	0	0.166112956810631	0	0	0	0	0	0	0	1.49501661129568	0	0	26.2458471760797	0	0	0	0	0	0	14.6179401993355	0	0	0.166112956810631	0	0.166112956810631	0	0	0	0	0	0	0	0	0	2.15946843853821	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	390	"AWI"	390	3072	3415	3289	0.36036036036036	0	22.8828828828829	0	0	0	0.36036036036036	0	33.6936936936937	0	0	0	0	0	0	0	4.5045045045045	0	0	0	0	0	3.96396396396396	0	0	0	0	0	0	0	0	0	0.18018018018018	0	0.18018018018018	5.04504504504505	0	0	14.4144144144144	0	0	0	0	0	0	12.7927927927928	0	0	0	0.18018018018018	0.18018018018018	0	0	0	0	0	0	0	0	0	1.26126126126126	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	216	"AWI"	216	1469	1757	1594	0.301204819277108	0	22.1385542168675	0	0	0	0	0	8.43373493975904	0	0	0	0	0	0	0	2.71084337349398	1.35542168674699	0	0	0	0	5.57228915662651	0	0.150602409638554	0	0	0	0	0	0	0	0	0	0	7.68072289156626	0	0.150602409638554	37.1987951807229	0	0	0	0	0	0	13.4036144578313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.903614457831325	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	526	"AWI"	526	4160	4633	4378	0.164203612479475	0	22.9885057471264	0	0	0	0	0	15.1067323481117	0	0	0	0	0	0	0	10.6732348111658	1.14942528735632	0	0	0	0	0.492610837438424	0	0.164203612479475	0	0	0	0	0	0	0	0	0	0	2.95566502463054	0	0	32.6765188834154	0	0	0	0	0	0	11.4942528735632	0	0	0	0.164203612479475	0.164203612479475	0	0	0	0	0	0	0	0	0	1.80623973727422	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	240	"AWI"	240	1619	1963	1768	0	0	29.9373040752351	0	0	0	0.156739811912226	0	9.09090909090909	0.156739811912226	0	0	0	0	0	0	3.29153605015674	0.626959247648903	0	0	0	0	9.09090909090909	0	0.470219435736677	0	0	0.156739811912226	0	0	0	0	0.156739811912226	0	0	7.21003134796238	0	0.783699059561128	21.9435736677116	0	0	0	0	0	0	14.7335423197492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19435736677116	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	256	"AWI"	256	1733	2096	1881	0	0	34.2342342342342	0.18018018018018	0	0	1.26126126126126	0	17.2972972972973	0	0	0.36036036036036	0	0	0	0	2.34234234234234	0.36036036036036	0	0	0	0	7.92792792792793	0	0.18018018018018	0	0	0	0	0	0	0	0	0	0	8.46846846846847	0	0	10.8108108108108	0	0	0	0	0	0	15.1351351351351	0	0	0	0.36036036036036	0.36036036036036	0	0	0	0	0	0	0	0	0	0.720720720720721	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	542	"AWI"	542	4275	4814	4518	0	0	24.2016806722689	0	0	0	0.336134453781513	0	21.0084033613445	0	0	0	0	0	0	0	9.2436974789916	1.68067226890756	0	0	0	0	0.672268907563025	0	1.00840336134454	0	0	0.168067226890756	0	0	0	0	0	0	0	2.18487394957983	0	0.168067226890756	25.8823529411765	0	0	0	0	0	0	10.5882352941176	0	0	0	0.504201680672269	0.336134453781513	0	0	0	0	0	0	0	0	0	2.01680672268908	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	514	"AWI"	514	4075	4497	4271	0	0	22.3611111111111	0	0	0	1.11111111111111	0	20.2777777777778	0.138888888888889	0	0	0	0	0	0	5.83333333333333	0.555555555555556	0	0	0	0	1.66666666666667	0	0.972222222222222	0	0	0	0	0	0	0	0	0	0	1.94444444444444	0	0	29.1666666666667	0	0	0	0	0	0	14.1666666666667	0	0	0	0.138888888888889	0.416666666666667	0	0	0	0	0	0	0	0	0	1.25	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	244	"AWI"	244	1648	1998	1797	0.17825311942959	0.17825311942959	31.9073083778966	0.17825311942959	0	0	0.71301247771836	0	23.7076648841355	0	0	0	0	0	0	0	1.96078431372549	0.17825311942959	0	0	0	0	7.30837789661319	0	0.17825311942959	0	0	0.53475935828877	0	0	0	0	0.17825311942959	0	0	7.1301247771836	0	0	8.37789661319073	0	0	0	0	0	0	14.795008912656	0	0	0	0.89126559714795	0.89126559714795	0	0	0	0	0	0	0	0	0	0.71301247771836	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	278	"AWI"	278	1902	2292	2057	0.161550888529887	0	23.7479806138934	0	0	0	1.13085621970921	0	9.8546042003231	0.161550888529887	0	0	0	0	0	0	2.10016155088853	1.61550888529887	0	0	0	0	7.59289176090468	0	0.161550888529887	0	0	0	0	0	0	0	0	0	0	5.16962843295638	0	0.646203554119548	30.048465266559	0	0	0	0	0	0	16.4781906300485	0	0	0	0.161550888529887	0	0	0	0	0	0	0	0	0	0	0.969305331179321	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	176	"AWI"	176	1161	1435	1300	0.15600624024961	0	18.2527301092044	0.31201248049922	0	0	1.71606864274571	0	7.33229329173167	0	0	0	0	0	0	0	3.43213728549142	1.71606864274571	0	0	0	0	10.9204368174727	0	0.15600624024961	0	0	0.31201248049922	0	0	0	0	0	0	0	5.46021840873635	0	0.31201248049922	26.8330733229329	0	0	0	0	0	0	21.8408736349454	0	0	0	0.15600624024961	0.31201248049922	0	0	0	0	0	0	0	0	0	0.78003120124805	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	212	"AWI"	212	1447	1721	1565	0.151745068285281	0	25.6449165402124	0.303490136570561	0	0	0.455235204855842	0	16.3884673748103	0	0	0	0	0	0	0	3.1866464339909	0.151745068285281	0	0	0	0	7.13201820940819	0	0.606980273141123	0	0	0.151745068285281	0	0	0	0	0	0	0	6.22154779969651	0	0	23.0652503793627	0	0	0	0	0	0	14.5675265553869	0	0	0	0	0.151745068285281	0	0	0	0	0	0	0	0	0	1.82094081942337	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	224	"AWI"	224	1516	1830	1652	0.143472022955524	0	19.0817790530846	0	0	0	0.286944045911047	0	7.8909612625538	0	0	0	0	0	0	0	3.29985652797704	1.43472022955524	0	0	0	0	6.74318507890961	0	0.143472022955524	0	0	0.143472022955524	0	0	0	0	0	0	0	10.0430416068867	0	0	37.1592539454806	0	0	0	0	0	0	12.051649928264	0	0	0	0	0	0	0	0	0	0	0.143472022955524	0	0	0	1.43472022955524	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	374	"AWI"	374	2888	3274	3101	0.169779286926995	0	22.9202037351443	0.169779286926995	0	0	0.509337860780985	0	13.4125636672326	0.33955857385399	0	0	0	0	0	0	6.28183361629881	0.848896434634975	0	0	0	0	5.43293718166384	0	0	0	0	0	0	0	0	0	0	0	0	9.67741935483871	0	0	20.8828522920204	0	0	0	0	0	0	17.3174872665535	0	0	0	0.67911714770798	0.169779286926995	0	0	0	0	0	0	0	0	0	1.18845500848896	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	228	"AWI"	228	1542	1861	1681	0.108342361863489	0	2.8169014084507	0	0	0	0.216684723726977	0	1.19176598049837	0.108342361863489	0	0	0	0	0	0	2.16684723726977	0.325027085590466	0	0	0	0	13.1094257854821	0	0	0	0	0.108342361863489	0	0	0	0	0	0	0	8.66738894907909	0	0	55.9046587215601	0	0	0	0	0	0	14.3011917659805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.975081256771398	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	264	"AWI"	264	1789	2176	1938	0.166112956810631	0	25.9136212624585	0	0	0	0.664451827242525	0	6.14617940199336	0	0	0	0	0	0	0	4.65116279069767	0.996677740863787	0	0	0	0	11.4617940199336	0	0.830564784053156	0	0	0.332225913621262	0	0	0	0	0	0	0	12.2923588039867	0	0.166112956810631	20.4318936877076	0	0	0	0	0	0	14.6179401993355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32890365448505	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	160	"AWI"	160	1005	1332	1178	0	0	13.2047477744807	0.445103857566766	0	0	1.03857566765579	0	6.23145400593472	0	0	0	0	0	0	0	2.9673590504451	1.18694362017804	0	0	0	0	9.79228486646884	0	0	0	0	0	0	0	0	0	0	0	0	5.48961424332344	0	0.593471810089021	35.1632047477745	0	0	0	0	0	0	23.1454005934718	0	0	0	0.29673590504451	0	0	0	0	0	0	0	0	0	0	0.445103857566766	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	510	"AWI"	510	4044	4456	4237	0	0	18.0165289256198	0	0	0	0.330578512396694	0	15.702479338843	0	0	0	0	0	0	0	8.59504132231405	0	0	0	0	0	0.991735537190083	0	0.330578512396694	0	0	0	0	0	0.165289256198347	0	0	0	0	2.14876033057851	0	0	29.2561983471074	0	0	0	0	0	0	22.3140495867769	0	0	0	0.330578512396694	0.330578512396694	0	0	0	0	0	0	0	0	0	1.48760330578512	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	546	"AWI"	546	4304	4857	4552	0	0	11.25	0	0	0	0.340909090909091	0	7.04545454545454	0.113636363636364	0	0	0	0	0	0	8.97727272727273	0.795454545454545	0	0	0	0	1.36363636363636	0	1.25	0	0	0.113636363636364	0	0	0	0	0	0	0	1.70454545454545	0	0.227272727272727	53.4090909090909	0	0	0	0	0	0	11.5909090909091	0	0	0	0.227272727272727	0	0	0.113636363636364	0	0	0	0	0	0	0	1.47727272727273	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	252	"AWI"	252	1705	2061	1853	0.149700598802395	0	24.4011976047904	0	0	0	0.29940119760479	0	13.0239520958084	0	0	0	0	0	0	0	2.54491017964072	0.748502994011976	0	0	0	0	8.98203592814371	0	0.449101796407186	0	0	0	0	0.149700598802395	0	0	0	0	0	8.98203592814371	0	0.149700598802395	22.9041916167665	0	0	0	0	0	0	15.8682634730539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.34730538922156	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	450	"AWI"	450	3560	3966	3766	0	0	23.9273927392739	0.165016501650165	0	0	1.98019801980198	0	9.73597359735974	0	0	0	0	0	0	0	10.3960396039604	0.99009900990099	0	0	0	0	2.64026402640264	0	0.99009900990099	0.165016501650165	0	0	0	0.165016501650165	0	0	0	0	0	2.97029702970297	0	0.165016501650165	30.6930693069307	0	0	0	0	0	0	12.8712871287129	0	0	0	0.165016501650165	0	0	0	0	0	0	0	0	0	0	1.98019801980198	0	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	538	"AWI"	538	4245	4771	4483	0.154798761609907	0	28.4829721362229	0	0	0	0.619195046439629	0	24.4582043343653	0	0	0	0	0	0	0	6.5015479876161	1.70278637770898	0	0	0	0	1.39318885448916	0	1.08359133126935	0	0	0.154798761609907	0	0	0	0	0	0	0	0.619195046439629	0	0	20.1238390092879	0	0	0	0	0	0	12.2291021671827	0	0	0	0	0.464396284829721	0	0.154798761609907	0	0	0	0	0	0	0	1.70278637770898	0.154798761609907	0
24268	42716	"Großer Krebssee"	52.845046	14.09915	386	"AWI"	386	3024	3381	3240	0.451807228915663	0	24.5481927710843	0.150602409638554	0	0	0.451807228915663	0	22.8915662650602	0	0	0	0	0	0	0	4.96987951807229	0.602409638554217	0	0	0	0	3.16265060240964	0	0.301204819277108	0	0	0.150602409638554	0	0	0.150602409638554	0	0	0	0	5.12048192771084	0	0	20.0301204819277	0	0	0	0	0	0	15.8132530120482	0	0	0	0	0.451807228915663	0	0	0	0	0	0	0	0	0	0.753012048192771	0	0
