"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Nartheciaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
9812	14512	"Cornaher Lough"	53.365506	-7.412886	584	"AWI"	584	10188	12843	11200	0	1	4	0	0	2	0	360	0	0	0	0	1	0	2	0	0	21	0	0	0	0	0	0	0	0	0	0	0	39	0	122	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	15	60	0	0	0	0	0	4	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	592	"AWI"	592	10373	13272	11488	0	0	0	1	0	0	0	404	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	33	0	96	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	1	8	34	0	0	0	0	0	10	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	600	"AWI"	600	10562	13684	11786	0	0	0	0	0	1	0	257	0	0	0	0	0	0	1	0	0	20	3	0	0	0	0	0	0	0	0	0	0	12	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	10	47	0	0	0	0	0	7	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	608	"AWI"	608	10776	14064	12080	0	0	0	0	0	7	0	121	0	0	0	0	0	0	2	0	0	54	4	0	0	0	0	0	0	0	0	0	0	18	0	138	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	15	15	0	0	0	0	0	7	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	616	"AWI"	616	10996	14411	12376	0	0	0	0	0	6	0	124	0	0	0	0	4	20	6	0	0	71	4	0	0	0	0	0	0	0	0	0	0	38	0	82	0	0	0	0	0	0	0	0	0	6	0	0	2	2	0	0	0	0	2	18	14	0	1	0	0	0	14	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	624	"AWI"	624	11221	14785	12665	0	0	3	0	0	8	0	44	0	2	0	0	20	12	2	0	0	94	0	0	0	0	0	0	0	0	0	0	0	34	0	70	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	6	10	0	4	0	1	0	26	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	632	"AWI"	632	11417	15159	12949	0	0	0	0	0	10	0	96	18	0	0	0	9	19	1	0	0	106	0	0	0	0	0	0	0	0	0	0	0	86	0	105	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	3	0	0	17	22	0	9	0	0	0	64	0	0	6	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	640	"AWI"	640	11597	15549	13228	0	0	3	0	0	15	0	71	0	0	0	0	23	21	1	0	0	80	0	0	0	0	0	0	0	0	0	0	0	73	0	96	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	10	26	0	9	0	0	0	71	0	0	1	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	644	"AWI"	644	11751	15676	13385	0	0	0	0	0	3	0	75	0	1	0	0	2	8	1	0	0	86	0	0	0	0	0	0	0	0	0	0	0	62	0	75	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	6	0	2	1	0	0	15	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	652	"AWI"	652	11946	16044	13698	0	0	0	0	0	12	0	15	0	1	0	0	20	26	0	1	0	109	0	0	0	0	0	0	0	0	0	0	0	106	0	11	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	0	1	16	5	0	1	0	0	0	125	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	660	"AWI"	660	12175	16451	13989	0	0	1	1	0	14	0	18	0	0	0	0	14	21	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	66	0	16	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	15	0	3	52	8	0	2	0	0	0	128	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	668	"AWI"	668	12401	16786	14279	0	0	0	1	0	4	0	19	0	0	0	0	7	17	0	0	0	98	1	0	0	0	0	0	0	0	0	0	0	43	0	15	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	18	0	2	50	6	0	5	0	0	0	93	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	676	"AWI"	676	12638	17145	14572	0	0	0	0	0	10	0	23	0	1	0	0	0	11	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	77	0	36	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	7	0	9	22	5	0	4	0	0	0	11	0	0	0	0
9812	14512	"Cornaher Lough"	53.365506	-7.412886	684	"AWI"	684	12882	17441	14855	0	0	0	1	0	2	0	36	0	0	0	0	2	53	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	48	0	17	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	0	2	0	2	24	1	0	2	0	0	0	8	0	0	0	0
