"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
13385	20024	"Avrig"	45.71667	24.38333	60	"AWI"	60	-13	284	121	0	0	6.14035087719298	0.87719298245614	0.87719298245614	0	3.50877192982456	0	5.26315789473684	0	0	0	3.50877192982456	0.87719298245614	0	0	4.3859649122807	35.0877192982456	0	0	0	1.75438596491228	7.89473684210526	0	0	0	0	0.87719298245614	0	0	0.87719298245614	0	0	5.26315789473684	0	4.3859649122807	0	0	0	0	0	0	7.89473684210526	3.50877192982456	0	0	0.87719298245614	4.3859649122807	1.75438596491228	0	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	70	"AWI"	70	16	305	152	0.763358778625954	0	3.81679389312977	2.29007633587786	1.52671755725191	0	0.763358778625954	7.63358778625954	3.81679389312977	0	0	0	3.81679389312977	0	0	0	3.05343511450382	38.1679389312977	0	0	0	0	5.34351145038168	0	0.763358778625954	0	0	0	0	0	0	0	0	1.52671755725191	0	4.58015267175572	0	0	0	0	0	0	11.4503816793893	3.81679389312977	0	0	1.52671755725191	3.81679389312977	1.52671755725191	0	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	80	"AWI"	80	34	347	183	0	0	1.86915887850467	1.86915887850467	0	0	2.80373831775701	0	4.67289719626168	0	0	0	5.60747663551402	0	0	0	0.934579439252336	17.7570093457944	0	0	0	0	21.4953271028037	0	0	0	0.934579439252336	0	0	0	0	0	0	0	0	3.73831775700935	0	0	0	0	0	0	21.4953271028037	10.2803738317757	0	0	2.80373831775701	2.80373831775701	0	0	0	0	0	0	0	0.934579439252336	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	90	"AWI"	90	66	367	215	0	0	3.92156862745098	0	0	0	2.94117647058824	0	3.92156862745098	0	0	0	5.88235294117647	0	0	0	1.96078431372549	18.6274509803922	0	0	0	0	25.4901960784314	0	0	0	0.980392156862745	0	0	0	0	0	0	0	0.980392156862745	5.88235294117647	0	0	0	0	0	0.980392156862745	11.7647058823529	10.7843137254902	0	0	2.94117647058824	2.94117647058824	0	0	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	100	"AWI"	100	90	399	247	0	0	5.98290598290598	2.56410256410256	1.70940170940171	0	0	0	5.12820512820513	0	0	0	7.69230769230769	0.854700854700855	0	0	2.56410256410256	30.7692307692308	0	0	0	1.70940170940171	9.4017094017094	0	0	0.854700854700855	0	0.854700854700855	0	0	0	0	0	0	0	4.27350427350427	0	0	0	2.56410256410256	0	0	14.5299145299145	0.854700854700855	0	0	2.56410256410256	3.41880341880342	1.70940170940171	0	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	110	"AWI"	110	128	419	279	1.79640718562874	0	4.79041916167665	2.9940119760479	1.79640718562874	0	2.9940119760479	0	2.9940119760479	0	0	0	6.58682634730539	0.598802395209581	0	0	7.18562874251497	23.9520958083832	0	5.98802395209581	0	1.19760479041916	7.18562874251497	0	0	0	0	0	0	0	0	0	0	0	0	11.9760479041916	0	0	0	0	0	0.598802395209581	13.1736526946108	0	0	0	1.79640718562874	0.598802395209581	1.19760479041916	0	0	0	0	0	0.598802395209581	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	120	"AWI"	120	154	444	312	1.44927536231884	0	1.44927536231884	2.89855072463768	1.44927536231884	0	4.34782608695652	0	6.52173913043478	0	2.89855072463768	0	9.42028985507246	1.44927536231884	0	0	6.52173913043478	19.5652173913043	0	0	0	0.72463768115942	20.2898550724638	0	0	0	0	0.72463768115942	0.72463768115942	0	1.44927536231884	0	0	0	0	1.44927536231884	0	0	0	0	0	0	10.1449275362319	0.72463768115942	0	0	0.72463768115942	1.44927536231884	2.89855072463768	0.72463768115942	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	130	"AWI"	130	196	461	349	2.80373831775701	0	3.73831775700935	1.86915887850467	0.934579439252336	0	0	4.67289719626168	1.86915887850467	0	0	0	2.80373831775701	0	0	0	5.60747663551402	14.018691588785	0	0	0	0	31.7757009345794	0	0	0.934579439252336	0.934579439252336	0	0	0	0	0	0	0	0	12.1495327102804	0	0	0	0	0	0	13.0841121495327	0	0	0	0.934579439252336	0.934579439252336	0.934579439252336	0	0	0	0	0	0	0	0	0	0	0
13385	20024	"Avrig"	45.71667	24.38333	140	"AWI"	140	226	483	384	3.41880341880342	0.854700854700855	5.12820512820513	3.41880341880342	0.854700854700855	0	0.854700854700855	0	3.41880341880342	0	1.70940170940171	0	2.56410256410256	0.854700854700855	0.854700854700855	0	3.41880341880342	17.0940170940171	0	0	0	0.854700854700855	17.0940170940171	0	0	0	0	0	1.70940170940171	0	0	0	0	0	0	9.4017094017094	0	0	0	0	0	0	13.6752136752137	0.854700854700855	0	0	6.83760683760684	3.41880341880342	0	0	0	0	0	0	0	0	0	0.854700854700855	0.854700854700855	0
13385	20024	"Avrig"	45.71667	24.38333	150	"AWI"	150	272	494	423	3.09278350515464	0	4.12371134020619	1.03092783505155	0	0	3.09278350515464	0	4.12371134020619	0	0	0	5.15463917525773	0	0	0	5.15463917525773	9.27835051546392	0	0	0	0	32.9896907216495	0	0	0	0	0	0	0	0	0	0	0	0	8.24742268041237	0	0	0	0	0	0	17.5257731958763	0	0	0	1.03092783505155	2.06185567010309	0	0	0	0	0	0	0	0	0	1.03092783505155	0	2.06185567010309
