"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	91.3	"AWI"	91.3	10942.1	11030.8	11000.2	0	0	0	0	0.632911392405063	0.421940928270042	6.54008438818565	0	0	0	0	0	0.210970464135021	3.79746835443038	0.210970464135021	0	0	0.210970464135021	0	0	0	83.5443037974684	0	0	4.21940928270042	0	0	0.210970464135021	0	0	0	0	0	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	94.3	"AWI"	94.3	11123.9	11214.6	11183.5	0	0	0	0	0.350877192982456	0	2.33918128654971	0.116959064327485	0	0	0	0	0	10.1754385964912	0	0	0	0	0	0	0	85.6140350877193	0	0	1.16959064327485	0	0	0	0	0.116959064327485	0	0	0.116959064327485	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	97.3	"AWI"	97.3	11161	11221.9	11198.2	0	0	0	0	0	0	4.5045045045045	0	0	0	0	0	0	10.3603603603604	0.225225225225225	0	0	0.45045045045045	0	0	0	81.5315315315315	0	0	2.47747747747748	0	0	0	0	0	0	0	0.45045045045045	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	100.3	"AWI"	100.3	11186.5	11233.8	11213.5	0	0	0.181488203266788	0	0.181488203266788	0	5.08166969147005	0	0	0	0	0	0	11.7967332123412	0.362976406533575	0	0	0	0	0	0.181488203266788	78.9473684210526	0	0	3.08529945553539	0	0	0	0	0	0	0	0.181488203266788	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	101.8	"AWI"	101.8	11193.2	11243.6	11221	0	0	0	0	0	0	3.26460481099656	0.171821305841924	0	0	0.171821305841924	0	0	8.07560137457045	0	0	0	0.343642611683849	0	0	0	84.5360824742268	0	0	2.74914089347079	0	0	0	0	0.171821305841924	0	0	0.343642611683849	0	0	0	0.171821305841924
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	104.8	"AWI"	104.8	11220	11278	11249.6	0	0	0	0	0	0	2.24171539961014	0.87719298245614	0	0	0	0	0	15.1072124756335	0.194931773879142	0	0	0.779727095516569	0	0	0	78.0701754385965	0	0	1.75438596491228	0	0	0	0	0.389863547758285	0.0974658869395711	0	0.487329434697856	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	107.8	"AWI"	107.8	11242.8	11333.2	11288.4	0	0	0	0	0.074019245003701	0	1.48038490007402	0.666173205033309	0	0	0	0	0	25.3145817912657	0.074019245003701	0	0	0.370096225018505	0	0	0	69.2079940784604	0	0	2.51665433012583	0	0	0	0	0.148038490007402	0	0	0.148038490007402	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	109.3	"AWI"	109.3	11251.5	11363	11307.6	0	0	0	0	0.253164556962025	0	0.759493670886076	1.64556962025316	0	0.126582278481013	0	0	0	36.7088607594937	0	0	0	0.632911392405063	0.126582278481013	0.126582278481013	0	56.7088607594937	0	0	2.65822784810127	0	0	0	0	0	0	0	0.253164556962025	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	110.8	"AWI"	110.8	11258.2	11393.8	11326.4	0	0	0.229007633587786	0	0.152671755725191	0	0.229007633587786	2.74809160305344	0	0	0	0	0	50.5343511450382	0	0	0	0.381679389312977	0	0	0	42.824427480916	0	0	2.59541984732824	0	0	0	0	0	0	0	0.305343511450382	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	113.8	"AWI"	113.8	11279.8	11450	11362.8	0	0	0.0562429696287964	0	0.506186726659168	0	1.85601799775028	0.393700787401575	0	0	0	0	0	62.3734533183352	0.168728908886389	0	0	0.393700787401575	0	0.0562429696287964	0	30.3149606299213	0	0	3.26209223847019	0.0562429696287964	0	0	0	0.112485939257593	0.112485939257593	0	0.224971878515186	0.112485939257593	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	115.3	"AWI"	115.3	11298	11474.7	11376	0	0	0.369458128078818	0	0.369458128078818	0	0.369458128078818	0	0	0	0	0	0	59.2364532019704	0.123152709359606	0	0	0.369458128078818	0	0	0	34.9753694581281	0	0	3.07881773399015	0	0.246305418719212	0	0	0.246305418719212	0.369458128078818	0	0.123152709359606	0	0	0	0.123152709359606
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	118.3	"AWI"	118.3	11325.4	11538.5	11427.7	0	0	0.104712041884817	0	0.418848167539267	0	0.837696335078534	0	0	0	0	0	0	56.5445026178011	0.104712041884817	0	0	0	0	0	0	38.3246073298429	0	0	2.93193717277487	0	0	0	0	0.209424083769634	0.104712041884817	0	0.104712041884817	0.31413612565445	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	121.3	"AWI"	121.3	11346.8	11612.5	11469.6	0	0	0	0	0.61680801850424	0	0.848111025443331	0	0	0	0.0771010023130301	0	0	61.7579028527371	0	0	0	0	0	0	0	34.5412490362375	0	0	2.08172706245181	0	0	0	0	0	0	0	0	0.0771010023130301	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	124.3	"AWI"	124.3	11372.6	11670.3	11513.5	0	0	0.311526479750779	0	0.726895119418484	0	0.726895119418484	0.103842159916926	0	0	0.207684319833853	0	0	46.7289719626168	0	0.103842159916926	0	0	0	0	0	46.3136033229491	0	0	3.84215991692627	0	0	0	0	0.207684319833853	0.103842159916926	0	0.311526479750779	0.311526479750779	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	127.3	"AWI"	127.3	11411.3	11715.4	11550.6	0	0	0	0	1.00502512562814	0	1.75879396984925	0	0	0	0	0	0	18.5929648241206	0.251256281407035	0	0	0	0	0	0	71.105527638191	0	0	6.53266331658291	0	0	0	0	0	0	0	0.753768844221105	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	130.3	"AWI"	130.3	11440.7	11778.7	11590.8	0.423728813559322	0	0.282485875706215	0	1.55367231638418	0.564971751412429	1.9774011299435	0.141242937853107	0.141242937853107	0	0	0	0.141242937853107	21.7514124293785	0	0	0	0.282485875706215	0	0	0	64.9717514124294	0.141242937853107	0	6.63841807909604	0	0	0	0	0.141242937853107	0.141242937853107	0.141242937853107	0	0.141242937853107	0.141242937853107	0.282485875706215	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	133.3	"AWI"	133.3	11469.5	11881.9	11648.8	0	0	0	0	0.51413881748072	0.38560411311054	3.8560411311054	0.25706940874036	0.12853470437018	0	0	0	0	17.0951156812339	0.12853470437018	0	0	0.12853470437018	0	0	0	73.2647814910026	0	0	4.11311053984576	0	0	0	0	0.12853470437018	0	0	0	0	0	0	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	136.3	"AWI"	136.3	11523.9	12130	11765.9	2.97619047619048	2.97619047619048	0	0	0	0	3.57142857142857	0.595238095238095	0	0	0	0	4.76190476190476	33.9285714285714	0.595238095238095	0	1.19047619047619	0.595238095238095	0	0	0	41.0714285714286	0	0	4.76190476190476	0	0	0	0	0.595238095238095	0	0	0.595238095238095	0	0	1.78571428571429	0
14639	22964	"Wachseldorn Untermoos"	46.82194	7.735	137.8	"AWI"	137.8	11541	12304.6	11814.6	4.57142857142857	3.42857142857143	0	0	1.14285714285714	0	2.28571428571429	0	0	0	0	0	2.85714285714286	63.4285714285714	0.571428571428571	0	0	0	0	0	0	13.1428571428571	0	0	4.57142857142857	0	0	0	1.71428571428571	0.571428571428571	0.571428571428571	0	0.571428571428571	0	0	0.571428571428571	0
