"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	0	"AWI"	0	-126	41	-38	1	0	10	1	4	1	1	0	17	0	1	0	0	0	0	0	1	0	0	0	33	0	2	0	0	0	17	17	0	0	0	0	0	0	0	0	0	0	4	0	0	1	45	6	0	0	1	0	23	1	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	5	"AWI"	5	-82	182	23	3	1	4	0	1	0	1	0	6	0	0	0	0	0	0	0	2	0	0	0	18	0	6	0	0	0	5	4	0	0	1	0	0	0	0	0	0	0	1	0	0	2	15	2	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	6	"AWI"	6	-76	218	35	3	1	11	2	2	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	29	0	21	0	0	0	35	24	0	0	2	2	0	0	0	0	1	0	1	0	0	1	50	6	0	0	0	0	27	3	0	0	0	5	1	0	0	2	0	0	0	2	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	8	"AWI"	8	-67	293	57	3	0	5	1	1	0	2	0	12	0	1	0	0	0	0	0	2	1	0	0	13	0	34	5	0	0	18	10	0	0	0	2	0	1	0	0	3	0	1	0	0	1	42	9	0	0	0	0	16	0	0	0	0	7	0	0	0	2	0	0	0	1	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	11	"AWI"	11	-50	386	92	0	0	6	0	6	0	0	0	9	0	1	0	0	0	0	0	2	0	0	0	9	0	17	2	3	0	27	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	27	9	0	0	0	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	16	"AWI"	16	-11	469	163	1	0	9	1	0	0	0	0	10	0	2	1	0	0	0	0	7	0	0	0	12	0	44	3	0	0	20	2	0	0	3	2	0	0	0	1	1	0	0	0	0	0	39	7	64	0	0	1	24	0	0	0	0	11	0	0	0	0	1	0	0	3	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	20	"AWI"	20	9	570	213	3	0	10	1	0	0	0	0	13	0	2	0	0	0	0	0	15	0	0	0	10	0	55	2	0	0	19	3	0	0	4	3	0	0	0	0	4	0	0	1	0	0	17	11	53	0	0	0	25	0	0	0	0	16	0	0	0	1	0	0	0	0	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	25	"AWI"	25	60	633	282	2	1	6	0	1	0	4	0	3	0	0	1	0	6	0	0	5	0	0	0	7	0	70	8	0	0	22	1	0	0	5	2	0	1	0	0	4	0	0	0	0	0	18	10	71	0	0	0	25	1	0	0	0	17	0	0	0	4	0	0	0	1	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	30	"AWI"	30	94	738	348	1	0	8	1	0	0	2	0	10	0	0	0	0	2	0	0	9	0	0	0	6	0	96	5	0	0	20	4	0	0	5	0	0	0	0	0	0	0	1	0	0	0	22	9	75	0	1	0	20	1	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	35	"AWI"	35	146	801	417	1	0	5	1	1	0	3	0	6	0	1	0	0	7	0	0	16	0	1	1	4	0	69	6	0	0	18	0	0	0	4	3	0	1	0	2	2	0	1	0	0	0	14	7	72	0	0	0	42	1	0	0	0	15	0	0	0	2	0	0	0	1	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	40	"AWI"	40	183	889	485	2	1	6	1	2	0	1	0	6	0	0	0	0	13	0	0	7	0	0	0	5	0	69	10	0	0	11	5	0	0	4	0	0	0	0	0	2	0	0	0	0	0	11	10	78	0	0	0	26	1	0	0	0	9	0	0	0	1	0	0	1	0	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	45	"AWI"	45	249	945	555	2	0	9	1	1	0	2	0	7	0	0	0	0	1	0	0	15	0	0	0	9	0	50	10	0	0	24	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	7	11	100	0	0	0	30	0	0	0	0	13	0	0	0	4	0	0	0	0	0	1	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	50	"AWI"	50	285	1028	625	0	5	17	0	2	0	3	0	10	0	0	0	0	1	0	0	9	0	0	0	11	0	53	2	0	0	24	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	13	8	0	0	0	0	21	1	0	0	0	13	0	0	0	1	0	0	2	1	2	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	55	"AWI"	55	349	1081	694	1	1	10	0	2	0	0	0	6	0	0	1	0	1	0	1	9	0	0	0	14	0	33	8	0	0	22	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	3	7	0	0	0	0	15	1	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	60	"AWI"	60	390	1170	758	0	0	13	1	1	0	0	0	17	0	0	0	0	3	0	1	4	0	0	0	12	0	17	7	0	0	41	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	7	8	0	0	0	0	15	0	0	0	0	5	2	0	0	2	0	0	0	1	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	65	"AWI"	65	471	1222	831	0	0	21	2	1	0	5	0	22	0	2	0	0	1	0	0	3	0	0	1	25	0	22	15	0	0	52	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	9	15	0	0	0	0	19	1	0	0	0	10	2	0	0	3	0	0	0	0	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	70	"AWI"	70	519	1303	901	3	0	17	0	8	0	4	0	14	0	3	0	0	1	0	0	7	0	0	1	14	0	48	0	0	0	38	0	3	0	1	1	0	0	0	0	1	0	0	0	0	0	1	5	0	0	0	0	11	2	0	0	0	8	1	0	0	6	0	0	0	1	0	0	1
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	75	"AWI"	75	585	1349	971	2	0	48	0	5	0	1	0	47	0	0	0	1	0	7	3	1	0	0	0	32	0	19	24	0	0	103	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	10	0	0	0	0	0	43	0	0	0	0	13	1	0	0	3	0	0	1	1	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	80	"AWI"	80	634	1421	1036	2	0	30	1	4	0	3	0	30	0	0	0	0	0	0	2	2	0	0	0	20	0	32	5	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	21	0	0	0	0	18	0	0	0	2	0	0	1	0	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	85	"AWI"	85	715	1467	1105	4	0	160	1	1	0	2	10	140	0	0	0	0	2	0	2	0	0	0	0	0	0	12	0	0	0	91	0	0	0	0	1	3	0	0	0	0	0	3	0	0	0	2	8	0	0	0	0	22	1	0	0	0	4	18	0	0	1	0	0	0	0	0	0	1
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	90	"AWI"	90	778	1535	1175	1	0	14	0	3	0	1	0	262	0	0	0	0	0	0	0	0	0	0	0	14	0	4	6	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	16	1	0	0	0	3	49	0	0	3	0	0	1	0	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	95	"AWI"	95	867	1576	1243	7	0	14	0	0	0	0	0	95	0	1	0	1	0	0	0	2	0	0	0	10	0	26	0	0	0	85	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	16	0	0	0	0	5	0	0	0	2	0	0	0	3	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	100	"AWI"	100	920	1647	1311	9	0	7	1	1	0	1	0	100	0	0	0	0	0	0	1	2	0	0	0	17	0	24	2	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	20	1	0	0	0	4	3	0	0	0	0	0	5	0	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	105	"AWI"	105	1018	1683	1377	1	2	22	2	1	0	3	0	45	0	0	0	1	0	0	0	4	0	0	0	35	0	40	14	0	0	67	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	32	0	0	0	0	3	3	0	0	4	0	0	1	2	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	110	"AWI"	110	1086	1748	1444	5	0	26	0	1	0	0	0	47	0	0	1	0	0	0	2	0	0	0	0	39	0	28	10	0	0	66	4	0	0	3	0	1	0	0	0	0	0	1	0	0	0	11	11	0	0	0	0	28	0	0	0	0	7	5	0	0	2	0	0	2	3	1	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	115	"AWI"	115	1192	1790	1504	3	0	20	1	3	0	3	0	48	0	0	0	0	1	0	1	2	0	0	0	36	0	43	7	0	0	62	1	0	0	3	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	29	0	0	0	0	3	2	0	0	4	0	0	3	4	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	120	"AWI"	120	1265	1857	1566	2	0	22	1	1	0	2	0	42	0	0	0	0	0	4	0	3	0	0	0	17	0	44	0	0	0	63	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	6	10	0	0	0	0	27	0	0	0	0	6	0	0	0	3	0	0	1	1	0	0	0
16277	25232	"Tourbière de Roussy"	45.07611	2.5175	125	"AWI"	125	1402	1897	1629	3	1	24	0	3	0	3	0	21	0	1	0	0	0	0	0	3	0	0	0	28	0	63	0	0	0	77	1	0	0	1	0	0	0	0	0	3	0	2	0	0	0	7	13	0	0	0	0	40	0	0	0	0	8	0	0	0	3	0	0	4	2	0	0	0
