"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Tamarix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	44	"AWI"	44	592	984	759	0	0	51	0	1	0	1	0	184	1	0	0	7	0	0	0	6	0	24	4	3	0	0	63	3	0	0	0	0	0	0	0	0	40	0	0	1	0	0	65	0	0	0	0	56	4	0	0	1	2	26	0	0	0	0	0	0	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	46	"AWI"	46	621	1040	803	0	0	44	1	0	1	0	0	115	1	0	0	1	0	0	0	6	0	16	6	0	0	0	59	0	1	0	0	0	0	1	0	0	60	0	0	1	0	0	73	0	0	0	0	76	2	0	0	0	3	10	0	1	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	48	"AWI"	48	653	1075	849	0	0	73	0	0	0	0	0	89	0	0	0	4	0	0	0	14	0	25	2	0	0	0	64	0	5	0	0	0	1	0	0	0	66	0	0	0	0	0	113	0	0	0	1	73	1	0	0	0	5	31	0	1	0	0	0	1	4	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	50	"AWI"	50	681	1135	896	0	0	43	0	1	0	1	0	47	1	0	0	0	0	0	0	9	0	16	4	0	0	0	61	0	1	0	0	0	1	1	0	0	77	0	1	1	0	0	0	0	0	0	0	58	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	52	"AWI"	52	724	1163	940	1	0	161	2	0	0	0	0	112	1	0	0	2	0	0	0	12	0	17	16	0	0	0	92	0	2	0	1	0	0	1	0	0	74	0	0	7	0	0	0	0	0	0	1	71	7	0	0	1	1	10	0	0	0	0	0	1	0	1	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	56	"AWI"	56	805	1245	1032	0	2	147	0	0	0	1	0	82	0	0	0	0	0	0	0	32	0	18	7	0	0	0	62	0	2	0	0	0	0	0	0	0	38	0	0	2	0	0	0	0	1	0	0	49	3	0	0	2	0	20	0	0	0	0	1	2	1	1	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	60	"AWI"	60	890	1317	1125	2	1	133	2	1	0	2	0	26	0	1	2	1	0	0	0	14	0	37	1	0	0	0	109	0	0	0	0	0	2	0	0	1	55	0	1	0	0	1	108	0	0	0	0	42	7	0	0	0	2	10	0	0	0	0	0	0	1	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	64	"AWI"	64	1005	1369	1215	1	0	154	2	0	0	2	0	16	1	1	0	1	0	0	1	6	0	30	5	0	0	0	172	0	0	1	0	0	0	0	0	0	68	0	0	1	0	0	41	0	0	0	0	42	0	0	0	0	2	18	0	0	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	68	"AWI"	68	1149	1419	1295	5	0	125	0	0	0	0	0	6	0	0	0	0	0	0	0	10	0	25	9	0	0	0	156	0	6	0	0	0	0	0	0	1	90	0	0	4	0	0	0	0	0	0	1	40	2	0	0	0	2	2	0	0	0	0	1	0	5	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	70	"AWI"	70	1199	1459	1339	3	0	57	0	0	0	1	0	3	0	0	0	0	0	0	0	9	0	16	1	0	0	0	154	0	6	0	0	0	0	0	0	0	71	0	1	6	0	0	0	0	0	0	0	30	2	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	72	"AWI"	72	1246	1481	1365	1	1	143	0	0	0	0	0	22	0	0	0	1	0	0	0	118	0	17	1	0	0	0	114	0	3	1	0	1	0	1	0	0	45	0	2	3	0	0	0	0	0	0	0	28	4	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	74	"AWI"	74	1271	1511	1393	1	0	70	0	0	0	0	0	14	0	0	0	0	0	0	0	27	1	15	4	0	0	0	79	0	3	0	1	0	0	1	0	0	52	0	0	4	0	0	0	0	0	0	0	28	2	0	0	0	0	1	0	0	0	0	0	0	5	2	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	76	"AWI"	76	1302	1543	1415	2	0	81	0	1	0	0	0	17	0	0	0	1	0	0	0	27	0	17	5	0	0	0	89	0	0	0	1	0	0	0	0	0	32	0	0	4	0	0	0	0	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	80	"AWI"	80	1332	1604	1454	3	0	174	0	0	0	1	0	15	0	1	0	2	0	0	1	29	0	42	4	0	0	0	221	0	6	0	0	0	0	0	0	1	126	0	0	8	0	0	114	0	0	0	0	66	3	0	0	0	1	1	1	0	0	0	0	0	5	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	84	"AWI"	84	1369	1647	1495	1	0	84	0	0	0	1	0	14	0	0	0	1	0	0	0	22	0	13	2	0	0	0	94	0	1	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	1	13	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	86	"AWI"	86	1388	1670	1515	2	0	68	0	0	0	0	0	9	1	0	0	0	0	0	0	39	0	17	0	0	0	0	84	0	2	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	88	"AWI"	88	1407	1695	1537	4	0	89	0	0	0	1	0	19	0	0	0	0	0	0	0	56	0	23	1	0	0	0	99	1	4	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	90	"AWI"	90	1421	1728	1556	1	1	103	0	0	1	0	0	12	0	0	0	0	0	0	0	33	0	20	1	0	0	0	75	0	4	0	0	0	0	0	0	0	40	0	0	2	0	0	0	0	0	0	0	17	2	0	0	0	0	3	0	0	0	0	0	0	5	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	92	"AWI"	92	1452	1760	1585	3	0	164	0	0	0	0	0	20	0	0	0	0	0	0	0	30	0	24	2	0	0	0	147	0	9	0	0	0	0	0	0	0	73	0	0	8	0	0	0	0	0	0	0	48	2	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	94	"AWI"	94	1476	1793	1613	2	0	122	1	0	0	0	0	24	0	0	0	0	0	0	0	36	0	32	1	0	0	0	122	0	3	0	0	0	0	0	0	0	40	0	1	2	0	0	0	0	0	0	0	17	2	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	96	"AWI"	96	1504	1843	1651	1	0	176	0	0	0	0	0	64	0	0	0	0	0	0	0	36	0	32	2	0	0	0	154	0	3	0	0	0	0	0	0	0	43	0	0	2	0	0	0	0	0	1	0	29	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	100	"AWI"	100	1549	1982	1743	2	1	180	1	0	0	1	0	59	1	0	0	2	0	0	0	14	0	33	6	0	0	0	155	1	5	0	0	0	0	0	1	0	57	0	0	8	0	0	0	0	0	0	0	37	0	0	0	1	2	2	0	0	0	0	0	0	5	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	104	"AWI"	104	1615	2084	1833	1	0	183	1	1	0	1	0	142	1	0	0	0	0	0	0	18	0	49	12	0	0	0	179	1	2	1	0	0	1	2	0	0	23	0	0	2	8	0	0	0	0	0	1	83	6	0	73	1	9	7	0	1	0	0	0	0	2	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	108	"AWI"	108	1697	2171	1926	2	0	294	1	1	0	0	0	130	2	0	0	0	0	1	0	18	0	65	5	0	0	0	154	1	2	1	1	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	98	1	0	0	0	1	9	0	0	0	0	0	0	1	0	1	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	112	"AWI"	112	1783	2260	2022	2	0	198	2	2	0	2	0	58	0	0	0	1	0	1	0	13	0	38	13	0	1	0	85	1	1	0	1	0	0	0	0	0	4	0	0	3	14	0	0	0	0	0	1	96	2	0	0	0	7	63	0	2	0	0	0	0	1	1	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	116	"AWI"	116	1870	2347	2115	1	0	672	1	1	0	0	0	29	0	0	0	0	0	0	0	67	0	27	12	0	0	0	80	0	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	95	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	120	"AWI"	120	1956	2432	2213	1	1	627	1	2	0	0	0	27	1	0	0	0	0	0	0	42	0	26	2	0	0	0	121	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	124	"AWI"	124	2081	2527	2300	2	0	710	0	0	0	0	0	72	0	0	0	0	0	0	0	22	0	30	5	0	0	0	106	4	1	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	36	2	1	0	1	2	4	0	0	0	0	0	0	3	0	1	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	128	"AWI"	128	2182	2626	2377	2	1	980	0	0	0	0	0	46	0	0	0	0	0	0	0	23	0	36	5	0	0	0	109	7	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	132	"AWI"	132	2248	2708	2462	1	0	870	1	0	0	0	0	67	0	0	1	0	0	0	0	13	0	65	4	0	0	0	198	13	4	0	1	0	0	1	0	0	1	0	0	2	5	0	0	0	0	0	0	65	3	0	0	0	0	4	0	0	0	0	0	1	1	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	136	"AWI"	136	2310	2827	2535	1	1	853	1	1	0	2	0	28	0	0	0	0	0	0	0	3	0	46	8	0	0	0	107	23	4	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	2	0	0	0	0	4	0	0	0	0	1	1	2	0	0	1
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	140	"AWI"	140	2376	2958	2611	1	0	1354	2	0	0	1	0	27	0	0	0	0	0	0	0	4	1	73	4	0	0	0	85	72	4	1	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	79	1	1	0	4	1	22	1	1	0	0	1	0	3	1	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	144	"AWI"	144	2433	3072	2686	0	0	676	2	1	0	3	0	24	2	1	0	1	0	0	0	5	0	52	3	0	0	0	226	10	5	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	40	1	0	0	0	0	7	0	1	0	0	0	1	0	0	0	0
16134	24929	"Tourbière du Mou de Pleure"	46.91389	5.45056	148	"AWI"	148	2489	3174	2765	2	0	1409	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	104	6	0	0	0	283	46	13	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	68	2	0	0	1	0	1	0	0	0	0	0	2	6	0	0	0
