"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Fraxinus"	"Juniperus"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26024	45107	"Lake Gramousti"	39.885	20.59528	452	"AWI"	452	2644	4949	3706	1.26582278481013	1.58227848101266	0.949367088607595	6.0126582278481	0.632911392405063	9.49367088607595	0	0.632911392405063	0.632911392405063	5.06329113924051	0.316455696202532	0.949367088607595	0.632911392405063	0	5.37974683544304	0	5.69620253164557	0	0	37.0253164556962	1.89873417721519	20.8860759493671	0	0	0.316455696202532	0.632911392405063	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	476	"AWI"	476	2773	5175	3909	2.1505376344086	2.1505376344086	0.268817204301075	2.68817204301075	0	0	0	0	1.0752688172043	13.1720430107527	0	0	0	0	9.40860215053763	0.268817204301075	9.67741935483871	0	0	9.67741935483871	1.34408602150538	44.0860215053763	0	0.806451612903226	0.268817204301075	1.0752688172043	1.61290322580645	0	0.268817204301075
26024	45107	"Lake Gramousti"	39.885	20.59528	494	"AWI"	494	2894	5341	4061	1.12359550561798	0.561797752808989	3.37078651685393	16.8539325842697	0	0	0	0	3.37078651685393	8.42696629213483	0	0	0.561797752808989	0	5.0561797752809	0	9.55056179775281	0	0	17.4157303370787	2.80898876404494	29.2134831460674	1.12359550561798	0.561797752808989	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	526	"AWI"	526	3159	5536	4337	0.336700336700337	0.336700336700337	0.673400673400673	35.3535353535354	0.336700336700337	1.68350168350168	0	0	3.03030303030303	9.09090909090909	0	0	0	0	2.02020202020202	2.02020202020202	7.40740740740741	0	0	14.4781144781145	0	21.8855218855219	0	0	0	0.673400673400673	0.336700336700337	0	0.336700336700337
26024	45107	"Lake Gramousti"	39.885	20.59528	558	"AWI"	558	3392	5820	4605	0.950118764845606	2.13776722090261	0.950118764845606	6.88836104513064	0.237529691211401	0	0	0.475059382422803	2.61282660332542	4.75059382422803	0.237529691211401	0	0	0	3.56294536817102	0.475059382422803	9.73871733966746	0	0	12.5890736342043	0	53.4441805225653	0	0	0.475059382422803	0	0	0.237529691211401	0.237529691211401
26024	45107	"Lake Gramousti"	39.885	20.59528	575	"AWI"	575	3555	5919	4751	2.45398773006135	0.920245398773006	0.920245398773006	6.74846625766871	0	1.53374233128834	0	0.613496932515337	0.920245398773006	2.14723926380368	0	0.306748466257669	0	0	7.97546012269939	0	7.97546012269939	0	0	17.7914110429448	2.14723926380368	36.1963190184049	7.97546012269939	0	0.920245398773006	1.53374233128834	0.613496932515337	0	0.306748466257669
26024	45107	"Lake Gramousti"	39.885	20.59528	600	"AWI"	600	3722	6106	4964	0.583090379008746	3.2069970845481	2.33236151603499	16.9096209912536	0	0	0	0.291545189504373	2.04081632653061	2.04081632653061	0	0	0	1.74927113702624	5.83090379008746	1.16618075801749	4.08163265306122	0	0	25.6559766763848	1.74927113702624	27.6967930029155	2.62390670553936	0	0.87463556851312	0	0	0.87463556851312	0.291545189504373
26024	45107	"Lake Gramousti"	39.885	20.59528	622	"AWI"	622	3913	6264	5137	2.85035629453682	2.37529691211401	0.475059382422803	17.1021377672209	0.475059382422803	0	0	0	1.42517814726841	0.712589073634204	0	0	0	0.237529691211401	4.98812351543943	1.42517814726841	7.36342042755344	0	0.950118764845606	4.03800475059382	0	45.3681710213777	7.60095011876485	0	0	0.712589073634204	0.237529691211401	0.237529691211401	1.42517814726841
26024	45107	"Lake Gramousti"	39.885	20.59528	646	"AWI"	646	4098	6383	5339	1.89189189189189	0.810810810810811	0.810810810810811	24.3243243243243	0	1.08108108108108	0	0	3.24324324324324	2.7027027027027	0.27027027027027	0	0	0	1.62162162162162	2.7027027027027	6.75675675675676	0	0	9.45945945945946	1.08108108108108	42.972972972973	0	0	0	0	0	0.27027027027027	0
26024	45107	"Lake Gramousti"	39.885	20.59528	662	"AWI"	662	4200	6498	5479	0.782472613458529	0.938967136150235	0.625978090766823	18.1533646322379	0	2.660406885759	0.312989045383412	0.312989045383412	1.40845070422535	3.12989045383412	0	0	0	0	4.69483568075117	2.03442879499218	5.94679186228482	0	0	9.38967136150235	0.156494522691706	48.3568075117371	0	0	0.469483568075117	0.156494522691706	0	0.312989045383412	0.156494522691706
26024	45107	"Lake Gramousti"	39.885	20.59528	686	"AWI"	686	4462	6638	5687	5.92783505154639	0.515463917525773	0	24.2268041237113	0	0	0	0	0.77319587628866	0.77319587628866	0.257731958762887	0.515463917525773	0	0.515463917525773	2.83505154639175	0.77319587628866	12.8865979381443	0	0	2.06185567010309	0	46.3917525773196	1.03092783505155	0	0	0	0.257731958762887	0.257731958762887	0
26024	45107	"Lake Gramousti"	39.885	20.59528	708	"AWI"	708	4659	6746	5886	3.99002493765586	0.498753117206983	0.249376558603491	22.1945137157107	0.249376558603491	0	0	0.249376558603491	0.249376558603491	0.748129675810474	0	0.997506234413965	0	0.498753117206983	4.48877805486284	0	11.7206982543641	0	0	5.98503740648379	0	45.1371571072319	0.997506234413965	0	0.249376558603491	1.24688279301746	0.249376558603491	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	718	"AWI"	718	4751	6812	5980	1.76678445229682	1.41342756183746	0	31.8021201413428	0	0	2.47349823321555	0	2.47349823321555	2.12014134275618	0	0	0	0	0.706713780918728	0.353356890459364	12.7208480565371	0	0	25.4416961130742	0	15.547703180212	1.76678445229682	0	0	1.06007067137809	0	0	0.353356890459364
26024	45107	"Lake Gramousti"	39.885	20.59528	732	"AWI"	732	4851	6925	6094	2.20385674931129	0.275482093663912	0.275482093663912	14.8760330578512	0.550964187327824	4.13223140495868	0	0.826446280991736	1.37741046831956	2.75482093663912	0	0	0	0	3.58126721763085	0	11.0192837465565	0	0	17.9063360881543	0.275482093663912	30.0275482093664	6.8870523415978	0	0	1.10192837465565	1.10192837465565	0.826446280991736	0
26024	45107	"Lake Gramousti"	39.885	20.59528	750	"AWI"	750	5133	6986	6231	1.05263157894737	0.842105263157895	2.10526315789474	26.9473684210526	0.210526315789474	4.63157894736842	0.210526315789474	0.210526315789474	0.631578947368421	10.5263157894737	0.210526315789474	0	0	0	1.05263157894737	1.68421052631579	7.36842105263158	0	0	22.1052631578947	0.421052631578947	19.7894736842105	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	796	"AWI"	796	5607	7209	6599	0.914634146341463	0	0	14.9390243902439	0	9.14634146341463	0	0.914634146341463	0.304878048780488	8.84146341463415	0.304878048780488	0.304878048780488	0	0	4.57317073170732	0	5.48780487804878	0	0	17.9878048780488	0.609756097560976	31.0975609756098	0.914634146341463	0	0	2.74390243902439	0.609756097560976	0	0.304878048780488
26024	45107	"Lake Gramousti"	39.885	20.59528	814	"AWI"	814	5953	7262	6723	0.873362445414847	0	2.62008733624454	10.4803493449782	0	0	0	0	0	31.4410480349345	0	0	0	0	0.873362445414847	0	5.67685589519651	0	0	13.5371179039301	0	34.4978165938865	0	0	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	828	"AWI"	828	6156	7318	6822	0	1.34529147982063	0.896860986547085	3.1390134529148	0	0	1.79372197309417	0.896860986547085	3.1390134529148	3.1390134529148	0	0	0	0	1.34529147982063	3.1390134529148	6.2780269058296	0	0	37.219730941704	11.2107623318386	23.7668161434978	0	0.448430493273543	0.896860986547085	0	0	1.34529147982063	0
26024	45107	"Lake Gramousti"	39.885	20.59528	846	"AWI"	846	6350	7406	6964	1.25786163522013	0	0	32.0754716981132	0	2.51572327044025	4.40251572327044	1.88679245283019	3.14465408805031	2.51572327044025	0	0	0	0	0.628930817610063	0	5.66037735849057	0	0	18.8679245283019	1.88679245283019	16.3522012578616	0.628930817610063	0.628930817610063	0	7.54716981132075	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	860	"AWI"	860	6451	7483	7048	1.92307692307692	0	0.854700854700855	33.974358974359	0	0	0.213675213675214	0	0.641025641025641	1.92307692307692	0	1.4957264957265	0	0.213675213675214	6.83760683760684	1.06837606837607	6.41025641025641	0	0	12.1794871794872	0.854700854700855	24.5726495726496	3.41880341880342	0	0.427350427350427	0.854700854700855	0.854700854700855	0.641025641025641	0.641025641025641
26024	45107	"Lake Gramousti"	39.885	20.59528	878	"AWI"	878	6534	7554	7121	0	1.09489051094891	1.09489051094891	3.28467153284672	0	0	0.364963503649635	0.364963503649635	5.10948905109489	0.364963503649635	0.364963503649635	0	0	0	6.56934306569343	0.364963503649635	12.043795620438	0	0	35.4014598540146	16.7883211678832	13.1386861313869	0.364963503649635	0	1.09489051094891	0.364963503649635	0.72992700729927	1.09489051094891	0
26024	45107	"Lake Gramousti"	39.885	20.59528	892	"AWI"	892	6575	7635	7176	1.0752688172043	0.3584229390681	2.8673835125448	8.24372759856631	0	0	0	0.716845878136201	1.0752688172043	10.3942652329749	0	0	0.3584229390681	0	7.88530465949821	0.716845878136201	10.0358422939068	0	0	32.258064516129	8.96057347670251	11.1111111111111	0.3584229390681	1.4336917562724	0	0	0.3584229390681	1.4336917562724	0.3584229390681
26024	45107	"Lake Gramousti"	39.885	20.59528	910	"AWI"	910	6622	7771	7248	0.531914893617021	0.531914893617021	0.531914893617021	9.04255319148936	0.531914893617021	5.31914893617021	0	0.531914893617021	7.4468085106383	0.531914893617021	0	0	0	0.531914893617021	2.65957446808511	1.06382978723404	7.4468085106383	0	0	28.7234042553192	5.85106382978723	20.7446808510638	6.91489361702128	0	0	0	0	0.531914893617021	0.531914893617021
26024	45107	"Lake Gramousti"	39.885	20.59528	924	"AWI"	924	6690	7835	7303	1.4336917562724	0	1.4336917562724	5.01792114695341	0	0	0	1.4336917562724	0	4.3010752688172	0	1.0752688172043	0	0	9.31899641577061	1.4336917562724	7.88530465949821	0	0	30.1075268817204	2.5089605734767	30.1075268817204	0.716845878136201	0	0.3584229390681	0	0	2.1505376344086	0.716845878136201
26024	45107	"Lake Gramousti"	39.885	20.59528	942	"AWI"	942	6786	7890	7377	0.714285714285714	2.14285714285714	0.714285714285714	1.42857142857143	0	0	1.42857142857143	0	1.42857142857143	3.57142857142857	0	0	0	0	3.57142857142857	2.14285714285714	10.7142857142857	0	0	20	2.14285714285714	45	2.14285714285714	0	0	0	0	2.85714285714286	0
26024	45107	"Lake Gramousti"	39.885	20.59528	964	"AWI"	964	6851	8000	7469	3.84615384615385	0	0.961538461538462	6.73076923076923	0.961538461538462	0	0	0	0.961538461538462	0	0	0	0	0	6.73076923076923	1.92307692307692	2.88461538461538	0	0	45.1923076923077	0	26.9230769230769	0	0	0	0.961538461538462	0	0.961538461538462	0.961538461538462
26024	45107	"Lake Gramousti"	39.885	20.59528	996	"AWI"	996	7004	8133	7596	1.93236714975845	0	1.44927536231884	0.483091787439614	0	0	2.41545893719807	0	6.28019323671498	2.89855072463768	0	0	0	0	7.72946859903382	1.93236714975845	7.72946859903382	0	0	39.1304347826087	1.44927536231884	16.9082125603865	0.483091787439614	2.41545893719807	2.89855072463768	0	0	2.41545893719807	1.44927536231884
26024	45107	"Lake Gramousti"	39.885	20.59528	1012	"AWI"	1012	7078	8202	7661	2.31788079470199	0.993377483443709	3.3112582781457	1.65562913907285	0.33112582781457	15.5629139072848	0	1.98675496688742	0	4.63576158940397	0.33112582781457	0	0	0	4.3046357615894	0.33112582781457	10.2649006622517	0	0	37.4172185430464	0.662251655629139	12.5827814569536	0.993377483443709	0.662251655629139	0	0	0.662251655629139	0.662251655629139	0.33112582781457
26024	45107	"Lake Gramousti"	39.885	20.59528	1028	"AWI"	1028	7132	8278	7729	1.75438596491228	0	3.50877192982456	8.7719298245614	0	0	0	1.75438596491228	1.75438596491228	3.50877192982456	0	0	0	0	7.01754385964912	0	10.5263157894737	0	0	47.3684210526316	1.75438596491228	8.7719298245614	0	3.50877192982456	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1044	"AWI"	1044	7214	8342	7789	2.26628895184136	0.56657223796034	0.28328611898017	2.26628895184136	0	7.08215297450425	0	2.26628895184136	1.69971671388102	8.4985835694051	0	0	0.28328611898017	0	6.51558073654391	0.84985835694051	13.314447592068	0	0	37.9603399433428	0	13.314447592068	0	0.84985835694051	0	0.28328611898017	0.84985835694051	0.56657223796034	0.28328611898017
26024	45107	"Lake Gramousti"	39.885	20.59528	1060	"AWI"	1060	7310	8396	7851	0.354609929078014	1.41843971631206	1.41843971631206	2.83687943262411	0.354609929078014	19.8581560283688	0	1.41843971631206	1.41843971631206	5.67375886524823	0	0.709219858156028	0	0	2.83687943262411	0.709219858156028	6.38297872340426	0	0	38.2978723404255	0	13.1205673758865	0.354609929078014	1.06382978723404	0	0	0.709219858156028	0.354609929078014	0.709219858156028
26024	45107	"Lake Gramousti"	39.885	20.59528	1076	"AWI"	1076	7387	8468	7913	4.01146131805158	0.573065902578797	0.573065902578797	4.58452722063037	0	6.01719197707736	0	0.286532951289398	2.29226361031519	21.2034383954155	0	0.286532951289398	0	0	6.30372492836676	0	8.59598853868195	0	0	27.2206303724928	0.286532951289398	13.7535816618911	0.286532951289398	0.286532951289398	0.286532951289398	1.43266475644699	1.14613180515759	0.286532951289398	0.286532951289398
26024	45107	"Lake Gramousti"	39.885	20.59528	1092	"AWI"	1092	7440	8543	7979	6.58914728682171	0.775193798449612	2.71317829457364	5.42635658914729	0	0	0.387596899224806	1.16279069767442	3.48837209302326	5.81395348837209	0	0	0	0	3.87596899224806	0	12.015503875969	0	0	37.2093023255814	0.775193798449612	15.8914728682171	0	0.387596899224806	0	0.387596899224806	0.775193798449612	2.32558139534884	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1108	"AWI"	1108	7551	8612	8034	2.15633423180593	0.269541778975741	0.539083557951483	14.2857142857143	0	0	0.269541778975741	0.269541778975741	1.34770889487871	30.9973045822102	0	0.539083557951483	0.269541778975741	0	3.77358490566038	0	3.77358490566038	0	0	21.832884097035	0.539083557951483	17.5202156334232	0	0	0	0.269541778975741	0	1.07816711590297	0.269541778975741
26024	45107	"Lake Gramousti"	39.885	20.59528	1124	"AWI"	1124	7676	8674	8093	0	0	2.80898876404494	0	1.12359550561798	0	0.561797752808989	0.561797752808989	0.561797752808989	15.1685393258427	0	0	0	0	6.17977528089888	3.93258426966292	6.17977528089888	0	0	38.7640449438202	0	22.4719101123595	0	0	0	0.561797752808989	0	1.12359550561798	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1140	"AWI"	1140	7767	8745	8155	1.42857142857143	0	0.357142857142857	3.57142857142857	0	0	0.357142857142857	0.357142857142857	1.78571428571429	29.6428571428571	0	0	0.357142857142857	0	2.14285714285714	0	4.28571428571429	3.57142857142857	0	18.9285714285714	0	27.5	0.714285714285714	0	1.78571428571429	1.07142857142857	1.07142857142857	0	1.07142857142857
26024	45107	"Lake Gramousti"	39.885	20.59528	1156	"AWI"	1156	7829	8820	8219	1.74825174825175	1.04895104895105	0.34965034965035	0.699300699300699	0	0	0.34965034965035	0.34965034965035	1.04895104895105	12.5874125874126	0	0	0	0.34965034965035	2.0979020979021	1.3986013986014	2.44755244755245	0	0	44.7552447552448	0	27.6223776223776	0	0	0	1.3986013986014	0	0.699300699300699	1.04895104895105
26024	45107	"Lake Gramousti"	39.885	20.59528	1174	"AWI"	1174	8036	8927	8327	0.964630225080386	0	0.321543408360129	8.68167202572347	0.964630225080386	0	1.92926045016077	0.321543408360129	0.321543408360129	2.89389067524116	0	0	0.321543408360129	0	0	1.60771704180064	5.78778135048232	0	0	16.7202572347267	0	53.3762057877814	0	0.964630225080386	0	3.21543408360129	0.643086816720257	0.964630225080386	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1188	"AWI"	1188	8122	9026	8425	0	0.392156862745098	0.392156862745098	1.56862745098039	0	0	0.392156862745098	0.392156862745098	1.56862745098039	5.88235294117647	0	0.784313725490196	0.784313725490196	0	0	3.92156862745098	3.13725490196078	0	0	24.3137254901961	0	46.2745098039216	0.392156862745098	1.96078431372549	0.784313725490196	2.35294117647059	0	3.52941176470588	1.17647058823529
26024	45107	"Lake Gramousti"	39.885	20.59528	1204	"AWI"	1204	8186	9191	8537	2.13523131672598	0.711743772241993	1.77935943060498	3.20284697508897	0	0	2.13523131672598	0	1.77935943060498	5.69395017793594	0	0.711743772241993	0	0	1.42348754448399	0	6.76156583629893	0	0	22.7758007117438	0	40.9252669039146	0.711743772241993	1.06761565836299	1.06761565836299	2.49110320284698	0.355871886120996	0	4.27046263345196
26024	45107	"Lake Gramousti"	39.885	20.59528	1220	"AWI"	1220	8241	9396	8643	0.711743772241993	0	0	4.62633451957295	0	0	0	0	0.355871886120996	9.6085409252669	0	0	0	0	1.06761565836299	0	9.6085409252669	0	0	40.9252669039146	0	26.6903914590747	0.355871886120996	0	0.711743772241993	3.20284697508897	1.06761565836299	1.06761565836299	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1236	"AWI"	1236	8380	9537	8830	1.8348623853211	0	0.611620795107034	3.97553516819572	0	0	0.917431192660551	0	0.305810397553517	8.86850152905199	0	0	0.305810397553517	0	1.52905198776758	0.917431192660551	12.5382262996942	0	0	36.3914373088685	0.305810397553517	23.8532110091743	1.52905198776758	2.44648318042813	0	0.917431192660551	0.611620795107034	1.8348623853211	0.305810397553517
26024	45107	"Lake Gramousti"	39.885	20.59528	1248	"AWI"	1248	8443	9674	8971	0.401606425702811	2.81124497991968	2.81124497991968	5.62248995983936	0.803212851405622	0	2.00803212851406	0	1.20481927710843	0.803212851405622	1.20481927710843	0	1.20481927710843	0	1.20481927710843	0	4.81927710843374	0	0	45.7831325301205	0.401606425702811	25.3012048192771	0	2.00803212851406	1.20481927710843	0	0	0	0.401606425702811
26024	45107	"Lake Gramousti"	39.885	20.59528	1252	"AWI"	1252	8463	9737	9016	0	0.836820083682008	2.92887029288703	1.25523012552301	0	0	0	0	0	0.418410041841004	0	0	0	1.67364016736402	0.836820083682008	0	5.02092050209205	0	0	55.2301255230126	0	23.8493723849372	0	2.09205020920502	4.18410041841004	0.418410041841004	0	0.836820083682008	0.418410041841004
26024	45107	"Lake Gramousti"	39.885	20.59528	1268	"AWI"	1268	8520	10007	9184	1.04895104895105	0	2.0979020979021	1.3986013986014	0	0	0	0	0	3.84615384615385	0.34965034965035	0	0.699300699300699	0	0.34965034965035	0	5.94405594405594	0	0	56.993006993007	0.699300699300699	15.034965034965	0.34965034965035	3.4965034965035	0.34965034965035	5.24475524475525	0.34965034965035	0.699300699300699	1.04895104895105
26024	45107	"Lake Gramousti"	39.885	20.59528	1284	"AWI"	1284	8639	10260	9346	0.586510263929619	0.586510263929619	2.34604105571848	5.57184750733138	0.879765395894428	0	0	0	0.879765395894428	0.879765395894428	0.293255131964809	0.293255131964809	0	0.293255131964809	0.879765395894428	0.586510263929619	5.27859237536657	1.46627565982405	0	35.7771260997067	0	31.3782991202346	0.293255131964809	4.69208211143695	4.69208211143695	1.46627565982405	0	0.293255131964809	0.586510263929619
26024	45107	"Lake Gramousti"	39.885	20.59528	1300	"AWI"	1300	8849	10346	9531	0.260416666666667	0.520833333333333	1.30208333333333	2.60416666666667	0	0	0	0	0.260416666666667	0.78125	0.520833333333333	0.260416666666667	3.125	0.260416666666667	1.04166666666667	2.86458333333333	4.16666666666667	0	0	50.5208333333333	0	27.6041666666667	0	0	1.5625	0.520833333333333	1.04166666666667	0.260416666666667	0.520833333333333
26024	45107	"Lake Gramousti"	39.885	20.59528	1316	"AWI"	1316	8989	10458	9724	0	1.70648464163823	2.04778156996587	4.77815699658703	2.38907849829352	0	0	1.02389078498294	0.341296928327645	3.07167235494881	1.36518771331058	0	0	0.341296928327645	0	1.02389078498294	4.09556313993174	0	0	37.2013651877133	0	33.1058020477816	0	2.73037542662116	3.07167235494881	0	0	0.68259385665529	1.02389078498294
26024	45107	"Lake Gramousti"	39.885	20.59528	1332	"AWI"	1332	9109	10632	9916	1.21212121212121	0	5.45454545454545	3.63636363636364	0	34.8484848484849	0	6.06060606060606	0	2.12121212121212	8.78787878787879	0	0.303030303030303	0	1.21212121212121	0	8.78787878787879	0	0	16.3636363636364	0	10.6060606060606	0	0	0	0.606060606060606	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1348	"AWI"	1348	9322	10787	10089	0	0	7.52688172043011	7.52688172043011	1.0752688172043	0	5.37634408602151	0	1.0752688172043	2.1505376344086	0	0	2.1505376344086	0	0	0	8.60215053763441	0	0	31.1827956989247	0	30.1075268817204	0	3.2258064516129	0	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1364	"AWI"	1364	9595	10907	10255	0.32258064516129	0.32258064516129	1.29032258064516	1.29032258064516	2.25806451612903	1.29032258064516	0	0	0.32258064516129	11.6129032258065	0.967741935483871	0	3.2258064516129	0	0	0.32258064516129	7.74193548387097	0	0	27.741935483871	0	36.7741935483871	0.967741935483871	0.32258064516129	1.61290322580645	0.32258064516129	0.32258064516129	0.32258064516129	0.645161290322581
26024	45107	"Lake Gramousti"	39.885	20.59528	1380	"AWI"	1380	9770	11057	10433	0	0.766283524904214	4.21455938697318	8.42911877394636	7.66283524904215	0	6.13026819923372	0	0	1.14942528735632	0.383141762452107	0	1.14942528735632	0.766283524904214	1.14942528735632	1.53256704980843	3.44827586206897	0	0	22.2222222222222	3.44827586206897	33.7164750957854	0	0	3.83141762452107	0	0	0	0
26024	45107	"Lake Gramousti"	39.885	20.59528	1396	"AWI"	1396	9888	11317	10612	1.49892933618844	0.214132762312634	3.42612419700214	6.20985010706638	1.9271948608137	5.56745182012848	0.214132762312634	0.214132762312634	0.214132762312634	10.9207708779443	3.85438972162741	0	0.856531049250535	0	0.428265524625268	0	12.2055674518201	0	0	22.2698072805139	1.07066381156317	25.6959314775161	0.642398286937901	0	0	1.07066381156317	1.49892933618844	0	0
