"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3086	4021	"Duartbeg"	58.29591	-5.12887	120	"AWI"	120	567	2589	1468	3	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	6	0	4	0	0	42	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	140	"AWI"	140	760	2782	1745	9	0	0	0	0	0	0	0	0	0	0	12	96	0	0	0	0	0	0	0	0	10	0	5	0	0	40	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	300	"AWI"	300	3438	4229	3861	21	0	0	0	0	0	118	0	0	0	0	31	9	0	0	0	0	0	0	0	0	12	0	2	0	0	42	0	0	0	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	80	"AWI"	80	220	2001	918	7	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	1	0	2	0	0	132	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	470	"AWI"	470	5671	6470	6124	3	0	0	0	0	0	0	0	0	0	0	37	8	0	0	0	0	0	0	0	0	5	0	49	0	0	15	0	0	0	0	9	0	0	0	0	0	4	0	0	0	0	0	2	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	380	"AWI"	380	3949	4973	4372	22	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0	5	0	16	0	0	13	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	1	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	430	"AWI"	430	4640	5497	4966	20	0	0	0	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	5	0	45	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	460	"AWI"	460	5558	6412	6036	8	0	0	0	0	0	0	0	0	0	0	25	8	0	0	0	0	0	0	0	0	2	0	59	0	0	27	0	0	0	0	14	0	0	0	0	0	7	0	0	0	0	0	8	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	410	"AWI"	410	4216	5232	4588	31	0	0	0	1	0	83	0	0	0	0	23	3	0	0	0	1	0	0	0	0	3	0	28	0	0	16	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	240	"AWI"	240	2096	3814	3117	10	0	1	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	85	0	6	0	0	119	0	0	0	0	12	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	180	"AWI"	180	1219	3230	2282	3	0	0	0	0	0	0	0	0	0	0	44	131	0	0	0	0	0	1	0	1	7	0	5	0	0	73	0	0	0	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	360	"AWI"	360	3850	4758	4251	26	0	0	1	0	0	113	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	17	0	0	9	0	0	0	0	21	0	0	0	0	2	1	0	0	0	0	0	2	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	160	"AWI"	160	974	3052	2008	5	1	0	0	0	0	0	0	0	0	0	23	86	0	0	0	0	0	0	0	1	40	0	7	0	0	66	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	280	"AWI"	280	2923	4101	3628	32	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	2	0	2	0	0	1	0	10	0	0	82	0	0	1	0	13	0	0	0	0	1	0	0	0	0	0	0	2	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	575	"AWI"	575	6566	7893	7046	0	0	0	0	1	0	35	0	0	0	0	0	21	0	0	0	0	0	5	0	0	1	0	7	0	0	37	0	0	0	0	0	0	0	0	0	14	9	0	0	0	1	0	2	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	50	"AWI"	50	65	1440	523	9	1	0	0	1	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	115	0	3	0	0	75	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	0	2	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	450	"AWI"	450	5314	5971	5687	15	1	0	0	1	0	86	0	2	0	0	42	0	0	0	0	0	0	0	0	0	5	0	37	0	0	34	0	1	0	0	10	0	0	0	0	0	3	0	0	0	0	0	3	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	200	"AWI"	200	1474	3420	2551	19	1	0	0	1	0	0	0	0	0	0	61	182	0	0	0	1	0	2	0	5	52	0	6	0	0	97	0	0	0	0	8	0	0	0	2	0	8	0	0	0	0	0	4	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	550	"AWI"	550	6453	7242	6811	3	0	0	0	0	0	148	0	0	0	0	0	12	0	42	0	0	0	10	0	0	1	0	5	0	0	32	0	0	4	0	1	0	0	3	0	1	18	0	0	0	0	0	8	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	500	"AWI"	500	5910	6827	6370	2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	1	0	24	0	0	26	0	0	0	0	4	0	0	3	0	1	9	0	0	0	0	0	7	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	320	"AWI"	320	3613	4393	4026	23	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	1	0	3	0	0	19	0	6	0	0	9	0	0	1	0	15	0	1	0	0	1	1	0	0	2	0	0	1	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	400	"AWI"	400	4145	5142	4508	33	1	0	0	0	0	98	0	0	0	0	39	7	0	0	0	1	0	1	1	0	0	0	7	0	0	15	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	540	"AWI"	540	6355	7120	6703	6	0	0	0	0	0	0	0	0	0	0	50	8	0	0	0	1	0	3	0	0	3	0	14	0	0	40	0	0	2	0	8	0	0	0	0	0	17	0	0	0	0	0	3	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	555	"AWI"	555	6479	7340	6861	2	0	0	0	0	0	159	0	0	0	0	54	8	1	30	0	0	0	6	0	0	5	0	13	0	0	35	0	0	0	0	1	0	0	0	0	4	15	0	0	0	0	0	1	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	480	"AWI"	480	5759	6557	6208	12	1	1	0	0	0	200	0	0	0	0	63	13	0	0	0	0	0	6	0	0	6	0	73	0	0	59	0	1	0	0	14	0	0	8	0	1	12	0	0	0	0	0	15	0	0
3086	4021	"Duartbeg"	58.29591	-5.12887	520	"AWI"	520	6183	6936	6526	5	1	1	0	0	0	121	0	2	0	0	0	4	0	0	0	1	0	2	0	0	1	0	15	0	0	21	0	0	2	0	5	0	0	0	0	1	4	0	0	0	0	0	5	0	0
