"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"
3016	3930	"Biot"	43.8	7.1	4730	"AWI"	4730	11365	12400	11952	0	0	0	7	11	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	14	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1	0	2	1	0	0	1	0	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	4750	"AWI"	4750	11384	12437	11980	0	0	0	9	11	0	0	4	0	39	1	1	1	1	0	1	0	0	0	0	21	11	0	3	0	0	1	0	0	0	2	4	1	5	0	0	0	0	0	0	0	59	0	1	0	0	0	0	47	0	0	0	0	5	0	1	0	0	0	0	0	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	4770	"AWI"	4770	11426	12464	12016	1	6	1	2	27	1	0	5	0	0	4	1	1	0	0	4	0	0	0	0	78	10	0	2	0	0	1	0	1	0	5	6	1	4	0	0	0	0	0	0	0	0	0	1	0	0	64	1	95	0	0	0	0	3	0	5	0	0	0	1	3	0	4	0	0	0
3016	3930	"Biot"	43.8	7.1	4780	"AWI"	4780	11474	12475	12040	0	0	1	1	5	3	0	2	0	0	1	0	0	2	0	0	0	0	0	0	48	3	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	1
3016	3930	"Biot"	43.8	7.1	4800	"AWI"	4800	11577	12497	12091	0	6	3	5	18	0	0	9	0	0	2	0	2	1	0	0	0	0	0	0	22	8	0	2	0	0	0	0	1	0	0	4	3	2	0	0	0	0	0	0	0	0	0	7	0	0	0	1	90	0	0	0	0	4	0	10	0	0	0	0	2	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	4900	"AWI"	4900	11949	12650	12362	0	1	0	5	9	1	0	6	1	0	2	0	0	0	0	2	0	1	0	0	52	49	0	2	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	0	48	0	1	0	0	482	1	56	0	0	0	0	2	0	1	0	0	0	0	5	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	4920	"AWI"	4920	11986	12700	12412	1	0	0	0	2	0	0	3	0	6	3	1	1	0	0	1	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	4940	"AWI"	4940	12028	12758	12456	1	3	0	8	12	0	0	12	0	0	0	0	2	0	0	2	0	0	0	0	24	14	0	3	0	3	1	0	3	1	1	8	0	6	0	0	0	0	0	0	0	88	0	0	0	0	432	0	57	0	0	0	0	4	0	3	0	0	0	1	2	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	4960	"AWI"	4960	12057	12836	12504	0	1	0	4	4	0	0	3	0	0	0	0	1	0	0	3	0	0	0	0	73	9	0	2	0	0	1	0	1	0	2	6	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	4980	"AWI"	4980	12084	12918	12549	1	2	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	5000	"AWI"	5000	12109	13014	12598	0	0	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	2	0	0	4	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	2	0	2	0	0	0	0	2	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	5060	"AWI"	5060	12368	13154	12775	2	1	0	11	9	0	0	16	0	0	0	1	0	0	0	2	0	1	0	0	10	13	0	16	0	0	0	1	0	0	0	3	1	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	27	0	0	0	0	1	0	4	0	0	0	0	10	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	5100	"AWI"	5100	12603	13206	12911	0	0	0	5	3	0	0	15	0	0	3	0	0	0	0	0	0	1	0	0	4	54	0	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	62	0	1	1	0	157	0	14	0	2	0	0	9	0	3	0	0	0	5	4	0	3	0	0	0
3016	3930	"Biot"	43.8	7.1	5120	"AWI"	5120	12699	13238	12981	0	0	0	4	3	0	0	44	0	0	4	1	2	0	0	2	0	1	0	0	8	2	0	4	0	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	107	0	0	0	1	168	0	40	0	1	0	6	3	0	1	0	0	0	0	3	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	5140	"AWI"	5140	12769	13272	13051	0	0	0	5	12	0	0	54	1	0	3	0	1	0	0	1	0	3	0	0	0	6	0	9	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	145	0	1	0	0	43	2	16	0	0	0	12	16	0	0	0	0	0	0	1	0	0	0	0	0
3016	3930	"Biot"	43.8	7.1	5160	"AWI"	5160	12826	13330	13121	2	1	3	8	7	0	0	12	0	43	0	0	2	0	0	3	0	1	0	0	24	2	0	4	0	0	2	0	1	0	0	2	1	5	0	0	0	0	0	0	3	0	0	0	0	0	29	0	23	0	2	0	12	1	0	1	0	0	0	1	15	1	4	0	0	0
3016	3930	"Biot"	43.8	7.1	5180	"AWI"	5180	12868	13413	13189	1	0	1	4	2	0	0	11	0	0	2	0	0	0	0	1	0	0	0	0	4	6	0	0	0	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	0	95	0	0	0	0	37	0	15	2	1	0	20	2	0	1	0	0	0	0	3	0	1	0	0	0
3016	3930	"Biot"	43.8	7.1	5200	"AWI"	5200	12914	13512	13257	0	5	1	7	11	0	0	39	0	68	1	0	1	0	0	5	0	0	0	0	10	3	0	11	0	0	0	0	2	0	0	2	1	1	1	0	0	0	0	0	0	218	0	0	0	0	0	3	19	0	0	0	44	7	0	2	0	0	0	3	13	0	2	0	0	0
3016	3930	"Biot"	43.8	7.1	5280	"AWI"	5280	13044	13982	13513	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	154	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0
