"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26167	45636	"Litlvatnet"	68.526744	14.930456	635	"AWI"	635	-136	33	-52	2	0	0	0	4	0	0	1	0	0	0	0	0	0	37	0	9	0	0	0	0	5	1	0	0	0	0	2	32	0	0	0	0	0	0	1	0	0	0	15	0	1	0	0	0	1
26167	45636	"Litlvatnet"	68.526744	14.930456	642	"AWI"	642	-30	646	182	1	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	3	0	0	0	0	0	0	16	0	55	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	648	"AWI"	648	66	971	410	4	2	0	0	0	0	0	0	0	0	0	1	0	0	28	0	11	0	0	0	0	9	0	67	0	0	0	2	11	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1
26167	45636	"Litlvatnet"	68.526744	14.930456	656	"AWI"	656	278	1307	725	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
26167	45636	"Litlvatnet"	68.526744	14.930456	664	"AWI"	664	513	1579	1037	4	1	0	1	0	151	0	0	0	0	0	1	2	0	28	0	0	0	0	0	1	10	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	672	"AWI"	672	805	1850	1354	4	0	0	0	0	0	0	0	0	0	1	0	2	0	30	0	0	0	0	1	1	5	0	0	0	0	0	1	11	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1
26167	45636	"Litlvatnet"	68.526744	14.930456	680	"AWI"	680	1140	2085	1667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	5	0	0	0	0	9	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	688	"AWI"	688	1628	2251	1982	5	0	0	0	9	279	0	0	0	0	0	0	1	0	34	0	0	0	0	0	0	8	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
26167	45636	"Litlvatnet"	68.526744	14.930456	696	"AWI"	696	1972	2488	2226	4	1	0	1	0	0	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	3	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	704	"AWI"	704	2099	2779	2415	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	11	0	0	0	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
26167	45636	"Litlvatnet"	68.526744	14.930456	712	"AWI"	712	2248	3016	2610	6	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	0	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
26167	45636	"Litlvatnet"	68.526744	14.930456	720	"AWI"	720	2418	3212	2813	13	0	0	1	0	0	0	0	0	0	0	0	1	1	16	0	6	0	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	728	"AWI"	728	2608	3399	3011	6	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	8	0	1	0	1	3	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
26167	45636	"Litlvatnet"	68.526744	14.930456	736	"AWI"	736	2797	3588	3206	7	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	5	0	0	0	0	7	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
