"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16168	24996	"Lac des Boites"	45.05611	5.88528	80	"AWI"	80	-3	373	166	3	3	12	0	0	0	3	0	2	0	1	0	0	0	7	0	0	0	0	11	0	16	1	0	0	1	0	6	0	0	0	0	0	1	26	10	0	0	0	0	7	0	0	45	0	0	0	0	34	0	0	0	30	4	1	0	0	9	0	0	0	0	0	0	0	0	0	42	0	2
16168	24996	"Lac des Boites"	45.05611	5.88528	85	"AWI"	85	12	381	182	31	1	0	2	0	0	3	0	12	1	1	2	0	0	3	0	1	0	0	9	0	16	1	0	0	3	0	8	0	0	1	0	0	0	23	1	1	1	0	0	8	0	0	178	0	0	0	0	36	0	0	0	19	4	2	0	0	6	0	0	0	0	0	0	0	1	0	39	0	1
16168	24996	"Lac des Boites"	45.05611	5.88528	95	"AWI"	95	35	409	217	28	0	5	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	4	0	13	0	0	0	0	0	4	1	0	0	0	0	0	10	1	0	0	0	0	2	0	1	170	0	0	0	0	29	0	0	0	13	4	0	0	0	7	1	0	0	0	0	0	0	0	0	12	0	1
16168	24996	"Lac des Boites"	45.05611	5.88528	105	"AWI"	105	53	444	249	129	1	4	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	1	0	4	0	0	0	0	0	0	8	1	0	0	0	0	1	0	1	286	0	0	0	0	12	0	0	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	115	"AWI"	115	78	486	280	103	2	13	0	0	0	3	0	28	1	0	0	0	0	3	0	0	0	0	3	0	9	0	0	0	1	0	22	0	0	0	0	0	0	15	2	0	0	0	0	1	0	2	181	44	0	0	0	47	0	0	0	10	2	4	0	0	3	2	0	1	0	2	0	0	1	0	39	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	125	"AWI"	125	120	507	310	48	0	23	1	0	0	0	0	20	0	1	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	15	1	0	0	0	0	1	15	1	0	0	0	0	2	1	2	136	29	0	0	0	23	0	0	0	21	0	3	0	0	5	0	0	0	0	0	0	0	1	1	8	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	135	"AWI"	135	148	533	341	63	0	20	0	0	0	7	0	19	0	1	0	0	0	0	0	0	0	0	4	0	12	0	0	0	1	0	9	0	0	0	1	0	1	21	3	0	0	0	1	6	0	1	228	49	0	0	0	34	0	0	1	11	0	1	0	2	6	2	0	0	0	0	0	0	1	0	18	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	145	"AWI"	145	175	559	375	37	0	14	0	0	0	3	0	37	0	0	1	0	0	0	0	1	0	0	9	0	3	0	0	0	0	0	14	0	0	0	0	0	1	17	2	0	0	0	0	1	0	1	220	0	0	0	0	25	0	0	0	11	2	0	0	0	3	0	0	0	0	1	0	0	1	0	11	1	0
16168	24996	"Lac des Boites"	45.05611	5.88528	155	"AWI"	155	227	583	406	114	3	13	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	10	1	2	0	0	0	0	0	26	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	154	0	0	0	0	21	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	0	0
16168	24996	"Lac des Boites"	45.05611	5.88528	165	"AWI"	165	287	603	438	67	1	21	0	0	0	2	0	5	0	0	0	0	0	1	0	1	0	0	2	0	4	0	0	0	1	0	32	0	0	0	0	0	2	9	1	0	0	0	0	1	0	1	118	9	0	6	0	21	0	0	0	22	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0	0	0
