"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Hypericaceae"	"Juniperus"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3385	4388	"Roztoki"	49.74255	21.54422	463	"AWI"	463	8878	10543	9793	106	0	0	4	0	0	0	0	0	280	16	0	0	0	0	0	0	0	2	0	42	0	0	20	0	18	0	0	0	0	0	4	0	66	126	6
3385	4388	"Roztoki"	49.74255	21.54422	468	"AWI"	468	9093	10677	9969	8	0	0	4	0	0	0	0	0	84	4	0	0	0	0	0	0	0	0	0	134	0	0	46	0	30	0	0	2	0	0	4	0	0	142	0
3385	4388	"Roztoki"	49.74255	21.54422	473	"AWI"	473	9325	10817	10142	0	0	0	4	0	0	0	0	0	27	15	0	0	0	0	0	0	0	0	0	38	0	0	156	0	7	0	0	2	0	1	0	1	0	124	0
3385	4388	"Roztoki"	49.74255	21.54422	478	"AWI"	478	9562	10953	10315	1	0	0	3	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	69	417	0	30	0	0	0	0	0	0	0	0	0	0	31	0
3385	4388	"Roztoki"	49.74255	21.54422	483	"AWI"	483	9750	11097	10496	0	1	0	2	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	18	507	0	58	0	0	0	0	0	0	1	0	0	0	33	0
3385	4388	"Roztoki"	49.74255	21.54422	488	"AWI"	488	9975	11236	10668	0	0	0	2	0	26	0	0	0	0	30	0	0	0	0	0	0	0	0	0	17	404	0	81	0	0	0	0	0	0	3	0	0	0	30	0
3385	4388	"Roztoki"	49.74255	21.54422	495	"AWI"	495	10292	11417	10909	2	2	0	12	0	132	0	0	0	0	22	0	0	0	0	0	0	0	0	0	12	588	0	128	0	0	0	0	0	0	2	0	6	0	6	0
3385	4388	"Roztoki"	49.74255	21.54422	500	"AWI"	500	10531	11558	11079	0	1	0	0	0	49	0	0	0	0	10	0	0	0	0	0	1	0	0	0	3	471	0	54	0	0	0	0	1	0	0	0	0	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	505	"AWI"	505	10814	11675	11244	1	4	0	26	0	32	1	1	0	0	24	0	0	0	0	0	52	0	0	0	1	781	0	28	0	0	0	0	1	0	3	0	0	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	510	"AWI"	510	11058	11812	11409	2	8	0	44	0	40	0	0	0	0	126	0	0	0	0	0	14	0	0	0	0	594	0	26	0	0	0	0	4	0	0	0	6	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	513	"AWI"	513	11147	11962	11519	0	14	0	12	0	77	0	0	0	0	90	0	0	0	0	0	33	0	0	0	1	954	0	172	0	0	0	0	2	0	7	0	2	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	520	"AWI"	520	11345	12257	11760	0	12	0	88	0	217	0	1	0	0	15	0	0	0	0	0	32	0	0	0	0	964	0	17	0	0	2	0	3	0	7	0	7	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	525	"AWI"	525	11472	12462	11931	0	11	0	77	0	126	1	0	0	0	15	0	0	0	1	0	28	0	0	0	3	737	0	55	0	0	0	0	4	0	12	0	5	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	530	"AWI"	530	11620	12649	12105	1	13	0	81	0	69	0	0	0	0	14	0	0	0	0	2	10	1	0	0	2	334	5	37	0	0	0	0	1	0	2	0	2	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	535	"AWI"	535	11774	12822	12283	0	18	0	117	0	122	1	0	0	0	16	0	0	0	0	1	20	0	0	0	3	758	0	87	0	0	0	0	1	0	8	0	4	0	2	0
3385	4388	"Roztoki"	49.74255	21.54422	540	"AWI"	540	11929	12987	12453	0	11	0	97	0	116	0	0	0	0	26	0	1	0	0	1	10	0	0	0	3	650	0	82	0	0	0	0	5	0	10	0	4	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	545	"AWI"	545	12101	13155	12625	0	18	0	152	0	224	0	0	0	0	36	0	0	0	0	2	12	0	0	2	2	870	0	156	0	0	0	0	12	0	10	0	18	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	550	"AWI"	550	12272	13314	12803	0	26	0	135	0	189	1	0	0	0	36	0	0	0	0	5	29	0	0	0	4	930	0	113	1	0	0	0	6	0	8	0	5	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	555	"AWI"	555	12454	13463	12978	1	13	0	129	0	166	0	0	0	0	36	0	0	1	0	0	22	0	0	0	4	808	3	109	0	0	0	0	1	0	6	0	9	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	560	"AWI"	560	12647	13624	13149	0	11	0	120	0	266	0	0	0	0	38	0	0	0	0	0	27	0	0	0	6	908	6	145	0	0	2	0	6	0	9	0	5	0	2	0
3385	4388	"Roztoki"	49.74255	21.54422	565	"AWI"	565	12865	13771	13317	0	16	0	134	0	273	0	0	0	0	28	0	0	0	0	2	28	0	0	0	6	1019	0	82	0	0	0	0	7	0	15	0	8	0	1	0
3385	4388	"Roztoki"	49.74255	21.54422	570	"AWI"	570	13098	13923	13483	0	8	0	67	0	294	0	0	0	0	44	0	0	0	0	1	2	0	0	0	5	491	0	61	0	0	0	0	2	0	6	0	3	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	578	"AWI"	578	13346	14280	13750	1	8	0	31	0	165	0	0	0	0	19	0	0	0	0	1	26	0	0	0	3	578	0	138	0	0	0	0	2	0	4	0	7	0	1	0
3385	4388	"Roztoki"	49.74255	21.54422	583	"AWI"	583	13464	14550	13916	1	0	0	8	0	43	0	0	0	0	72	0	0	0	0	4	8	0	0	0	0	136	0	184	0	0	0	0	0	0	6	0	2	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	585	"AWI"	585	13522	14640	13986	0	0	0	18	0	78	2	0	0	0	122	0	0	0	0	6	6	0	0	0	0	208	0	102	0	0	0	0	2	0	0	0	0	0	0	0
