"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Dioscoreaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Robinia"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
26643	46650	"Lago del Segrino"	45.82802	9.26482	0	"AWI"	0	-110	57	-17	0	0	0	71	11	0	2	0	16	0	0	34	0	1	1	0	16	0	0	34	13	0	0	79	0	12	0	0	0	0	0	0	6	0	46	0	0	0	0	0	0	4	7	0	0	1	0	0	1	4	0	137	0	4	0	0	0	10	241	0	4	1	53	3	0	1	0	0	0	0	7	0	0	0	2	0	0	11	4	0	0	0	11	9	0	0	2
26643	46650	"Lago del Segrino"	45.82802	9.26482	10	"AWI"	10	-67	145	32	0	0	0	67	2	0	4	1	15	0	0	34	0	1	1	0	17	0	0	28	9	0	0	56	0	15	0	0	0	0	0	0	6	0	47	0	0	0	0	0	0	2	11	0	1	2	0	0	1	5	0	141	0	7	0	0	0	6	0	0	2	0	41	3	0	0	1	0	2	24	13	0	0	0	1	0	0	6	2	0	1	1	6	11	0	0	2
26643	46650	"Lago del Segrino"	45.82802	9.26482	20	"AWI"	20	-46	259	78	1	0	0	38	10	0	5	0	10	0	0	22	0	1	0	0	30	0	0	57	14	0	0	66	0	42	0	0	0	0	0	0	5	0	17	0	0	0	0	0	0	7	5	0	1	0	0	0	0	4	0	58	0	4	0	0	0	5	353	0	3	0	28	7	0	0	0	0	2	0	10	0	0	0	1	0	0	7	1	0	0	0	6	10	0	0	1
26643	46650	"Lago del Segrino"	45.82802	9.26482	30	"AWI"	30	-16	329	130	0	0	0	74	2	0	3	0	9	0	0	18	1	0	0	0	57	0	0	38	3	0	0	82	0	25	0	0	0	7	0	3	5	0	17	1	0	0	0	4	0	9	16	0	0	0	0	0	0	12	0	59	0	2	0	0	0	9	463	0	7	0	36	0	0	0	0	0	3	24	15	2	0	0	1	7	1	1	3	0	2	0	6	13	0	1	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	40	"AWI"	40	22	401	183	5	0	1	54	2	0	6	0	6	0	0	15	0	0	1	0	216	0	0	47	0	0	0	34	0	51	0	2	0	7	0	0	1	0	20	2	0	0	0	0	0	21	25	0	1	0	0	0	0	15	0	18	0	4	0	0	0	4	250	0	9	2	40	2	0	0	0	0	1	0	10	0	0	0	0	0	0	1	2	0	1	0	2	17	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	50	"AWI"	50	51	478	241	0	0	0	50	4	0	4	0	9	0	0	11	1	0	0	0	263	0	0	78	0	0	0	36	1	55	0	0	0	0	0	0	3	0	13	1	0	0	0	0	0	72	12	0	0	1	0	0	0	10	0	0	2	4	0	0	0	1	158	0	2	0	73	1	0	0	0	0	3	0	16	0	0	0	1	0	1	1	0	0	0	0	4	8	0	1	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	60	"AWI"	60	94	540	296	1	1	0	29	3	0	4	0	9	0	0	9	0	1	0	0	364	0	0	100	0	0	0	39	0	51	0	0	0	6	0	0	7	0	6	5	0	0	0	4	0	122	12	0	0	0	0	0	0	7	0	9	0	2	0	0	0	0	151	0	1	0	72	7	0	0	0	0	2	0	4	0	0	0	1	0	0	0	1	0	0	0	2	11	0	1	1
26643	46650	"Lago del Segrino"	45.82802	9.26482	70	"AWI"	70	124	622	349	0	0	0	30	1	0	3	0	5	0	0	5	0	1	0	0	371	0	0	81	0	0	0	38	0	48	0	0	0	3	0	0	7	0	7	1	0	0	0	0	0	138	8	0	1	0	0	0	0	3	0	7	0	1	0	0	0	1	0	0	2	0	60	1	0	0	0	0	1	0	10	0	0	0	0	0	0	0	3	0	0	0	4	11	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	80	"AWI"	80	170	664	406	1	0	0	25	2	0	3	1	9	0	0	9	0	1	0	0	244	0	0	66	0	1	0	38	0	61	0	0	0	6	0	0	12	0	0	1	0	0	0	1	0	132	10	0	0	0	0	0	0	3	0	11	0	4	0	0	0	0	0	0	1	0	63	2	0	0	0	0	3	0	10	0	0	0	1	0	0	0	0	0	1	0	2	9	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	90	"AWI"	90	213	727	459	0	2	0	42	3	0	5	1	12	0	0	8	0	1	0	0	32	0	0	69	0	1	0	65	0	31	0	1	0	10	0	0	12	0	12	0	0	0	0	1	0	181	1	0	0	0	0	0	0	8	0	12	0	3	0	0	0	0	0	0	0	0	84	4	0	0	0	0	1	0	23	0	0	0	2	0	1	0	0	0	0	0	5	1	0	0	7
26643	46650	"Lago del Segrino"	45.82802	9.26482	100	"AWI"	100	259	783	517	2	0	0	37	5	0	5	0	13	0	0	14	0	0	0	0	45	0	0	90	0	0	0	66	1	76	0	0	0	4	0	0	11	0	9	1	0	0	0	1	0	139	8	0	0	1	0	0	0	9	0	13	0	2	0	0	34	0	0	0	4	0	69	5	0	0	0	0	8	0	13	0	0	0	0	0	0	0	1	0	0	0	4	4	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	110	"AWI"	110	308	839	569	1	1	0	24	1	0	3	0	13	0	0	10	0	0	0	0	66	0	0	102	0	0	0	95	0	38	0	0	0	10	0	0	28	0	9	0	0	0	0	3	0	101	6	0	0	0	0	0	0	2	0	17	0	2	0	0	0	0	0	0	2	0	73	1	0	0	0	0	3	0	11	0	0	0	1	0	0	0	2	0	1	0	2	6	0	0	6
26643	46650	"Lago del Segrino"	45.82802	9.26482	120	"AWI"	120	348	893	623	1	0	0	35	1	0	3	2	10	0	0	13	0	0	0	0	101	0	0	57	0	0	0	111	0	53	0	0	0	0	0	0	24	0	23	1	0	0	0	0	0	65	13	0	0	0	0	0	0	2	0	20	0	3	0	0	0	0	0	0	2	0	77	2	0	0	0	0	0	0	5	0	0	0	1	0	0	0	1	0	0	0	2	6	0	0	1
26643	46650	"Lago del Segrino"	45.82802	9.26482	130	"AWI"	130	412	931	679	2	0	0	48	1	0	4	1	25	0	0	8	0	2	1	0	56	0	0	53	0	0	0	174	0	41	0	0	0	8	0	0	32	0	6	2	0	0	0	2	0	67	21	0	0	0	0	0	0	4	0	27	0	1	0	0	0	0	0	0	4	0	58	4	0	0	0	0	3	0	12	0	0	0	0	0	1	0	3	1	0	0	6	2	0	2	8
26643	46650	"Lago del Segrino"	45.82802	9.26482	140	"AWI"	140	462	980	733	0	0	0	28	5	0	5	0	16	0	0	9	0	0	0	0	87	0	0	72	0	0	0	94	2	47	0	0	0	6	0	0	18	0	17	4	0	0	0	0	0	53	18	0	0	0	0	0	0	0	0	13	0	4	0	0	0	0	0	0	2	0	54	5	0	0	0	0	2	0	9	0	0	0	1	0	0	0	4	0	0	0	3	8	0	1	5
26643	46650	"Lago del Segrino"	45.82802	9.26482	150	"AWI"	150	528	1018	793	3	0	0	23	4	0	2	0	18	0	0	4	0	0	0	0	107	0	0	48	0	0	0	81	0	52	0	0	0	11	0	0	15	0	6	2	0	0	0	0	0	83	9	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	42	1	0	0	0	0	3	65	1	0	0	0	0	0	0	1	3	0	0	0	1	4	0	0	11
26643	46650	"Lago del Segrino"	45.82802	9.26482	160	"AWI"	160	586	1068	847	1	0	0	34	5	0	2	1	14	0	0	8	0	1	0	0	96	0	0	91	0	1	0	99	0	56	0	0	0	0	0	5	27	0	11	2	0	0	0	1	0	55	11	0	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	1	45	4	0	0	0	0	3	0	14	0	0	0	1	0	0	0	3	0	0	0	3	10	0	0	2
26643	46650	"Lago del Segrino"	45.82802	9.26482	170	"AWI"	170	640	1105	903	1	1	0	55	2	0	3	0	20	0	0	26	0	0	0	0	116	0	0	117	0	0	0	105	0	48	0	0	0	7	0	0	24	0	9	1	0	0	0	1	0	63	5	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	66	2	0	0	0	0	3	46	16	0	0	0	1	0	0	0	2	0	0	0	3	6	0	0	7
26643	46650	"Lago del Segrino"	45.82802	9.26482	180	"AWI"	180	705	1137	955	4	0	0	41	2	0	1	0	20	0	0	12	0	0	0	0	69	0	0	99	0	0	0	89	0	49	0	0	0	0	0	0	21	0	8	1	0	0	0	0	0	34	11	0	0	4	0	0	0	0	0	6	0	4	0	0	0	0	0	0	2	0	68	4	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	0	0	0	2	18	0	0	2
26643	46650	"Lago del Segrino"	45.82802	9.26482	190	"AWI"	190	760	1181	1011	1	1	0	98	2	0	5	1	23	0	0	14	0	1	1	0	54	0	0	68	0	0	0	106	0	28	0	0	0	0	0	0	68	0	4	1	0	0	0	1	0	45	2	0	0	0	0	0	0	0	0	25	0	1	0	0	0	0	0	0	0	0	153	1	0	0	0	0	4	57	7	0	0	0	1	3	0	0	4	0	0	0	4	3	0	0	4
26643	46650	"Lago del Segrino"	45.82802	9.26482	200	"AWI"	200	856	1209	1064	2	0	0	87	2	0	1	0	6	0	0	12	0	0	0	0	23	0	0	78	0	0	0	115	1	31	0	0	0	6	0	0	87	0	13	0	0	0	0	0	0	33	4	0	0	0	0	0	1	1	0	24	0	3	0	1	0	0	0	0	0	0	184	5	0	0	0	0	0	0	4	0	0	0	1	0	0	1	4	0	0	0	3	3	0	0	5
26643	46650	"Lago del Segrino"	45.82802	9.26482	210	"AWI"	210	931	1249	1120	1	0	0	138	0	0	2	0	15	0	0	8	0	0	0	0	14	0	0	132	0	0	0	93	0	19	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	1	0	0	10	0	1	0	0	0	0	0	0	0	0	207	2	0	0	0	0	1	36	3	0	0	0	4	0	1	0	0	0	0	0	10	2	0	0	5
26643	46650	"Lago del Segrino"	45.82802	9.26482	220	"AWI"	220	1026	1276	1168	1	0	0	100	0	0	6	0	15	0	0	6	0	0	0	0	24	0	0	234	0	1	0	167	0	24	0	0	0	0	0	0	42	0	6	0	0	0	0	1	0	22	7	0	0	0	0	0	0	0	0	15	0	5	0	0	0	0	0	0	0	0	202	6	0	0	0	0	1	0	12	0	0	0	2	0	2	0	1	0	0	0	1	3	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	230	"AWI"	230	1115	1320	1229	1	0	0	118	2	0	0	0	4	0	0	7	0	0	0	0	5	0	0	221	0	0	0	209	0	12	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	38	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	223	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	1	0	1	0	2	7	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	240	"AWI"	240	1186	1389	1291	1	0	0	152	4	0	2	0	1	0	0	7	0	0	0	0	7	0	0	178	0	0	0	141	0	16	0	0	0	0	0	0	46	1	7	0	0	0	0	1	0	28	5	0	1	0	0	0	1	1	0	36	0	8	0	0	0	0	0	0	0	0	212	3	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	9	7	0	0	3
26643	46650	"Lago del Segrino"	45.82802	9.26482	250	"AWI"	250	1265	1469	1364	3	1	0	182	0	0	1	0	15	0	0	9	0	0	0	0	5	0	0	138	0	0	0	199	0	18	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	29	3	0	0	0	0	0	0	0	0	50	0	5	0	0	0	0	0	0	1	0	203	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	12	1	0	0	2
26643	46650	"Lago del Segrino"	45.82802	9.26482	260	"AWI"	260	1315	1582	1442	1	0	0	82	0	0	1	1	9	0	0	9	0	1	0	0	0	0	0	342	0	0	0	63	0	13	0	0	0	0	0	0	32	0	3	1	0	0	0	1	0	41	5	0	0	0	0	0	0	0	0	23	0	2	0	0	0	0	0	0	0	2	202	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	6	5	0	0	5
26643	46650	"Lago del Segrino"	45.82802	9.26482	270	"AWI"	270	1439	1650	1537	4	0	0	108	1	0	9	0	13	0	0	8	0	5	0	0	29	0	0	126	0	0	0	153	0	25	0	2	0	3	0	0	48	0	5	0	0	0	0	0	0	64	1	0	0	0	0	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	201	0	0	0	0	0	1	0	8	0	0	0	1	0	0	0	1	0	0	0	5	1	0	0	7
