"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	513	"AWI"	513	1695	2468	2161	18	1	105	6	0	0	0	38	0	0	0	0	0	0	0	3	0	0	29	26	11	0	0	0	0	24	2	0	0	0	10	3	0	4	0	0	0	0	3	58	0	0	0	0	0	0	0	29	0	0	0	1	0	2	0	0	0	0	0	1	32	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	532	"AWI"	532	1853	2628	2276	23	1	52	9	0	0	0	21	0	0	0	0	0	0	0	3	0	0	26	17	7	0	0	0	0	38	2	0	0	0	25	0	0	7	0	0	0	0	1	49	0	0	0	0	0	0	0	55	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	557	"AWI"	557	2066	2874	2441	15	0	39	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	43	4	6	0	0	0	0	24	1	0	0	0	12	0	0	2	0	0	0	0	0	40	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	580	"AWI"	580	2257	3108	2610	20	0	31	9	0	0	0	44	0	0	0	0	0	0	0	3	0	0	78	6	3	0	0	0	0	23	0	0	0	0	0	1	0	1	0	0	0	0	0	26	0	0	0	0	0	0	0	136	0	0	0	0	0	1	0	0	0	0	10	3	0	0	1
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	600	"AWI"	600	2640	3316	2970	16	0	50	10	0	0	0	26	0	0	0	0	0	0	0	0	0	0	95	12	4	0	0	0	0	43	7	0	0	0	0	1	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	100	0	0	0	0	0	4	0	0	0	2	0	2	0	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	623	"AWI"	623	2858	3646	3321	10	1	123	8	0	0	0	26	0	0	1	0	0	0	0	1	0	0	76	3	3	0	0	0	0	19	1	0	0	0	0	2	0	1	0	0	0	0	0	25	0	0	0	0	0	0	0	71	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	640	"AWI"	640	2964	4050	3502	11	1	162	7	0	0	0	32	0	0	0	0	0	0	0	3	0	0	60	7	4	0	0	0	0	19	2	0	0	0	0	10	1	2	0	0	0	0	0	22	0	0	0	0	0	0	1	74	0	0	0	2	0	2	0	0	0	0	0	2	1	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	660	"AWI"	660	3102	4294	3669	17	0	47	9	0	0	0	32	0	0	0	0	0	0	0	4	0	0	29	3	2	0	0	0	0	22	4	0	0	0	6	5	0	0	0	0	0	0	2	20	78	0	0	0	0	0	3	52	0	0	0	0	0	5	0	1	0	1	0	7	3	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	680	"AWI"	680	3211	4543	3825	33	0	78	18	0	0	1	62	0	0	0	0	0	0	0	5	0	0	76	6	1	0	0	0	0	43	2	0	0	0	0	6	0	5	0	0	0	0	0	45	0	0	0	0	0	0	0	122	0	0	0	1	5	2	0	0	0	1	0	4	0	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	700	"AWI"	700	3347	4693	3988	27	0	102	18	0	0	0	56	0	0	0	0	0	0	0	2	0	0	85	4	1	0	0	0	0	45	8	0	0	0	0	0	0	2	0	0	0	0	0	28	0	0	0	0	0	0	0	143	0	0	0	1	7	1	0	0	0	2	0	6	1	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	720	"AWI"	720	3493	4870	4152	26	0	106	6	0	0	1	82	0	0	0	0	0	0	0	2	0	0	131	5	2	0	0	0	0	41	2	0	0	0	0	0	0	3	0	0	0	0	0	32	0	0	0	0	0	0	0	187	0	0	0	0	0	1	0	0	0	2	0	4	0	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	740	"AWI"	740	3638	5025	4316	55	1	129	12	0	0	0	72	0	0	0	0	0	0	0	1	0	0	121	6	6	0	0	0	0	36	4	1	0	0	0	4	0	4	0	1	0	0	0	36	0	0	0	0	0	0	0	93	0	0	0	6	3	4	0	0	0	1	0	7	0	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	760	"AWI"	760	3791	5163	4483	63	0	65	23	0	0	0	102	0	0	0	0	0	0	0	3	0	0	84	11	0	0	0	0	0	25	7	0	0	0	0	7	0	1	0	0	0	0	1	35	184	0	0	0	1	0	0	82	0	0	0	2	5	2	0	0	0	3	0	8	1	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	780	"AWI"	780	3923	5343	4641	44	0	92	5	0	0	0	62	0	0	0	0	0	0	0	4	0	0	104	17	3	0	0	0	0	30	6	1	0	0	0	20	0	3	0	0	0	0	0	13	0	0	0	0	0	0	0	68	0	0	0	0	1	3	0	0	0	3	0	10	1	0	0
23402	40317	"Lac du Mont d'Orge Sion"	46.23376	7.33926	800	"AWI"	800	4077	5446	4808	41	2	0	3	0	0	0	60	0	0	0	0	0	0	0	0	0	0	73	11	4	0	0	0	0	35	3	0	0	0	0	7	0	3	0	0	0	0	0	17	0	0	0	0	0	0	0	61	0	0	0	0	2	1	0	0	0	1	0	7	0	0	0
