"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Juglans"	"Liliaceae"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16185	25027	"Bellengreville"	49.11667	-0.215	10	"AWI"	10	-2	1224	360	9.93788819875776	0	0	0	0	2.48447204968944	1.86335403726708	1.86335403726708	6.2111801242236	14.9068322981366	0	0	14.2857142857143	0	0	0	0	4.96894409937888	0	8.69565217391304	0	7.45341614906832	0	0	27.3291925465839	0	0	0
16185	25027	"Bellengreville"	49.11667	-0.215	20	"AWI"	20	210	1756	841	4.24242424242424	0	0	0.606060606060606	0	3.63636363636364	0	1.81818181818182	10.9090909090909	20.6060606060606	0	0	2.42424242424242	0	0.606060606060606	0	0.606060606060606	6.66666666666667	0	20	0	9.6969696969697	0.606060606060606	0	15.1515151515152	0.606060606060606	0	1.81818181818182
16185	25027	"Bellengreville"	49.11667	-0.215	35	"AWI"	35	744	2260	1523	2.73972602739726	2.73972602739726	0	0.684931506849315	0	8.21917808219178	0.684931506849315	3.42465753424658	8.9041095890411	28.7671232876712	0	1.36986301369863	0.684931506849315	0	0	0	0	3.42465753424658	2.05479452054794	20.5479452054795	0	10.958904109589	0.684931506849315	0	2.05479452054794	0.684931506849315	0	1.36986301369863
16185	25027	"Bellengreville"	49.11667	-0.215	50	"AWI"	50	1369	2742	2225	1.21951219512195	3.65853658536585	0.609756097560976	0	0	1.82926829268293	0.609756097560976	1.21951219512195	8.53658536585366	31.0975609756098	0	1.82926829268293	0	0.609756097560976	0	0	0	0	1.21951219512195	28.6585365853659	1.21951219512195	13.4146341463415	0.609756097560976	0	2.4390243902439	0	0	1.21951219512195
16185	25027	"Bellengreville"	49.11667	-0.215	65	"AWI"	65	2493	2981	2778	9.16030534351145	0.763358778625954	0	0	0	3.05343511450382	1.52671755725191	0.763358778625954	11.4503816793893	38.1679389312977	0	2.29007633587786	0	0	2.29007633587786	0	0	1.52671755725191	1.52671755725191	0	0	23.6641221374046	0	1.52671755725191	0	0	2.29007633587786	0
16185	25027	"Bellengreville"	49.11667	-0.215	80	"AWI"	80	2868	3431	3094	0	0	0	0	0	0	0	0	25.4901960784314	27.4509803921569	0	0.980392156862745	0	0	0	0	0	2.94117647058824	0	0	0	38.2352941176471	0	0	0.980392156862745	0	1.96078431372549	1.96078431372549
16185	25027	"Bellengreville"	49.11667	-0.215	90	"AWI"	90	2959	3667	3247	2.30769230769231	0.769230769230769	0	0	0	0	1.53846153846154	0	17.6923076923077	16.1538461538462	0	0	0	0	0.769230769230769	0	0	9.23076923076923	0	0	0	48.4615384615385	0	0	0.769230769230769	0	2.30769230769231	0
16185	25027	"Bellengreville"	49.11667	-0.215	95	"AWI"	95	3026	3752	3332	1.81818181818182	0	0.909090909090909	0	0	0	0	0	20.9090909090909	18.1818181818182	0	0	0	0	0	0	0	8.18181818181818	0	0	0	50	0	0	0	0	0	0
16185	25027	"Bellengreville"	49.11667	-0.215	105	"AWI"	105	3144	3965	3498	7.40740740740741	3.7037037037037	0	0	0	0	1.85185185185185	0.925925925925926	19.4444444444444	18.5185185185185	0	0	0.925925925925926	0	0.925925925925926	0	0	9.25925925925926	0	0	0	29.6296296296296	0	0	2.77777777777778	0	1.85185185185185	2.77777777777778
16185	25027	"Bellengreville"	49.11667	-0.215	112	"AWI"	112	3233	4094	3611	3.17460317460317	0	0.793650793650794	0	0	0	0	0	14.2857142857143	15.0793650793651	0	0	0	0	0	0	0	4.76190476190476	0	0	0	59.5238095238095	0	0	0	0	1.58730158730159	0.793650793650794
