"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Casuarina"	"Cedrus"	"Ceratonia"	"Cistaceae"	"Corylus"	"Crataegus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Lamiaceae"	"Laurus"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Phoenix"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Tamarix"	"Thymelaeaceae"	"Urticaceae"	"Vitaceae"	"Ziziphus"	"Zygophyllaceae"
26027	45113	"Ein Gedi"	31.41889	35.38833	-18	"AWI"	-18	-23	97	33	0	0	25.3634894991922	0.646203554119548	0.161550888529887	8.56219709208401	0	0	0	1.45395799676898	0	1.13085621970921	0.646203554119548	0	0	0	0	0	0.323101777059774	0.646203554119548	0.323101777059774	0	0	0	0	0	0	0	0	0	4.52342487883683	0	0	0	2.4232633279483	3.39256865912763	0.807754442649435	5.97738287560582	0.161550888529887	16.4781906300485	0	0	2.10016155088853	20.3554119547657	0	3.87722132471729	0	0.323101777059774	0	0	0	0.323101777059774	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	12	"AWI"	12	119	285	202	0	0	49.4565217391304	0.36231884057971	0	4.89130434782609	0	0	0	1.99275362318841	0	5.07246376811594	1.08695652173913	0	0.36231884057971	0	0	0	0	0.181159420289855	0.543478260869565	0	0	0	0	0	0	0	0	0	1.6304347826087	0	0	0.72463768115942	1.44927536231884	1.44927536231884	1.44927536231884	4.16666666666667	0	9.23913043478261	0	0	1.81159420289855	12.1376811594203	0	1.44927536231884	0	0.36231884057971	0	0	0	0.181159420289855	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	42	"AWI"	42	192	528	334	0	0	36.563071297989	1.82815356489945	0	9.14076782449726	0	0	0	1.64533820840951	0	4.20475319926874	0	0	0	0	0	0	0.182815356489945	0.36563071297989	0.36563071297989	0	0	0	0	0	0	0.548446069469835	0	0	1.46252285191956	0	0	0.182815356489945	0.36563071297989	2.37659963436929	0.914076782449726	0	0	17.3674588665448	0	0	2.74223034734918	11.5173674588665	0	5.11882998171846	0.182815356489945	1.64533820840951	0.182815356489945	0	0	0.548446069469835	0	0	0	0.182815356489945	0.36563071297989
26027	45113	"Ein Gedi"	31.41889	35.38833	72	"AWI"	72	277	730	476	0	0.16025641025641	30.7692307692308	0	0.16025641025641	14.4230769230769	0	0	0	2.72435897435897	0	6.89102564102564	0	0	0	0	0	0	0.16025641025641	0.801282051282051	0.801282051282051	0	0.16025641025641	0	0	0	0	0	0	0	4.80769230769231	0	0	0.32051282051282	0	4.16666666666667	1.44230769230769	4.16666666666667	0	11.6987179487179	0.32051282051282	0	1.44230769230769	8.97435897435897	0	4.48717948717949	0.16025641025641	0.32051282051282	0	0	0	0.16025641025641	0	0	0.480769230769231	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	102	"AWI"	102	386	874	642	0	0	29.8634812286689	2.21843003412969	0	12.7986348122867	0	0	0	1.5358361774744	0	2.90102389078498	0	0	0	0	0	0	0.341296928327645	1.02389078498294	0.68259385665529	0	0	0.341296928327645	0	0	0	0.170648464163823	0.170648464163823	0	4.77815699658703	0	0	0.853242320819113	0	7.67918088737201	1.70648464163823	4.94880546075085	0	10.9215017064846	0.170648464163823	0.170648464163823	0.511945392491468	8.02047781569966	0	4.26621160409556	0.511945392491468	1.36518771331058	0.170648464163823	0.170648464163823	0	0.853242320819113	0	0.341296928327645	0.170648464163823	0	0.341296928327645
26027	45113	"Ein Gedi"	31.41889	35.38833	132	"AWI"	132	542	955	786	0.140252454417952	0	23.8429172510519	0.561009817671809	0	13.3239831697055	0	0	0	0.841514726507714	0	1.96353436185133	0	0.140252454417952	0	0	0	0	1.26227208976157	0.561009817671809	0.280504908835905	0	0.140252454417952	0	0	0.140252454417952	0	0	0	0	8.69565217391304	0	0	0.140252454417952	0	19.4950911640954	1.96353436185133	7.29312762973352	0.140252454417952	8.41514726507714	0.280504908835905	0	0.561009817671809	5.75035063113604	0	2.24403927068724	0.420757363253857	0.701262272089762	0	0	0	0.420757363253857	0	0.280504908835905	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	162	"AWI"	162	796	1048	922	0	0	42.0168067226891	1.26050420168067	0	21.6386554621849	0	0	0	1.68067226890756	0	2.52100840336134	0	0	0	0	0	0	0.630252100840336	0.840336134453782	0.210084033613445	0	0	0	0	0.420168067226891	0	0	0	0	8.82352941176471	0	0	0	0	1.05042016806723	0.840336134453782	4.83193277310924	0	6.9327731092437	0	0	0.420168067226891	3.15126050420168	0	0.840336134453782	0	1.05042016806723	0	0	0	0.210084033613445	0	0.630252100840336	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	192	"AWI"	192	918	1296	1097	0.167224080267559	0.167224080267559	29.7658862876254	0.167224080267559	0	9.19732441471572	0	0	0	0.836120401337793	0	2.34113712374582	0	0	0	0	0	0	0.501672240802676	0.668896321070234	0.167224080267559	0	0.334448160535117	0	0.167224080267559	0.334448160535117	0.334448160535117	0.167224080267559	0	0.167224080267559	25.5852842809365	0	0	0.501672240802676	0	1.17056856187291	0.501672240802676	4.0133779264214	0	12.2073578595318	0	0	0.501672240802676	2.50836120401338	1.33779264214047	1.00334448160535	1.33779264214047	1.50501672240803	0.501672240802676	0	0	1.00334448160535	0	0.167224080267559	0.501672240802676	0.167224080267559	0
26027	45113	"Ein Gedi"	31.41889	35.38833	222	"AWI"	222	1096	1489	1289	0	0	67.5675675675676	0.193050193050193	0	4.44015444015444	0.193050193050193	0	0	2.31660231660232	0	2.7027027027027	0	0.193050193050193	0	0	0	0	0	0.386100386100386	0.579150579150579	0	0.193050193050193	0	0.386100386100386	0	0	0	0	0.193050193050193	12.5482625482625	0	0	0	0.193050193050193	2.50965250965251	0	0	0	3.28185328185328	0.193050193050193	0	0.386100386100386	0.579150579150579	0	0	0	0.193050193050193	0	0	0	0.772200772200772	0	0	0	0	0
26027	45113	"Ein Gedi"	31.41889	35.38833	244	"AWI"	244	1275	1610	1433	0	0.149700598802395	47.4550898203593	1.19760479041916	0	10.0299401197605	0	0	0	1.49700598802395	0	2.69461077844311	0	0	0	0	0	0	0.149700598802395	0.598802395209581	1.19760479041916	0	0.29940119760479	0	0.149700598802395	0.149700598802395	0	0	0	0	9.88023952095808	0	0	0	0	4.04191616766467	1.49700598802395	4.94011976047904	0	7.03592814371257	0.149700598802395	0	2.24550898203593	1.34730538922156	0	0.898203592814371	0.898203592814371	0.29940119760479	0.29940119760479	0	0	0.748502994011976	0	0	0.149700598802395	0	0
