"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Malvaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	342.5	"AWI"	342.5	7895.5	9426	8591	2	1	6	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	1	29	0	0	1	0	0	0	0	0	0	0	0	18	1	0	0	0	1	130	0	1	0	0	0	0	1	0	0	0	51	22	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	352	"AWI"	352	8073	9704	8807	0	0	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	3	18	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	402.5	"AWI"	402.5	9118	10867	9991.5	0	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	87	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	119	1	0	0	0	0	2	0	0	0	0	25	29	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	405	"AWI"	405	9180	10907	10048	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	88	0	0	0	0	0	1	1	0	0	0	16	19	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	410	"AWI"	410	9265	11032	10168	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	23	20	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	415	"AWI"	415	9398	11121	10285	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	87	0	2	0	0	0	0	1	0	0	0	5	20	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	420	"AWI"	420	9504	11244	10405	0	2	2	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	92	0	0	0	0	1	3	0	0	0	0	7	20	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	425	"AWI"	425	9644	11329	10518	0	2	4	1	0	1	0	0	18	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	84	0	3	1	0	1	1	0	0	0	0	1	15	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	430	"AWI"	430	9738	11450	10630	0	2	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	110	0	0	1	0	0	1	0	0	0	0	0	15	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	435	"AWI"	435	9878	11533	10750	0	2	1	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	105	0	0	0	0	0	2	1	0	0	0	0	21	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	440	"AWI"	440	9985	11657	10864	0	0	0	0	1	0	1	0	17	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	104	0	0	0	0	0	0	1	0	0	0	1	17	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	445	"AWI"	445	10153	11746	10975	0	0	0	0	1	1	0	0	20	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	95	0	0	1	0	1	2	0	0	0	0	1	39	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	447.5	"AWI"	447.5	10203.5	11800	11033.5	0	2	0	0	1	1	0	0	29	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	75	1	3	0	0	0	0	0	0	0	0	1	19	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	455	"AWI"	455	10387	11946	11207	0	1	0	0	0	0	1	0	21	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	2	77	0	1	0	0	0	0	3	0	0	0	0	17	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	457.5	"AWI"	457.5	10436.5	11999.5	11265.5	0	0	1	0	0	0	1	0	17	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	76	0	0	0	0	0	0	1	0	0	0	4	19	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	460	"AWI"	460	10482	12058	11325	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	53	0	2	0	0	0	0	1	0	0	0	0	16	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	465	"AWI"	465	10630	12120	11435	0	1	0	0	2	0	0	0	26	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	65	0	1	0	0	0	0	1	0	0	0	0	17	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	470	"AWI"	470	10731	12228	11551	0	0	0	0	0	1	0	0	34	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	69	0	0	0	0	0	0	3	0	0	0	0	12	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	475	"AWI"	475	10866	12295	11668	0	0	0	0	2	2	1	0	19	0	1	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	72	0	1	0	0	0	1	2	0	0	1	0	22	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	480	"AWI"	480	10975	12404	11787	0	0	0	0	1	0	0	0	43	0	1	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	54	0	2	0	0	0	1	3	0	0	0	0	23	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	485	"AWI"	485	11146	12467	11904	0	0	0	0	1	0	1	0	19	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	16	0	0	0	0	0	67	0	0	1	0	0	5	2	0	0	0	0	22	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	490	"AWI"	490	11270	12569	12024	0	0	0	0	1	0	2	0	47	0	0	0	1	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	55	0	3	0	0	0	7	4	0	0	0	0	18	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	495	"AWI"	495	11430	12625	12134	0	0	0	0	1	0	5	0	55	0	0	0	0	0	0	0	1	0	160	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	47	0	2	0	0	1	3	2	0	0	1	0	7	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	499	"AWI"	499	11539	12688	12227	0	0	0	1	4	0	2	0	72	0	0	0	0	0	0	0	1	0	130	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	36	0	0	0	0	0	38	0	1	0	0	1	8	4	0	0	0	0	19	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	505	"AWI"	505	11707	12806	12376	0	0	0	0	2	0	4	0	54	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	63	0	0	0	0	1	12	1	0	0	1	0	7	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	510	"AWI"	510	11797	13001	12495	0	0	0	1	5	0	7	0	54	0	0	0	1	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	59	0	0	0	0	0	40	0	2	0	0	1	11	7	0	0	1	0	3	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	515	"AWI"	515	11887	13177	12613	0	0	0	1	9	0	5	0	65	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	94	0	0	0	0	0	38	0	0	0	0	2	20	8	0	2	0	0	2	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	520	"AWI"	520	11970	13445	12721	0	0	0	1	6	0	6	0	84	0	0	0	1	0	1	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	77	0	0	0	0	0	23	0	2	0	0	1	28	10	0	2	2	0	1	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	525	"AWI"	525	12068	13597	12839	0	0	0	3	8	0	39	0	29	0	0	0	2	0	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	71	0	0	0	0	0	1	0	18	0	0	6	14	3	0	0	2	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	530	"AWI"	530	12151	13829	12954	0	0	1	8	5	0	73	0	14	0	1	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	33	0	0	0	0	0	2	0	18	0	0	6	12	4	0	0	1	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	535	"AWI"	535	12259	13981	13078	1	0	0	1	5	0	27	12	28	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	71	0	0	87	0	0	1	0	19	0	0	6	8	0	0	0	2	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	540	"AWI"	540	12341	14218	13200	0	0	0	1	7	0	28	0	46	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	81	0	0	0	0	0	4	0	10	0	0	2	18	1	0	0	2	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	545	"AWI"	545	12426	14349	13324	0	0	0	1	9	0	16	0	71	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	71	0	0	0	0	0	2	0	8	0	0	3	15	2	0	0	1	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	549	"AWI"	549	12494	14520	13419	0	0	0	0	6	0	37	0	60	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	148	0	0	0	0	0	3	0	23	0	0	4	17	1	0	0	3	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	550	"AWI"	550	12507	14564	13443	0	0	0	0	0	0	45	0	56	0	1	0	3	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	19	0	0	0	0	0	0	2	35	0	0	3	44	7	0	0	6	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	552.5	"AWI"	552.5	12565.5	14645	13510.5	0	0	0	0	5	0	40	0	45	0	0	0	0	5	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	13	0	0	0	0	0	1	0	23	0	0	4	37	6	0	4	1	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	555	"AWI"	555	12626	14717	13575	0	0	0	1	7	0	45	0	41	0	0	0	0	3	3	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	16	0	0	0	0	0	0	0	36	0	15	10	20	4	2	1	0	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	557.5	"AWI"	557.5	12680.5	14797.5	13642.5	0	0	0	2	7	0	54	0	71	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	4	0	0	0	2	0	0	0	21	0	0	10	38	3	1	0	1	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	560	"AWI"	560	12723	14904	13706	0	0	0	2	9	0	52	0	40	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	2	0	0	0	0	0	0	0	18	0	0	6	43	11	0	2	5	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	562.5	"AWI"	562.5	12780	14961	13768	0	0	0	2	9	0	62	0	27	0	1	0	1	0	1	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	3	0	0	0	0	0	0	0	26	0	0	6	33	12	1	0	5	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	565	"AWI"	565	12828	15026	13834	0	0	0	4	6	0	61	0	7	0	5	0	0	4	5	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	3	0	0	137	0	0	0	0	25	0	0	13	23	15	3	4	3	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	567.7	"AWI"	567.7	12877.3	15134.8	13893.5	0	0	0	6	2	0	72	0	5	0	3	0	0	0	2	0	13	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	10	13	1	2	1	3	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	570	"AWI"	570	12912	15224	13949	0	0	0	10	4	0	123	0	4	0	0	0	0	0	13	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	155	0	0	0	0	6	0	0	6	8	0	4	4	4	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	572.5	"AWI"	572.5	12959.5	15284	14013	0	0	0	6	0	0	110	0	1	0	0	0	0	0	9	0	22	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	29	0	0	0	0	0	0	0	10	0	0	6	3	1	1	2	6	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	575	"AWI"	575	13010	15359	14076	0	0	0	4	3	0	129	0	3	0	0	0	0	0	7	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	12	0	9	0	0	0	0	0	2	0	0	4	6	1	2	0	6	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	577.5	"AWI"	577.5	13055	15455	14142.5	0	0	0	6	2	0	189	0	3	1	1	0	0	0	8	0	17	1	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	8	16	1	2	2	3	0	0	0
3048	3977	"Lac de Chambedaze"	45.44444	2.87528	580	"AWI"	580	13088	15573	14203	0	0	0	13	3	0	97	0	1	0	0	0	0	0	5	0	14	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	34	0	0	149	0	0	0	0	0	0	0	5	2	2	2	2	3	0	0	0
