"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Melanthiaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14652	22992	"Hinterburgseeli"	46.71801	8.06769	0.7	"AWI"	0.7	-101.9	85.9	-24.5	4	2	50	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	11	0	0	0	0	20	0	8	0	0	0	0	0	20	14	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	111	0	0	0	1	138	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	19	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	6.7	"AWI"	6.7	-63.2	271.2	48.7	6	3	26	1	0	0	0	0	0	0	11	0	2	0	0	0	0	0	3	0	1	0	0	5	0	18	0	0	0	0	0	15	2	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	113	22	0	0	0	120	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	16.7	"AWI"	16.7	-36.9	691.1	162.4	3	2	48	2	0	0	0	2	0	0	1	0	2	0	0	0	0	0	13	0	0	0	0	7	0	10	0	0	0	0	0	30	0	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	0	0	114	29	0	0	0	112	0	0	22	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	2	2	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	37.7	"AWI"	37.7	85.9	1221.2	461.2	2	5	57	1	0	0	0	1	0	0	10	0	1	0	0	0	0	0	5	0	0	0	0	14	0	11	0	0	0	0	0	61	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	4	0	121	0	0	0	0	84	0	0	37	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	3	0	1
14652	22992	"Hinterburgseeli"	46.71801	8.06769	51.7	"AWI"	51.7	159.2	1551.1	665.5	7	4	61	0	0	0	0	1	0	0	21	0	0	0	0	15	0	0	2	0	0	0	0	31	0	12	0	0	0	0	0	41	3	0	0	0	0	8	1	8	0	0	0	0	0	1	1	0	2	0	139	0	0	0	0	77	0	0	29	0	0	0	2	17	2	0	0	0	0	0	0	0	0	3	2	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	60.7	"AWI"	60.7	262	1681.2	822.3	9	5	54	0	0	0	0	5	0	0	30	0	1	0	0	17	0	0	3	0	0	0	0	35	0	7	0	0	0	0	0	60	0	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	2	0	186	29	0	0	0	106	0	0	27	0	0	0	1	22	2	0	0	0	0	0	4	1	0	1	7	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	65.8	"AWI"	65.8	297.8	1770.6	911	12	1	43	1	0	0	0	2	0	0	18	0	0	0	0	0	0	0	2	0	0	0	0	22	1	5	0	0	0	0	0	36	1	0	0	0	0	6	0	4	0	0	0	0	0	1	0	0	1	0	137	16	0	0	0	79	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	4	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	79.8	"AWI"	79.8	419.4	2099.4	1124.4	19	1	90	1	0	0	0	2	0	0	17	0	0	0	0	0	0	0	1	0	0	0	0	28	0	10	0	0	0	0	0	54	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	2	0	160	17	0	0	0	50	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	1	1	2	2	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	93.8	"AWI"	93.8	577.2	2278.6	1331	22	0	61	1	0	0	0	4	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	21	0	4	0	0	0	0	0	35	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1	0	163	0	0	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	103.8	"AWI"	103.8	675.2	2440	1478.4	27	1	137	0	0	0	0	4	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	52	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	3	0	213	0	0	0	0	0	0	0	20	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	1
14652	22992	"Hinterburgseeli"	46.71801	8.06769	139.8	"AWI"	139.8	1126.8	2895.4	2012.8	35	1	176	2	0	0	0	2	0	0	10	0	0	1	0	0	0	0	1	0	0	0	0	11	0	3	0	0	0	0	0	60	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	150	9	0	0	0	36	0	0	14	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	150.6	"AWI"	150.6	1258.8	3065.6	2179.6	37	2	157	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	1	0	0	0	0	24	0	1	0	0	0	0	0	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	138	21	0	0	0	0	0	0	12	0	0	0	1	0	2	0	0	0	0	0	1	0	1	5	3	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	160.6	"AWI"	160.6	1428.2	3153.8	2328.4	36	9	204	1	0	0	0	3	0	0	11	0	0	0	0	0	0	0	1	0	1	0	0	7	0	2	0	0	0	0	0	80	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	174	0	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	1	7	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	170.6	"AWI"	170.6	1564.8	3260.8	2489.6	21	2	174	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	0	0	0	62	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	130	0	0	0	0	0	0	1	31	0	0	0	1	0	2	0	0	0	0	0	0	0	1	4	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	180.6	"AWI"	180.6	1718	3393.6	2638.4	22	4	154	1	0	0	0	0	0	0	17	0	1	0	0	3	0	0	0	0	0	0	0	33	0	3	0	0	0	0	0	108	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	22	0	0	31	0	0	0	1	0	1	0	0	0	0	0	1	1	0	4	3	1	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	190.6	"AWI"	190.6	1874	3491.2	2776.6	29	4	203	0	0	0	0	5	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	36	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	152	20	0	0	0	0	0	0	33	0	0	0	0	0	1	0	0	0	0	0	7	1	1	7	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	200.6	"AWI"	200.6	1997.8	3604.8	2917.4	51	3	156	0	0	0	0	4	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	56	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	2	7	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	210.6	"AWI"	210.6	2215.4	3689.2	3063.2	32	3	242	0	0	0	0	4	0	0	27	0	0	0	0	0	0	0	0	1	0	0	0	29	0	5	0	0	0	0	0	58	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	115	22	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	220.4	"AWI"	220.4	2381.2	3777.2	3207.6	48	3	155	1	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	22	0	2	0	0	0	0	0	54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	170	0	0	0	0	0	0	0	18	0	0	0	3	0	2	0	0	0	0	0	2	1	0	4	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	230.4	"AWI"	230.4	2513	3880.2	3360.2	29	0	206	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	0	0	0	0	0	41	0	3	0	0	0	0	0	71	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	78	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	241.8	"AWI"	241.8	2777	3942	3517.2	38	1	192	0	0	0	0	1	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	30	0	3	0	0	0	0	0	70	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	137	16	0	0	0	0	0	0	25	0	0	0	1	0	1	0	0	0	0	0	1	0	0	8	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	251.8	"AWI"	251.8	2918.2	4031.4	3663.4	52	4	172	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	23	0	3	0	0	0	0	0	45	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	179	17	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	1	1	0	4	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	261.8	"AWI"	261.8	3337.8	4106.6	3796.4	51	3	227	0	0	0	1	3	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	47	0	1	0	0	0	0	0	51	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	31	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	3	0	2	6	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	271.8	"AWI"	271.8	3690.4	4201.6	3936.6	47	2	148	1	0	0	0	7	0	0	10	0	1	0	0	0	0	0	0	0	1	0	0	36	0	1	0	0	0	0	0	58	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	175	23	0	0	0	0	0	0	15	0	1	0	1	0	0	0	0	0	0	0	6	1	1	11	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	281.8	"AWI"	281.8	3830.8	4398.2	4100	52	2	85	0	0	0	1	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	45	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	130	47	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	6	3	4	24	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	291.8	"AWI"	291.8	3963.2	4537.4	4254	46	2	122	0	0	0	0	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	27	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	301.8	"AWI"	301.8	4033	4752.6	4403.2	42	4	138	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	46	0	0	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	4	1	1	11	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	311.8	"AWI"	311.8	4242.2	4883.4	4544.8	56	1	133	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	18	0	1	0	0	0	0	0	41	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	140	27	0	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	0	0	4	0	1	12	0	0	1
14652	22992	"Hinterburgseeli"	46.71801	8.06769	321.8	"AWI"	321.8	4390.8	5022.2	4697	45	2	114	0	0	0	1	2	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	133	24	1	0	0	0	0	0	23	0	0	0	0	0	1	0	0	0	0	0	4	0	5	13	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	351.4	"AWI"	351.4	4621	5713.2	5071.4	44	2	55	2	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	22	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	250	51	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	3	5	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	361.4	"AWI"	361.4	4710.6	5903	5192.2	54	2	39	0	0	0	0	3	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	29	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	47	0	0	0	0	0	0	24	0	0	0	0	0	2	0	0	0	0	0	6	1	2	16	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	371.4	"AWI"	371.4	4779.6	6075.4	5318.8	97	4	46	1	0	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	47	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	5	0	5	24	2	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	381.4	"AWI"	381.4	4841.2	6277.2	5442	80	4	27	0	0	0	0	2	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	40	0	2	0	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	54	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	0	0	2	0	4	20	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	391.4	"AWI"	391.4	4949.4	6386.4	5578.4	128	6	18	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	71	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	1	0	4	19	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	401.4	"AWI"	401.4	5017.2	6556.2	5716.2	109	9	0	0	0	0	1	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	37	0	2	0	0	0	0	0	23	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	54	89	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	15	55	0	1	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	411.4	"AWI"	411.4	5129	6723.6	5849	135	5	0	0	0	0	1	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	92	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	3	0	18	45	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	421.3	"AWI"	421.3	5228.1	6847	5980.6	154	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	75	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	10	36	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	431.3	"AWI"	431.3	5325.8	7066.5	6114.6	189	5	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	32	0	0	0	0	0	0	0	18	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	91	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2	0	18	57	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	441.3	"AWI"	441.3	5435.1	7159.2	6250.2	147	1	19	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	38	0	2	0	0	0	0	0	4	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	83	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	4	2	13	46	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	452.3	"AWI"	452.3	5521.1	7316.9	6406.6	110	3	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	56	0	2	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	22	0	1	0	0	0	0	0	0	0	0	0	1	0	15	70	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	462.3	"AWI"	462.3	5675.5	7441.8	6534.2	109	5	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	55	0	5	0	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	118	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	0	1	0	34	78	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	472.3	"AWI"	472.3	5807.2	7538.8	6669.9	94	5	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	22	81	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	484.5	"AWI"	484.5	5949.5	7710.5	6839	22	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	71	0	10	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	24	0	0	0	0	0	5	0	0	0	0	1	3	0	12	61	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	494.5	"AWI"	494.5	6066.5	7792	6973.5	25	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	64	0	3	0	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	0	2	0	11	70	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	504.5	"AWI"	504.5	6167	7930	7112	19	2	0	0	0	0	0	2	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	113	0	8	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	3	0	0	0	0	0	4	0	24	105	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	514.5	"AWI"	514.5	6316	8027	7233	9	3	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	82	0	9	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	0	1	0	9	62	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	524.5	"AWI"	524.5	6464	8130	7367.5	6	0	0	0	0	0	1	1	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	46	0	8	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	5	0	0	0	0	0	0	0	12	69	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	540.5	"AWI"	540.5	6705.5	8305	7572.5	6	3	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	71	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	1	0	11	49	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	550.5	"AWI"	550.5	6857	8398	7705	8	1	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	101	0	2	0	0	0	0	0	0	5	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	5	53	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	560.1	"AWI"	560.1	6995.3	8513.8	7832.2	10	3	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	110	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	25	0	0	0	0	0	2	0	0	0	0	0	0	0	24	105	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	571.7	"AWI"	571.7	7201.5	8601.6	7980.8	2	2	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	81	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	1	0	0	0	0	0	1	0	15	76	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	582.9	"AWI"	582.9	7338.9	8723.8	8130.7	1	5	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	80	0	2	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	28	0	0	0	2	0	5	0	0	0	0	0	1	2	7	83	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	592.9	"AWI"	592.9	7585.9	8791.6	8250.9	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	117	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	6	59	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	602.9	"AWI"	602.9	7770.2	8864.8	8376.8	2	1	0	0	0	0	0	1	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	85	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	20	0	0	0	0	0	2	0	0	0	0	0	1	1	16	36	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	612.9	"AWI"	612.9	7973.7	8944.4	8497.9	2	3	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	255	0	10	0	0	0	0	0	0	8	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	20	0	0	0	0	0	4	0	0	0	0	0	1	2	20	101	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	622.9	"AWI"	622.9	8235.9	9001.1	8612.8	3	5	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	138	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	4	0	0	0	0	0	0	0	12	90	1	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	634.9	"AWI"	634.9	8389.7	9179	8770.9	1	3	0	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	164	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	69	0	0	0	0	0	0	27	0	0	0	0	0	5	0	0	0	0	0	3	1	15	101	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	644.9	"AWI"	644.9	8496.3	9268.6	8877.9	4	5	0	0	0	0	0	2	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	144	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	22	0	0	0	0	0	1	0	0	0	0	0	2	0	21	66	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	654.9	"AWI"	654.9	8562.5	9403.5	8985.9	1	2	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	157	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	20	0	0	0	0	0	1	0	1	0	0	0	3	1	12	66	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	664.8	"AWI"	664.8	8668	9514.2	9086.2	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0	109	0	10	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0	0	0	1	2	11	56	0	0	0
14652	22992	"Hinterburgseeli"	46.71801	8.06769	674.8	"AWI"	674.8	8772.2	9589	9199.8	0	6	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	170	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	3	0	0	0	0	0	3	3	16	84	0	0	0
