"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Tilia"	"Ulmus"	"Vitaceae"
3354	4352	"Place du Commerce"	47.21389	-1.55611	1004	"AWI"	1004	6325	6959	6684	0	0	108	11	0	0	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	38	0	0	0	0	0	0	11	4	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1024	"AWI"	1024	6398	7011	6744	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	10	0	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1043	"AWI"	1043	6473	7056	6802	0	1	154	10	1	3	1	0	3	0	0	0	0	1	0	18	2	0	0	0	0	0	0	0	0	1	0	1	0	0	14	1	0	0	0	0	75	2	0	0	0	0	0	12	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1068	"AWI"	1068	6579	7114	6879	0	0	59	10	0	1	0	0	2	0	0	0	0	0	0	8	4	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	38	3	0	0	0	0	0	4	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1088	"AWI"	1088	6672	7155	6939	0	0	111	14	0	1	1	0	2	0	0	0	0	1	0	7	26	0	0	0	0	2	0	1	0	0	0	1	1	1	29	3	0	7	0	0	58	1	0	0	0	0	0	4	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1108	"AWI"	1108	6762	7198	6997	0	0	122	9	0	4	2	0	3	0	0	0	0	0	0	9	29	0	0	0	0	0	0	0	0	0	0	0	2	2	26	0	0	0	0	0	27	1	0	0	0	0	0	9	2	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1135	"AWI"	1135	6881	7259	7073	1	0	90	20	0	2	1	0	2	0	0	0	0	0	0	16	12	0	0	0	1	0	0	0	0	2	0	0	1	1	27	0	0	0	0	0	84	0	0	0	0	0	0	8	2	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1148	"AWI"	1148	6933	7282	7107	0	0	138	22	0	1	0	0	1	0	0	0	0	0	0	19	11	0	0	0	1	1	0	0	0	0	0	0	0	1	30	0	0	3	0	0	43	0	0	0	0	0	0	20	1	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1155	"AWI"	1155	6952	7299	7127	0	0	138	33	0	2	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	77	0	0	0	0	1	0	13	1	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1175	"AWI"	1175	7020	7335	7173	1	0	139	26	0	4	0	0	3	0	0	0	0	0	0	13	5	1	0	0	0	0	0	0	0	1	0	0	1	1	45	1	0	0	0	0	67	0	0	0	0	0	0	13	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1195	"AWI"	1195	7080	7380	7220	2	0	46	37	0	2	0	0	2	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	0	0	0	2	47	0	0	0	0	0	94	0	0	0	0	0	0	13	2	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1220	"AWI"	1220	7155	7431	7288	2	0	32	28	0	2	0	0	0	0	0	0	0	0	0	16	21	0	0	0	0	0	0	0	0	0	0	0	0	2	60	0	0	0	0	0	84	0	0	0	0	2	0	13	2	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1245	"AWI"	1245	7228	7517	7360	0	0	19	36	3	2	0	0	0	0	0	0	0	1	0	24	6	0	0	0	0	0	0	0	0	1	0	0	0	2	35	0	0	0	0	0	85	0	0	0	0	1	0	8	5	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1260	"AWI"	1260	7264	7566	7405	1	0	37	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	51	0	0	0	0	0	0	10	6	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1270	"AWI"	1270	7300	7596	7433	0	1	36	47	2	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	31	0	3	0	0	0	12	1	0	0	0	0	0	26	7	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1290	"AWI"	1290	7357	7661	7494	0	1	59	28	1	1	1	3	0	0	0	0	0	0	0	21	4	0	0	0	0	1	0	0	0	0	0	0	2	1	42	0	0	0	2	0	79	0	0	0	0	1	0	25	5	1
3354	4352	"Place du Commerce"	47.21389	-1.55611	1315	"AWI"	1315	7444	7783	7589	0	1	65	20	1	2	3	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0	0	0	0	0	83	0	0	0	0	2	0	16	8	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1335	"AWI"	1335	7511	7892	7673	1	1	54	46	0	2	1	0	3	1	0	0	0	1	0	15	4	0	0	0	0	0	0	0	0	0	0	0	1	0	39	1	3	0	0	0	90	1	0	1	0	0	0	12	7	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1360	"AWI"	1360	7585	8008	7765	0	1	27	21	1	0	0	0	1	0	0	0	0	0	0	6	13	0	0	0	0	0	1	0	0	1	0	0	0	0	31	0	0	0	0	0	47	0	0	0	0	0	0	9	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1380	"AWI"	1380	7627	8077	7824	1	0	74	32	2	0	0	0	2	0	0	0	0	0	0	14	8	0	0	0	0	0	0	1	0	0	0	0	0	1	52	0	0	0	0	0	62	0	0	0	0	0	0	7	3	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1405	"AWI"	1405	7671	8129	7879	0	1	54	27	1	2	0	0	0	0	0	0	0	0	0	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	46	0	0	0	0	0	0	15	2	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1450	"AWI"	1450	7764	8229	7977	0	1	43	21	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	22	0	0	0	0	0	0	6	0	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1470	"AWI"	1470	7805	8268	8018	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1495	"AWI"	1495	7857	8322	8070	0	0	26	12	0	2	0	0	1	0	0	0	0	0	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	1	50	0	0	0	0	0	31	0	2	0	0	0	1	8	1	0
3354	4352	"Place du Commerce"	47.21389	-1.55611	1515	"AWI"	1515	7902	8363	8113	1	0	75	22	0	2	0	0	2	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0	0	0	0	1	51	0	0	0	0	0	64	1	0	0	0	0	0	17	4	0
